Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,drama,Marie Engel,F,,,,"
          
Mutter

          
(steht hinter Berthe und kämmt ihr das Haar):

          
Dis weiß d'r lieb Herrgott, was dü mit dine hoor machsch. Als widder verstruwwelt und verzüst. For
          dich könnt m'r allei e Coiffeur anstelle, daß de nit alle-gelde-n-erüslüejsch wie e
          Ziginnersmaidel.

        
",0,greber-lucie
1,drama,Berthe,F,,,,"
          
Berthe :

          
Auah! Auah! De machsch m'r weh, Mamme.

        
",0,greber-lucie
2,drama,Marie Engel,F,,,,"
          
Mutter :

          
Halt! e bissele stilli, daß ich dich strähle kann. Ropfe müeß ich dich halte schun, bisch ganz allei
          Schuldige dran. Wo isch din Zopfbendel? Hesch ne 'mol widder verloren?

        
",0,greber-lucie
3,drama,Berthe,F,,,,"
          
Berthe :

          
Do isch 'r jo!

        
",0,greber-lucie
4,drama,Marie Engel,F,,,,"
          
Mutter :

          
Gib here! 
          
(Berthe reicht ihr das Bande)
 Dü sottsch viel meh üf dich halte. E Maidl, wo in d'
          Doctrine geht, sott sich viel ze Guten sin, for üf d'r Gaß erumzespringe, daß m'r nit weiß, in wem's
          g'hört. Es het nit e jeds die Lehre, wo dü hesch. — Wie stehts mit dine-n-Uffgawe, hesch sie schun
          gemachti?

        
",1,greber-lucie
5,drama,Berthe,F,,,,"
          
Berthe :

          
Ich hab sie gemachti, awer 's Lucie müeß mich emol de Katechisme üwwerhöre, ob ich ne au Guten kann.
          Wurum kummt's denn so langer nit?

        
",1,greber-lucie
6,drama,Marie Engel,F,,,,"
          
Mutter :

          
Fröiij's doch selbscht; es sät m'r 's nit, was for G’schäfte 's het.

        
",1,greber-lucie
7,drama,Berthe,F,,,,"
          
Berthe :

          
Denk emol, gradi ewwe-n-isch e Herr do gsin, un het noch em gfröujt.

        
",1,greber-lucie
8,drama,Marie Engel,F,,,,"
          
Mutter :

          
Wo?

        
",2,greber-lucie
9,drama,Berthe,F,,,,"
          
Berthe :

          
Uff d'r Gaß.

        
",2,greber-lucie
10,drama,Marie Engel,F,,,,"
          
Mutter :

          
E Herr?

        
",2,greber-lucie
11,drama,Berthe,F,,,,"
          
Berthe :

          
Ja‚, e Schön großer Herr isch kumme, mit eme schwarzer Schnützer un eme goldene pince-nez. Der het
          noch'm Lucie gfröujt. No hawi g'saat: 's isch nit d'heim. No het er gsaat: gell, dü bisch sicherlich 's
          Schweschterle züem. No hawi g'saat: ja. No het er gsaat: dis isch awer Schade, ich bin arig pressirt. —
          Un derno isch er widder furt gange.

        
",2,greber-lucie
12,drama,Marie Engel,F,,,,"
          
Mutter :

          
's isch Guten. Ich saa's im, wenn's heime kummt.

        
",3,greber-lucie
13,drama,Berthe,F,,,,"
          
Berthe :

          
O jeh, d'r Bäbbe! Ich Glöüwe, er het schun widder eini.

        
",3,greber-lucie
14,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder

          
(Trinkergesicht; farbiges Hemd, verschlissene Sammthose, Gurt, abgetragener Rock und hohe Mütze;
          angetrunken, rennt an Berthe an) :

          
Mach, daß de m'r üs de Füeß gehsch, Krott, Eländer! Sunsch gitts Schmier! Sacré matin noch emol!

        
",3,greber-lucie
15,drama,Marie Engel,F,,,,"
          
Mutter :

          
Seij mit dem Kind doch nit so grobi. 's het d'r jo nix gemachti.
          
(Zu Berthe.)
 Geh e bissel üf
          
d'Gaß Kind. Din Bäbbe isch awer au gar ze wuescht mit d'r. 
          
(Berthe rechts ab.)

        
",3,greber-lucie
16,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder

          
(ruft der Berthe nach):

          
Brüchsch nit vum m'r furtzelaufe, ich biß dich nit. — — 
          
(Zur Mutter)
 Isch's z'Nachtesse geruescht? — — Ich hab Hunger.

        
",4,greber-lucie
17,drama,Marie Engel,F,,,,"
          
Mutter :

          
's isch ererscht halwer sechs, m'r esse-n-am siewwene, wie sunscht. So langer kannsch warte, un wenn
          de nit warte witt, ze kannsch gehn, wo de here kumme bisch.

        
",4,greber-lucie
18,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder :

          
Es müeß aim werli Angst und bang sin, wenn m'r heime kummt.

        
",4,greber-lucie
19,drama,Marie Engel,F,,,,"
          
Mutter :

          
Ja‚, ich meins au!

        
",4,greber-lucie
20,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder :

          
Was gitt's ze-n-esse ?

        
",5,greber-lucie
21,drama,Marie Engel,F,,,,"
          
Mutter :

          
Grumbeere, Salad un Brod.

        
",5,greber-lucie
22,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder :

          
Sunsch nix? Dis Fresse hawi sät!

        
",5,greber-lucie
23,drama,Marie Engel,F,,,,"
          
Mutter :

          
Ehen ben, no geh lüeje, wo de-n-ebbs bessers bekummsch. Mir sin d'rmit zefriede.

        
",5,greber-lucie
24,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder :

          
Eländer Mungedrysselswirtschaft! Do het m'r 's jo besser im Böuj.

        
",6,greber-lucie
25,drama,Marie Engel,F,,,,"
          
Mutter :

          
Weje dem kannsch mache, daß de widder anne kummsch, wenns d'r derte so Guten gfalle het.

        
",6,greber-lucie
26,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder :

          
Was saasch?

        
",6,greber-lucie
27,drama,Marie Engel,F,,,,"
          
Mutter :

          
Wenn dü ebbs schaffe dhäddsch , könnt m'r d'r au ebbs Ordentlichs rüeschde züem z'Nachtesse. Wenn m'r
          awer de ganze Daa in de Bierläde-n-erumkheijt....

        
",6,greber-lucie
28,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder :

          
Ich schaffe! For denne Hungerslohn, wo m'r kreijt? — — Do kennsch dü mich awer schlechten, wenn de
          meinsch, daß ich dodrum au nurre de Kläiner Finger rüehr. — — Ja‚, ja, ich weiß, d'arme Litt sin nur
          Hund, nix andersch sin sie wie Hund — — schaffe solle sie Daa un Nacht, daß d'Riche könne-n-in d'r
          Citadin fahre un sich e dicker Büch pflanze. — Awer 's wurd schun noch andersch kumme, denk dran, m'r
          wäre schun mit denne große Herr dheile, un dis garantiera ich dir, daß ich nit d'r letscht bin, wo ebbs
          kreijt.

        
",7,greber-lucie
29,drama,Marie Engel,F,,,,"
          
Mutter :

          
Dü hesch's jo Guten vor.

        
",7,greber-lucie
30,drama,Joseph Engel,M,stonemason,crafts,lower_middle_class,"
          
Vadder :

          
Es kummt noch eso, es kummt noch eso, dis kann nit so bliewe. Sie solle schun lüeje, die Herr vun
          Owwe. Die Hungerswirtschaft het e-n-End, un bis dert anne isch's nimmi langerer. Ich saa d'r's, un gsaat
          isch gsaat, sie düürt nimmi langerer. Verstehsch mi?

        
",7,greber-lucie
31,drama,Marie Engel,F,,,,"
          
Mutter :

          
Jo — dü hesch erecht.

        
",7,greber-lucie
