Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Amalie Schneider,F,,,,"
          
Amelie :

          
(das Buch bei Seite legend, erhebt sich und dehnt die Glieder)

          
Oh — isch diß awwer e schen Gschicht gsin, — numme Schade, daß sie sich nit kreijt hann — zue Schade! — Die arm Gab- rielle — — 
(sieht auf die Ühre, verschreck)
 O jr- rum! — schun so spoot? — Un ich bin noch nit emole mol coiffiert! — Sälmel! — Sälmel! 
(schellt.)

        
",0,hahn-jungi-madamme
1,comedy,Sälmel,F,,,,"
          
Sälmel:

          
Was beleebt, Madamen?

        
",0,hahn-jungi-madamme
2,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Wo bliet denn d’coffeuse hitt?

        
",0,hahn-jungi-madamme
3,comedy,Sälmel,F,,,,"
          
Sälmel:

          
Ei, sie isch jo do gewänn, awwer d'Madamen hett jo gseit, sie soll numme widder gehn, sie hätt kein Zitt’.

        
",0,hahn-jungi-madamme
4,comedy,Amalie Schneider,F,,,,"
          
Amalie:

          
Herje, ja — ‘s isch jo wohrer — och mit däre dumma Gschicht — wie ischs mit'm Esse, Sälmel? jetz isch's dreiviertel üf Zwelf!

        
",1,hahn-jungi-madamme
5,comedy,Sälmel,F,,,,"
          
Sälmel:

          
Ich meinen ‘s Rindfleisch wurd nem weiche, wenn‘s schun so spoot isch — ich hab's erscht vor ‘re halwe Stund in de Hafe gemachti —

        
",1,hahn-jungi-madamme
6,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Erscht?

        
",1,hahn-jungi-madamme
7,comedy,Sälmel,F,,,,"
          
Sälmel:

          
Ei jo, d’Madamen hett jo gseit, sie besorgt‘s — I hab halte d‘r Gang un d'Stay gebutzt, ‘s isch doch Samschdeu —

        
",1,hahn-jungi-madamme
8,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Herrjeses — haw ich awwer jetz d‘Zitt’ versümt — in ‘re Stund wurd‘s Rindfleisch nit weiche, hein?

        
",2,hahn-jungi-madamme
9,comedy,Sälmel,F,,,,"
          
Sälmel:

          
Ich glöub nit, Madamen!

        
",2,hahn-jungi-madamme
10,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Was mache m'r jetz?

        
",2,hahn-jungi-madamme
11,comedy,Sälmel,F,,,,"
          
Sälmel:

          
I weiß nit!

        
",2,hahn-jungi-madamme
12,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Dräje Sie de Gas Guten üf, daß es tichti kocht, velicht packt's es noch — ah! — warte Sie mol — ich hab schun ghört, wenn m‘r Süd an‘s Gemues macht, wurd's schnalle weichee, — wenn m‘r e bissel an d‘Supp mache dät — ich meinen m'r dät's nit schmecke — daß ‘s Fleisch weichee dät wäre —

          

		
",3,hahn-jungi-madamme
13,comedy,Sälmel,F,,,,"
          
Sälmel :

          
(kichernd)

          
I weiß nit!

        
",3,hahn-jungi-madamme
14,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Scheele Si jetz emol e Will d‘Grum- beere — ich kumme d‘rno.

        
",3,hahn-jungi-madamme
15,comedy,Sälmel,F,,,,"
          
Sälmel:

          
Ja‚, Madamen! 
(auf die Seite)
 Deß wurd m'r widder e natts Gfraß gen.

        
",3,hahn-jungi-madamme
16,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Hett Sie ebs gsaat?

        
",4,hahn-jungi-madamme
17,comedy,Sälmel,F,,,,"
          
Sälmel:

          
Ich meinen d’Grumbeere hänn noch e bissel Zitt’ —ich könnt noch gscwind s‘Schloofzim- mer mache — d‘Madamen hett‘s hitt doch nit ge- maacht.

        
",4,hahn-jungi-madamme
18,comedy,Amalie Schneider,F,,,,"
          
Amelie :

          
(auffahrend)

          
Was geht deß Sie an? — 
einlenkend)
 Awwer — doch — mache Sie's noch gschwind 
(Sälmel ab nach links)
 — ich bin doch arig spoot d‘ran hitt — numme wärje däre dumma Gschicht — och, un sie isch doch e so schen gsin. — ‘s isch au ebs mit däre dumma Ko- cherei alle Daa — — 
(es klingelt)
 —Uh! — was isch jetz? — Ich Glöüwe ich krej noch visite. — Die kummt m‘r jetz gradi Rechte — Sälmel — gehn Sie doch — ‘s hett gschellt 
(Sälmel kommt von links und geht einlig ab durch die Mitte)
 ah! diß isch ‘s Fanny — —

        
",4,hahn-jungi-madamme
19,comedy,Fanny Müschler,F,,,,"
          
Fanny:

          
Bonjour, Amélie!

        
",4,hahn-jungi-madamme
20,comedy,Josefine Martel,F,,,,"
          
Josefine:

          
Guten Morjen!

        
",5,hahn-jungi-madamme
21,comedy,Fanny Müschler,F,,,,"
          
Fanny:

          
M'r sin gradi do verbei gange, henn m‘r dir welle bonjour sawe, so en passant —

        
",5,hahn-jungi-madamme
22,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Prenez place, ihr muen excüsiere, ‘s isch noch nit uffgerümmt.

        
",5,hahn-jungi-madamme
23,comedy,Josefine Martel,F,,,,"
          
Josefine:

          
O diß macht nix! - bi mir isch‘s als manchmol au nit andersch — awwer wenn ich emol verhirot bin — —

        
",5,hahn-jungi-madamme
24,comedy,Fanny Müschler,F,,,,"
          
Fanny:

          
Isch's d'r nit Guten, daß de d‘hoor erab hänke hesch?

        
",6,hahn-jungi-madamme
25,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Nan — deß heißt — ja ich hab e bissel Kopfweh —

        
",6,hahn-jungi-madamme
26,comedy,Josefine Martel,F,,,,"
          
Josefine:

          
A noch? — kenn Wunder, wenn m’r e so schaffe mueß. Sie hann numme an Maidl gelte Sie?
       
		  

        
",6,hahn-jungi-madamme
27,comedy,Amalie Schneider,F,,,,"
          
Amelie:

          
Jo, unn mit dem isch nit viel los.

        
",6,hahn-jungi-madamme
