Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Das isch nit Schlächti, Singen ich do s’schenschta Maialied un mr han doch hit erscht dr 1. Awril. S’isch awer o so a prachtevollen Watterla, do müeß mr jüchzge un Singene, eb mr will oder nit; derbi han i alli Ursach lustigen z’si, denn i warte mini fenf amies zum a Teekranzla. Das git a fideler Mittag. Wu si awer o nur alli stacka 
(sieht auf ihre Ühre)
, es isch jo glich drei un se han mr Verspräche fir rachte friahi z’kumme. Wenn nur d’Tante Florentine nit so Schlächti glünt war. Das wird noch ebbs absetze. Ja‚, wenn i mini Frindinna nit schu alli iglada hat vor acht Tag, so war üs dam Teekranzla nit wora. Rißt is net vorgescht Knall un Fal unseri Kecha üs. Das isch d’zweite g’si sitter Nejohr. Hoffentlig git’s bol Ersatz, denn die menus, wu mini chère tante* sitter combiniert het, brrr.

          
",0,weigel-in-dr-awril-gschickt
1,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Aha, do kumme se alla mit-nander.

          
",1,weigel-in-dr-awril-gschickt
2,comedy,Mlle Florentine Blind,F,rentier,rentiers,upper_middle_class,"
            
Freundinnen:

            
(tratte ein)

            
Bonjour Suzanne, salut Suzi, bonjour ma chère etc.

          
",2,weigel-in-dr-awril-gschickt
3,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Bonjour Kinder 
(gibt allen die Hand)
, andlig isch nit ewige. Ihr lehn langer üf i warte. 
(Alle setzen sich.)

          
",3,weigel-in-dr-awril-gschickt
4,comedy,Jeanne,F,,,,"
            
Jeanne:

            
Mr han anander rendez-vous gen, fir unser Izug mit-nander z’fiera und do hatt’s halte a Will ge- dürt, bis alli présentes g’si sin. S’Juliette isch natier- lig weder s’letschta gsi, wie immer.

          
",4,weigel-in-dr-awril-gschickt
5,comedy,Irène,F,,,,"
            
Irène:

            
As meint, es isch a Todsind, wenn as üf uns warte müeß, ich bin ganz secher, as kunt o a mol z’spoot fir in dr Himmel.

          
",5,weigel-in-dr-awril-gschickt
6,comedy,Juliette,F,,,,"
            
Juliette:

            
Han nur ke so groß Mül, so g’fährlige isch’s nit; un iwerhäupt in dr Bibel steht’s jo: die letzten werden die ersten sein. Das isch m i Droscht, hoffentlig geht's mir o so.

          
",6,weigel-in-dr-awril-gschickt
7,comedy,Marthe,F,,,,"
            
Marthe :

            
(zu Suzanne)

            
Mr han z’erscht diner tante bonjour g’sait, awer se schient mr nit rosig glünt z’si.

          
",7,weigel-in-dr-awril-gschickt
8,comedy,Lucie,F,,,,"
            
Luzie:

            
Ja‚, ja, ich han’s o gedankt.

          
",8,weigel-in-dr-awril-gschickt
9,comedy,Suzanne,F,,,,"
            
Suzanne:

            
O jeh, sinn mr nur stilli, ich han schu ebbes mitg’macht, mr han schu zwe Tag ke Kecha me.

          
",9,weigel-in-dr-awril-gschickt
10,comedy,Jeanne,F,,,,"
            
Jeanne:

            
Ja‚, kat denn eira femme de chambre nit üshalfa?

          
",10,weigel-in-dr-awril-gschickt
11,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Jo die Gans, s’hat jo ke Ahnung vu dr Kocha- kunscht, das weiß nit amol, wenn s’Wasser kocht. Deßletscht hat se ebbs gebache, no hat se schint’s em Kochabüech glase: man nimmt drei ganze Eier. Wie mr das Dings welle asse, biß ich üf ebbs herts. meinen n’r hat se die drei Eier mitsamt de Schale in danne Teig ine gedolgt. 
(Lache.)

          
",11,weigel-in-dr-awril-gschickt
12,comedy,Irène,F,,,,"
            
Irène:

            
Wu asse n’ihr jetz, im Hotel?

          
",12,weigel-in-dr-awril-gschickt
13,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Nei, mini chère tante kocht salwer un d’Mam- selle Amélie müeß re hälfe. Mich will si nit in dr Kucha ha, si seit ich seig z’schtrutlig,

          
",13,weigel-in-dr-awril-gschickt
14,comedy,Juliette,F,,,,"
            
Juliette:

            
Ja‚ kat dini tante denn Kocha?

          
",14,weigel-in-dr-awril-gschickt
15,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Un ebb. Si lest alles üs’m Kochbüech. meinen g'scheit z’Mittag isch re ein passiert. D’Mamselle Amelie hat re schient alles mieße rüeschde, wie’s im

          
",15,weigel-in-dr-awril-gschickt
16,comedy,Lucie,F,,,,"
            
Lucie:

            
Das isch Guten, das g’hert in d’Zittung.

          
",16,weigel-in-dr-awril-gschickt
17,comedy,Jeanne,F,,,,"
            
Jeanne:

            
Nei, a so ebbs han i noch nie erlabt.

          
",17,weigel-in-dr-awril-gschickt
18,comedy,Marthe,F,,,,"
            
Marthe:

            
Schade aß es nit hit am 1. Awril passiert isch.

          
",18,weigel-in-dr-awril-gschickt
19,comedy,Irène,F,,,,"
            
Irène :

            
(zu Suzanne)

            
Ja‚ han ihr noch ke andre Kecha in Uessicht ?

          
",19,weigel-in-dr-awril-gschickt
20,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Es han si schu a paar g’malda, awer se han dr tante nit imponiert.

          
",20,weigel-in-dr-awril-gschickt
