Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Madame TÜRK,F,,,,"
          
Madamen Türk

          
(kunnt züem Hotel üse)

          
Mine Hànschig, mi Eventail... ich ha Glöüwe alles... jà
                        so... mi brodiert Nastüech... ich ha mi brodiert
                        Nastüech vergasse... jetz müess ich wieder in dr dritte
                        Stöcke ufekràbse... wenn ich awer dr Portnere thàt
                        schicke?...
(se geht an d'Thüre z'ruck)
 Herr
                        Tschobe!... Herr Tschobe!...

        
",0,lustig-uf-bsuech-bi-dr-frau
1,comedy,Dr Portner vom Hotel,M,doorman,elementary_professions,,"
          
Dr Portnere

          
(innehàr)

          
Was b'liebt, Madamen Türk?

        
",0,lustig-uf-bsuech-bi-dr-frau
2,comedy,Madame TÜRK,F,,,,"
          
Madamen Türk.

          
Sin Se doch so Guten un nàmme Se mi Schlissel un hole Se
                        mr mi brodiert Nastüech in mim Zimmer, 's ligt üf em
                        Tisch...

        
",0,lustig-uf-bsuech-bi-dr-frau
3,comedy,Dr Portner vom Hotel,M,doorman,elementary_professions,,"
          
Dr Portnere

          
(innehàr)

          
Glich, Madamen Türk... ich will nur noch dr Katz d'Milch
                        bloose...

        
",1,lustig-uf-bsuech-bi-dr-frau
4,comedy,Madame TÜRK,F,,,,"
          
Madamen Türk.

          
Dummle Sie sich, ich warte üf Se... wenn ich nur nitt
                        z'spoot bi... ich Glöüwe nitt...
(se macht e Brief üf)
 's
                        isch erst am Nine, wo mich dr Herr Dampf soll kumme
                        abhole... do sàit er jo, ass er hit z'Nacht am Nine
                        d'Ehr wird ha, mich abz'hole, fir mich züe dàne Herr

                        z'fiehre, wo-n-ich gern hätt, ass mi Mænner Diràcter thàt
                        werde... er meint noch, se werde-n-in eso Schön-n-Aüge
                        nit refüsiere känne, un doch isch's jetz scho vierzeh
                        Tàg, ass me mir Allewil verspricht... un dà Herr Dampf
                        hat mich ag'lüegt gestert üf e bedenklige Manier fir e
                        Jungi Fräu, wo-n-erst sechs Wuche g'hirothe-n-isch...
                        ich ha-n-en awer o nitt in mim Zimmer im Hotel
                        empfange, fir mi abz'hole... ich ha-n-em d'Adresse vo
                        minere Cüsine gen, se wohnt gradi do àne... 's isch
                        secher dert... wenn's nur scho umme wàr!... Was macht
                        me doch nitt fir dr Mænner! Dà Liawe Mænner! er hat mich
                        nitt welle lo furt geh... er haltet nitt dra, ebbes
                        z'werde, awer ich desto mehr... we me-n-üf ihn thàt
                        lose, so thàt er si ganz Lewe-n-am gliche Platz bliwe
                        grüpe...

          

            
G'sang

            
(Gentille couturière)

            
Wenn ich thàt üf ihn lose,

            
So wàr bol 's Elander Trümpf,

            
Boll hätt er keine Hose

            
Un o kei Guten Strumpf.

          

          

            
Doch das Ding ka nitt so bliwe,

            
Ich will ihn scho vorwàrts triwe,

            
Wenn's mir hit nitt fähle thüet schläuj,

            
Soll er e besser Plàtzle ha.

          

          
Awer dà Portnere kummennt jo gar nitt... wenn nur dr
                            Herr Dampf no nitt aruckt...
(se geht an d'Thüre)
kämme Se bol, Herr Tschobe?...

        
",1,lustig-uf-bsuech-bi-dr-frau
5,comedy,Dr Portner vom Hotel,M,doorman,elementary_professions,,"
          
Dr Portnere

          
(làngt 's Nastüech züer Thüre-n-üse)

          
Do, Madamen Türk.

        
",1,lustig-uf-bsuech-bi-dr-frau
6,comedy,Madame TÜRK,F,,,,"
          
Madamen Türk

          
(fir sich)

          
Endlig!
(läuten)
 Sie lehn Nieme-n-in mi Zimmer ufe geh, Se
                        sàhn, ass ich üsgang...

        
",2,lustig-uf-bsuech-bi-dr-frau
7,comedy,Dr Portner vom Hotel,M,doorman,elementary_professions,,"
          
Dr Portnere

          
(innehàr)

          
Müess me-n-üf Se warte?

        
",2,lustig-uf-bsuech-bi-dr-frau
8,comedy,Madame TÜRK,F,,,,"
          
Madamen Türk.

          
's isch unnöthig, ich gang an e Soirée un kumme
                        wohrschinlig spoot heim...

        
",2,lustig-uf-bsuech-bi-dr-frau
9,comedy,Dr Portner vom Hotel,M,doorman,elementary_professions,,"
          
Dr Portnere.

          
Ich Winsch viel Plaisir, Madamen Türk
(er macht d'Thüre
                        züe).

        
",3,lustig-uf-bsuech-bi-dr-frau
