Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,drama,Konrad von Lichtenberg,M,,,,"
            
KONRAD:

            
wahrhafti a wunderbari Jagd, wu mir hit ghalte han, in Dina Walder, Rudolf. Un rich di Jagdbeute: A mächtig Bär, 10 Hirsch, nit zu reda vo da Reh un allerlei Roibwild noch.

          
",0,wagner-die-greifensteiner
1,drama,Rudolf von Greifenstein,M,,,,"
            
RUDOLF:

            
In dr Tat, Glüeck han mir gha. Awer da Bär, Herr Konrad 
(lächelnd)
 da han Ihr üf’m 'Gewisse. Dini secher Hand hat na anagstreckt, Di Jagdmesser hat na durchbohrt. Da verrisst da arm Hirta ke Kalb mehr. Drum hab ich na oi Dir, Liawe Frinde üf dr Waga packa loh un a paar Hirsch drzüa.

          
",0,wagner-die-greifensteiner
2,drama,Konrad von Lichtenberg,M,,,,"
            
KONRAD:

            
Ich Danke Dir, Rudolf. Doch s’Fell, das loss ich garwa, um’s Adelinde zu verehre, Dim liewa Wib. Zahlreich isch hit d’Jagdgsellschaft gsih. Nur einer hab ich vermisster, die Brüe- dr Hugo. Isch’r nit iglada gsih?

          
",0,wagner-die-greifensteiner
3,drama,Rudolf von Greifenstein,M,,,,"
            
RUDOLF:

            
Ar isch glada gsih. Awer — ich weiss nit, was mit mim Brüeder isch. Sit ich ghirota Din, isch ar ganz andersch. Un sit ar gar üs’m Feldzug vo Italia zruck isch, do isch ar erscht rachte fremd wora.

          
",1,wagner-die-greifensteiner
4,drama,Konrad von Lichtenberg,M,,,,"
            
KONRAD:

            
Sot velicht si Frinde do dra Schuldige si, wu ar üs Italia zruck brocht hat, wu d’Stell vom Schlossvogt versieht, will dr alt a Dissel z’schwächer isch, dert owa zu rejiere unde da Dienschtlit.

          
",1,wagner-die-greifensteiner
5,drama,Rudolf von Greifenstein,M,,,,"
            
RUDOLF:

            
Ihr meinen Walter von Wettolsheim. Ich gloib küm. Ar macht kei Schlächti Idruck. Hugo hat’m s’Lawa grettet üfm Kriegszug in Italie. Bi Neapel, dert hat ar na rüsghoia üsm a Rudel Menschemerder wu na z’Nachts üf’m a einsam Poschta iwerfalle han. Sithar sin si dicki Frinde un die Dankbarkeit vo Walter kennt kei Granza mehr. Sie han oi Blüetsbrüederschaft sich gschwora, ihr Blüet im a Bacher gmischt un dr alta Schwur geto:
	      

	        
«Vereint nun schreiten wir durch alle Schicksalsfälle,

		
Wenn nicht zum Himmel, Hand in Hand zur Höll.»

	      

	    
	      
          
",1,wagner-die-greifensteiner
6,drama,Konrad von Lichtenberg,M,,,,"
            
KONRAD:

            
Ich warne Dich, Rudolf! Ich han s’letschamol, wu ich Eich bynander gsah hab, dr besa blick gsah, wu Hugo üf Dir hafta hat loh — un noch ebs andrs... Also blieb üf Diner Hüet — wahr Di Wib, Di Schloss un Di Guten. 
(Mænner hört ein Horn)
. Doch, ich mües geh. Hersch, mini Lit, mitm Waga, mini Knappa mit da Pferd. Sie riefa, — Ich mües geh.

          
",2,wagner-die-greifensteiner
7,drama,Rudolf von Greifenstein,M,,,,"
            
RUDOLF:

            
Erloib as ich Dich noch geleit bis zu Dina Lit. Wenn mr so a Ganzi Tag im Sattel gsih isch, tüet eim a Kläiner Marsch wohler. — 
(Beide ab)
.

          
",2,wagner-die-greifensteiner
8,drama,Hugo von Greifenstein,M,,,,"
            
HUGO:

            
Dasmol fallt ar in unsri Hand! Dasmol entgeht ar uns nit! S’wurd ihm hoffentlich nit ifalla, a andra Wag zum Ruckwag zü nahma.

          
",2,wagner-die-greifensteiner
9,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
Ich warne Dich noch amol, Hugo! Hugo, s’isch a spielen üf Lawa un Toder!!!

          
",3,wagner-die-greifensteiner
10,drama,Hugo von Greifenstein,M,,,,"
            
HUGO :

            
(fest)

            
Ja‚ — — üf Lawa un Toder!! Entweder da Streich glickt, drno kann ich wieder lab — oder es geht schief — -—- Hols der Teüfel drno? — D’rno verschwind ich üs dam Landen — zieh furt in dr Krij, in d'r kämpf, Vergassa zu suche, waga mir oi umzukomma, denn genüa hab ich, vo dam lustigen Lawa!!! 
(stampfend)
 genüa! genüa!

          
",3,wagner-die-greifensteiner
11,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
Ich versteh Dich nit! Isch denn Die Lawa wirk- lig so reizlos, so unertragbar? Was geht in Dir vor? Dü bisch üs edlem, altem, angsahna gschlaacht, bisch Jungi, schen, kannsch noch zu hohe Ehr ufstiega. A tapfera Ritter wie Dü, isch dam ebs unerreichbar. Mir lab in dr Zitt’, wu a tapfera Ritter mit sim Guten Schwart Grafschafta, ja Fürschtakrona sich erobert. Dü kannsch Dich vermähla mit ra herrlischen Edeldama, Liawe.... HUGO 
(unterbrechend — Wüat)
 Un groi un bucklig wara, bis sich das alles erfillt. — Nein — bol, will ich Liawe un Rich- tum, um na zu genieße — — — oder nia!!!

          
",3,wagner-die-greifensteiner
12,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
Ja‚ — awer Hand an si Brüeder zu lega, si Brüeder zu morde — das ich kei Ritterarwet, das isch a gemeine Ver- brecha.

          
",4,wagner-die-greifensteiner
13,drama,Hugo von Greifenstein,M,,,,"
            
HUGO :

            
(höhnisch lachende)

            
Nann’s wie Dü wit. Mi Brüeder mües verschwind üs mim Wag.

          
",4,wagner-die-greifensteiner
14,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
Ich kan nix drfir — awer lüeg... es kummt mir immer das Woorte Kain in dr Sinn. Was hat Dir denn Di Brüeder geto? Ar weigert sich als, Dir üszuhalfa, wenn Dü als a bissel zviel Schulda macha tüesch. Awer üs dam Grund Dim Brüeder ans Lawa zu wella — das isch doch wirklich verbracherisch. Ich hab’s Dir scho gsait.

          
",4,wagner-die-greifensteiner
15,drama,Hugo von Greifenstein,M,,,,"
            
HUGO:

            
Feigling! Hasch Dü Angst?? So gang doch heim! Ich fall na allei an!

          
",5,wagner-die-greifensteiner
16,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
Hugo... Mir ham uns Blüetsbrüederschaft gschwora. — Ich verloss Dich nie. Dina stritte isch mina stritte. Wer gega Dich steht hat’s mit mir zu tüe. — Zähl üf mich. Doch gradi will ich Di Frinde bin, will ich’s Guten mit Dir meinen, rot ich Dir zum letschtamol: Los ab vo Dim Vorhaba. — Mir schwind nix Güets.

          
",5,wagner-die-greifensteiner
17,drama,Hugo von Greifenstein,M,,,,"
            
HUGO:

            
Hör, bis jetzt han ich Dir dr tiefa Grund ver- schwiega, un Dich glauw’ lo, as seig a Galdfrog, wu mich rasend macht gega dr Brüeder. Awer dr Hass gega mi Brüeder hat viel tiefra Grund. Ich han Dir’s später wella saga. — Doch soll’sch Dü’s jetz glich erfahrenieni. Antwort ha üf die Frog, worum ich meinen Brüeder so furchtbaren Hass, wurum mir’s Lawa so zur Quäl. So erfahreni’s denn in eim Gsetzle: Mi Brüeder hat die an dr Altar gfiahrt wu ich salwer geliebter han mit jeder Harzensfaser, wie ich noch nie a Wib geliebter hann!!!

          
",5,wagner-die-greifensteiner
18,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
So hasch Dü, arm Hugo, Adelinde vo Andlau geliebter, die Froi vo Dim leibeigena Brüeder!

          
",6,wagner-die-greifensteiner
19,drama,Hugo von Greifenstein,M,,,,"
            
HUGO :

            
(finster)

            
So isch’s. geliebter rasend, wahnsinnig! Un — — — lieb sie noch!

          
",6,wagner-die-greifensteiner
20,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
Unseliger! Un sie? Weiss sie drum?

          
",6,wagner-die-greifensteiner
21,drama,Hugo von Greifenstein,M,,,,"
            
HUGO:

            
Wohl wurd sie es wissa — und hat doch mi Brüeder vorzoge, wu viel alter isch als sie. Wurum? S’isch wohler nit Schwer zu errota. Will ar Herr vo unserer Stammburg isch, Herr vo dam andlosi Grundbsitz um ich a Ritter vo Habenichts, a arm Lehnsmann vom Bischof üf Hoh-Barr, dam mi Schwart verpflichtet isch un dam mini Frejheite verkoift isch.

          
",7,wagner-die-greifensteiner
22,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
Hat denn Adelinde Dini Liawe erwiedert gha?

          
",7,wagner-die-greifensteiner
23,drama,Hugo von Greifenstein,M,,,,"
            
HUGO:

            
Ich behoipt ja. secher isch sie mir gewoga gsi. Ich hab’s an allem gmerkt. Doch wu mi Brüeder ang’fange hat, ihr dr Hoft zu macha, do isch sie üf einmol kälter un kälter gega mich wora.

          
",7,wagner-die-greifensteiner
24,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
arm Hugo. Un Dü meinensch as isch s’Vermeje gsih, wu dr Üsschlaa gen hat? Dü hasch mir aber bi fröhlichem Bacherklang so a paar genlanti Jagdabenteuer... ich meinen üf manschlich Wild verzählt. Sot sie nit am And Dich im Vrdacht ha als Schürzejäger?

          
",8,wagner-die-greifensteiner
25,drama,Hugo von Greifenstein,M,,,,"
            
HUGO :

            
(böse)

            
Drno isch’s wieder niemets andersch gsih as mi Brüeder, da elandi schlich um mich üszustacha. 
(Klopft auf seine Brust)
. Un sithar brennt’s wie Fir in mim Büesa, ver- zehrt mich, losst nimmer mich riawig finda. — — — Nur a tiefi Bach kann mich befriediga, berühiga, das Fir läsche in meinen Bruscht — — un dr B’sitz vo Adelinde.

          
",8,wagner-die-greifensteiner
26,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER :

            
(mild)

            
Awer a Brüeder morde!!

          
",8,wagner-die-greifensteiner
27,drama,Hugo von Greifenstein,M,,,,"
            
HUGO:

            
Han mir nit abgred, mi Brüeder zu iwerfalle un zu fessla. — — — Wer red vo morde?

          
",9,wagner-die-greifensteiner
28,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
Ich han gloibt Dü wit na iwerfalle, wit'm Gald abprassa un drno wieder d’Frejheite gen. — Awer, noch dam, was ich do vernumma —- gsieh ich, as die Sach viel Arnscht soll wara...

          
",9,wagner-die-greifensteiner
29,drama,Hugo von Greifenstein,M,,,,"
            
HUGO:

            
Arnscht? Jawohl. Nimmer kehrt mi Brüeder zruck an die Bruscht vo dar, wu ich salber so wahnsinnig lieb.

          
",9,wagner-die-greifensteiner
30,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
So witt Dü ihm doch ans Lawa?

          
",10,wagner-die-greifensteiner
31,drama,Hugo von Greifenstein,M,,,,"
            
HUGO:

            
Ans Lawa? Nai, 
(boshaftigi lächelnd)
 ich halte na nur gfanga.

          
",10,wagner-die-greifensteiner
32,drama,Walter von Wettolsheim,M,,,lower_class,"
            
WALTER:

            
M'r wurd na suche. Adelinde wurd na zerscht suche loh, bi uns üf Hoh-Barr. Sie wurd sich an dr Bischof wanda, Dina Lehnsherr un d’Gfängnis üssuche loh un mr wurd...

          
",10,wagner-die-greifensteiner
