Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,LISETTLE,F,,,,"
            
Lisettle

            
(git sich z'schaffe-n-im Lade)

            
's glaübt mr awer jetz doch g'wiss kei Mensch, wie
                            Iwwel dra
                            as ich bi!... vo drei Liebhawer weiss ich jetz
                            secher nitt,
                            weller as ich nàh sott... Mi Pape hat mr einer
                            üsg'süecht,
                            e Richer, e Fawrikant, dr Herr Gas, wo-n-ihm am
                            Liebschter
                            wàr un wo mir awer eso ziemli glichgiltig isch,
                            denn 's
                            isch scho ne wenig e-n-alter... derno isch dr Herr
                            Spàtzle,
                            dà isch gradi o nitt arm un isch Jungi, awer
                            wuescht... un
                            derno dr Herr Mües, unser erster Commis... das isch
                            e
                            Schön Jungier Mensch, awer hat nit... was mache
                            jetz...
                            ich find das G’setz dumma, ass me nur ei Mænner derf
                            ha...
                            worum sott me nitt ewe-n-eso Guten drei känne nàh...
                            me hätt
                            doch derno ufs wenigst chance, e Gutener
                            z'finde-n-unde dr
                            Zahl...

            

              
G'sang

              
(Schweizerbua)

              
Bin ich nitt Iwwel dra,

              
So drei Liebhawer z'ha?

              
Ich weiss nitt weller nàh,

              
Was wird drüs g'schàh?

              

              
Ein isch mir jetz scho z'alt,

              
Doch er wàr rich g'nüeg halte;

              
O nitt arm isch dr Zweit,

              
Doch wuescht, züem Leid!

            

            

              
Wenn dr Dritt' richer wàr,

              
Kàms mir nitt vor so Schwer,

              
Das miesst mi Mànnle si,

              
Denk ich mithi.

              
Wenn's no mim Kopf thàt geh,

              
Thàt mir g'wiss d'Wähler nitt weh,

              
Denn ich nàhm, wàr ich freia,

              
Glich alle drei!

            

          
",0,lustig-vor-un-no-dr-hochzit
1,comedy,Herr SPATZLE,M,,,,"
            
Herr Spàtzle

            
(kummennt hinte-n-ine)

            
Ehen, Guten-n-Owe Jungfre Schnitze... ich ha g'sàh im
                            Duregeh,
                            ass Sie-n-allei im Lade-n-isch... un do ha-n-i nitt
                            anderst känne, ich ha miesse-n-ine kumme...

          
",1,lustig-vor-un-no-dr-hochzit
2,comedy,LISETTLE,F,,,,"
            
Lisettle

            
(fir sich)

            
Allewil üf d'letschte Mode... wenn er nur Schön
                            wàr...
(züem Herr Spàtzls)
 Sie werde fir e Grosche
                            Bàredràck
                            welle, wie alle Tag, nitt wohrer, Herr Spàtzle?...
                            Sie mien e
                            famoser Hüeschte ha... denn er dürt jetz scho
                            ziemli
                            langer... nimmt er denn Allewil no nitt ab?

          
",2,lustig-vor-un-no-dr-hochzit
3,comedy,Herr SPATZLE,M,,,,"
            
Herr Spàtzle.

            
Nie, Jungfre Schnitze... So langer ass Sie Sieselsaft
                            z'verkaüfe hat!

          
",3,lustig-vor-un-no-dr-hochzit
4,comedy,LISETTLE,F,,,,"
            
Lisettle.

            
Wenn nur dr Herr Mües, unser erster Commis, nitt
                            emol derzüe
                            kummennt, wenn Sie do sin... denn er isch 
ne Feinde...
                            er isch
                            jaloux, er will mr Glöüwe dr Hoft mache un obschon
                            Sie nur
                            kämme kumme Sieselsaft kaüfe...

          
",4,lustig-vor-un-no-dr-hochzit
5,comedy,Herr SPATZLE,M,,,,"
            
Herr Spàtzle.

            
Oh Jungfre Lisette!... Sie weisst ganz Guten, ass es
                            mir nitt
                            isch um dr Bàredràck, wenn ich do ane kumme... Sie
                            wird 'n
                            doch ebbe mir nitt vorzieh?...

          
",5,lustig-vor-un-no-dr-hochzit
6,comedy,LISETTLE,F,,,,"
            
Lisettle.

            
Wer, dr Bàredràck?

          
",6,lustig-vor-un-no-dr-hochzit
7,comedy,Herr SPATZLE,M,,,,"
            
Herr Spàtzle.

            
Ehen nei, dr Commis... er hat ganz Rechte, wenn er
                            jaloux
                            isch... denn 's hat Sie kei Mensch Liawe as ich...
                            wenn
                            ich doch nur an sim Platz wàr!... worum bin ich
                            nitt
                            Ihre-n-erste Commis, Jungfre Schnitze!... nitt wohrer,
                            Sie git
                            em dr Vorzug nitt... das wàr jo mi Toder... un was
                            hätt
                            Se-n-am eso ne Ladediener... Sie wird doch nitt
                            ewige im eso
                            ne Lade am Sirop bliwe klàwe un drin züe-n-ere
                            dirre
                            Zwàtschke werde!...

          
",7,lustig-vor-un-no-dr-hochzit
8,comedy,LISETTLE,F,,,,"
            
Lisettle

            
(fir sich)

            
Er hat Rechte... wenn er nur Schön wàr!...

          
",8,lustig-vor-un-no-dr-hochzit
9,comedy,LISETTLE,F,,,,"
            
mit-nander.

            

            
Ich will meinen Jungi Johre,

              
Das ha-n-ich scho vielmol g'schwore,

              
Nitt im Lade do verloren

              
Zwische Sirop, Mehl un Schmalz;

              
's Wàge geht mr nitt,

              
Ich spir's ganz Guten hit,

              
All' die dumma Waar'

              
Hass ich, das isch klär;

              
Ich wott Liawe geh spaziere

              
Un üf d'Bàll geh Tänzer-n-als!

            

            

          
",9,lustig-vor-un-no-dr-hochzit
