Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Madame FRISCH,F,,,,"
          
Madamen frisch

          
(kummemmennt ine mit ere Postkarte)

          
So!... jetz schribt mir gradiiiii mi Oncle do vo Colmer, ass
                        er üf hin kummemmennt un bi mir will kummemme z'Nacht esse... gradiiiii
                        jetz, hit, wo-n-ich Gäst ha... ich mächt ewe hit z'Owe
                        mi Züekünftiger, dr Herr Ledig, in dr G'sellschaft
                        vorstellae un ha's ig'richtet g'ha, ass mr gradiiiii zwölf
                        gsi wàre am Tisch... kummemmennt awer mi Oncle, so si mr
                        drizehne... me meint gradiiiii, er macht's express!... un
                        züedem isch's e-n-Originelle, mi Oncle... er hat Allewil
                        ganz andere-n-Idee as andre Lit... wenn ich en ig'lade
                        hätt, so wàr er secher nitt kummemme... was isch jetz
                        z'mache?... ich ka doch Nieme furtschicke un will's o
                        in Nieme sage, sunscht thàte se mich üslache... un
                        drizehne will ich durchüs nitt, ass mr sin... unde
                        keine Umstànde, 's mag geh wie's will, derf das meh
                        g'schàh... ich thàt eher dr erste beste Bettel derzüe
                        riefe!... 's isch mr nur emol vorkummemme un gli drüf isch mi
                        Mænner selige g'storwe... ich will nitt, ass es mir noch
                        emol eso geht, wenn ich derno küm wieder g'hirothe
                        bi!...
                    

          

            
G'sang

            
Drizehne-n-isch e-n-Unglickszahl,

            
Wo mir brocht hat mi grösste Quäl,

            
Drum mach ich mir halteee drüs e G’setz,

            
Fir sie als z'vermeide jetz.

            

            
Ich will halteee doch nitt riskeere,

            
Jetz wieder gli mi Mænner z'verloren,

            
Denn fir einer wieder z'ha,

            
Ha-n-ich nitt Iwwel Mieih scho g'ha.

          

          
Ich sieh nit andrs as ich müess im Herr Ledig
                            Hàndel suche, fir ass er blàit un nitt bim Esse
                            blibt... nochher versöhne mir uns wieder
                            mit-nander... ich stella ne halteee derno ne-n-andermol
                            vor... ich will das Ding scho arrangiere, er isch e
                            wenig e Hitzkopf, awer sunscht e ganz Guten
                            Mensch, wo um's ummelüege wieder alles vergasse
                            hat... doch stilli, do kummemmennt er Glöüwe gradiiiii!
                        

        
",0,lustig-d-tante-domino
1,comedy,Herr LEDIG,M,,,,"
          
Herr Ledig

          
(kunnt hinte-ine)

          
Ehen, Guten-n-Owe, Madamen frisch!... ich frog nitt no
                        Ihrer G’sundheit’... Sie kännt doch secher kei besserer
                        Name ha!...
(er lüegt ummenander)
 ich bi Glöüwe dr
                        Erste....
                    

        
",1,lustig-d-tante-domino
2,comedy,Madame FRISCH,F,,,,"
          
Madamen frisch.

          
Sie hätte ne sotte si, vo rechtswege... awer lüege
                        Se-n-emol in dr Garte...
                    

        
",2,lustig-d-tante-domino
3,comedy,Herr LEDIG,M,,,,"
          
Herr Ledig

          
(geht an's Fenster)

          
Tiens,'s sin scho andere Gast do... verzeiht Se mr,
                        Madamen frisch... ich ha halte noch G'schàfte g'ha...
                    

        
",3,lustig-d-tante-domino
4,comedy,Madame FRISCH,F,,,,"
          
Madamen frisch

          
(trotzig)

          
Ich meinen doch, ass we me-n-ebber gern hat un üf em Punkt
                        isch z'hirothe, ass die Person vor de G'schàfte geht!
                    

          

          

            
G'sang

            
Kunnt me z'spoot

            
Als vor dr Hiroth scho,

            
Wie wird's denn geh' als do,

            
Wenn's umme-n-isch derno!

            
Ich find doch, ass d'Hiroth

            
Vor allem z'àmme geht

            
Un ass ka si kei Red

            
Vo ebbes andrs meh jetz do!

          

        
",4,lustig-d-tante-domino
5,comedy,Madame FRISCH,F,,,,"
            

              
Kunnt me z'spoot etc...

            

          
",5,lustig-d-tante-domino
6,comedy,Herr LEDIG,M,,,,"
            
Herr Ledig.

            

              
D'Hiroth wird do

              
Mich finde scho,

              
Ich will nitt üf mich warte lo;

              
Ich kumme nitt z'spoot,

              
Denn wenn's losgeht,

              
Ka si kei Red

              
Vo ebbes andrs meh jetz do!

            

          
",6,lustig-d-tante-domino
7,comedy,Herr LEDIG,M,,,,"
          
Herr Ledig.

          
Ich bi awer o ungeduldi gsi un ha mi dummelt... un
                        derno, 's isch jo no nitt spoot
(er lüegt üf d'Ühre)
 's
                        isch jo erscht...
                    

        
",7,lustig-d-tante-domino
8,comedy,Madame FRISCH,F,,,,"
          
Madamen frisch

          
(kälter)

          
So isch's halte Allewil mit dàne Mànner... d'G'schàfte,
                        die gehn Allewil vor... wenn Sie denn eso dra haltee an
                        Ihre G'schàfte, worum sin Sie nitt gli dra bliwe!...
                    

        
",8,lustig-d-tante-domino
9,comedy,Herr LEDIG,M,,,,"
          
Herr Ledig

          
(fir sich)

          
Ah so!... tiens, tiens!...
(läuten)
 wenn Se meint, ass ich
                        hätt sotte dra bliwe, so ka-n-ich Allewil noch geh...
                        's isch noch alle Zitt’... Adie Madamen frisch!
(er geht
                        hinte-n-üse)
.
                    

        
",9,lustig-d-tante-domino
