,Id_block,valence_als,arousal_als,dominance_als,anger_als,disgust_als,fear_als,joy_als,sadness_als,surprise_als,trust_als,anticipation_als,valence_fr,arousal_fr,dominance_fr,anger_fr,disgust_fr,fear_fr,joy_fr,sadness_fr,surprise_fr,trust_fr,anticipation_fr
0,0,0.5994369119319554,0.4092800875364796,0.5721821398226412,0.1243667081538636,0.0782635500362325,0.0884080014659134,0.1710256840536209,0.0689187131398153,0.0203,0.1995964172283035,0.2436663404538407,0.6206,0.3964999999999999,0.5924,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0586
1,1,0.501256445717754,0.4086134410868339,0.4703869602841838,0.05075,0.0,0.168,0.2014999999999999,0.1405,0.0,0.0,0.23625,0.6005,0.59975,0.60225,0.25,0.25,0.25,0.0,0.25,0.25,0.07225,0.11525
2,2,0.5852441096832873,0.544315660914135,0.535123002945291,0.0833576019696844,0.0553014831994643,0.1667011553426374,0.3299968964615026,0.1873435791944261,0.0546939704774057,0.1275,0.1171666666666666,0.532,0.5066666666666667,0.5730000000000001,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
3,3,0.6443684769268792,0.384631380246518,0.5502119173407543,0.0,0.0,0.0,0.2795,0.0,0.0,0.3085,0.0,0.75,0.3285,0.40875,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0
4,4,0.578708951845571,0.408435494808788,0.6274639965966486,0.076,0.188,0.141,0.0,0.0,0.0,0.0,0.0,0.7665,0.3815,0.4317499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
5,5,0.6051770109665184,0.4356809845740786,0.5487856077170197,0.1109704609513566,0.0,0.0897084464196958,0.3035,0.0695564344498181,0.0,0.15825,0.13275,0.5967142857142856,0.3711428571428571,0.4494285714285714,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0878211823277597,0.0
6,6,0.5377790731360647,0.4895107995732226,0.4782768539763263,0.0984999999999999,0.1050639017978149,0.1613333333333333,0.2072489496290928,0.1129007732737645,0.1418333333333333,0.1926666666666666,0.3521537307450882,0.6139,0.4751,0.433,0.0,0.0,0.2,0.3,0.3,0.0,0.0406,0.0
7,7,0.6587610783670992,0.3370812970690128,0.5648516272739867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306634045384077,0.6663333333333333,0.429,0.7276666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1196666666666666,0.1726666666666666
8,8,0.6556272050857254,0.4252419825691174,0.6434530722792013,0.0,0.0,0.0,0.1863333333333333,0.0,0.0,0.38,0.0,0.58275,0.3117499999999999,0.42475,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.17775
9,9,0.6425503592238043,0.4154148760982569,0.6024567589033784,0.0076,0.0188,0.0235,0.1479,0.0,0.0445002870021768,0.230196198952177,0.2179,0.6652,0.4363,0.6255,0.0,0.0,0.0,0.0,0.0,0.3,0.0804999999999999,0.0461
