,Id_block,valence_als,arousal_als,dominance_als,anger_als,disgust_als,fear_als,joy_als,sadness_als,surprise_als,trust_als,anticipation_als,valence_fr,arousal_fr,dominance_fr,anger_fr,disgust_fr,fear_fr,joy_fr,sadness_fr,surprise_fr,trust_fr,anticipation_fr
Id_block,1.0,-0.04009836513799148,0.061758437782372326,-0.0034494521188437742,0.11093524722897609,0.13223030307549002,0.06130880769661543,-0.04005345239463651,0.05912497401631962,0.043235212132566044,-0.0477491817998938,-0.004987440559782327,-0.11678159973754079,0.1183285545411596,-0.12642243631782,0.17544800872453895,0.11113275157695254,0.1393678026966231,0.007829286315944064,0.11918879734140543,0.1382399079881335,0.1679007124186606,-0.03885375624306127
valence_als,-0.04009836513799148,1.0,-0.25920741815509857,0.6620159803516775,-0.558473521430196,-0.48267900016986254,-0.6669817066652638,0.5814886334240204,-0.6555474748637337,0.05510731622436473,0.47581822880432384,0.1038119181326137,0.3666153592657067,-0.1505420085810322,0.18472961922124992,-0.24931224804891794,-0.13732771885434766,-0.035026141822779217,0.10987520452336108,-0.1301272346526374,0.11194831467330124,0.027727558725601707,0.22829474848852777
arousal_als,0.061758437782372326,-0.25920741815509857,1.0,-0.04190496081437959,0.3919387942386624,0.2185353349173411,0.34757068292149235,0.134307984478515,0.26865125862464,0.09508428090684803,-0.19837797542716096,0.021999152925664896,-0.17539997333870933,0.2922631268818798,-0.04419790832633388,0.1414574295961021,0.0044500498893665415,0.015732673992384125,-0.023608259033071677,0.009432813790021786,-0.012405337954123123,0.06483465360857107,-0.10412652116627409
dominance_als,-0.0034494521188437742,0.6620159803516775,-0.04190496081437959,1.0,-0.21795685415078847,-0.303530169982779,-0.27653816308162366,0.19666107857978096,-0.4848781670149105,0.010149037672017509,0.5296623644968208,-0.031432801194949636,0.25590119936371714,-0.09648666917750735,0.2601220004180222,-0.1935586165654198,-0.16317130941670846,-0.07147037976594021,0.08983565567162372,-0.15322622162893312,-0.00424833938456754,0.012437345649310897,0.2553925557854445
anger_als,0.11093524722897609,-0.558473521430196,0.3919387942386624,-0.21795685415078847,1.0,0.5806342616428287,0.609996706037462,-0.2153891843814816,0.44629529634871973,-0.004812468832234602,-0.2622345293375455,-0.16572997680586687,-0.24564824035572008,0.20576245294438902,-0.0926450223121167,0.21033487073295648,0.06180456130627639,0.13450312113900326,-0.053298917133349534,0.05986497607582371,-0.07873027762916833,-0.004193843204520052,-0.1531842583655968
disgust_als,0.13223030307549002,-0.48267900016986254,0.2185353349173411,-0.303530169982779,0.5806342616428287,1.0,0.4778991868436819,-0.30895654087524516,0.24839258241039103,-0.06523219508597025,-0.3255004533389122,-0.2311312731941502,-0.1955161188532502,0.06517378582952485,-0.16858897070929085,0.1630162159104491,0.16990420352801963,0.10738982530451982,-0.042646297701493766,0.1248496526542545,-0.0574934787542472,0.0022639413322867335,-0.2080257202812227
fear_als,0.06130880769661543,-0.6669817066652638,0.34757068292149235,-0.27653816308162366,0.609996706037462,0.4778991868436819,1.0,-0.34454500994663156,0.6598670757214014,0.05799442547603371,-0.37732938796299476,-0.2045358414713353,-0.18984360381043344,0.10804957260091688,-0.0925531378707434,0.15847454980276762,0.07227005912019538,0.060828679922898206,0.0026505716720297444,0.0701609406984702,-0.0756826442511512,-0.059352292969651985,-0.20182516953433208
joy_als,-0.04005345239463651,0.5814886334240204,0.134307984478515,0.19666107857978096,-0.2153891843814816,-0.30895654087524516,-0.34454500994663156,1.0,-0.31195757266875274,0.1639777735303555,0.09441203640346939,0.13494341203002633,0.03633798581271703,0.050390346574948064,-0.056187847813263865,0.03803303767844163,0.009740285971200044,0.11077422256986295,-0.04307360231243077,-0.04266334038523441,0.131452689973925,0.036314765543935375,-0.04748727575686948
sadness_als,0.05912497401631962,-0.6555474748637337,0.26865125862464,-0.4848781670149105,0.44629529634871973,0.24839258241039103,0.6598670757214014,-0.31195757266875274,1.0,0.028373954311479092,-0.33915429206507597,-0.16363241313202187,-0.2073096046573097,0.07446108545907251,-0.13336298859449203,0.10408731538869832,0.052300274939465805,0.00884493016151653,-0.030466592430871145,0.10899133627625023,-0.07793209498279614,-0.09824355166235244,-0.2171244202603112
surprise_als,0.043235212132566044,0.05510731622436473,0.09508428090684803,0.010149037672017509,-0.004812468832234602,-0.06523219508597025,0.05799442547603371,0.1639777735303555,0.028373954311479092,1.0,0.03137685629544168,0.31754094825166934,0.04547033728871696,0.03924007803443243,0.0331597026111207,-0.07308324183082089,-0.08590239508383424,0.04274572907636282,-0.01755267156317683,-0.03784396798772418,0.11660405857524211,0.08349159573032329,0.022217894301308706
