drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Fraü SIMON,F,,,,"Se mage mr sage was Se wànn, Herr Helder, dr Herr Fix, unser Nochber dert àne, isch e-n-alter Giftsack, ich glaüb allewil, ass es e-n-alter Verbrecher isch, wo ne Last Mordthate-n-uf em G'wisse hat... uf jede fall isch's nit rar's, denn er git eim nitt emol e Centime Trinkgeld am Neüjohr...",0,lustig-d-milhuser-in-paris
comedy,Herr EMIL HELDER,M,painter,professionals_scientific_technical,,"Allons, allons, Fraü Simon...",0,lustig-d-milhuser-in-paris
comedy,Fraü SIMON,F,,,,"'s isch, wie-n-ich Ihne sag!... Erstens isch er scho zwölf Johr nitt züer Thüre-n-üse gange, er verlosst so wenig 's Hüs as e Schnàck si Schaale... zwölf Johr... was halte Se dervo?...",0,lustig-d-milhuser-in-paris
comedy,Herr EMIL HELDER,M,painter,professionals_scientific_technical,,"Er blibt halt liewer d'heim, dà Mann...",1,lustig-d-milhuser-in-paris
comedy,Fraü SIMON,F,,,,"Er weisst wohl worum... er hat Angst, er wird pàckelt, das isch d'ganze G'schichte...",1,lustig-d-milhuser-in-paris
comedy,Herr EMIL HELDER,M,painter,professionals_scientific_technical,,"Un si Tochter... weisst Se nit iwer si Tochter z'sage, Fraü Simon?...",1,lustig-d-milhuser-in-paris
comedy,Fraü SIMON,F,,,,"D'Jumpfer Elise... wo allewil am Fenster steht un do iwere lüegt?... Die isch ganz anderscht, 's isch wohr... Se geht un kunnt, laüft in d'Halle, macht d'Kuche, flickt in ihrem Vater sine Kleider, wo-n-er scho tràit siter anno Düwack... er brücht o keine neüe, fir sich z'verstecke!... Wie-n-er hört geh im Hof, so laüft er ine wie nitt g'scheidt... we me lütet an dr Thüre, so zittert er an alle Glieder un losst eim e Stund warte, bis er ufmacht... ich will Se jetz emol g'frogt ha, eb sich e-n-ehrliger Christemensch eso uffiehrt?...",2,lustig-d-milhuser-in-paris
comedy,Herr EMIL HELDER,M,painter,professionals_scientific_technical,,"Sie sieht iwerall nur 's Böse, Fraü Simon; si Tochter isch desto ordliger...",2,lustig-d-milhuser-in-paris
comedy,Fraü SIMON,F,,,,"D'Jumpfere isch e g'schickte Person, das müess me g'steh... flink un g'mutzt un fröhlig wie ne Vögele, wo singt vo Morge bis Nacht... Un mit allem dem verdient se noch ihre zwei Franke 's Tags mit Blüememache, den ihr Vater hat nur 600 Franke Pension, er isch Employé gsi un hat jetz si Retraite... ohne si Tochter wisst i nitt, wie-n-ers mache thàt... drum ka-n-ich awer o nitt begriffe...",2,lustig-d-milhuser-in-paris
comedy,Herr EMIL HELDER,M,painter,professionals_scientific_technical,,"Ass ich ihre derf dr Hof mache... nitt wohr, Fraü Simon?... isch sie's ebbe nitt werth?",3,lustig-d-milhuser-in-paris
comedy,Fraü SIMON,F,,,,"Oh doch!... se isch brav, rechtschaffe un hat nitt dr g'ringste Fehler... Wenn se uf dr Gasse isch, nitt wohr, so kännt se schlirge, ummesteh un sich lo agaffe...|||doch nei, wie ihre Provisione g'macht sin oder ihre Arwet furt tràit isch, so laüft se im Galopp wieder heim un süecht uf alle-n-Arte ihre alte Sünder vo Vater z'amüsiere, wo nur derno als glicklig isch... awer denn glicklig!... wie wenn er nitt wisst, wie viel Verbreche-n-er uf em Mage hat liege... gàn Sie nur Acht, Herr Helder, dà Mann g'fallt mr nur halwer!...",3,lustig-d-milhuser-in-paris
comedy,Herr EMIL HELDER,M,painter,professionals_scientific_technical,,"'s isch wohr, 's isch e possiger Held... awer wege dem...",3,lustig-d-milhuser-in-paris
comedy,Fraü SIMON,F,,,,"Ne Bàr isch's, wenn ich Ihne sag!... e fremd Gsicht git em Nervenattacke... 's isch kei Exempel do, ass er emol mit eme andere Mensch g'redt hat, ass mi siner Tochter un mit mir... un fir ne üs siner Höhle üse z'bringe, miesst me ne glaüb eher in hundert Sticker schnide.",4,lustig-d-milhuser-in-paris
