drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
tale,Dr Grossbabbe,MALE,,,,"|||Äins, zwäi, drey, vier, fünef, sechs! Schun sechs — Jetz isch’s ganz finschter drüsse un der käiwe Xaverel isch noch nitt do. Wie der widder erumspangelt, wann ne numme dr Hanstrapp verwitsche dät.",0,clemens-chrischtowe
tale,Schorschel,MALE,,,,"Grossbabbe, ich bin glich erin wie’s finschter isch worre. Ich hab Angscht dr Hanstrapp kummt.",1,clemens-chrischtowe
tale,Marikel,FEMALE,,,,|||So jetz welle-mr z’nacht asse.|||.,2,clemens-chrischtowe
tale,Schorschel,MALE,,,,Marikel gib mr d’Hütt vun dr Millich.,3,clemens-chrischtowe
tale,Marikel,FEMALE,,,,Dü wäisch ass d’Hütt füer de Grossbabbe isch.,4,clemens-chrischtowe
tale,Dr Grossbabbe,MALE,,,,"Gib’s em numme wann-r se garn hett — Awer der Bohnekaffe schmeckt so guet, diss esch doch kenn Ersatz meh, diss schmeckt ganz andersch ass wie der Wiedegrund.",5,clemens-chrischtowe
tale,Marikel,FEMALE,,,,"|||Ich hab ne bekumme vun dr Madam Lefèvre, sie hett mr äu schöens Wissmahl gann. Ich hab e natt’s Küechel gebache.",6,clemens-chrischtowe
tale,Schorschel,MALE,,,,Uuh — Kueche! Marikel gäb mr e Stückel Kueche !,7,clemens-chrischtowe
tale,Marikel,FEMALE,,,,"Näin, näin Buwele — der isch fuer morje. Wäisch morje-n-isch Wihnachte un do hett uns d’Mamme als äu Kueche gebache.",8,clemens-chrischtowe
tale,Schorschel,MALE,,,,Mäinsch kummt hitt Owe äu s’Chrischtkindel zue uns ? Ich hab alle Nacht gebatt ass-es mir ebs Schöens bringe soll.,9,clemens-chrischtowe
tale,Dr Grossbabbe,MALE,,,,"Na, wenn dü brav gebatt hesch no bringt’s dir äu ebs Natt’s — Was wottsch am Liebschte vum Chrischtkindel ?",10,clemens-chrischtowe
tale,Schorschel,MALE,,,,"Am liebschte wott ich, ass d’Mamme widder kumme dätt — un no e Farwelad — un no sott dr Babbe kumme. Wann’s numme boll kumme duet — ich hab kenn Angscht vor-em Hanstrapp.|||U — Marikel!",11,clemens-chrischtowe
tale,Xaverel,MALE,,,,"|||Kumm numme einer häre wann-r z’Harz hett!|||Denne hawi de Äpfel gedroffe, im Langhalseschüll haw i äini uf d’Nas gebämmert un em Stumpevälte haw i e blöj Gückel ghäue, der isch gezäicht uf d’Wihnachte.",12,clemens-chrischtowe
tale,Dr Grossbabbe,MALE,,,,Was isch dann widder — was isch dann widder ?,13,clemens-chrischtowe
tale,Xaverel,MALE,,,,Äi sie ruefe mr alli e Üwername. Dr Schuelmäischter hett mi gfröjt wie „der Ofen“ häisst — no hawi gsäit „Furneau“|||jetz ruefe mr alli „Dr Furneau“ awer ich hab ne de Furneau inghäizt !,14,clemens-chrischtowe
tale,Marikel,FEMALE,,,,"Un dü bisch dracket !|||Un der hett d’Hosse verisse !|||Witt dü ball andersch wäre un brav sinn, hä ?",15,clemens-chrischtowe
tale,Xaverel,MALE,,,,"Uu-atsch — ich kann jo nix derfüer, sie sinn vun aase verisse.",16,clemens-chrischtowe
