drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy, Auguste Grinsinger,MALE,,,,"Sagittalumfang, fünfunddreissig Centimeter. Stimmt ganz genau mit d’r Uffzeichnung, wie m’r ’s letscht schun gemacht han.",0,stoskopf-dr-hoflieferant
comedy,Georges,MALE,,,,"Sagittalumfang, fünfunddreissig Centimeter.",0,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,"Jetzt welle m’r doch noch emol d’Breite nochmesse, m’r kann nit exakt genue sin, wäje de Berechnunge.",0,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,"Breite, vierzehn Komma sieben.",0,stoskopf-dr-hoflieferant
comedy,Georges,MALE,,,,"Breite, vierzehn Komma sieben.",0,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,"M’r kann saaue, was m’r will, die anthropologisch Wisseschaft isch eini vun de-n-interessantschte, wie’s giebt.",0,stoskopf-dr-hoflieferant
comedy, Jeannette Grinsinger,FEMALE,,,,", ohne die Untersuechunge vun de Köpf vun unserer Fameli, ze wüsste mir’s hytt noch nit, wie d’Fameli|||herestammt.",0,stoskopf-dr-hoflieferant
comedy, Lisa Grinsinger,FEMALE,,,,"E grossi Fraid wurd d’r|||küm han, wenn’r vun sinere Reis nooch Paris zeruckkummt, unn mir ihm saaue wäre, dass d’r Professor Kneppchen erüsgedüeftelt hett, dass im|||sini Eltre üs Sachse sin gsin.",0,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,"Fraid hin oder Fraid here. In d’r Wisseschaft kann m’r uff so Kleinigkeite kenn Rucksicht nemme. — So unn jetzt welle m’r noch emol genau d’Länge revidiere.|||Länge, sechzehn Komma zwei.",0,stoskopf-dr-hoflieferant
comedy,Georges,MALE,,,,"Länge, sechzehn Komma zwei.",0,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,"So, nun jetzt noch d'Jochbreite ..|||.",0,stoskopf-dr-hoflieferant
comedy,Fritz Grinsinger,MALE,manufacturer,industry_and_transportation,upper_class,", als noch nit ferti mit dere Kopfmesserej ?",1,stoskopf-dr-hoflieferant
comedy, Jeannette Grinsinger,FEMALE,,,,.,1,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,".|||Jochbreite, zwölf Komma vier Centimeter.",1,stoskopf-dr-hoflieferant
comedy,Georges,MALE,,,,"Jochbreite, zwölf Komma vier Centimeter.",1,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,!,1,stoskopf-dr-hoflieferant
comedy, Lisa Grinsinger,FEMALE,,,,"Wie kummts|||, dass dü so unverhofft kummsch ?",1,stoskopf-dr-hoflieferant
comedy,Fritz Grinsinger,MALE,manufacturer,industry_and_transportation,upper_class,"Ja, ich wär au erscht Morje kumme, awwer do hawich im letschte Moment erfahre, dass d’r Schah vun Persie mit dem Zug fahrt, wie ich hytt g'fahre bin, unn die Pläsier unn die Ehr, im nämliche Zug ze reise wie d’r Schah vun Persie hawich m’r nit welle nemme lon.|||Fritz|||!",1,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,", dü erlaubsch, dass ich d’r mine Kolleg|||Ehrstein vorstell.|||, wie im Herr Professor Dr. Kneppchen unn mir arrig an d'Hand gange-n-isch bie d’r anthropologische Messunge.",1,stoskopf-dr-hoflieferant
comedy,Fritz Grinsinger,MALE,manufacturer,industry_and_transportation,upper_class,"So, Sie gän sich au mit so Plän ab?",1,stoskopf-dr-hoflieferant
comedy, Auguste Grinsinger,MALE,,,,"Awwer Babbe, wie dü so vun ernschte wisseschaftliche Untersuechunge redde kannsch!",1,stoskopf-dr-hoflieferant
