drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Jules Kleitz,M,,,upper_middle_class,"|||« Prinz Yo-Yo! Wie eine Epidemie hast du die neue und die alte Welt angefallen ! Yo-Yo ist Trumpf !|||Nit ellein die nej und d'alt Welt het diss verruckte Ding üwerfalle, nein, au in mini ménage het sich diss Lumpeding iing'schlieche. Un wer het's eringebrocht ? Mini lieb un herzensgüet Schwejeres ! Uessgerechent sie prowiert schunzitter 3 Wuche do in minere ménage Yo-Yo! Sie spielt am Morje wenn sie uffsteht, am Middaa wärenem Esse, de ganze Middaa, ja viellicht noch sogar z'Nacht-s im Bett. Un do solle eim nit d'Nerfe durichgehn ? s'Galee hab ich in minere Wohnung un dis alles numme, will mini lieb|||un herzensgüet Schwejermamme Yo-Yo spiele will. »",0,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,« Entrez! »,0,weber-yo-yo
comedy,Marie,F,domestic_worker,elementary_professions,lower_class,« De Herr Dokter Schmitt isch do un will mit Ihne redde. »,0,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,« Er soll glich do eriin kumme. »,1,weber-yo-yo
comedy,Marie,F,domestic_worker,elementary_professions,lower_class,« Güet Mösjö. »,1,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,|||« Sälüt Jules! Was isch denn passiert ? »,1,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,"« Roby, düe bisch mini letscht Hoffnung, düe müesch mir helfe. »",2,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,« Wo fehlt's denn ? Bisch krank ? »,2,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,« Krank ? Aba. »,2,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,"« Ja, was isch denn no los ? »",3,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,« Setz dich emol. »,3,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,"« Jo-jo Jules, was hesch denn düe..... »",3,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,« Was Yo-Yo ? Kennsch düe's denn au schun ? »,4,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,« Was denn ? »,4,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,« Ei diss neuje verruckte Spiel ? »,4,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,"« Ich weiss nit was düe meinsch, ich möcht numme gern wisse, werum düe mich rüefe hesch lonn. »",5,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,"« Güet, ich will dir's saawe. Roby, liewer Frind, ich bin arich unglücklich. »",5,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,« Unglücklich ? Ja werum denn ? »,5,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,« Mini Schwejeres spielt Yo--Yo! »,6,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,« Sie spielt Yo-Yo ? Ja un weje dem losch düe mich hole ? »,6,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,"« Ja findsch düe, dass diss nix isch, wenn eim jemand de ganze Daa in d'r ménage Yo-Yo spielt ? »",6,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,« Yo-Yo ? Was isch denn diss eigentlich ? »,7,weber-yo-yo
comedy,Jules Kleitz,M,,,upper_middle_class,« Diss weisch düe nit ? Ah düe weisch nit was Yo-Yo isch. Glücklicher Mensch ! »,7,weber-yo-yo
comedy,Dokter Robert Schmitt,M,,,,"« Nein, ich weiss es nit. »",7,weber-yo-yo
