drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Lucie,F,,,,"Dü beeser Mann, ze witt de mich also denne Oowe schun widder ellein lonn ?",0,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Ich muess, lieb’s Lucie ! Mir hann in d'r Societät e pressanti Vorstandssitzung.",0,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Pierre, wo mir awer noch fianciert sinn g’sinn, hesch de als g’saat: «Die in d'r Societät solle mir de Buckel nuffkrawle!» Jetzt awer, wo mir kümm acht Wuche g’hyroot sinn, bisch de schier keine Oowe meh heim : gescht Stammdisch-Daa, hytt Vorstandssitzung, morje Wahlversammlung, iwermorje weiss d'r Gücksel was! Ich glabb als, ass de mich nimmi lieb hesch unn dich drüsse amesiere dhuesch !",1,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Wo denksch dü anne, dü Närrele ? Ich habb dich noch grad so lieb wie am erschte Daa. Awer dü muesch bedenke, ass’s dato uff d’Fescht- unn Wahlperiod losgeht unn ass ich die diverse Aemtle, wo ich akzeptiert habb, au gewissehaft üssiewe muess. Diss Friehjohr awer gibb ich iwerall myni Demission unn no kann ich alle Oowe widder by mym goldiche Wyewele sinn! Gell, myn Schatzele ?",1,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Wie wär diss doch so scheen, myn lieb’s Männele, unn gar noch, wenn mir ’s gross Los im Crédit National gewinne d’häte !",2,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Ah, dü meinsch, wyll ich vor vierzeh Daa so e Babierele kauft habb !",2,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Ja, unn morje isch d’Tirasch|||! Was meinsch, Pierre, wenn unseri Nummer als erschti erüss käm ! E ganzi, bari Million dhäte mir üssbezahlt bekumme ! Wie kennte mir do glicklich läwe !",3,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Lieb’s Kind, mir hann au ohne e Million, was mir zuem Läwe brüche. Unn wenn dü mich dezue noch arich lieb hesch, ze pfyff ich uff alli Millione vun d'r Welt !",3,jost-dr-erscht-handel
comedy,Lucie,F,,,,"O, dü Liewer !|||Awer nitt wohr, m'r därf doch devun redde, was m'r in so e’me Fall macht ? Ich habb mir schun üssgedenkt, was ich alles anfang, wenn mir ’s grosse Los gewinne.",4,jost-dr-erscht-handel
comedy,Pierre,M,,,,Jetzert isch die Frau wajer schun am Gewinne unn hett erscht noch vor zwei Minütte vum « Gewinne- dhäte» geredd! Unn unterm grosse Los macht s’e’s au noch hitt emool !,4,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Warum au nitt ? Zue mym grosse Glick in d'r Lieb basst numme ’s gross Los im Crédit National! Jetzt saa awer emool, Alterle, wie dü diss viele Geld anleije dhätsch ?",5,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Na, Lucie, dir zelieb will ich emool annemme, ’s wär so wytt! Uff jede Fall dhät ich mir defur bombe- sicheri Staats- unn Indüschtriebabierer kaufe.",5,jost-dr-erscht-handel
comedy,Lucie,F,,,,Diss will ich gelte lonn.,6,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Unn no e massiver Coffre-Fort, fur die Wärt- babierer drinne fyer- unn ynbruchssicher uffzehewe.",6,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Ynbruchssicher ? Um’s Gott's Will, so e Kaschte kummt nitt in unseri Wohnung ! Der dhät jo directement d’Raiwer unn d’Merder ins Ilüss locke ! Do wärde mir jo unser Läwe nimmi sicher !",7,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Dü hesch erächt, Lucie! M'r läst jo dato nix meh als wie vun Ynbrich, Mord unn Doodschlaa! Do isch’s am End besser, mir lehne uns e Bankfach, wo mir drinne unseri Wärtsache uffhewe kenne !",7,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Gewiss, Pierre, diss isch’s sicherscht Middel! So wurd’s gemacht !|||Awer was fange mir mit de Zinse vun dem viele Geld numme an ?",8,jost-dr-erscht-handel
comedy,Pierre,M,,,,Diss will guet iwerleijt sinn !,8,jost-dr-erscht-handel
comedy,Lucie,F,,,,Arich guet sogar !,9,jost-dr-erscht-handel
comedy,Pierre,M,,,,Verbulvert därf nix wäre !,9,jost-dr-erscht-handel
comedy,Lucie,F,,,,Gar nix sogar!,10,jost-dr-erscht-handel
comedy,Pierre,M,,,,Bekanntlich läwe d’amerikanische Millionär au ganz einfach !,10,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Ei, ’s isch jo wohr ! Mir zähle jo au zue de Mil- lionär !",11,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Unn wie die, so mache mir’s au ! D’r wohr Rych- dum zeijt sich in d'r Einfachheit !",11,jost-dr-erscht-handel
comedy,Lucie,F,,,,Awer so alle Johr e kleini Erholungsreis kenne mir uns doch gunne ?,12,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Worum denn nitt, Frau! Awer mir fahre heech- schtens zweiter Klass — ’s wurd nix verschwend !",12,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Do bin ich d'accord mit dir, Mann. Awer weisch, liewer Pierre, e bissel guet angedohn muess m'r doch sinn, wemm’r uff Reise geht. Gell, härzig’s Männel, dü kaufsch mir denne wunderbar Belzmantel, wo mir gescht in d'r Stadt g’sähn hann ?",13,jost-dr-erscht-handel
comedy,Pierre,M,,,,Denne kennte mir uns im Notfall noch leischte !,13,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Unn au denne schick Syedehuet, wo ich by d'r Modiste vorgescht admiriert habb ?",14,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Lucie, ich bin zwar fur’s Spare, awer zue’me Belzmantel g’heert nadierlich e anständiger Huet.",14,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Unn denne syedich Morjerock muess ich partout au hann! Ich schwärm schun lang defur. Was meinsch, wie ich dir no erscht g’falle wurr, wenn d’weich Syed so um mich erum rüscht unn kracht !",15,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Frau, heer uff! Meinsch denn dü, myni Million isch ohne End oder e Schlang, wo sich in de Waddel bysst ?",15,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Unn e greesseri Wohnung miehn mir jetzt au hann — numme so sechs, siwe Zimmer meh, drunter au e Salon mit antike Meewel unn e Boudoir fur mich — ganz mit rosaroter Syed tapeziert, unn no noch...",16,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Frau, du rüiniersch mich jo noch!|||Hesch dü am End noch meh so Winsch ?",16,jost-dr-erscht-handel
comedy,Lucie,F,,,,E Automobil muess nadier- lich au noch fur mich here !,17,jost-dr-erscht-handel
comedy,Pierre,M,,,,"So? Isch diss jetzt endlich alles, was de witt ? Diss fangt jo schun scheen an ! Ja, unn ich, unn ich ? Ich bin wohl Essi !",17,jost-dr-erscht-handel
comedy,Lucie,F,,,,Awer Pierre! In was fur eme Ton reddsch denn dü uff’s Mool mit mir ?,18,jost-dr-erscht-handel
comedy,Pierre,M,,,,"’s isch au heechschti Zytt, ass ich uff myn Geld acht gibb! E greesseri Wohnung wurd schun gar nitt gelehnt ! Au noch ! Die scheene Zinse fur e Hüffe Zim- mer verschwende, wo m'r doch d’halb Zytt nitt brücht. Do, wo mir jetzt loschiere, hann mir Platz genue !",18,jost-dr-erscht-handel
comedy,Lucie,F,,,,Mir miehn awer doch als vun Zytt ze Zytt G’sell- schafte gänn ?,19,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Nix do! Mir sinn Millionär unn läwe waje dem ganz einfach ! Uess dem Grund wurd au kein Automobil ang’schafft — diss isch e ganz zweckloser Kram, wo nümme e Hüffe Geld fresse dhuet. Awer e grosser Ra- dio-Apperat kummt mir ins Hüss !",19,jost-dr-erscht-handel
comedy,Lucie,F,,,,E Radio-Apperat ?,20,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Gewiss, Kind! Weisch, ich bin allewyl arich müsikalisch g’sinn ! Wie scheen unn gemietlich muess diss sinn, wenn mir no z’oowes de Apperat laufe hann unn ’r par exemple spielt|||:",20,jost-dr-erscht-handel
comedy,Lucie,F,,,,Ach geh! Loss mich gehn ! So e bleeder Babbelkaschte ! Ich will iwer- haupt kein Müsik heere !,21,jost-dr-erscht-handel
comedy,Pierre,M,,,,Awer Lucie !,21,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Unn no, wo solle mir denne Apperat iwerhaupt annestelle? Mir hann jo schun so kein rächter Platz fur unseri Meewel! In dem Fall miehn mir jo doch noch e Zimmer meh hann !",22,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Babbel nitt so daub, Lucie! Am Platz fählt’s nitt. Im Notfall wärfe mir einfach denne alt Grimpel, wo dort steht, nüss!",22,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Was saasch dü do, Pierre ? Alter Grimpel? Was meinsch dü mit dem Üssdruck ? Doch nitt am End gar...",23,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Sej doch nitt so komisch, Lucie! Na- dierlich mein ich dyni beriehmt, heilich Kommod|||, wo noch vun dynere Ürgrossmamme stammt. Anfangs hett uns jo diss Stickel Mewel ganz guet g’falle — awer numme anstandshalwer unn dynere Mame zelieb ; ’s isch halt emool do g’sinn, unn mir hann nix anders defur kaufe brüche, wo mir uns yngericht hann.",23,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Ah, jetzt erfahrt m'r erscht, ass der Herr andersch redd, als wie’r denke dhuet ! Diss hätt ich vor d'r Hochzytt wisse sotte !",24,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Geh, Lucie, verstell dich nitt so! Dü denksch jo au nitt andersch als wie ich ! De Alterdum in Ehre, awer fur so moderni Lytt wie mir isch’r nix. Mir läwe liewer",24,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Was ? E alti, wacklichti Kischt ? Grum- beerekischt ?|||So e Barbar! Was verstehsch dü drucketer Bureaukrat vun g’erbte Sache ? was vun Pietät ? was vun Suwönir|||? Mit dem ehrwirdige Meewel hängt myni ganz Kinderzytt mit z’samme !",25,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Herrgott ! Wär numme nitt au noch senti- mental, Lucie ! Stell myntwäje denne Plunder anne, wo de witt, wenn de meinsch, ass syner B’sitz dich selig macht! Hett m'r schun emool so e Iwerspanntheit er- läbt !",25,jost-dr-erscht-handel
comedy,Lucie,F,,,,Was ? Iwerspanntheit ?,26,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Ja, Iwerspanntheit ! E Radio-Apperat wurd ang’schafft, und die Arche Noah dort verschwind, unn dodemit basta !",26,jost-dr-erscht-handel
comedy,Lucie,F,,,,Unn die Kommod|||blyet do stehn! Do! An dem Platz do!,27,jost-dr-erscht-handel
comedy,Pierre,M,,,,Was dü dir nitt ynbildsch !,27,jost-dr-erscht-handel
comedy,Lucie,F,,,,Unn e Radio-Apperat kummt nitt iwer myni Schwell ! Punktum !,28,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Dyni Schwell? Dyni? Na, ich will dir zeije, wer dohinne ze kummediere hett !|||Diss isch myni Wohnung ! Ich bin do Herr unn Meischter im Hüss! Unn ich will mir e Radio-Apperat kaufe, unn ich will, ass diss wurmstichig Stickel Meewel dort furtkummt, unn ich, will, ass mir g’foljt wurd!",28,jost-dr-erscht-handel
comedy,Lucie,F,,,,Dü do Herr unn Meischter ? Dü machsch mich jo lache! Wo wohnsch denn dü iwerhaupt? By mir wohnsch dü! In myne Meewel wohnsch dü! Myn Geld hann se koscht! Ich habb’s Geld mitgebroocht ! 50 000 Franke sinn’s g’sinn !,29,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Nein, numme 49 999 Franke, denn e Franke hett d'r Quittungstimbre koscht, wo mir dyni Mamme abgeknepft hett! LUCIE ! O, dü Undankbarer !",29,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Nein, diss bin ich nitt; awer hirnverbrennt bin ich g’sinn, ass ich dir nitt schun ehnder de Meischter ge- zeijt habb ! Awer diss wurd jetzt andersch ! Dü hättsch jo myni Million schun in acht Daa verbutzt, dü Ver- schwendere ! O, hätt ich doch numme nie g’hyroot !",30,jost-dr-erscht-handel
comedy,Lucie,F,,,,"So? Witt dü mit dem am End saawe, ass ich dir noochgeloffe bin ?",30,jost-dr-erscht-handel
comedy,Pierre,M,,,,Hm! Hm! D’Müsfall lauft m d'r Müs au nitt nooch unn s’e fangt s’e doch !,31,jost-dr-erscht-handel
comedy,Lucie,F,,,,"O, dü Schlächter! Awer myni Mamme hett mich jo allewyll vor dir gewarnt !",31,jost-dr-erscht-handel
comedy,Pierre,M,,,,"Allewäj ? Die guet Frau! Ich hätt nie gedenkt, ass sie’s so guet mit mir meint!",32,jost-dr-erscht-handel
comedy,Lucie,F,,,,"O, wie bin ich doch so arich unglicklich ! Unn so härzlos verfahrt myner Mann mit mir — jetzt schun, wo mir kümm rächt g’hy- root sinn ? Wie soll diss erscht später wäre !",32,jost-dr-erscht-handel
comedy,Pierre,M,,,,Unn nitt ass de dich jetzt stundelang annehucksch unn plärrsch ! Die Arweit kannsch dü dir spare. So e Lychte- hyllere kann mir ganz unn gar nitt imponiere !,33,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Oho-o-o! Unn diss soll ich mir biete lonn ! So redd myn Mann mit mir — der Mann, wo ich iwer alles lieb habb g’hett? So e Tyrann ! Unn an so e brütaler Mensch soll ich fur myn Läbdesdaa gebunde sinn ? Nein, diss isch furichtbar !|||: Unn was hett’r mich g’heisse? E Lychtehyllere? Unn do soll ich noch hylle ! Nein, so e Barbar isch myni Träne gar nitt wärt!|||Hoffetlich isch’r schun furtgange ! Ich will’ne nimmi sähne !|||Ah, er isch noch drüsse — er steht am Fenschter unn denkt iwer ebbs nooch — jetzt drähjt’r sich erum unn luejt dohere — er kummt!|||: Gewiss hett’r jetzt syn Unrächt yng’sähn unn will Abbitt leischte! Na, guet, ich will’m gern exküsiere; im Grund genumme isch’r jo doch e liewer, gueter Mann, unn e Meinungsverschiedeheit gitt’s schliesslich in jedere Eh emool. «Sie isch d'r bescht Kitt, wo z’sammehebbt d’Ehlytt !», hett als myner Babbe seli g’saat.|||Was haw ich g’heert ?|||Diss isch jo d’Hüssdier g’sinn, wo ich habb gehn heere! Er isch furt! Awer nein, diss kann nitt sinn ! So gröjsam kann doch myner Pierre nitt sinn !|||Er wurd mich doch nitt in mym Weh ellein lonn ? Er hett gewiss numme so gemacht, wie wenn’r furtgängt unn streckt jetzt glych de Kopf eryn unn gitt mir e lieb’s Wort!|||: Mon Dieu, mich trefft de Schlaa ! Dort unte geht’r jo schun ! So e Be- nämme isch einfach ordinär, meh ass wie ordinär !|||Awer diss loss ich mir nitt g’falle! So loss ich mich nitt b’handle ! Jetzt bin ich’s satt! So e Mei- nungsverschiedeheit därf in keinere Eh vorkumme ! «Sie isch e beesi Müs, wo naat am Glick im Hüss! », saat als myni lieb Mamme. Awer ich will mich schun rewanschiere ! Awer wie? Soll ich au furtgehn ? Zue mynere Mamme ? Nein, im Läwe nie! Do blyeh ich unn do stärb ich ! Unn wer weiss, ob’r’s am End nitt gar pro- woziere will, ass ich geh ? Nadierlich isch’s so! Denn so wie’r mich b’handelt hett, isch’s sicher, ass’r mich nimmi lieb hett. Schunscht dhät’r mich au nitt alle Oowe ellein lonn ! Wer weiss, wo’r sich do allewyll erum- tryebt ! Gewiss hett’r au noch e anderi, denn schunscht wär er nitt so lieblos mit mir verfahre ! Na, ich kumm schun noch dehinter ! — Nein, was muess ich nitt alles erläwe ! Ich kann schun gar nimmi hylle. Na, wenn’r die Nacht heime kummt, soll’r sähn, ass’r mir jetzt au Wurscht isch !",33,jost-dr-erscht-handel
comedy,Albert,M,,,,"Na, isch denn by mym Schweschterle niemes d’heim ? Steckt am End ’s jung, verliebt Ehpärel noch odder schun widder in de Feddere? Ah, do kummt schynnt’s ebber !",34,jost-dr-erscht-handel
comedy,Lucie,F,,,,"Worum kann denn ich nitt au emool im Salon odder im Fremdezimmer schloofe ! Ja, ja, Monsieur Pierre, ich bin jetzt lang genue Ihre Sklav g’sinn !|||: Herrjeh, bin ich jetzt verschrocke !|||: Ah, dü bisch’s, liewer Brueder! Wo kummsch denn dü so unverhofft here ?",34,jost-dr-erscht-handel
