drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Marie,F,cook,service_and_sales,,"Mache-n-ass Ihr jetz emol furt kämme, Schlüch!...|||Gott, wie thüet mich dà Mensch efange-n-agaciere!...|||Güet, jetz thüet er si schwarze Nase noch in mi hintere Kochhafe stosse... höre-n-Ihr denn nitt, ass dr Herr dert in sim Zimmer isch un sich alegt... fahre-n-ab jetz, nitt ass er I hit scho wieder do atrifft, er ka wohl denke, ass mi Kàmi nitt alle Tag z'putze-n-isch...",0,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,Marie!...,0,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Höre-n'-r!... dr Herr, wo mr rieft...|||Was b'liebt, Herr?",0,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,Wo hasch mine Hosetràger ane tho?,1,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Ihre Hosetràger, Herr...|||sine Hosetràger wo känne jetz sine Hosetràger si?|||Aha, se sin|||in dr Zuckerbichse, Herr...|||So! jetz versüecht er noch mine Sauce... Wenn dr Herr Tannezapfe das thàt sàh...",1,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"Eüer Herr, Marie, Eüer Herr Tannebibele.",1,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Zapfe...,2,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"Eüer Zapfe, das isch mir doch eithüen, wo-n-Ihr alles mit em mache, was Ihr wànn... er hat jo ne kurz G'sicht, Ihr sage-n-em, ich sei's Wiehnàchtskindle, wenn er kunnt, awer er isch jo erst an de Hosetràger, i ha dr Zit... nur noch e Wort, Marie...",2,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Awer gschwind e wenig!...,2,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"Grad ha-n-i d'Kuche ne wenig g'mustert, als Kàmifeger ha-n-i 's Fir untersüecht... awer als Mensch wott i gern wisse, was dert hinte ne so güet's druf brotet?...",3,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,'isch e welscher Hahne...,3,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,Kännt' ich em nitt e wenig Milhüserditsch lehre im Platz vo Eürem Herr?...,3,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Awer Schlüch! Ihr sin doch züe àrg verfresse!...,4,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"I müess es gsteh... Pardon, noch ebbes...",4,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"G'schwind, g'schwind, g'schwind.",4,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"I ha ebbes versüecht, wo dert mischotiert im e Hafe uf em Ofe, was mag das si?",5,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Ah! un wie finde-n-ihr das Ding?,5,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"Fin, delizios!...",5,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Das isch Caout wie dr Kückücks sàit em doch dr Herr wieder? Caout... Caout...,6,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,Chouc... Caoutchouc...,6,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Jo, i glaüb; der Herr hat das Ding kaüft.",6,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,Ne Caoutchouc-Suppe?...,7,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Dr Herr sàit, 's thàt eim feist mache... Das wàr nit fir Eüch, Schlüch, Ihr kännte sunscht nimm in d'Löcher schlupfe!...",7,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"'s isch doch sunderbar, was me-n-efange mit em Caoutchouc macht!....|||Mit Caoutchouc ka me mache,|||Was d'Aüge nur wànn sàh,|||Nitt nur allei Spielsache|||Ka-n-er de Kinder gà,|||Make sich omit kleide noch,|||Me macht Strumpfbàndel mit,|||Un sunst so Dings, das alles doch|||Isch g'macht vo Caoutchouc hit!|||Un die Sache alle z'sàmmme|||We me se nimm brüche thüet,|||Ka me jetz in d'Kuche nàmme,|||'s isch noch fir dr Hunger güet.",7,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Zeige, fahre-n-ab jetz in d'Halle, Ihr kämme wieder, wenn dr Herr furt isch...",8,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,Geht er furt?,8,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Glich, wie-n-er z'Nacht g'gesse hat... er geht in's Concert... un wenn Ihr brav sin un jetz gli geh'n, so versprich i Eüch e-n-Iwerraschung, wenn Ihr z'ruck kämme.",8,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,Bekumm i e Stätzle vom Hahne?,9,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Besser noch... dr ganze Hahne un dr Caoutchouc noch drzüe....,9,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"Was! 's Nachtesse vo Eürem Herr?... o Marie, wenn Ihr das mache, so hirothe mr vierzeh' Tàg frieiher, ich gang gli Morn uf's G'meinhüs, fir is lo aschlage.",9,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,G'wiss?,10,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,Marie!,10,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Was b'liebt, Herr?",10,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,I find' mine Hàndschig niene.,11,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,"Bigr! er isch scho an de Hàndschig... jetz isch's glaüb Zit, Pech z'kaüfe. I will noch g'schwind geh' ne Kàmi putze, derno kumm i wieder, wenn i denk ass er furt isch...",11,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,Awer Marie...,11,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Gehn denn emol!,12,lustig-d-singstund
comedy,Herr SCHLÜCH,M,chimney_sweeper,elementary_professions,,Adie.,12,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"So, jetz isch er emol furt!",12,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"He, Marie... ah! de bisch do Màgdle. Ich ha Dr g'rüefe, hasch mi denn nitt g'hört?",13,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Ich ha 's G'hör halt e wenig härt...,13,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"Wenn nur Di Herz nitt so härt isch, as wie 's G'hör.",13,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Wo will das üse, Herr...",14,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"Zeig, Marie, bisch doch nitt so spröd, ich bi jo ledig un ha ne ziemlig rund Vermöge, wie De weisch...",14,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Jo, awer Sie lehn sich allewil iwerschwàtze vo Ihrer alte Cüsine, d'Madame Ribise, wo Ihne ne Last Dummheite verzehlt iwer mich...",14,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"Was frogsch cloch Dü no miner Cüsine un no dem, was sie sàit, Marie!...",15,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Oh! ich ha nit z'ferchte, ich bi ne brave Person.",15,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"Ich weiss es, wege dem g'fallsch mr eso... denk' nur, alle-n-andere Käche, wo-n-i g'ha ha vor Dir, hàn Liebster g'ha...",15,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Ah!...,16,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,Soldate-n-un so Dings...,16,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,Oh! pfui!,16,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"O bi-n-i als gli fertig gsi mit Ihne : mi Cüsine hat als nog'frogt iwer se un wenn i 's G'ringste g'sàh' ha, so ha-n-ise vor d'Thüre g'stellt Nümero eis! Awer, Dü, Marie, Dü bisch brav...",17,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Uf jedefall, Herr, bi-n-i brav, un wenn i mr wott lo dr Hof mache vo Eim, so wàr's nur fir dr bon motif...",17,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,Heisch Dü d'Hiroth dr bon motif?,17,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Natirlig, Herr, was meine Sie denn?",18,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"Dü hasch ganz recht, Marie, doch möcht i jetz z'Nacht esse",18,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Jetz geht's los.|||Z'Nacht esse! jà, jà, 's isch noch wit dervo, vom z'Nachtesse, dà Caoutchouc, da müess ewe lang koche.",18,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"Wie sàisch, Caoutchouc?... Racahout witt sage... 's isch schint's excellent, das Ding, fir d'magere Lit, 's füllt e wenig d'Ecke-n-üs... i ha's vom e-n-alte Schüelkamerad, wo-n-i gestert atroffe ha... dà ha-n-i gar nimm kennt, sa dick isch er worde, 's isch wohr, i ha-n-en scho vierzig Johr nimm g'sàh g'ha, un das hat er im Racahout z'verdanke...",19,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Ass Sie-n-en scho sa lang nimm g'sàh hàn, Herr?",19,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"Nei, ass er so dick worde-n-isch... Dü serviersch mir jetz alle Tag dervo, Marie.",19,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Jo, Herr, awer e-n-andermol müess i frieiher afange koche, denn hit geht's allewil noch e Stund, bis Se känne z'Nacht esse.",20,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,"Noch e Stund... das geht viel z'lang. De weisch, ass ich gern vorne sitz im e Concert, ass i d'Sàngere ka b'schaüe... Dr Boursesaal isch ewe lang un mi G'sicht kurz... ich möcht nitt z'spot ku.|||Wenn ich in's Concert gang,|||So b'sinn ich mich nitt lang|||Un mach' mi glich ganz nooch derzüe,|||Um dass ich alles höre thüe|||O d'Sàng're zieh'n mich a,|||Mehr as ich sage ka.|||Wie wird's hit wieder lustig si,|||I frei mi scho druf hi!|||Awer wege dem gieng ich doch nitt gern mit em leere Mage... Ich kännt awer eigentlig in's Restaurant geh' esse?...",20,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Endlig packt's jetz emol...|||Jo, jo, ich glaüb, dr Herr thàt viel besser.",20,lustig-d-singstund
comedy,Herr TANNEZAPFE,M,rentier,rentiers,,C'est çà!,21,lustig-d-singstund
comedy,Marie,F,cook,service_and_sales,,"Awer Ihr Nachtesse, wo jetz uf em Fir isch?",21,lustig-d-singstund
