drama_type,speaker,sex,job,social_class,text
comedy,Georges Frosch,M,businessman,lower_middle_class,"GEORGES
(noch hinter d'r Scène, lütt):
Ze bass doch uff, Michel ! Dü verdrucksch mir jo de Büch !
"
comedy,Michel,M,businessman,lower_middle_class,"MICHEL
(au noch hinter d'r Scène):
Ei, 's isch au so arich eng do hinne !
(Iwerdem kumme beidi vun hinte eryn ; sie draawe mitnand e grosser Kuffer [odder e grossi,
            g'stricheni Kischt mit-e-me Deckel unn zwei Handhewer an de Sytte], wo gross genue isch, ass sich e
            Mann drinne versteckle kann. Unte hett'r kenn Bodde meh.)
"
comedy,Georges Frosch,M,businessman,lower_middle_class,"GEORGES
(stellt mit'm Michel de Kuffer an d' Wand rächts vor e beliewig's Meewelstick) :
Enfin, hätte mir'ne so wytt! Ich schwitz wajer wie e Daadieb, wo in're Arweit züegückt !
"
comedy,Michel,M,businessman,lower_middle_class,"MICHEL :
Diss soll mir kein unb'holfes Stickel Meewel sinn ! Diss isch jo d'r reinscht Sarich ! Was witt de
            denn mit anfange, Schorsch ?
"
comedy,Georges Frosch,M,businessman,lower_middle_class,"GEORGES :
Ei, liewer Brueder, dü weisch doch, ass ich demnächscht e paar Wuche in d' Vakanze will. Wyll awer
            e nejer Kuffer hyttzedaas e Hüffe Geld koscht, ze loss ich mir einfach in denne alt Kaschte, wo
            schunscht noch ganz guet isch, e neje Bodde nynmache, wyll d'r alt füddi isch. D'r Schrynner losst'ne
            hytt noch abhole.
"
comedy,Michel,M,businessman,lower_middle_class,"MICHEL :
Do hesch de rächt, Brueder, als spare ! Awer was isch, hesch de schun mit unsrem Neveu geredd
            ?
"
comedy,Georges Frosch,M,businessman,lower_middle_class,"GEORGES :
Nein, Michel, ich habb hytt noch gar kein Zytt g'hett, fur mit'm Robert e'n ernscht's Wertel ze
            redde !
"
comedy,Michel,M,businessman,lower_middle_class,"MICHEL :
's muess awer partout sinn, Schorsch. Als syne Unkel isch diss au dyni Sach... ich habb myn Deil
            gemacht. Ich habb myne Frynd Burjer extra dohere b'stellt, 
            
"
comedy,Georges Frosch,M,businessman,lower_middle_class,"GEORGES :
Hm, hm! E kaiwe Affär diss! Ich habb jo im Robert schun so drumrum gebabbelt unn Andyttunge
            gemacht ; er schynt awer gar kein Interesse fur so e Verbindung zu hann.
"
comedy,Michel,M,businessman,lower_middle_class,"MICHEL :
Er muess einfach! Diss isch schun allein e'n Ehresach fur unseri Firma, ass s'e sich am e scheene
            Daa mit d'r Firma Burjer z'sammeschliesse dhuet !
"
