speaker,sex,text
minischter_guggumseck,MALE,"Güggumseck:
Aha, d’r Tisch isch gedeckt, d’r Kinj wurd ball kumme. Jaja, d’r Kinj het nur Fraid am Esse. O
            Misär. 
            
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
(grüesst)
Prinz Aristide vun Sabatine.
"
minischter_guggumseck,MALE,"Güggumseck:
Dü schiensch vergesse ze han, dass d’Prinzess nix vum Hirote wisse will, am wenigschte vun dir, ja
            vun dir.
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
D’Prinzess het sich e halb Johr Bedenkzitt üssbedunge, un jetzt bin ich widder do.
"
minischter_guggumseck,MALE,"Güggumseck:
Haha, dummer Prinz, die füehrt alli an d’r Nas erum. 
            
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
Mini Lieb zue d’r Prinzess isch stäriker als Himmel un Erd draaue könne.
"
minischter_guggumseck,MALE,"Güggumseck:
Ich will dir verrote, dass aaner vun de richschte Maharadscha üss Indie sich präsentiere wurd, ja
            sogar e Kinj.
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
Minischter Güggumseck, e Kinj?
"
minischter_guggumseck,MALE,"Güggumseck:
Ja, d’r Kinj Niesatt üss-em Schlaraffeland. 
            
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
(wurd hitzig)
Ich wurr sie alli üssteche, ich wurr sie mit mim Däje, ha! min Bluet kocht.
"
minischter_guggumseck,MALE,"Güggumseck:
Halt, Prinz, nit so wief. Loss dir saaue, dass d’Prinzess noch mit de Bubbe spielt, e üssgelosses
            Ding isch, kurzum e Spielkatz.
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
Minischter Güggumseck, dü reddsch nit schön. Awer ich will ihr Herz gewinne, un wenn’s min Läwe
            koschte dät.
"
minischter_guggumseck,MALE,"Güggumseck:
Haha, dummer Prinz, geh in din Land zeruck, tröscht dich mit e’re andere Prinzess!
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
Isch diss diner ganz Troscht?
"
minischter_guggumseck,MALE,"Güggumseck:
Loss mich in Ruehj, dü bisch e Narr.
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
Minischter Güggumseck, ich bitt dich, gib mir e Rot.
"
minischter_guggumseck,MALE,"Güggumseck:
Wurr Hofnarr wäje mir, denn dir basst wahrhaftig e Narrekabb.
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
Hofnarr! Hofnarr! Diss isch e Idee, no bin ich allewiel um min lieb Prinzessel erum. 
            
"
minischter_guggumseck,MALE,"Güggumseck:
Prinz Aristide vun Sabatine, dü hesch min Wort.
"
prinz_aristide_hofnarr_heidideldum,MALE,"Aristide:
(umarmt ’ne, Luftsprung, schnell d’Staffle nab)
Heidideldum, summ-summ!
"
minischter_guggumseck,MALE,"Güggumseck:
Armer Narr, armer Prinze-Narr, Narre-Prinz!
"
minischter_gaggele,MALE,"Gäggele:
Min Morjegrüess im ehrwüerdige Kinj vun alle Kinj. D’r Minischter Gäggele wüenscht Sinere Majestät
            e verdaulicher Appetit — e Appetit 
            
"
minischter_guggumseck,MALE,"Güggumseck:
(lütt)
Hum! Rumpeldibum! 
            
"
minischter_gaggele,MALE,"Gäggele:
(sinkt in d’Knej)
Jesses! 
            
"
minischter_guggumseck,MALE,"Güggumseck
(stupft ’ne mit-em Stock):
Hum! Rumpeldibum!
"
minischter_gaggele,MALE,"Gäggele:
(springt in d’Höh)
Au! A-a-a, ich förcht mich, d’Hoor stehn mer ze Bery.
"
minischter_gaggele,MALE,"Gäggele:
Gottseidank, d’r Kinj kummt. 
            
"
kinj_gourmand,MALE,"Kinj
(schnalzt, schmätzt):
Ha, wie ich mich frai! Oho, Minischter Gäggele, es isch jo noch nix do! Wo isch d’r
            Owertranschierer Scharf? Wo isch d’r Owerynschenker Winmuck?
"
minischter_gaggele,MALE,"Gäggele:
Nix do, nix do? Waier! D’Köche Schablür isch e nixnutzigi Blämbelkochere. Wart numme!
"
kinj_gourmand,MALE,"Kinj:
Isch diss e Ordnung? Ich vergeh fascht vor Hunger.
"
minischter_gaggele,MALE,"Gäggele:
Vor Hunger. 
            
"
minischter_gaggele,MALE,"Gäggele:
(schtulbert, fallt, lauft zeruck)
Herr Kinj, es isch e Hex im Schloss. Grad ewe bin isch gschtulbert.
"
kinj_gourmand,MALE,"Kinj:
Ich helf dir glich hexe. E Dribbsdrill bisch.
"
minischter_gaggele,MALE,"Gäggele:
Dribbsdrill! Merci Herr Kinj. 
            
"
kinj_gourmand,MALE,"Kinj:
Un dü Madam Kinj, dü hesch jo au noch nix ze esse. Worum scheltsch denn nit?
"
kinigin_dificile,FEMALE,"Mad. Kinj:
(hebbt d’r Maaue)
O, ich hab so Maaueweh.
"
kinj_gourmand,MALE,"Kinj:
Allewiel d’nämlich Lyr. Maaueweh, Maaueweh...
"
kinigin_dificile,FEMALE,"Mad. Kinj:
Hofdam Langue de chat un Hofdam Bonbonnière, gehn hole mer d’r Tee. E Auesblick! Was muess ich
            sehn? Die Dame han ken Händschi an. Ihr vergesse euri Educatione.
"
baronesse_langue_de_chat,FEMALE,"Langue de chat:
Verzeihung, Madam Kinj. 
            
"
baronesse_bonbonniere,FEMALE,"Bonbonnière:
Verzeihung, mir han sie vergesse. 
            
"
kinigin_dificile,FEMALE,"Mad. Kinj:
Ich will mit Händschi serviert sin. Gehn.
"
baronesse_langue_de_chat,FEMALE,"Langue de chat:
Gewiss, gewiss. 
            
"
baronesse_bonbonniere,FEMALE,"Bonbonnière:
Gewiss, glich. 
            
"
kinj_gourmand,MALE,"Kinj:
Aha! A la bonheur. 
            
"
biberon,MALE,"Biberon:
E gueter Appetit, Herr Kinj.
"
babilotte,FEMALE,"Babilotte:
Wüensch grad ewesoviel, Herr Kinj.
"
alli,UNKNOWN,"Alli:
(im Chor)
E gueter Appetit, Majestät.
"
kinj_gourmand,MALE,"Kinj:
Hab ich. Merci! E andersmol e bissel schneller, wenns beliebt. 
            
"
scharf,MALE,"Scharf:
Wo fange mir an, Herr Kinj?
"
kinj_gourmand,MALE,"Kinj:
An d’r Huehn.
"
scharf,MALE,"Scharf:
Die wäre mir glich giegle. 
            
"
winmuck,MALE,"Winmuck:
Herr Kinj, Heljestaaner Musketeller, odder Ottrotter Roter?
"
kinj_gourmand,MALE,"Kinj:
Alli zwai.
"
winmuck,MALE,"Winmuck:
Alli zwai. 
            
"
scharf,MALE,"Scharf:
Die Huehn schient e zäher Kickericki ze sin.
"
kinj_gourmand,MALE,"Kinj:
Zäh? Owerversuechier Gäggele, versuech dü. Awer schnell.
"
scharf,MALE,"Scharf:
(spiesst e Stüeckel uff, stellt e Finger)
Do Minischter Gäggele, versuech.
"
minischter_gaggele,MALE,"Gäggele:
(bisst-em in de Finger)
Zäh, zäh.
"
scharf,MALE,"Scharf:
Au! Au! Bisst der mir in de Finger.
"
kinj_gourmand,MALE,"Kinj:
Haha, so e Dribbsdrilli. Eweck mit dem Kickericki.
"
kinigin_dificile,FEMALE,"Kinigin:
Awer, liewer Kinj, wie kann mer nume am Morjets früehj schun so esse. So esse isch un kann nit
            gsund sin.
"
kinj_gourmand,MALE,"Kinj:
Kinigin Dificile, Esse un Trinke hebbt Lyb un Seel zamme, saat e alts Sprichwort. Ich näm mir
            allewiel
"
kinigin_dificile,FEMALE,"Kinigin:
Jaja, miner Maaue kann nix eso verdraaue.
"
kinj_gourmand,MALE,"Kinj:
Liewi Frau, dü schrumpsch als noch zamme wie e alti Grumbeer en robe de chambre.
"
kinigin_dificile,FEMALE,"Kinigin:
Un dü Gourmand, dü verspringsch noch vor lütter Esse.
"
kinj_gourmand,MALE,"Kinj:
Dü machsch aane lache. Minischter Gäggele, wo bliewe mini Läwerknöpfle. 
            
"
minischter_gaggele,MALE,"Gäggele:
Süürkrütt nit vergesse. 
            
"
scharf,MALE,"Scharf:
Läwerknöpfle! Süürkrütt! 
            
"
winmuck,MALE,"Winmuck:
Läwerknöpfle! Süürkrütt! 
            
"
kinj_gourmand,MALE,"Kinj:
Madam Kinigin Dificile, wo isch denn unser Prinzessel?
"
kinigin_dificile,FEMALE,"Kinigin:
Diss Schlopfkäbbel schloft allewäj noch, un traimt vun de Prinze.
"
baronesse_langue_de_chat,FEMALE,"Langue de chat:
Unseri Prinzess isch schun lang wachber.
"
baronesse_bonbonniere,FEMALE,"Bonbonnière:
Un spielt im Park, danzt un jüxt.
"
kinigin_dificile,FEMALE,"Kinigin:
So, un ohne Uffsicht? Glich gehn ihr sie hole. Ich muess euch Reproche mache.
"
schablur,FEMALE,"Schablür:
(schüett d’Knöepfle uff d’r Deller)
So, Herr Kinj. Wohlbekumms.
"
biberon,MALE,"Biberon:
Un do sin pommes de terre en robe de chambre, Herr Kinj.
"
babilotte,FEMALE,"Babilotte:
Un do Süürkrütt mit Makimi. Wohlbekumms.
"
minischter_gaggele,MALE,"Gäggele:
Wohlbekumms! Köche Schablür, wenn dini Kocherei so widdersch geht, wurd unserer Kinj noch dünn wie
            e Schwewehölzel.
"
schablur,FEMALE,"Schablür:
O Herr Minischter Gäggele, ich köchel jo Daa
            
"
minischter_gaggele,MALE,"Gäggele:
Ja, mer het’s gsehne an dem alte zähe Goggel.
"
schablur,FEMALE,"Schablür:
Pardon, es isch e Gänsel gsin.
"
minischter_gaggele,MALE,"Gäggele:
Still, dü alti Blämbelkochere, Sosseschleckere, Pfannekratzere.
"
schablur,FEMALE,"Schablür:
Ich, e kiniglichi Köche, muess mir so ebbs saaue lonn. 
            
"
minischter_gaggele,MALE,"Gäggele:
A-a, Herr Kinj, ich verstick.
"
kinj_gourmand,MALE,"Kinj
(lacht):
Dribbsdrill.
"
alli,UNKNOWN,"Alli:
(lache durchenander)
Oho! Hihi! Haha!
"
schablur,FEMALE,"Schablür:
Der het for’s Murre, 
            
"
kinj_gourmand,MALE,"Kinj:
Ich muess saaue, die Läwerknöpfle sin zart wie Sammet un schmecke excellent. Minischter Gäggele,
            isch d’r Minischter Güggumseck noch nit kumme?
"
minischter_gaggele,MALE,"Gäggele:
Doch, Herr Kinj. Dort steht’r un het d’Zung im Müül.
"
minischter_guggumseck,MALE,"Güggumseck:
Miner Gruess, Herr Kinj. Ich hab uff din Wort gewart.
"
kinj_gourmand,MALE,"Kinj:
Verzähl vun dinere Reis. Was hesch g’hürt un gsehne?
"
minischter_guggumseck,MALE,"Güggumseck:
D’r Prinz Arcadin vun Chantalem, d’r Prinz Bäbbelenz vun Gumberland, d’r Maharadscha Maja Rahja
            vun Indie un d’r Kinj Niesatt üss-em Schlaraffeland wäre dir e Visitt mache.
"
kinj_gourmand,MALE,"Kinj:
Was wölle sie vun mir?
"
minischter_guggumseck,MALE,"Güggumseck:
Um d’Hand vun d’r Prinzess Yoyotte anhalte.
"
kinigin_dificile,FEMALE,"Mad. Kinj:
Un d’r Prinz Aristide vun Sabatine kummt nit?
"
minischter_guggumseck,MALE,"Güggumseck:
Leider nit, Madame Kinj. Er draat sin gebroche Herz in d’r Welt erum.
"
kinigin_dificile,FEMALE,"Mad. Kinj:
O der schön Prinz, der herzig, der wo mir am beschte gfalle het, kummt nit. Wie schad. Der herzig
            Prinz, ei, ei.
"
baronesse_langue_de_chat,FEMALE,"Langue de chat:
O wie schad, der schön Prinz Aristide!
"
baronesse_bonbonniere,FEMALE,"Bonbonnière:
Der herzig Prinz kummt nimi? O wie schad.
"
kinj_gourmand,MALE,"Kinj:
Ja, es gibt au Prinze, wo sich vun e’re Prinzess nit am Narreseil erumfüehre lonn. 
            
"
winmuck,MALE,"Winmuck:
(schenkt yn)
Glugg-glugg-glugg!
"
minischter_guggumseck,MALE,"Güggumseck:
D’r Kinj Mickey un d’Kinigin Zieselmiesel han e Bittschrift an dich gericht, do isch sie. Dü
            möchtsch so guet sin un im Owermüüsjäjer Schnurrdiburr saaue, er soll ’s Mickeyvolik nit se grässlich
            verfolje un umbringe, sunscht däte sie alli Felder un d’ganz Ernt vernaaue un uffresse, no gäbt’s
            Hungersnot.
"
kinj_gourmand,MALE,"Kinj:
Was e Hungersnot? 
            
"
alli,UNKNOWN,"Alli:
E Hungersnot? Oweh, oweh!
"
minischter_guggumseck,MALE,"Güggumseck:
D’r Kinj Mickey un d’Kinigin Zieselmiesel wölle dine Antwort abhole.
"
kinj_gourmand,MALE,"Kinj:
Nix Antwort. Minischter Gäggele, wenn sie kumme, jaausch sie zuem Schloss nüss.
"
minischter_gaggele,MALE,"Gäggele:
Ken Angscht, Herr Kinj. Sie solle miner Minischterstock gschbiere.
"
kinigin_dificile,FEMALE,"Mad. Kinj:
Wenn’s e Hungersnot gibt, no wurd dini Vielesserei uffhöre muehn.
"
kinj_gourmand,MALE,"Kinj:
Ja, Kinigin Dificile, no gibt’s au ken Vermissell meh.
"
minischter_guggumseck,MALE,"Güggumseck:
Jetzt hab ich noch e betriebti Noochricht. Din Volik will ken Styre meh zahle.
"
kinj_gourmand,MALE,"Kinj
(schlaat uff d’r Tisch):
Oho! Do soll doch glich... Gsundheit!
"
minischter_guggumseck,MALE,"Güggumseck:
Merci, ich hab nix.
"
kinj_gourmand,MALE,"Kinj:
For was bisch denn dü Finanzminischter? For was hesch denn dü zwai Gsichter un vier Aue, dass dü
            diss mit dem Styrezahle nit schun lang gsehne hesch?
"
minischter_guggumseck,MALE,"Güggumseck:
Ich hab’s jetzt erscht uff minere Reis erfahre.
"
