speaker,sex,text
eddes,M,"EDDES:
Dü, Addes!
"
addes,M,"ADDES:
Hä!
"
eddes,M,"EDDES:
Wie hett dir die Risssubb gschmeckt hitt Middaa?
"
addes,M,"ADDES:
Nit zuem Beschte. Sie het starik gebrenzelt.
"
eddes,M,"EDDES:
Haha, un diss Kinderstrüempfel wo drinne gschwumme isch, haha.
"
addes,M,"ADDES:
Dis hab ich nit gschbanne. Pfüi Deifel.
"
eddes,M,"EDDES:
D'r Maischter hett sichs gemüetlich uff d'r Deller g'schöpft. No maant'r annoch: Agath, ich glaub
            dü hesch Gänsgries kocht? Haha, ich hab dich jo gschtupft mit-em Fuess, awer...
"
addes,M,"ADDES:
Wenn's an's Esse geht, kenn ich nix. Ja zuem Dunder, d' Maischtere isch doch als Junggsel Köche
            gsin uff 'me grosse Herrschaftsguet.
"
eddes,M,"EDDES
(zündet eine Zigarette an):
Jo siewe Johr hett sie de Söüi kocht, awer nit in d'r Herrschaft.
"
addes,M,"ADDES:
Wenn ich so e Frau hätt, die dät ich jede Daa verkamisole.
"
eddes,M,"EDDES:
Jo, d'r Maischter isch e patentierter Simpel.
"
addes,M,"ADDES:
Wo steckt'r denn?
"
eddes,M,"EDDES:
Allez, am heilige Mondaa! Do macht er e Bierreisel, Commissiönle, kauft Loterieloos mit Zahle wo
            gewinne könnte, waisch so Loos mit 3, 5, 7, 9. Der verspielt noch d' ganz Büdik.
"
addes,M,"ADDES:
Wenn'r nume sini Alt zerscht verspiele dät, diss alt Rabbyse. Zaj loss mich au e bissel fümme.
"
eddes,M,"EDDES:
Wart noch e Schluck — dä. Dü, Addes, gescht bin ich uff-em Messti gsin un hab gedanzt wie e Lumpe
            am Stecke. Dü, ächt mit e're gfitzte Schäftelmachere, waisch aani vun unsere Branche. Die soll mich
            nit gschlüdert han, e Dielewelter nochemol. Un wie der Walzer gschbielt isch worre: « O Susanna, wie
            bist du doch so schön », waisch so mit, so ebbs for 's Herz, mit Schwung 
            
"
addes,M,"ADDES:
Hett dich ebs gschtoche, hä?
"
eddes,M,"EDDES:
Un wie mir so im siewete Himmel erumbamble, stellt mir so e Canaille d'r Fuess, mir burzle anne,
            ich schlaa d'r Schmecker uff d'r Bodde, dass ich d'r Himmel for e Laischte angsehne hab.
"
addes,M,"ADDES:
Haha, gelunge. Do hesch awer gelinzt, hä?
"
eddes,M,"EDDES:
Un uewerdäm plumpse noch drej Päärle uff uns. D'r Seilschbanner wo grad kummt mit e me
            laidsmässige Schbrenzelhafe, wurd au mitgerisse, un in dem Moment bruehlt mini Dülcine Mordio, un der
            Schbrenzelhafe fallt e're mit-em Spitze direkt in's Müül; sie fangt aan ze gurigle un wär fascht
            versoffe, wenn sie ken so gueter Zugg hätt ghett.
"
addes,M,"ADDES:
Hahaha! Ich möcht mich wälze. Der Biberon muess e're gschmeckt han.
"
eddes,M,"EDDES:
Annoch! Wie der Klumpe luefti isch worre, hab ich mini Dänzere uff d' Baan gschtellt wie e
            Holzbubb, un üewerdem verliert sie e paar falschi Locke. Ich muess halt lache wie verruckt un wie ich
            ihri wiss Blouse: betracht, muess ich noch meh lache.
"
addes,M,"ADDES:
Worum? — Pfüi isch der bout räs. 
            
"
eddes,M,"EDDES:
Ei ihri Blouse isch rot gedüepfelt gsin, vun minere bluetige Nas, un wie ich so lach, bekumm ich
            vun dere Jumpfer aani an de Backe, dass mir d' Scharnierle krache. Aa so, saa ich: Dü cheval de
            carosse, un hab e're e feschti in 's Gnick g'schlawe. No hättsch awer sotte sehne 
            
"
addes,M,"ADDES:
In dim Lädder hätt ich nit wotte stecke. E gschwollener Riecher, verschundeni Krüttblätter, un ich
            glaab dü hesch sogar noch e blöüjs Fenschter do. Hahaha!
"
eddes,M,"EDDES:
Zipfel, was lachsch so dumm?
"
addes,M,"ADDES:
Bie so e're Fuehr hielt mer nit.
"
eddes,M,"EDDES:
Dü üewerzweriger Stuehlhooger, ich find nix lächerlichs d'rbie.
"
addes,M,"ADDES:
Dich han sie doppelt gsohlt, gerüeschtert un vorgschueht in aam Düür. Jaja, Eddes, « die Liebe,
            die Liebe hat manches schon getan ». Haha.
"
eddes,M,"EDDES:
Wenn dü jetz nochemol lachsch, werf ich dir e Portion Bodin an de Deide. 
            
"
addes,M,"ADDES:
Geh, mit dir nämm ich's noch uff.
"
eddes,M,"EDDES:
Was, dü Häriseel. Dich pack ich wie e Pfund Lumpe.
"
