drama_type,speaker,sex,job,social_class,text
comedy,Hortense,F,,,"HORTENSE:
Mon Dieu wie bin ich unglüecklich. 
            
"
comedy,Octavie,M,,,"OCTAVIE:
Bonjour Hortense, glüecklichi Hochzittere! Loss dich umarme. Ja, was muess ich sehne? Dü
            griensch?
"
comedy,Hortense,F,,,"HORTENSE:
Bonjour Tante Octavie. 
            
"
comedy,Octavie,M,,,"OCTAVIE:
Was isch denn basiert?
"
comedy,Hortense,F,,,"HORTENSE:
D'r Camille isch noch nit do.
"
comedy,Octavie,M,,,"OCTAVIE:
Diner Hochzitter? Ah, nit möjlich! Kumm setz dich. 
            
"
comedy,Hortense,F,,,"HORTENSE:
In e're Halbstund solle mer uff d' Mairie, derno in d'Kirich. Ich verzwiefel noch.
"
comedy,Octavie,M,,,"OCTAVIE:
Na, ja, er wurd schun kumme. Tröscht dich. Viellicht isch-em e Hosseknopf abgschprunge, odder er
            het d'Krawatt verlajt, odder....
"
comedy,Hortense,F,,,"HORTENSE:
So ebbs soll am eso e Daa nit vorkumme.
"
comedy,Octavie,M,,,"OCTAVIE:
Biem e Junggsell isch alles möjlich.
"
comedy,Hortense,F,,,"HORTENSE:
O, ich sitz wie uff-em e Kohlefyr. 
            
"
comedy,Octavie,M,,,"OCTAVIE:
In's Wasser?
"
comedy,Hortense,F,,,"HORTENSE:
Naan, in's Kloschter. Tante Octavie, hirot nit, hirot nit. Betracht mich in mim grenzelose
            Ku-kummer. Näm dir e lawendigs Exempel an mir.
"
comedy,Octavie,M,,,"OCTAVIE:
(sifzt)
In die Verläjeheit wurr ich nie kumme.
"
comedy,Hortense,F,,,"HORTENSE:
Jo mach Sache. Dü bisch jo erscht in de vierzig, odder?
"
comedy,Octavie,M,,,"OCTAVIE:
Was waisch denn dü vom Läwe. Ach Gott. 
            
"
comedy,Hortense,F,,,"HORTENSE:
Werum sifzsch denn eso?
"
comedy,Octavie,M,,,"OCTAVIE:
Hab ich gsifzt? Hortensele, ich hab mir gschwore nie ze hirote. E Mann bringt aam nix wie Sorje un
            Unglüeck. 
            
"
comedy,Hortense,F,,,"HORTENSE:
Awer Tante, wie reddsch denn dü?
"
comedy,Octavie,M,,,"OCTAVIE:
Bsunders e Mann wo Sport triebt. 
            
"
comedy,Hortense,F,,,"HORTENSE:
(steht uff, geht näwe Octavie her.)
Tante, er het mir awer versproche, dass'r üss alle Societäte...
"
comedy,Octavie,M,,,"OCTAVIE:
Bscht! Verspreche duehn sie alli, awer nix halte. Dü nadierlich mit dine zwanzig Johr, dü luejsch
            d'Männerwelt noch mit unschuldige Paradiesaue aan.
"
comedy,Hortense,F,,,"HORTENSE:
Statt aane ze tröschte, machsch aam 's Herz noch schwerer. O ich armer Tropf. 
            
"
comedy,Octavie,M,,,"OCTAVIE:
Düürsch mich, Kind, awer ich bin uffrichtig. So e Mann het jo nie ken Zitt for sini Frau, d'r
            Sport isch ihm alles, alles! So e Mann isch nie d'haame, un am End vum Johr het'r e Korb voll
            Cotisatione ze zahle, wo d'Frau nix d'rvun het.
"
comedy,Hortense,F,,,"HORTENSE:
Awer d'r Sport isch doch ebbs gesunds.
"
comedy,Octavie,M,,,"OCTAVIE:
Ebbs gsunds? Mach mich nit lache.
"
comedy,Hortense,F,,,"HORTENSE:
Doch, doch. Sitter dass d'r Camille zue uns kummt, isch bie uns alles gsund.
"
