drama_type,speaker,sex,job,social_class,text
comedy,Marie,F,,,"Marie.
S'isch m'r ganz e Kriz, alle-n-Äujeblick muess d'r Herr Dr. Freundlich kumme-n-üs d'r Stadt, um
            bim Vater um mini Hand anzehalte, in d'r guete Meinung d'r Vater weiss alles.
"
comedy,Grethl,F,,,"Grethl.
Diss wurd m'r e süfere G'schicht gän...., d'r Vater wie pardü nix vum e Stadtherr wisse will.
"
comedy,Marie,F,,,"Marie.
Wenn d'r Vater numme nit so böes gelünt wär.....
"
comedy,Grethl,F,,,"Grethl.
Jo, zitter e Paar Daj isch gar nimm mit 'm üszekumme.
"
comedy,Marie,F,,,"Marie.
Die Malchance! Z'erscht krejt'r sini Rhümatisse, no wurd d'r Adjunt Meischter im
            Gemänerath.....
"
comedy,Grethl,F,,,"Grethl.
Jo, un was ne ganz üsser Rand und Band gebrocht hett, diss isch, dass d'r Schulzebür vun Ziwelse
            de Kronen-
            
"
comedy,Marie,F,,,"Marie.
Jesses Maria! Grethl hörsch ? S'isch d'r Vater wie wid'r Händel hett mit d'r Fränz! —
"
comedy,Grethl,F,,,"Grethl.
Mach g'schwind denne Roman weck, schunscht schilt 'r wid'r.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire
(zur Türe hinaussprechend.)
Ja, un dass 'r 's wisse, ich hab's satt mit-i, satt hawi's mit-i; uff Wihnachte kind ich ejch uff!
            Ich hab mi jetzt schun ball vierzig Johr vun-i kummedeere lon, awer jetzt isch m'r d'r Geduldfade
            verrisse. — Ei mini Rhümatisse! —
"
comedy,Grethl,F,,,"Grethl.
Ja, was isch denn schun wid'r passeert Vater ?
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Was paaseert isch? Was? — Zuem Hüs nüs muess se, s'isch nix meh mit ere anzefange. Sie isch
            allewyl ihr Kopfs! — Ich hab welle han, dass se wie gewöhnli am Massti Suppepastetle macht un
            Marikknöpfle in d'Supp. — Jetzt, was mäne-n-ihr? Nix vun dem het se gemacht! Isch diss äu e-n-Asse
            for e Massti? — E Masstiasse ohne Suppepastetle un Marikknöpfle in d'r Supp, was wäre do unseri
            Visite säuje? Die wäre mäne, sie sin anstatt bim Herr Maire, bie Lumpevolik, bie Korbmacher, bie
            Kesselflicker ingelade! E Massti ohne Suppepastetle un Marikknöpfle, ob diss gepermetteert isch! —
            Ebb diss schun än Mensch erlebt hett.
            
"
comedy,Marie,F,,,"Marie.
Alle Vater, verzirne-n-ejch nit eso, ihr wisse jo, 's macht ejch nit guet. D'Fränz isch e-n-alti
            wunderlichi Fräuj. Sie isch jetzt schun noht an veerzig Johr im Hüs, do muess m'r e bissel Nochsahns
            han. Kenn Mensch isch perfekt.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Alti Fräuj hin od'r here. — Wenn diss alles wär mit de Pastetle und Marikknöpfle, wott i nit emol
            nix säuje, sie hett awer äu numme 20 Kuejellupfe gebache anstatt veerzig, un numme än Pfund
            Brotwurscht iwwer gemacht uff d'Person.
"
comedy,Marie,F,,,"Marie.
Diss wurd doch reiche än Pfund uff d'Person !
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Natierli for so e Siedebibb'l, wie in d'r Pension isch gewahn wie dü, un wie d'fin Mamsell speele
            will, ze kann's reiche, awer for ünsereins reichts nit. Und do d'rmit baschta ! — D'Fränz muess zuem
            Hüs nüs, sie hett m'r de ganze Masti verdorwe !
            
"
comedy,Grethl,F,,,"Grethl.
Wenn ihr se nit iwwer ihri Mänung fröuje täte.....
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire
(nachspottend).
Fröüje täte?! — Fröüje täte!! — Än for allemol ich will nemmi kummedeert sin. Bin ich d'r Herr
            Maire od'r isch sie d'r Herr Maire ? — Ich habs satt, sie muess zuem Hüs nüs !
"
comedy,Grethl,F,,,"Grethl.
Wie viel Mol han'r jetzt diss schun g'säit. Zett'r dass mir's gedenkt, ze han'r ere alle acht Daj
            wenigstens zwanzig Mol uffgekind.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Jetzt wurd's m'r nit besser. Wenn m'r nit emol vun sine ejene King meh recht bekummt. Statt mir
            recht ze gän, ze gän se d'r Fränz recht! Wenn's e so furt geht, ze gän 'r am End vum Leed noch im
            Adjund recht, wenn 'r mir e Stecke in's Rad steckt, un gäbte im Gouverlement recht, wenn d'r Adjund
            e-n-Ordre bekämt anstatt ich. — Fahnebibbl nochemol! S'isch Zytt, dass de hieroth'sch un zuem Hüs nüs
            kummsch, Grethl, denn apparti dü muesch m'r allewyl s'Mül anhenke.
"
comedy,Marie,F,,,"Marie
(für sich).
Grosser Gott, kenn Chance, s'isch widd'r d'r Moment nit for ze säuje, dass e Herr üs d'r Stadt
            kumme sell for mich.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Wenn hytt d'r Seppl vun Dingelse kummt un er dich will un dü im g'fälsch, ze muess 'r dich
            hierothe so ball, dass möjli, dass de zuem Tempel nüs kummsch.
"
comedy,Grethl,F,,,"Grethl.
Wenn ich 'm g'fäll ?! — Z'erscht muess 'r awer äu mir g'fälle, Vater, dass 'r 's wisse !
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Was, dir muess 'r äu noch g'fälle ?! — Schunsch nix, s'wurd als besser! Ah er muess dir g'fälle ?
            Was diss for Idee sin uff änmol! — So het m'r jo noch gar nix erlebt !
"
comedy,Grethl,F,,,"Grethl.
Allewäj, z'erscht muess i ne doch sahn ? M'r kann doch nit mir nix dir nix säuje, dass m'r e
            Mensche hieroth, wie m'r von Hütt un Hoor nit kennt, un wie m'r noch nie g'sahn hett !
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Hör jetzt än Mensch die iwerzwärig Redesart an; m'r kann e Mensche nit hierothe, wie m'r noch nit
            g'sahn hett ! — Grethl schrieb d'r diss hinger d'Ohre : E Mensch, wie d'r änzig Sohn isch vun sim
            Vater, wie Maire isch, un so un so veel Mol uff Veehüsstellunge prämeert worre-n-isch, e Mensch wie e
            mol e Büürehoft bekummt mit zwei Hofthor, mit so un so veele Kuehj, Rösser, Ochse und Kälwer, e
            Mensch wie e mol so un so veel Acker und die zwei scheenschte Mischthiffe üs ganz Elsass-Lothringe un
            noch wittersch nüs bekumt, e so e Mensche, Grethl, kann m'r hierothe, äu ohne dass m'r ne g'sahn hett
            ! —
"
comedy,Grethl,F,,,"Grethl.
Un ich säuj, er derft noch e mol e so rich sin dass 'r isch, wenn 'r m'r nit g'fällt, ze nimm i ne
            nit.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire
(nachspottend).
Wenn 'r m'r nit g'fällt! — Er muess d'r g'fälle ! Verstande ?! — Un dass dich guet schicksch un
            Savuar-Wiewr an de Daö leisch! — Kurzum, er wäre e-n-ander sahn, er wäre e-n-ander g'fälle un muehn
            e-n-ander hierothe. — E-n-anders thät sich d'Finger d'rnooch schlecke mit dem Richthum bis an
            de-n-Elleböuje !
"
comedy,Grethl,F,,,"Grethl.
Was nutzt mich d'r Richtum, wenn 'r dumm isch wie e Brett! — Un dass 'r 's grad wisse, m'r saöt
            vum Seppl, dass 'r noch viel dummer isch als rich.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Um so besser, no wursch dü Herr im Hüs.
"
comedy,Grethl,F,,,"Grethl.
Diss wär m'r nit guet genue. E Simpel will i äu nit zuem Mann !
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Was ?! Do isch's zu mine Zytte-n-andersch gewahn. Dini Mueter sali het sich nit so lang bedenkt,
            wie se mich hierothe hett selle. — Un jetzt kenn Wort meh, dü hierotsch de Seppl, un nochher kummt
            d'Reih an dich, Marie! Dü muesch äu ebs rechts han; siner Vater muess wenigstens äu Maire sin, wenn
            nit noch meh. Ich hab schun halwer äne uff'm Tapet for di. Ich denk im Maire von Hinterschhüse siner
            zweit Sohn, diss wär so diner Fall.
"
comedy,Marie,F,,,"Marie.
B'hüet mich Gott, Vater, denne Mummel will ich schun owe-n-eweck nit. Un du reste, ze waisch jo,
            dass ich pardü kenn Büür will.
"
comedy,Grethl,F,,,"Grethl.
S'Marie hett grad recht.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Grad recht?! Kenn Büür hierothe, ja wie gemahnt mich diss ?! — Ich gläub, ihr welle mir G'setzer
            vorschriewe ? Ja, was sell denn diss beditte ?! — Bin ich ejer Vater oder nit, bin ich Maire oder nit
            ?! — Opposition im Gemänderoth, Opposition in d'r Kiche, Opposition in d'r Fameli! — Ei mini
            Rhümatisse! — Ah, dü witt kenn Büür ?! — Fahnebibbel noch emol !! —
"
comedy,Marie,F,,,"Marie.
Nee, ich will kenner! E Stadtherr will i un schunsch kenn andere, un dü muesch dich gar nit
            wund're, wenn am-e scheene Däuj äner kummt un um mich anhalt.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
S'kummt als besser, jetzt hör mir än Mensch die King an, hett m'r sin Däuj-des-Lewes schun e so
            ebs g'sehn. Ah,
            
"
comedy,Briefbote,M,mail_carrier,lower_class,"Briefbote.
Guete Morje binand.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Guete Morje, was bring-n-r nejs ?
"
comedy,Briefbote,M,mail_carrier,lower_class,"Briefbote.
Do e Breef vun d'r Kreisdiraktion.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire
(hastig aufspringend aus seinem Lehnstuhl).
Ei mini Rhümatisse ! — E Breef vun d'r Kreisdiraktion ?
            
"
comedy,Briefbote,M,mail_carrier,lower_class,"Briefbote.
So hawi im Altbierel vun Holze äne gebrocht, kurz ehb dass 'r sini Demission gän hett.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire
(kratzt sich hinterm Ohr).
Himmelgalee ! Sott am End ?
            
"
comedy,Briefbote,M,mail_carrier,lower_class,"Briefbote.
Un im Schulzebüür vun Ziwelse, ehb dass 'r de Kronen-Orde veerter Klass bekumme hett.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Ehb dass d'r Schulzebüür....? Jetzt fröuj ich mich for was, dass der Simpel e-n-Orde bekumme het
            ?! —
"
comedy,Briefbote,M,mail_carrier,lower_class,"Briefbote.
Ja, was wohr isch, muess wohr bliewe, Herr Maire ! Ich will nix g'säit han, awer ich begriffs äu
            nit. Wenn jetzt e Mann wie ihr, vun ejrem Verdienst... à la bonne heure, diss thät m'r verstehn ! —
            Ich saö's vun d'r Brust eweck, wie i's denk.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Hm! s'isch nit for mi ze rüehme, awer diss kann i säuje, dass i wenigstens so veel wie d'r
            Schulzebüür geleischt hab. Wenn i d'rvun redde wott vun mine Mérites.... Ich bin jetzt 25 Johr Maire,
            bin fünf Mol prämeert worre uff Viehüsstellunge, bin im Kriejerverän, geh uff alli
            landwirtschaftliche Conferenze, hab de Kunschtmischt de Büüre uff's wärmscht an's Herz geleit, zej
            höfli de Huet ab vor'm Herr Gendarm 
            
"
comedy,Briefbote,M,mail_carrier,lower_class,"Briefbote.
Ja, was wohr isch, muess wohr bliewe, wenn äner de-n-Orde verdeene thät, ze sin ihr's; ich saös
            vun d'r Bruscht eweck.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
O, wisse-n-r, ich riss mi nit drum, s'isch numme-n-um d'rvun ze redde.
"
comedy,Briefbote,M,mail_carrier,lower_class,"Briefbote.
Welle m'r s'bescht heffe, un adje bienand !
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Ah! d'Fränz sell i e Glas Wien ingschenke-n-in d'r Kiche 
            
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire
(den Brief betrachtend).
Jetzt ben-i doch wunderfitzi, was in dem Breef steht.
            
"
comedy,Marie,F,,,"Marie
(für sich)
Wenn numme nix Böes drinne steht, dass r widd'r zue gueter Lün kummt.
"
comedy,D'r Herr Maire,M,mayor,upper_middle_class,"Maire.
Ah!
"
comedy,group,sex_unknown,job_unknown,social_class_unknown,"Marie, Grethl.
Was isch Vater ?
"
