speaker,sex,text
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Bisch ball ferti, Oscar?
"
oscar,MALE,"OSCAR:
Nur noch en Auesblick, Mamme. D’r letscht « Reim » zue mimm Gedicht kummt m’r nit in. 
          
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Hehr? Was isch denn « hehr »?
"
oscar,MALE,"OSCAR:
Ei hehr isch doch hoch, erhawe, majestätisch. Kennsch denn dü dies Wort nit?
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Un wer isch denn die Lina, wie de-n-andichtsch?
"
oscar,MALE,"OSCAR
(entsetzt):
Lina, nee awer Mamme, ich red doch vun d’r Luna, dies isch jo d’r Mond. 
          
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Dies haw ich jetzt wieder nit gewisst, dass de Mond e su heisst. Awer Lina, oder Luna, dies isch
          g'hüpst wie g’sprunge; ich find, Oscar, es wär besser dü dätsch e mol e Gedicht üwer d’ Suzanne
          mache.
"
oscar,MALE,"OSCAR:
Uewer d’ Suzanne? Do käm ich schoen an; dies dät mich nit üwel üsslache; ebs unpoetischeres als d’
          Suzanne git’s üewerhaupt in d’r ganze Welt nit.
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
D’ Suzanne isch e verständigs Maidel, un grad will’s ken so hochi Gedanke im Kopf het wie dü, täts
          am allerbeschte zue d’r passe. Lüej, Oscar, bim Suzanne
          
"
oscar,MALE,"OSCAR:
Mamme, hör uf oder ich lauf furt. Red m’r denn in de Lieb vum Vermöje, un wenn m’r eini lieb het,
          denkt m’r denn dran, ob se ’n e G’schäftsfrau isch, ob se ’n ebs vun d’r Hüshaltung versteht?
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Verifer dich net, Oscar. Dass m’r in d’r Poesie an e so ebs nit denkt, dis weiss ich wohl, do tuets
          e jedi Zigienere, wenn se nur schoeni Aue het. Awer im wirikliche Läwe un wenn sich ’s um ’s Hieroote
          handelt, do muess m’r doch zuem allererschte an dies denke. Un weisch, mit’m Suzanne kännsch de grad e
          so furtläwe wie dü’s gewohnt bisch. Owets, nooch’m Nachtesse kännsch dinni Gedichtle mache, kännsch wie
          jetz e jeds Johr hie in dies Hotel kumme un e paar Wuche ganz in dinre Poesie läwe, — d’ Suzanne tät
          d’r gewiss ken Stein in de Weij leije.
"
oscar,MALE,"OSCAR:
Ihr verstehn mich alli mitenander nit. Was ich suech, isch e G’fährtin, e Seel, wie mit mir ringt,
          liedt un strebt, e Herz wie sich sehnt, wie suecht, un au besoin, still mit mim Herze verbluete
          kann.
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Geh, Oscar, red kenn so schrecklichi Sache; m’r kreijt jo e Heideangscht.
"
oscar,MALE,"OSCAR:
Ja, Mamme, e Poet isch allewiel trürig; « Poesie ist tiefes Schmerzen ». 
          
"
schakob,MALE,"SCHAKOB:
Ei, Ihr were warte kenne 
          
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Dass dü awer jetzt grad dis trürig Talent müesch han. Hättsch doch liewer ebs vun Müsik verstande un
          wärsch Compositeur wore, do wärsch doch luschtig gebliewe d’rbie.
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Ei, leuj do, so e kurzes Mitaaschläfel han Sie g'halte. Mme Lewermann?
"
madame_lewermann,FEMALE,"Mme LEWERMANN
(gähnt):
M’r kann doch nit de ganze Daa schloofe, Am niene gehn m’r jo schun in ’s Bett, am aachte schtehn
          m’r uff, do haw ich noch em Esse gar kenn Schloof meh.
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Sie ambetiere sich e bissel, nit wohr? Awer dies Läwe schlaat ne guet an. Sie wäre alle Daa jünger;
          erscht gescht bin ich g’fröjt wore wie alt as Sie sin, un wie ich g’sait hab vierzi, do…
"
madame_lewermann,FEMALE,"Mme LEWERMANN:
Achtedrissig. Bscht! Sie brüche uewerhaupt dies nit e so lütt ze sawe ich glaub, Ihr Sohn isch do
          drüsse.
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
D’r Oscar hört nix, der macht e Gedicht, er het’s grad mit em Mond ze tuen. Un was ich hab saawe
          welle, — ja richtig — die Person wie mich g’fröjt het, die het g’sait, ihr Lebdaa hätt se nit gedenkt,
          dass Sie schun vierzi sin, sie het Sie for d’ ältscht Schweschter vun Ihrer Nièce g'halte.
"
madame_lewermann,FEMALE,"Mme LEWERMANN
(g’schmeichelt):
Och, was meine Sie, Mme Schweberle. In de Läde wor ich als noch Mademoiselle tituliert, un ererscht
          d’ vorig Wuch het mer minni Stundefrau verzählt, d’r Herr Summer, d’r Locataire vum erschte Stock, het
          se g’fröjt, was dies fer e jungi Mamsell isch, wie im troisième loschiert?
"
madame_schweberle,FEMALE,"Mme SCHWEBERLE:
Do het er doch d’ Suzanne gemeint?
"
madame_lewermann,FEMALE,"Mme LEWERMANN:
Meine Sie?
"
