drama_type,speaker,sex,job,social_class,text
comedy,Sophie Mathis,F,,,"Mme. Mathis:
I saa der, Eugène, geh nit witersch! Dü sisch jo, 's isch g'schlosseni G'sellschaft. Mer derf nit
            nin.
"
comedy,Eugène Mathis,M,,,"Mathis:
Un wenn ich bis do her kumme bin, so geh ich a ganz nin — deß loß ich m'r nit g'falle, daß m'r
            d'Orangerie absperrt. Di isch für Jedermann do. Un wenn ich do e Scheppel trinke will, so kann mers
            ken Mensch verwehre.
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Awer, Eugène, j't'en prie! Dü sisch jo, 's isch e Concert oder e Hochzitt. — Gehn mer liewer ins
            Bäckehiesel.
"
comedy,Eugène Mathis,M,,,"Mathis:
Nein, Sophie. — Wenn's e Concert isch, un wenn's eb's koscht, so bezahl' ich schun. Ich bin nit e'
            so, daß ich uf's Geld lüej. Deß weisch dü schun, Sophie. Je ne suis pas commeça que je regarde à
            l'argent.
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Zell weiß ich schun! Ça je le sais bien — awer du machsch' d'r noch e ""mauvaise affaire"". — Kumm,
            d' Lytt lüejen alli so. Un do kummt schun e Herr uf uns zü! O, i müß mich schemme.
"
comedy,Ein Herr vom Comité,M,professor,upper_class,"Herr:
Entschuldigen Sie, mein Herr, ich muß Sie darauf aufmerksam machen, daß es hier geschlossene
            Gesellschaft ist, und der Saal abgesperrt ist. Oder haben Sie etwa eine Einladungskarte erhalten
            ?
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Haw' ich's d'r nit gsaat? Allez, kumm. — J't'en prie, Eugène! . ..
"
comedy,Eugène Mathis,M,,,"Mathis
(im bekannten sog. Psarrerdeutsch):
Nein, mein Herr, ich habe keine Einladungskarte — aber ich muß doch sagen — die Orangerie ist für
            Jedermann da, und ich seh nicht ein, warum man sie absperren sollte, an einem so schönen Abend wie
            heute, ganz besonders.
"
comedy,Ein Herr vom Comité,M,professor,upper_class,"Herr:
Entschuldigen Sie vielmals, — aber die Stadt ist so freundlich gewesen, uns das Lokal zu
            überlassen, um unser Fest darin abzuhalten. So gern ich Ihnen das Vergnügen machen würde. . .
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Awer Eugène, sois donc raisonnable — Kumm, mer gehn jezt. . .
"
comedy,Eugène Mathis,M,,,"Mathis:
Loß mi doch. . . Ich wurr mich schun ze rangire wisse.
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
O jemerliche! Wenn der Mann emol ebbs in simm Kopf het, so isch's nit mejli, mit dem beschte Wille
            nit. . . Entschuldigen Sie, mein Herr.
"
comedy,Eugène Mathis,M,,,"Mathis
(zum Herrn):
Ich bezahl jo gern was es koscht. . . . Saue Se mer nur, was ich ze bezahle hab.
"
comedy,Ein Herr vom Comité,M,professor,upper_class,"Herr
(lachend):
Ja, mein verehrter Herr, es ist nichts zu bezahlen. Sie sehen ja doch selber ein, daß Sie sich
            nicht in eine fremde Gesellschaft eindrängeln können.
"
comedy,Eugène Mathis,M,,,"Mathis:
Mein Herr! Ich bin nit le premier venu. Ich bin der Herr Eugène Mathis, un wohn uf'em Pont
            couvert, un Jedermann kennt mich für en' ordentlicher Mann — un deß isch min Frau . . .
"
comedy,Ein Herr vom Comité,M,professor,upper_class,"Herr:
Ja, mein verehrter Herr! Ich bezweifle ja nicht im Geringsten, daß Sie ein ordentlicher Mann sind.
            Es liegt mir ja natürlich vollständig fern, Ihnen in irgend einer Weise zu nahe treten zu wollen,
            aber Sie werden doch begreifen. . . .
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Nein, Herr, min Mann begrifft's nit; wenn er sich so ebs in de Kopf setzt, so isch Alles verlore.
            D' Lit sauen als: C'est une tête carrée.
(Unterdessen sind sie immer weiter gegangen, bis in die Mitte des Saales. Andere Herren des
            Comité's sind auf dieses Vorkommniß aufmerksam geworden und sprechen zusammen. Im Publikum befindet
            sich stud. med. Kühne, der nun unter lebhaften Zeichen der Verwunderung näher tritt.)
"
comedy,Otto Kühne,M,doctor,upper_class,"Kühne:
Donnerschlag! Das sind ja meine Wirthsleute! Was will denn der verdrehte Kerl 
            
"
comedy,Ein Herr vom Comité,M,professor,upper_class,"Herr:
Prof.....
"
comedy,Eugène Mathis,M,,,"Mathis:
Ah, Sind sie a do, Herr Kihne!
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Gueten owe, Herr Kihne. Ich bitt' Sie, sind Sie doch so frindlich un helfe Se m'r mine Mann zü
            persuadiere, daß er ken G'schicht anfangt.
"
comedy,Eugène Mathis,M,,,"Mathis:
Ich saa d'rs jetz ein für alle mol. Loß mi jetz gehn. Was min Recht isch, isch min Recht, un do
            kann der Herr Kihne a nix mache . . . un wenn sie mir's verwehre, no mach ich erscht recht Krambohl,
            oder schrieb an d'Birjerzittung! Do solle Sie erscht sehn . . . .
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Herr Jeses! Was wurd jetz noch do drüs!
"
comedy,Otto Kühne,M,doctor,upper_class,"Kühne
(zum Herrn);
Wenn Sie mir erlauben, Herr Prof., so würde ich Ihnen rathen, die beiden eintreten zu lassen. Das
            sind köstliche Leute, wirkliche Straßburger Typen, die unterhalten die ganze Gesellschaft. . . .
"
comedy,Ein Herr vom Comité,M,professor,upper_class,"Herr:
Na, dann meinetwegen. Ich hoffe die andern Herren vom Comité haben nichts dagegen?
"
comedy,Otto Kühne,M,doctor,upper_class,"Kühne:
Und wenn es auch nicht im Programm steht, Sie werden es sicher nicht bereuen. Erlauben Sie mir
            nur, die Geschichte zu deichseln. Das werde ich schon recht machen. - 
            
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Awer, ich tröj mir nit, ich bin jo a nit en toilette, und die Madame do sin jo alli so scheen hell
            angezöje.
"
comedy,Eugène Mathis,M,,,"Mathis:
Haw ich's dir nit g'saat?? Wenn ich ebs will, no wurd a ebs drüs. Jetz bin i drin!
(Unterdessen haben sie sich dem Podium genähert.)
"
comedy,Otto Kühne,M,doctor,upper_class,"Kühne
(von dem Podium aus zum Publikum gewendet) :
Verehrte Damen und Herren, ich bitte Sie Plaß zu nehmen! Der Zufall hat gewollt, daß meine
            vortrefflichen Wirthsleute sich hier in unsere Gesellschaft verirrt haben. Ich bin sicher, daß Sie
            damit einverstanden sein werden, wenn ich sie in Ihrem Namen auffordere hier auf dem Podium Plaß zu
            nehmen. Es find ganz famose Leute, die echten Steckelburjer, von altem Schrot und Korn! Ich
            unterhalte mich sehr oft und gerne mit ihnen, und ich glaube annehmen zu dürfen, daß es auch für Sie,
            meine verehrten Anwesenden, von Interesse sein wird, ein solches echtes Straßburger Gespräch mit
            anzuhören. Namentlich dürfte es für die, welche hier früher docirt oder studirt haben, eine Freude 
            
"
comedy,Otto Kühne,M,doctor,upper_class,"Kühne:
Cantus ex! Ein Schmollis der Musik! Und Ihnen, mein verehrter Herr Mathis, komm' ich einen Halben
            aufs Spezielle sine, sine. Das ist doch reizend von Ihnen und Ihrer Frau, daß Sie uns mit Ihrer
            Gegenwart beehren! Prosit!
"
comedy,Eugène Mathis,M,,,"Mathis
(wüthend):
Ja here Sie mol, Herr Kihne. Was isch jetz deß ? Was solle mir do mache? Was lon sie uns do auf
            deren Estrade size, daß alli Lit uns anlüeje! Mer thät grad meine, mir sin ""bêtes curieuses"", Wisse
            Sie, deß loß ich mir nit g'falle! ich bin en alter Chasseur d'Afrique.J'ai fait plusieurs campagnes
            mit Üszeichnung. Un min Capitaine het als g'saat: ,Mathis est un brave soldat. Il porte le bâton de
            maréchal 
            
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
O bli doch still! Herr Jeses Gott! — Dü hesch jo durchüs nin gehn welle.
"
comedy,Eugène Mathis,M,,,"Mathis:
Ja, nin gehn, haw i gewellt! Awer nit do sitze, so vor alli Litt, grad wie wenn ich Theater wott
            spiele. Deß leijt m'r grad an. Ich bin ken Comédien.
"
comedy,Otto Kühne,M,doctor,upper_class,"Kühne:
Nun, nun, mein lieber Herr Mathis,nehmen Sie das doch. nicht krumm! — Sehen Sie, Sie wollten
            durchaus hineingehn. Schließlich, nach langem Hinund Herreden, ist es mir gelungen, Ihnen einen Platz
            im Saale zu verschaffen, und dazu noch einen sehr ehrenvollen, den ehrenvollsten vielleicht; und
            jetzt reklamieren Sie wiederum! Sie sind mir der rechte Straßburger, denn das habe ich in den 3
            Semestern, die ich hier studirte, doch allmählich herausbekommen. Ein jeder Straßburger hat etwas von
            seinem Nationalhelden an sich, dem Hans im Schnackenloch . . ""Der Hans im Schnackenloch het Alles was
            er will, und was er will das het er nit, und was er het, das will er nit, der Hans im Schnackenloh
            het Alles, was er will!"" -
"
comedy,Eugène Mathis,M,,,"Mathis:
O gehn Se m'r doch mit Ihrem Stroßburjer Ditsch. S'macht mer grad Büchweh, wenn ichs heer. So redt
            mer doch nit: Der Hans im Schnokeloch het Alles was er will, und was 
            
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Dü redsch halt so firig! Kannsch denn's Mül nit halte?
"
comedy,Eugène Mathis,M,,,"Mathis:
Halt dü's Mül. — Un jetzt, Herr Kihne, mecht ich doch endlich e-mol wisse, was mir do mache. Was
            welle die Lit? Was sin so vieli do? Isch's e Hochzitt, e Kindtauf oder was?
"
comedy,Otto Kühne,M,doctor,upper_class,"Kühne:
Aber, mein lieber Herr Mathis! Wissen Sie denn nicht, was heute los ist? Es ist ja das
            fünfundzwanzigste Jubiläum der Universität, heute, und nicht bloß heute, sondern auch gestern und
            vorgestern, und morgen noch!
"
comedy,Eugène Mathis,M,,,"Mathis:
Le 25e jubilé de l'Université? -
"
comedy,Sophie Mathis,F,,,"Mme. Mathis:
Grad wie e silwerni Hochzitt! -
"
