speaker,sex,text
jakob_schmelzer,M,"Schmelzer
(nachdem der Gesang vorüber ist, klappt er sein Buch zu und setzt die Brille ab; die Glocke der
          Kirche schlägt dreimal mit je drei Schlägen an; er wischt sich die Augen):
Jetz litte sie de Säje.
"
jakob_schmelzer,M,"Frau Schmelzer:
Wirkli schlaat d'Bettglock dreijmol an.
"
jakob_schmelzer,M,"Schmelzer :
Un schön gsunge han sie widder — schön gsunge. Ja ja — — schön gsunge.
"
jakob_schmelzer,M,"Frau Schmelzer:
Vierstimmig.
"
jakob_schmelzer,M,"Schmelzer:
E großer Fierdaa. — Weisch: ""aufgefahren gen Himmel, sitzet zur rechten Hand Gottes des allmächtigen
          Vaters, von dannen er kommen wird zu richten — — zu richten die Lawendigen und die Toten"".
"
jakob_schmelzer,M,"Frau Schmelzer :
Un d'r hochwürdig Herr Bischof isch drüwwe un dhuet in de-n-Erschkommnikante d' Firmung genn.
"
jakob_schmelzer,M,"Schmelzer:
Daß ich so ebbs verfehle mueß. Dis ich m'r zue arrig . . . zue arrig isch m'r dis.
"
jakob_schmelzer,M,"Frau Schmelzer:
Jetz schelt doch nit. Dank dim Herrgott, daß de's üwerstande hesch, dini Krankheit. In e paar Daa
          kannsch au widder in d'Kirich gehn.
"
jakob_schmelzer,M,"Schmelzer:
Wölle's hoffe, wölle's hoffe — — 
          
"
jakob_schmelzer,M,"Frau Schmelzer:
Jetz bisch awer widder gsund . . . un hesch nit emol in de Spital gebrücht.
"
jakob_schmelzer,M,"Schmelzer :
Dis Heidegeld, wo's koscht het.
"
jakob_schmelzer,M,"Frau Schmelzer:
Denk nit dran, 's isch emol nit andersch 
          
"
jakob_schmelzer,M,"Schmelzer:
Un daß ich mine Salon hab verkaufe müen! — — Schad drum! schad drum! D'r Lade het sine Mann
          versorjt.
"
jakob_schmelzer,M,"Frau Schmelzer:
M'r sin bis dato noch nit Hungers gstorwe . . . . d'r Herr Antoine nemmt dich in sin Bureau. Er het
          m'r's versproche.
"
jakob_schmelzer,M,"Schmelzer:
E Gottsnamme! — — Zuem e bissel schriewe wurd's noch lange; — — do wurd's noch lange, so Gott
          will
"
jakob_schmelzer,M,"Frau Schmelzer:
Un d'rno h mm'r jo unser Jeanne — — Es weiß, was es sine Eldere schuldi isch.
"
jakob_schmelzer,M,"Schmelzer
(der Gesang hat neu begonnen):
Hörsch, jetz singe sie widder.
"
jakob_schmelzer,M,"Frau Schmelzer:
D'Veschber düürt lang. — — 's isch schun vier durich.
"
jakob_schmelzer,M,"Schmelzer
(lauschend):
Ich mein, ich hör d'Stimm vum Jeanne erüs . . . . wahrhaftig, im Jeanne sini Stimm.
"
jakob_schmelzer,M,"Frau Schmelzer:
Geh doch, wurum nit gar!
"
jakob_schmelzer,M,"Schmelzer
(ärgerlich):
Ich hör sie awer.
"
jakob_schmelzer,M,"Frau Schmelzer:
Mintwäje. Nur halt jetz Ruehj. De emotionirsch dich.
"
jakob_schmelzer,M,"Schmelzer:
Ei jo denn! — — Gedischbediers un ken End. — M'r verzürnt sich fascht! — Wajer!
"
jakob_schmelzer,M,"Frau Schmelzer
(ablenkend):
Morje Midda, wenn schön Wedder isch, derfsch e bissel in d'Sunn gehn, het d'r Dokter gsaat.
"
jakob_schmelzer,M,"Schmelzer :
E bissel in d'Orangerie däpple, so langsam.
"
jakob_schmelzer,M,"Frau Schmelzer:
Awer halte sollsch dich, het d'r Dokter... gsaat. Daß' ken rechute gitt.
"
jakob_schmelzer,M,"Schmelzer:
Weiß schun. — Apropos, 's Jeanne kann morje e Stückel mit m'r gehn.
"
jakob_schmelzer,M,"Frau Schmelzer:
Wenn's d'Bermission bekummt vum Herr Steinfeld. .....
"
jakob_schmelzer,M,"Schmelzer:
Ja, ja ... 's het sie sunsch au als bekumme an dem Daa . . . weisch denn nit, was morje-n-isch ?
"
jakob_schmelzer,M,"Frau Schmelzer:
Was denn ?
"
jakob_schmelzer,M,"Schmelzer:
Nammesdaa! — Nammesdaa!
"
jakob_schmelzer,M,"Frau Schmelzer:
Weiß Gott ja. Vergiß i miner Nammesdaa.
"
jakob_schmelzer,M,"Schmelzer
(pfiffig):
Mir zwei, ich un's Jeanne, han e Kommissiönel mitnand ze mache.
"
jakob_schmelzer,M,"Frau Schmelzer :
Um Gottswille ken Unköschte, ich will's nit han.
"
jakob_schmelzer,M,"Schmelzer:
E gfitzti Tart mueß uff de Disch ..... mit eme Vive Emelie drowwe . . . e paar Köujelhöpf . . . un e
          guets Tröpfel Win. Dis wäre m'r no üwri han. An so 'me Daa ze spare! — — Dis wär noch schöner.
"
jakob_schmelzer,M,"Frau Schmelzer:
De muesch jo allewyl dine Kopf han. 
          
"
jakob_schmelzer,M,"Schmelzer:
Jetz wurd 's Jeanne glich do sin.
"
jakob_schmelzer,M,"Frau Schmelzer:
Ich denk's emol. Wenn's nit uffg'halte wurd. 
          
"
jakob_schmelzer,M,"Schmelzer :
Wurum d'r Herr Albert am Sunndaas kenn Visit meh macht?
"
jakob_schmelzer,M,"Frau Schmelzer:
Er wurd ebbs bessers ze dhuen han.
"
jakob_schmelzer,M,"Schmelzer:
Er schafft ze viel. Er gunnt sich kein Rühj. Vier Woche isch'r jetz ball üsgebliwwe.
"
jakob_schmelzer,M,"Frau Schmelzer:
Schun vier Wuche!
"
jakob_schmelzer,M,"Schmelzer:
Wenn'r sich nur widder emol dhädd blicke lon . . . ich wär froh drum.
"
jakob_schmelzer,M,"Frau Schmelzer:
So.
"
jakob_schmelzer,M,"Schmelzer:
Verlicht kummt'r hit. — M'r könnt 'm jo Order schicke.
"
