Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,short_name,numTokens,numLexTokens,avgLexVal,lexRatio
0,comedy,Jacques,M,,,,"
          
Jacques:

          
Jaja, Madam. — 's isch guet, Madam! — 's wurd bsorjt, Madam!

          
(zum Publikum):

          
Wenn unseri Madam bekumme däet was ich ere wünsch, no müeßt se emol vor alle Dinge jede Daa e Kilo
          zünämme, bis se am e schöene Daa v'rknelle däet wie e gebrooteni Bluetwurscht. Die Hawwergais, die
          Häriseel, die Linsespaltere und Pfennifuchsere, die — — die gifti Krott, die miserawel! — Pardon! —
          Wenn ich mich v'rzürne wott, ze däet ich ere noch ebs ganz anderschs v'rzähle! Aw'r naan, ich will mir
          mini Ruehj reserviere. Nit daß ich mir wäeje Dere 's Läwe süür mach! — 's falt m'r in! — So ebs daet
          ere jo basse! — Denn uff dies geht se üs, Daa fer Daa. kann ich ebs d'rfür, daß ich numme valet de
          chambre bin?! - kann sie ebs d'rfür, daß sie Madam isch worre?! — Worum isch's nit umgekehrt?! — Worum
          ich sie nit valet de chambre und ich d'Madam?!-

          
(Es klingelt.)

          
Aha! — Sie schellt wid'r emol e Düür, unseri Madam ! — Die lebt jo nit ruehji, wenn se merkt, daß
          Unseraans emol e bissel schnüüfe köent.

          
(Es klingelt.)(wü-

        
",riff-s-paradies,202,19,0.4802228861041539,0.09405940594059406
1,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(bedauernd):

          
Oh, dies schöene Rösele. Gescht noch so nätt geblüejt, und hyt schun welk! — 
          
(seufzt tief auf.)
 — O ja, so isch's halt emol uff d'r Welt! — So geht's mit de Rose — so
          geht's mit de Maidle. M'r blüehjt — m'r wurd umschwärmt — m'r v'rwelkt — un wurd gemiede! 
          
(Starkes Geklirr hinter der Bühne.)

        
",riff-s-paradies,68,8,0.5162090105931452,0.11764705882352941
2,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(erschrickt):

          
Uh! Do gitt's Schärwe?!

        
",riff-s-paradies,9,2,0.6710155507937008,0.2222222222222222
3,comedy,Jacques,M,,,,"
          
Jacques

          

          
(hinter der Scene):
 E Millonezunderschtzewwerst soll d'rzwische nin bängle, aans vun unte
          un aans vun owwe — wenn's will!!!

        
",riff-s-paradies,24,1,0.2779247936724607,0.041666666666666664
4,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Aha, 'skracht in d'r Kiche, no wurd's au bal rauche! 
          
(Es klingelt.)

        
",riff-s-paradies,19,1,0.64,0.05263157894736842
5,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Hoppla! — Was hawich nit gsaat? — 's raucht schun! 
          
(Es klingelt.)

        
",riff-s-paradies,18,1,0.64,0.05555555555555555
6,comedy,Jacques,M,,,,"
          
Jacques

          
(hinter der Scene.:

          
Jo riß d'Schell vun d'r Wand erab, alter Nißkraawe! 
          
(Kommt hastig von rechts.)

        
",riff-s-paradies,21,1,0.2692564179332902,0.047619047619047616
7,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Oho, Jacques, so böes gelüünt?

        
",riff-s-paradies,9,2,0.6581215897889363,0.2222222222222222
8,comedy,Jacques,M,,,,"
          
Jacques

          
(wütend):

          
Wenn ich nin kumm, ze riß ich ere diesmol d'Barriek vum Schäddel, daß se au emol weiß, was schelle
          heißt! 
          
(eilt erregt nach links ab.)

        
",riff-s-paradies,32,4,0.7102141332747812,0.125
9,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
's isch nit halwer eso schlimm. Wenn'r nin kummt, no isch wied'r d'Madam hinte un d'Madam vorne. —
          Ja, d'r Jacques! — Hahaha! Er isch e Dschori! — E guetmuethiger Dschorit -E aanfältiger Dschori! — Er
          het's grad wie die Hund, wie erscht's Herz han ze belle, wenn sie innewendi hinterem guet v'rrejelte
          Hofdärel stehn! — Haha! — Mit so eme Mann wär guet läewe. — So aaner dhät sich zehje loon, so wie m'r
          'ne gern hätt. — Alt genuej zum hyroothe wär 'r juschtemend, un ich glaab küm, daß ich's 'm abschlaawe
          dhäet! — Er het e paar Fränkle uff d'r SparkaB, ich hab min Gedüech un e Bettlad — brücht m'r sunscht
          noch vielerlei mehr fer de Anfang? — Was noch fehlt, schafft m'r sich so v'rplämpelterwies an. — E
          Hauptbedingung isch numme: m'r mueß z'halb Zweit sin zem hyroothe, un — — — ım'r mueß enander welle. — 
          
(setzt sich auf die Bank.)
 — M'r mueß enander welle?! — 
          
(seufzt tief auf.)
 — Wie wenn ich de Jacques nit wott?! — O Gott, o Gott, o Gott! 
          
(Jacques tritt unbemerkt von links ein.)

        
",riff-s-paradies,204,20,0.4896170255551621,0.09803921568627451
12,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(springt mit einem erschreckten Aufschrei in die Hôhe.)

          
Aw'r Jacques, wie kann m'r numme eso schliche?!

        
",riff-s-paradies,19,3,0.7994827342662224,0.15789473684210525
13,comedy,Jacques,M,,,,"
          
Jacques

          
(erstaunt):

          
Schliehe? — Un d'rbie saat d'Madam alle gelte zue m'r: ich däet dappe wie e Elephant?!

        
",riff-s-paradies,22,3,0.4938874216857035,0.13636363636363635
14,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Die het jo ihrer Läwe noch gar kaan Elephant gsehne! — Sie renomiert halt gern mit ihre
          astronomische Kenntnisse.

        
",riff-s-paradies,23,4,0.5364488541060632,0.17391304347826086
15,comedy,Jacques,M,,,,"
          
Jacques:

          
Aw'r numme fer mir 's Läwe süür ze mache. — Sie kann mich halt nit schmecke. — Ich sie aw'r au
          nit!

        
",riff-s-paradies,23,4,0.5520206095039034,0.17391304347826086
16,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Rej Dich doch nit uff, Jacques. — Het se 's mit mir nit 's nämli? Dhuet se mich nit au d'halb Zyt
          ärjere un küjoniere, daß ich grüen un gääl könnt wäre vor Pläsier? — M'r mueß aw'r allewiel bedenke:
          wenn d'r Mensch ins Alter kummt, no wurd'r wunderli. — Unseri Madam — — —

        
",riff-s-paradies,57,6,0.5088073890070884,0.10526315789473684
20,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Geh, schäm Dich doch e bissel, Jacqes! Ich hab ewwe numme welle saawe: unseri Madam het ihri Lüüne
          zyttwies un randswies, wie dies ewwe 's Alter eso mit sich bringt. — Wenn se aw'r d'rnoo ihri
          ""Rootschläej"" uff uns los renne loßt, no loon mir se ewwe ze aam Ohreläppel nin un zem andere wied'r
          nüs schnärre. — Schmerzlos!

        
",riff-s-paradies,61,7,0.5009620990271473,0.11475409836065574
21,comedy,Jacques,M,,,,"
          
Jacques

          
(kraut sich hinter den Ohren):

          
Jaja, 's isch alles räecht, un ich will unserer Madam au nix schläechts wünsche — - behüet selle m'r
          sin — aw'r Pläsier dhäet's m'r halt mache, wenn ere emol e Elephant mit glichlinge Füeß uff de Mauue
          hüpse däet! — — —

        
",riff-s-paradies,52,6,0.4955951111277434,0.11538461538461539
22,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachned):

          
Aw'r Jacques!

        
",riff-s-paradies,6,1,0.64,0.16666666666666666
23,comedy,Jacques,M,,,,"
          
Jacques:

          
Numme daß se 's inne dhäet wäre, was unter eme Elephant v'rsteht, der alt Pomad- hafe!

        
",riff-s-paradies,18,2,0.29964201022596865,0.1111111111111111
25,comedy,Jacques,M,,,,"
          
Jacques:

          
Ja? — Was denn?

        
",riff-s-paradies,5,1,0.6402102505617395,0.2
26,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Jacques, Dü wit doch ganz sicher nit diner Läwelang d'Füeß unter fremdi Lyt ihrer Disch strecke?

        
",riff-s-paradies,18,3,0.3635217612457566,0.16666666666666666
27,comedy,Jacques,M,,,,"
          
Jacques:

          
Naan, ganz sicher nit.

        
",riff-s-paradies,5,2,0.4063202450324045,0.4
