,drama_type,speaker,sex,job,job_category,social_class,text,short_name
0,comedy,Cécile,FEMALE,,,,"
          
Cécile

          
(häßliche Person, ungefähr 40 Jahre alt; dabei beschäftigt, die Möbel abzuwischen ; sie spricht
          durch die Nase):

          
Gottlob, jetz bin i ferdi. Stuwwe-n-un Better mache, uff de Merk gehn, koche, wäsche-n-un beijle, so
          geht ’s jetz schun ball e Johrer fuffzeh daadäjli in einere Lier furt, ohne changement un distraction .
          . . . ’s isch schier züem verzwazzle! 
          
(Sie gähnt)
 Un ich hab die Nacht so e schöner Traum ghett ; ich hab getraimt, ich dhädd
          mich widder hirote . . . . un sogar mit eme Wittmann ohne Kinder . . . . nein! wär dis e Glück! . . . .
          hinnicht isch Vollmond gsin; was m’r in so ere Nacht traimt, soll in Erfüllung gehn, saat m’r. 
          
(Man hört Lärm in der Stube rechts.)
 Do drinne gehts schun widder los . . . . züe
          merkwürdig, züe merkwürdig! — — Was d’r Herr Stieffatre nur het? Jetz düürts schun ball zwei Woche, un
          ’s wurd nit andersch. — — Was wurd er jetz widder mache? Ich will doch emol lüeje. 
          
(Sie eilt an die Thüre rechts und sieht durchs Schlüsselloch ; es klopft an der Mittelthür; sie
          hört es nicht.)
 Als noch ’s nämlich. — — Do drinne siehts wärli güet üs! Alles z’undersch
          z’öwersch. M’r derf nit erin, ’r will nit gstört sin, saat ’r, het ’r gsaat. 
          
(Es klopft wiederum, sie hört es wieder nicht.)
 Jesses nein! jetz fangt er widder an ze
          babble — — ’s isch züem lache — — züe fürios! züe fürios ! 
          
(Ein Kommissionär durch die Mittelthür.)
 Nurre Geduld! Ich komm noch d’rhinter, so wohr
          ich Cécile heiß, un Geduld iwwerwind au de-n-Eierküeche.

        
",greber-sainte-cecile
1,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Bonjour, Mamsell.

        
",greber-sainte-cecile
2,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Um Gottswille — — bin i jetz verschrocke — —

        
",greber-sainte-cecile
3,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Wohnt do d’r Herr Anatole Stieffatre?

        
",greber-sainte-cecile
4,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Ganz erecht. Sie wölle züem? Do drinnen-isch ’r.

        
",greber-sainte-cecile
5,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Het d’r Herr Stieffatre d’ Sache gerüscht, wo ich abhole soll? 
          
(zieht einen Zettel heraus)
.

        
",greber-sainte-cecile
6,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Do uff ’m Canapée leijt alles. — — Jetz saaue Sie mir doch emol, was dis beditte soll, daß er dis
          Dings verlehnt. ’s isch doch züe merkwürdig.

        
",greber-sainte-cecile
7,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
(liest ab und nimmt die Stücke auf den Arm)

          
E paar Hosse — güet, e Schilet — do isch’s, e Rock — do hammer ne, e Schibüs — do leijt ’r, un e
          Bombardon — do steht ’r. Helfe Sie m’r e bissel. — So, merci.

        
",greber-sainte-cecile
8,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Ja awer wurum dis alles?

        
",greber-sainte-cecile
9,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
(ausweichend)

          
. . . . ’s isch wäje’re Kindtaif, for e güete Frind.

        
",greber-sainte-cecile
10,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Au dis Bombardon? Dis kann doch nit möejli sin.

        
",greber-sainte-cecile
11,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Wurum nit? ’s wurd nit ’s erscht Mol sin, daß uff ere Kindtaif ebbs gebloose wurd.

        
",greber-sainte-cecile
12,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Dis isch awer doch züe kürios —

        
",greber-sainte-cecile
13,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
’s geht mich nix an, Mamsell.

        
",greber-sainte-cecile
14,comedy,Cécile,FEMALE,,,,"
          
Cécile

          
(scharf):

          
Bardon, m’sieur, ich bin Wittfrau.

        
",greber-sainte-cecile
15,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Macht nix, madame, ich bin Wittmann.

        
",greber-sainte-cecile
16,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
(entzückt)

          
E Wittmann? — Ohne Kinder?

        
",greber-sainte-cecile
17,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Ohne Kinder. — Ich müeß jetz gehn.

        
",greber-sainte-cecile
18,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Ze bliewe Sie doch noch e bissel. — — Möchte Sie sich nit noch emol hirote?

        
",greber-sainte-cecile
19,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Merci bien, hab grad genüe vum erschte Mol.

        
",greber-sainte-cecile
20,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Awer nein! — — 
          
(Verschämt)
 Ich for min Dheil wüßt nit was dhüen, wenn m’r ebber dhädd e Hirotsantraa
          mache.

        
",greber-sainte-cecile
21,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Sie wüßte ’s nit? — — Awer ich. Adieu madame.

        
",greber-sainte-cecile
22,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Am liebschte hätt ich e Wittmann ohne Kinder.

        
",greber-sainte-cecile
23,comedy,É Kommissionär,MALE,deliverer/helper,service_and_sales,lower_class,"
          
Kommissionär:

          
Eh ben, güet, ze will i sehn, daß ich einer find. 
          
(Für sich):
 E warmi Person! 
          
(Ab.)

        
",greber-sainte-cecile
24,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
E züe nedder Mensch! Nurre schad, daß ’r mich nit versteht. M’r dhädde nit üwel züenand passe. Er
          het Nümmero siwwezeh ghet, dis will i m’r merke.

        
",greber-sainte-cecile
25,comedy,Sophie,FEMALE,,,,"
          
Sophie:

          
(würdige, starke Matrone von ungefähr 45 Jahren)

          
Cécile, hesch de schun bi’s Meyer’s de neije, Butzlumpe kauft?

        
",greber-sainte-cecile
26,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Ja, madame.

        
",greber-sainte-cecile
27,comedy,Sophie,FEMALE,,,,"
          
Sophie:

          
Denne Midda wurd d’ Stubb vun mim Mann uffgewäsche; ’s isch höchschti Zitt.

        
",greber-sainte-cecile
28,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Do wurd’s awer noch hewwe, Madam. Er loßt Nieme-n-in sini Stubb. Er will nit gstört sin, saat ’r,
          het ’r gsaat.

        
",greber-sainte-cecile
29,comedy,Sophie,FEMALE,,,,"
          
Sophie:

          
Isch dis nit e Kurweh mit dem Mann! Was macht ’r wirklich?

        
",greber-sainte-cecile
30,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Do drinne lauft ’r erum wie e Muck in ere Drumm un babbelt mit sich selbscht.

        
",greber-sainte-cecile
31,comedy,Sophie,FEMALE,,,,"
          
Sophie:

          
’s wurd m’r ball unheimlich, wenn dis so fort geht.

        
",greber-sainte-cecile
32,comedy,Cécile,FEMALE,,,,"
          
Cécile:

          
Er het ganz ’s équilibre verlore, d’r Schinder kummt nit drüs.

        
",greber-sainte-cecile
33,comedy,Sophie,FEMALE,,,,"
          
Sophie:

          
Daß er awer au gar nit saat, was er het!

        
",greber-sainte-cecile
