drama_type,speaker,sex,job,social_class,text
comedy,Jules Kleitz,M,,upper_middle_class,"Jules

          
(steht auf und wirft die Zeitung weg).
Nit ellein die nej und d'alt Welt het diss verruckte Ding üwerfalle, nein, au in mini ménage het
          sich diss Lumpeding iing'schlieche. Un wer het's eringebrocht ? Mini lieb un herzensgüet Schwejeres !
          Uessgerechent sie prowiert schunzitter 3 Wuche do in minere ménage Yo-Yo! Sie spielt am Morje wenn sie
          uffsteht, am Middaa wärenem Esse, de ganze Middaa, ja viellicht noch sogar z'Nacht-s im Bett. Un do
          solle eim nit d'Nerfe durichgehn ? s'Galee hab ich in minere Wohnung un dis alles numme, will mini lieb
          
          
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Entrez! »
"
comedy,Marie,F,domestic_worker,lower_class,"Marie
(kommt hinten herein):
« De Herr Dokter Schmitt isch do un will mit Ihne redde. »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Er soll glich do eriin kumme. »
"
comedy,Marie,F,domestic_worker,lower_class,"Marie :
« Güet Mösjö. » 
          
"
comedy,Dokter Robert Schmitt,M,,,"Robert

          
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Roby, düe bisch mini letscht Hoffnung, düe müesch mir helfe. »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Wo fehlt's denn ? Bisch krank ? »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Krank ? Aba. »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Ja, was isch denn no los ? »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Setz dich emol. » 
          
"
comedy,Dokter Robert Schmitt,M,,,"Robert
(beobachtet Jules):
« Jo-jo Jules, was hesch denn düe..... »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Was Yo-Yo ? Kennsch düe's denn au schun ? »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Was denn ? »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Ei diss neuje verruckte Spiel ? »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Ich weiss nit was düe meinsch, ich möcht numme gern wisse, werum düe mich rüefe hesch
          lonn. »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Güet, ich will dir's saawe. Roby, liewer Frind, ich bin arich unglücklich. »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Unglücklich ? Ja werum denn ? »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Mini Schwejeres spielt Yo--Yo! »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Sie spielt Yo-Yo ? Ja un weje dem losch düe mich hole ? »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Ja findsch düe, dass diss nix isch, wenn eim jemand de ganze Daa in d'r ménage Yo-Yo spielt ?
          »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Yo-Yo ? Was isch denn diss eigentlich ? »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Diss weisch düe nit ? Ah düe weisch nit was Yo-Yo isch. Glücklicher Mensch ! »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Nein, ich weiss es nit. »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« D'ganz Welt spielt doch Yo-Yo! Alli Kini un Kaiser, alli Kinostar, alli Köche, alli Kinder,
          alli Kindermaidle un au mini Schwejermamme spielt Yo-Yo! »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Awer jetzt weiss ich's jo als noch nit. »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Alli Zytunge schriewe devun un d'Illustrierte bringe Bilder. Yo-Yo isch Trumpf. Yo-Yo isch e
          Epidemie. »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« E Eipidemie ? ? Ja no isch's jo e Krankheit ! »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Zäll nit, awer die wo züelüeje kenne krank devun wäre. Es isch e Spiel. »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« E Spiel? Wurd's getrette od'r g'stosse ? Isch's e Balle od'r e Art Domino. Od'r setzt m'r
          sich druff un fahrt furt mit ? »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« M'r merigt, dass noch nit verhyrot bisch. »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Werum, wieso ? »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
« Wenn düe e Schwejeres hättsch, wo au de ganze Daa Yo-Yo spiele dät, no wischt düe's au was es
          isch. »
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Ja no saa mir's doch jetzt emol was es isch. »
"
comedy,Jules Kleitz,M,,upper_middle_class,"Jules :
(holt aus einer Tasche ein Yo-Yo)
« So do isch jetzt emol e Yo-Yo » 
          
"
comedy,Dokter Robert Schmitt,M,,,"Robert :
« Düe hesch jo alli Säck voll! »
"
