drama_type,speaker,sex,job,social_class,text
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste
(misst und schaut nach dem Metermass):
Sagittalumfang, fünfunddreissig Centimeter. Stimmt ganz genau mit d’r Uffzeichnung, wie m’r ’s letscht schun gemacht han.
"
unknown,Georges,MALE,,,"Ehrstein
(notierend):
Sagittalumfang, fünfunddreissig Centimeter.
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste
(steckt das Metermass ein und zieht aus der hinteren Tasche seines Gehrockes ein Metermass hervor, wie es von den Schuhmachern beim Massnehmen der Schuhe benützt wird):
Jetzt welle m’r doch noch emol d’Breite nochmesse, m’r kann nit exakt genue sin, wäje de Berechnunge. 
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste
(genau das Mass ablesend):
Breite, vierzehn Komma sieben.
"
unknown,Georges,MALE,,,"Ehrstein
(notierend):
Breite, vierzehn Komma sieben.
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
M’r kann saaue, was m’r will, die anthropologisch Wisseschaft isch eini vun de-n-interessantschte, wie’s giebt.
"
unknown, Jeannette Grinsinger,FEMALE,manufacturer,upper_class,"Jeannette:
"
unknown, Lisa Grinsinger,FEMALE,manufacturer,upper_class,"Lisa:
E grossi Fraid wurd d’r 
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Fraid hin oder Fraid here. In d’r Wisseschaft kann m’r uff so Kleinigkeite kenn Rucksicht nemme. — So unn jetzt welle m’r noch emol genau d’Länge revidiere. 
"
unknown,Georges,MALE,,,"Ehrstein
(notierend):
Länge, sechzehn Komma zwei.
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
So, nun jetzt noch d'Jochbreite .. 
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger
(tritt durch die Mitteltüre ein. Er trägt Reisekostüm, und hat eine leichte Reisetasche in der Hand. Er bleibt einen Augenblick still stehen):
"
unknown, Jeannette Grinsinger,FEMALE,manufacturer,upper_class,"Jeannette
(auf Fritz 
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
"
unknown,Georges,MALE,,,"Ehrstein
Jochbreite, zwölf Komma vier Centimeter.
(notierend)
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste
(auf Fritz 
"
unknown, Lisa Grinsinger,FEMALE,manufacturer,upper_class,"Lisa
(nachdem sie ihren Papa umarmt hat):
Wie kummts 
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Ja, ich wär au erscht Morje kumme, awwer do hawich im letschte Moment erfahre, dass d’r Schah vun Persie mit dem Zug fahrt, wie ich hytt g'fahre bin, unn die Pläsier unn die Ehr, im nämliche Zug ze reise wie d’r Schah vun Persie hawich m’r nit welle nemme lon. 
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
So, Sie gän sich au mit so Plän ab?
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Awwer Babbe, wie dü so vun ernschte wisseschaftliche Untersuechunge redde kannsch!
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Ei, s’isch au wohr. Ich hab gemeint, dass wenn ich vun minere Pariser Reis zeruck kumm, dass die Kopfmesserej e-n-End wurd han. Fur so ebs hawich dich doch nit Dokter wäre lon, for dass dü dini Zytt zuebringsch de Lytte d’Köpf ze messe! — Wenn ich m’r so ebs gedenkt hätt, ze hätt ich dich e gottsnamme Huetmacher wäre lon; dini Stüdie wärte mich viel billiger kumme.
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Diss verstehsch dü ewwe nit 
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Ei allewäj! Woher soll ich’s verstehn?! — M’r hett jo nie nix vun dir unn vum Professor Kneppchen erfahre könne, wäje was dass’r Gott unn d’r Welt d’Köpf vermesse!
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
"
unknown,Georges,MALE,,,"Ehrstein:
Ja, mir sin so witt.
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
So?, diss wundert mi. —
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Ja, 
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Ah?! Was sin jetzt diss widder for Plän? —
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Er will bewiese, oder vielmehr sini Tabelle bewiese’s, dass d'Häleft vun de Ditsche Brachicephale also Gallier sin!
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Ohü! Diss klingt m’r zue gelehrt!
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Unn d’Häleft vun de Franzose Dolichocephale, diss heisst Germane sin.
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Ah? —
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
In andere Worte-n-üsgedruckt heisst diss, dass d’Häleft vun de Ditsche Franzose, unn d’Häleft vun de Franzose Ditschi sin.
"
unknown,Georges,MALE,,,"Ehrstein:
So isch’s.
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger
(bricht in schallende Heiterkeit aus):
Was, d’Häleft vun de Ditsche sölle Franzose und d’Häleft vun de Franzose Ditschi sin?!
"
unknown,Georges,MALE,,,"Ehrstein:
So isch’s.
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Ja, 
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Jetzt glauwich awwer doch ball, dass’r e Käfer do owwe-n-im 
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Do isch nix ze lache, wenn d’r Professor sin Buech do drüewwer erüsgitt, ze wurd’r sicher ’s gröscht Uffsehn’s d’rmit mache!
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Diss will i glauwe, dass diss Buech 
"
unknown,Olga Gauthier,FEMALE,philosophy_student,upper_class,"Olga
(Typus einer Studentin kommt mit einer Mappe unter dem Arm von rechts):
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Sie derangiere nit im geringschte.
"
unknown,Olga Gauthier,FEMALE,philosophy_student,upper_class,"Olga:
Sie solle, wenn Sie so guet welle sin, nuff zuem Professor kumme uff sin Zimmer.
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger
(für sich):
Ah, was, der isch als noch do? —
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Im Auesblick 
"
unknown,Olga Gauthier,FEMALE,philosophy_student,upper_class,"Olga:
D’r Herr Professor diktiert unn ich stenographier.
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
"
unknown,Olga Gauthier,FEMALE,philosophy_student,upper_class,"Olga:
Nein, minner Babbe isch Beamter unn isch e geborener Sachs, er isch 
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger:
Gauthier! 
"
unknown,Olga Gauthier,FEMALE,philosophy_student,upper_class,"Olga:
Ja, ich bin au im Elsass gebore unn uffgewachse, ich bin Elsässere unn füehl mich au ganz als Elsässere.
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger
(enttäuscht):
Ah, zellewäj.
"
unknown,Olga Gauthier,FEMALE,philosophy_student,upper_class,"Olga:
Ja, Sie exküsiere, ich bin arig pressiert, ich muess heim. 
"
unknown, Auguste Grinsinger,MALE,manufacturer,upper_class,"Auguste:
Ja, unn mir welle nuff zuem Professor! 
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger
(für sich):
Die Nundedié’s Schwowe! Küm sin sie do im Ländel, ze sin sie schon ganz do d’heim! Am Heimweh isch noch keiner gstorwe!
"
unknown,Fritz Grinsinger,MALE,manufacturer,upper_class,"Fritz Grinsinger
(zu 
Also d’r Professor Kneppchen isch als noch do? —
"
unknown, Lisa Grinsinger,FEMALE,manufacturer,upper_class,"Lisa:
Ja 
"
