drama_type,speaker,sex,job,social_class,text
drama,Jakob Schmelzer,M,,,"Schmelzer
(nachdem der Gesang vorüber ist, klappt er sein Buch zu und setzt die Brille ab; die Glocke der
          Kirche schlägt dreimal mit je drei Schlägen an; er wischt sich die Augen):
Jetz litte sie de Säje.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Wirkli schlaat d'Bettglock dreijmol an.
"
drama,Jakob Schmelzer,M,,,"Schmelzer :
Un schön gsunge han sie widder — schön gsunge. Ja ja — — schön gsunge.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Vierstimmig.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
E großer Fierdaa. — Weisch: ""aufgefahren gen Himmel, sitzet zur rechten Hand Gottes des allmächtigen
          Vaters, von dannen er kommen wird zu richten — — zu richten die Lawendigen und die Toten"".
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer :
Un d'r hochwürdig Herr Bischof isch drüwwe un dhuet in de-n-Erschkommnikante d' Firmung genn.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Daß ich so ebbs verfehle mueß. Dis ich m'r zue arrig . . . zue arrig isch m'r dis.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Jetz schelt doch nit. Dank dim Herrgott, daß de's üwerstande hesch, dini Krankheit. In e paar Daa
          kannsch au widder in d'Kirich gehn.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Wölle's hoffe, wölle's hoffe — — 
          
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Jetz bisch awer widder gsund . . . un hesch nit emol in de Spital gebrücht.
"
drama,Jakob Schmelzer,M,,,"Schmelzer :
Dis Heidegeld, wo's koscht het.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Denk nit dran, 's isch emol nit andersch 
          
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Un daß ich mine Salon hab verkaufe müen! — — Schad drum! schad drum! D'r Lade het sine Mann
          versorjt.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
M'r sin bis dato noch nit Hungers gstorwe . . . . d'r Herr Antoine nemmt dich in sin Bureau. Er het
          m'r's versproche.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
E Gottsnamme! — — Zuem e bissel schriewe wurd's noch lange; — — do wurd's noch lange, so Gott
          will
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Un d'rno h mm'r jo unser Jeanne — — Es weiß, was es sine Eldere schuldi isch.
"
drama,Jakob Schmelzer,M,,,"Schmelzer
(der Gesang hat neu begonnen):
Hörsch, jetz singe sie widder.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
D'Veschber düürt lang. — — 's isch schun vier durich.
"
drama,Jakob Schmelzer,M,,,"Schmelzer
(lauschend):
Ich mein, ich hör d'Stimm vum Jeanne erüs . . . . wahrhaftig, im Jeanne sini Stimm.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Geh doch, wurum nit gar!
"
drama,Jakob Schmelzer,M,,,"Schmelzer
(ärgerlich):
Ich hör sie awer.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Mintwäje. Nur halt jetz Ruehj. De emotionirsch dich.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Ei jo denn! — — Gedischbediers un ken End. — M'r verzürnt sich fascht! — Wajer!
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer
(ablenkend):
Morje Midda, wenn schön Wedder isch, derfsch e bissel in d'Sunn gehn, het d'r Dokter gsaat.
"
drama,Jakob Schmelzer,M,,,"Schmelzer :
E bissel in d'Orangerie däpple, so langsam.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Awer halte sollsch dich, het d'r Dokter... gsaat. Daß' ken rechute gitt.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Weiß schun. — Apropos, 's Jeanne kann morje e Stückel mit m'r gehn.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Wenn's d'Bermission bekummt vum Herr Steinfeld. .....
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Ja, ja ... 's het sie sunsch au als bekumme an dem Daa . . . weisch denn nit, was morje-n-isch ?
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Was denn ?
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Nammesdaa! — Nammesdaa!
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Weiß Gott ja. Vergiß i miner Nammesdaa.
"
drama,Jakob Schmelzer,M,,,"Schmelzer
(pfiffig):
Mir zwei, ich un's Jeanne, han e Kommissiönel mitnand ze mache.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer :
Um Gottswille ken Unköschte, ich will's nit han.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
E gfitzti Tart mueß uff de Disch ..... mit eme Vive Emelie drowwe . . . e paar Köujelhöpf . . . un e
          guets Tröpfel Win. Dis wäre m'r no üwri han. An so 'me Daa ze spare! — — Dis wär noch schöner.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
De muesch jo allewyl dine Kopf han. 
          
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Jetz wurd 's Jeanne glich do sin.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Ich denk's emol. Wenn's nit uffg'halte wurd. 
          
"
drama,Jakob Schmelzer,M,,,"Schmelzer :
Wurum d'r Herr Albert am Sunndaas kenn Visit meh macht?
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Er wurd ebbs bessers ze dhuen han.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Er schafft ze viel. Er gunnt sich kein Rühj. Vier Woche isch'r jetz ball üsgebliwwe.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Schun vier Wuche!
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Wenn'r sich nur widder emol dhädd blicke lon . . . ich wär froh drum.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
So.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Verlicht kummt'r hit. — M'r könnt 'm jo Order schicke.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Au noch.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Rüscht als emol d'Karte for e kleins Piketel.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Allewyl mit dim Kartesspiele.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
D'r Herr Albert spielt halt emol groß- artig ; er macht gueti Kombinatione.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Ja, bi Gott, dis isch wohr; nur zue gueti.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Hein?
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Wenn'r kummt, ze-n-isch's nit wäje dir un dinere Distraktion. Dis emol weiß ich.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Allons, allons donc. — 's isch doch üwer e Johr, daß m'r am Sunndaas unser Piketel gemacht han . . .
          grad bis uff d'letschte Wuche.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Alles for dich. Un sunsch nix.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Ja, was denn awer ?
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
's het m'r schun lang nimm gebaßt. Guet, daß 'r vun ase furtbliet.
"
drama,Jakob Schmelzer,M,,,"Schmelzer:
Ah so, dis meinsch, — — Üwerall muesch dü ebbs ze finde han. Loß doch die Sach ruewi gehn und melier
          dich nit drin. Kummt Zitt, kummt Roth.
"
drama,Jakob Schmelzer,M,,,"Frau Schmelzer:
Niemols! — — Niemols in d'r Welt! — — 's Jeanne isch m'r viel ze guet for ne.
"
