,drama_type,speaker,sex,job,job_category,social_class,text,short_name
0,comedy,Charlot,M,,,,"
          
Charlot:

          
(kommt durch die Mitte und singt)

          
""Maiatzel, Dräckspatzel, drej Elle Güggück, es kumme drej Wiewer un esse Sürkrüt."" — 
          
(spricht)
 Drej Maiatzle haw i gedüscht für e Stüeckel Bäredräck — Was kennt m'r mit dene
          jetz anstelle? 
          
(schaut sich in der Stube um)
 Lüej do steht jo dr Meischtere ihri Schnupftüwaksbüchs!
          Wartich setz-ere Maiatzle drin — 
          
(lacht)
 Höhöhöhö! Wurd die e Schrecke bekumme wenn se e Bries nämmt. Awer sie hett's
          verdient — diss isch derfüer, will se dene Middaa am Esse so wüescht geje mich isch gsinn — die
          Madülle, die alt Kratzbüerscht, die Linsespaltere. Dene Middaa hett's min Leibgericht gänn, Dampfnüdle
          — hmm — diss müess mr ganz langsam saue — Dampfnüdle! Jetzt müess i schlucke ich hab ganz Wasser im
          Müll — un wie ich s' vierzeht Dampfnüdel lange will, ze macht se ""Kurzschluss"" un nimmt d'Platt ewäck
          un wie ich hab gsaat: ""Ich hab noch Hunger"" — no hett se de Deppiklopfer gelangt un hett gsaat: ""Do
          isch noch Hewwelandiffi un Stocksalad"" un dr Meischter hett dezü gelacht, der Knüppelüj, der hett jo
          nix ze saue, denn in dem Hüss hett d'Meischtere d'Hose an. Awer ich hab dr Meischtere ewichi Rache
          gschwore. ""Ich, dr Charlot,der König des Kino!"" 
          
(setzt die Maikäfer in die Schnupftabaksbüchse)
 So, diss isch füer Dampfnüdle, Madame
          Knüppe! Jetzt haw i noch einer — diss isch e Köenigin. 
          
(singt)
""Maikäfer, fliej, dr Vater isch im Kriej, d'Mueter isch im Pummerland,
          s'Pummerland isch abgebrannt, Maikäfer fliej!"" 
          
(markiert als wenn der Maikäfer fliegt, geht ihm nach, als wollte er ihn
          fangen.)
 Öhöhöhöö ! Jetzt fliejt er mr furt — Aah, dü setsch dich dort nuff uff de Däller —
          meinsch dert verwitsch ich dich nitt dü Drächspatzel — wart ich nämm d'Leiter vum Elektricien, no griej
          ich dich. 
          
(stellt die Doppelleiter vor die Mitteltür, so dass man, 
          
unten durch gehen kann).
 So jetzt wurr ich dich glich hann. 
          
(geht die Leiter hinauf und will den Maikäfer fangen, überdem kommt der Meister herein, durch d.
          M., der Porzellanteller fällt Knüppe auf den Cylinder.)

        
",clemens-charlot
1,comedy,Charlot,M,,,,"
          
Charlot:

          
O Nuntebuckel, jetz hett's ingschlaue!

        
",clemens-charlot
2,comedy,Knüppe,M,,,,"
          
Knüppe:

          
Diss isch e Zeiche vun Owe 
          
(lüejt)
 Naan es isch e Däller — ja, wie kummt der här? Do steht e Leiter un uff dere
          Leiter steht Einer. 
          
(geht hinauf — Charlot geht hinunter)
 Ich hab doch Einer uff dr Leiter gsähne, isch denn
          der Elektrisch noch nit ferti? 
          
(geht herunter, Charlot hinauf)
 Ja, jetz isch-r widder drowe. Bisch dü e Mensch oder e
          Geischt? Redd oder ich schiess! 
          
(zielt mit dem Schirm).

        
",clemens-charlot
3,comedy,Charlot,M,,,,"
          
Charlot:

          
Meischter nit schiesse — ich bin's, dr Charlot!

        
",clemens-charlot
4,comedy,Knüppe,M,,,,"
          
Knüppe:

          
Dü bisch's — jaa, was machsch denn dü do howe? Worum kummt der Däller uff mine Cylinder?

        
",clemens-charlot
5,comedy,Charlot,M,,,,"
          
Charlot:

          
Meischter, ich bin nitt Schuld, do dr Maiatzel, er hett sich do uf de Däller gsetzt, awer er frisst
          se wenn ich ne verwitscht, mit eim Streich schlaa ich ne hin.

        
",clemens-charlot
6,comedy,Knüppe,M,,,,"
          
Knüppe:

          
(holt den Knieriemen)

          
Witt dü do rab kumme, awer uf dr Gschtell!

        
",clemens-charlot
7,comedy,Charlot,M,,,,"
          
Charlot:

          
Meischter ich kumm, laje numme de Rieme ewäck, ich wär doch kumme — Meischter ich berej's vom Grunde
          meines Herzens. 
          
(kummt ängstlich herunter).

        
",clemens-charlot
8,comedy,Knüppe,M,,,,"
          
Knüppe:

          
Dü müesch emol ghöeri abgschmiert sinn, denn dü wursch alle Daa liederlicher — Aaah, dü fangsch
          Maikäfer, allwill ich mit dr Licht geh, statt ass de Schueh ferti machsch. Do kumm häre! 
          
(Knüppe stellt sich breitspurig hin)
 Do de Kopf zwische d'Fües! 
          
(Charlot kommt auf Händen und Füssen laufend, steckt den Kopf Knüppe zwischen die Beine — Knüppe
          versohlt ihm das Hinterteil mit dem Riemen.)

        
",clemens-charlot
9,comedy,Charlot,M,,,,"
          
Charlot:

          
(schreit)

          
Uuaah — Meischter, nitt so schnell — langsam — Uutsch! 
          
(witscht dem Meister durch die Beine, reibt sich das Hinterteil)
""Charlot- der König des
          Kino"" — Mensch, Maier!

        
",clemens-charlot
10,comedy,Knüppe,M,,,,"
          
Knüppe:

          
Mach die Leiter ewäck — der Elektrisch hätt se schun hole kenne, er isch jo ferti mit sinere Arweit
          — un rüm die Schärwe zamme un no an d'Arweit, sunscht rauchts noch emol in dr Fächtschuel.

        
",clemens-charlot
11,comedy,Charlot,M,,,,"
          
Charlot:

          
Naan, naan Meischter, es brücht nimmi ze rauche. 
          
(stellt die Leiter weg, holt in der Küche, r. Tür, Schaufel und Handbesen, fegt die Scherben
          zusammen, alles mit komischen Gesten).

        
",clemens-charlot
12,comedy,Knüppe,M,,,,"
          
Knüppe:

          
(geheimnisvoll)

          
Es hängt ebs in der Luft — es schwäwe unsichtbare Geischter mit durchsichtige Flüejel durich d'Luft,
          umgaukle uns un mir kenne se nitt sähne, nit mit ne redde. — Dr Geischt vun mim verstorwene Friend
          Quätschel, wie mr ewe begrawe hann, schwäbt villicht jetzert schun um mich. Wenn ich's ferti dät bringe
          mit de Geischter in Verbindung ze trätte, do dran difftli schun lang. Ich hab mit mine zwei Friend
          Schmätterle un Lastique, wo auch so Spiritiste sinn, do hinne schun e paar Sitzunge abghalte, awer bis
          jetz ohne Erfolg, mir hann noch kenn Geischt banne könne. Es gitt Bücher üwer de Spiritismus, un noch
          denne Büecher soll mr mit de Geischter vun Verstorwene redde kenne un so e Büech haw ich entdeckt. Ich
          hab bie dr Licht e Herr lehre kenne, wo au Spiritist isch un der will mr diss Büech lehne für e Owe.
          Oh, ich brenn ganz vor Verlange mit de Geischter ze redde, ich gschpier schun e Griwle uff-em Buckel un
          e Schücker durichlauft mich vum Kopf bis zum grosse Zeh.

        
",clemens-charlot
13,comedy,Charlot,M,,,,"
          
Charlot:

          
(schmeisst die Scherben zum Fenster hinaus und ruft dann)

          
""Achtung, es kumme Stüecker!"" 
          
(Man hört Lastique draussen schreien ""Mille des gratteaus, miner chapeau!)

        
",clemens-charlot
14,comedy,Knüppe,M,,,,"
          
Knüppe:

          
Was hesch denn widder gemacht?

        
",clemens-charlot
15,comedy,Charlot,M,,,,"
          
Charlot:

          
Ich hab d'Schärwe nüssgschmisse.

        
",clemens-charlot
