,drama_type,speaker,sex,job,job_category,social_class,text,short_name
0,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Aha, d’r Tisch isch gedeckt, d’r Kinj wurd ball kumme. Jaja, d’r Kinj het nur Fraid am Esse. O
            Misär. 
            
(Geht bis zue de Staffle, kehrt um.)
 Hab ’s ganz Land durchgereist, un viel erlebt.
            Prinze solle hitt kumme, wo — ah, do isch jo schun aaner 
            
(betracht ’ne)
. Dich sott ich kenne. Dü bisch schun emol im Schloss gsin, un hesch um
            d’Hand vun d’r Prinzess Yoyote ang’halte.

          
",bastian-hofnarr-heidideldum
1,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
(grüesst)

            
Prinz Aristide vun Sabatine.

          
",bastian-hofnarr-heidideldum
2,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Dü schiensch vergesse ze han, dass d’Prinzess nix vum Hirote wisse will, am wenigschte vun dir, ja
            vun dir.

          
",bastian-hofnarr-heidideldum
3,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
D’Prinzess het sich e halb Johr Bedenkzitt üssbedunge, un jetzt bin ich widder do.

          
",bastian-hofnarr-heidideldum
4,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Haha, dummer Prinz, die füehrt alli an d’r Nas erum. 
            
(Drähjt sich erum):
 Düürsch mich. Awer Geduld hesch, meh wie zeh Essel.

          
",bastian-hofnarr-heidideldum
5,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Mini Lieb zue d’r Prinzess isch stäriker als Himmel un Erd draaue könne.

          
",bastian-hofnarr-heidideldum
6,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Ich will dir verrote, dass aaner vun de richschte Maharadscha üss Indie sich präsentiere wurd, ja
            sogar e Kinj.

          
",bastian-hofnarr-heidideldum
7,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Minischter Güggumseck, e Kinj?

          
",bastian-hofnarr-heidideldum
8,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Ja, d’r Kinj Niesatt üss-em Schlaraffeland. 
            
(Drähjt sich erum.)

          
",bastian-hofnarr-heidideldum
9,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
(wurd hitzig)

            
Ich wurr sie alli üssteche, ich wurr sie mit mim Däje, ha! min Bluet kocht.

          
",bastian-hofnarr-heidideldum
10,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Halt, Prinz, nit so wief. Loss dir saaue, dass d’Prinzess noch mit de Bubbe spielt, e üssgelosses
            Ding isch, kurzum e Spielkatz.

          
",bastian-hofnarr-heidideldum
11,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Minischter Güggumseck, dü reddsch nit schön. Awer ich will ihr Herz gewinne, un wenn’s min Läwe
            koschte dät.

          
",bastian-hofnarr-heidideldum
12,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Haha, dummer Prinz, geh in din Land zeruck, tröscht dich mit e’re andere Prinzess!

          
",bastian-hofnarr-heidideldum
13,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Isch diss diner ganz Troscht?

          
",bastian-hofnarr-heidideldum
14,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Loss mich in Ruehj, dü bisch e Narr.

          
",bastian-hofnarr-heidideldum
15,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Minischter Güggumseck, ich bitt dich, gib mir e Rot.

          
",bastian-hofnarr-heidideldum
16,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Wurr Hofnarr wäje mir, denn dir basst wahrhaftig e Narrekabb.

          
",bastian-hofnarr-heidideldum
17,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Hofnarr! Hofnarr! Diss isch e Idee, no bin ich allewiel um min lieb Prinzessel erum. 
            
(Gibt im Güggumseck d’Hand.)
 Merci, vielmols merci! Awer dü verrotsch mich nit,
            gell?

          
",bastian-hofnarr-heidideldum
18,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Prinz Aristide vun Sabatine, dü hesch min Wort.

          
",bastian-hofnarr-heidideldum
19,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
(umarmt ’ne, Luftsprung, schnell d’Staffle nab)

            
Heidideldum, summ-summ!

          
",bastian-hofnarr-heidideldum
20,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Armer Narr, armer Prinze-Narr, Narre-Prinz!

          
",bastian-hofnarr-heidideldum
21,tale,Minischter Gäggele,MALE,,,,"
            
Gäggele:

            
Min Morjegrüess im ehrwüerdige Kinj vun alle Kinj. D’r Minischter Gäggele wüenscht Sinere Majestät
            e verdaulicher Appetit — e Appetit 
            
(buckt sich üewer d’r Sessel)
: Ah, bisch noch nit do? Bon, no bisch exküsiert. Ha,
            wenn d’r Minischter Güggumseck vun sinere Reis zeruckkummt, ha, mit dem wurr ich abrechne. Der, der
            het d’r Köche Schablür gsaat, ich wär e Dummkopf, ich dät nit emol verstehn, wie m’r Läwerknöpfle
            macht un Süürkrütt kocht. Ich d’r Oweresseversuecher un kiniglicher Müülabbutzer! Ich mit mim schöne
            Schmecker, ich wo riech wenn d’Milich in Afrik anbrennt? Ha, Minischter Güggumseck, dü lebsch nim
            lang, dir stech ich miner Stock in de Büch wie e Sawel!

          
",bastian-hofnarr-heidideldum
22,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
(lütt)

            
Hum! Rumpeldibum! 
            
(Stosst mit-em Stock uff.)

          
",bastian-hofnarr-heidideldum
23,tale,Minischter Gäggele,MALE,,,,"
            
Gäggele:

            
(sinkt in d’Knej)

            
Jesses! 
            
(Losst d’r Stock falle.)
 Wer isch denn do? E Gschbengscht? 
            
(Rutscht geje d’r Tisch, lüepft ’s Tischtuech.)

          
",bastian-hofnarr-heidideldum
24,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck

            
(stupft ’ne mit-em Stock):

            
Hum! Rumpeldibum!

          
",bastian-hofnarr-heidideldum
25,tale,Minischter Gäggele,MALE,,,,"
            
Gäggele:

            
(springt in d’Höh)

            
Au! A-a-a, ich förcht mich, d’Hoor stehn mer ze Bery.

          
",bastian-hofnarr-heidideldum
26,tale,Minischter Gäggele,MALE,,,,"
            
Gäggele:

            
Gottseidank, d’r Kinj kummt. 
            
(Lauft geje rechts hintere Yngang.)

          
",bastian-hofnarr-heidideldum
27,tale,Kinj Gourmand,MALE,,,,"
            
Kinj

            
(schnalzt, schmätzt):

            
Ha, wie ich mich frai! Oho, Minischter Gäggele, es isch jo noch nix do! Wo isch d’r
            Owertranschierer Scharf? Wo isch d’r Owerynschenker Winmuck?

          
",bastian-hofnarr-heidideldum
28,tale,Minischter Gäggele,MALE,,,,"
            
Gäggele:

            
Nix do, nix do? Waier! D’Köche Schablür isch e nixnutzigi Blämbelkochere. Wart numme!

          
",bastian-hofnarr-heidideldum
29,tale,Kinj Gourmand,MALE,,,,"
            
Kinj:

            
Isch diss e Ordnung? Ich vergeh fascht vor Hunger.

          
",bastian-hofnarr-heidideldum
30,tale,Minischter Gäggele,MALE,,,,"
            
Gäggele:

            
Vor Hunger. 
            
(Will ab.)
 Köche Schablür! Köche...

          
",bastian-hofnarr-heidideldum
31,tale,Minischter Gäggele,MALE,,,,"
            
Gäggele:

            
(schtulbert, fallt, lauft zeruck)

            
Herr Kinj, es isch e Hex im Schloss. Grad ewe bin isch gschtulbert.

          
",bastian-hofnarr-heidideldum
32,tale,Kinj Gourmand,MALE,,,,"
            
Kinj:

            
Ich helf dir glich hexe. E Dribbsdrill bisch.

          
",bastian-hofnarr-heidideldum
33,tale,Minischter Gäggele,MALE,,,,"
            
Gäggele:

            
Dribbsdrill! Merci Herr Kinj. 
            
(Lauft hinte ab, küllert d’Staffle nab, graddelt uff Händ un Füess eruff.)
 Köche
            Schablür, d’r Kinj het Hunger. 
            
(Links hinte ab.)

          
",bastian-hofnarr-heidideldum
34,tale,Kinj Gourmand,MALE,,,,"
            
Kinj:

            
Un dü Madam Kinj, dü hesch jo au noch nix ze esse. Worum scheltsch denn nit?

          
",bastian-hofnarr-heidideldum
35,tale,Kinigin Dificile,FEMALE,,,,"
            
Mad. Kinj:

            
(hebbt d’r Maaue)

            
O, ich hab so Maaueweh.

          
",bastian-hofnarr-heidideldum
36,tale,Kinj Gourmand,MALE,,,,"
            
Kinj:

            
Allewiel d’nämlich Lyr. Maaueweh, Maaueweh...

          
",bastian-hofnarr-heidideldum
