drama_type,speaker,sex,job,social_class,text
comedy,Frau Dorothee (Dorthee),F,,,"Fr. Dorthee
Was dummelst di denn nit ? Hest ess jo lang triwliert
De Babbe-n-un mich au, bis mer ess resselviert
Hyt nohmedaa mit ych uf Schilke nus ze laufe,
Daß mer fürr morje früej die Millrumsküechle kaufe.
Ze mach denn emol furt, du großi Hopfestang!
"
comedy,Hr. Starkhans,M,shipbuilder,upper_class,"Hr. Starkhans
Loß mier myn Lissel gehn. ’S wurd aim jo Angst e Bang
Wemmerr dich alewyl heert balje-n-un haßliere.
De dewwerst glych so wüest; es duet ’s nit mellediere
Diß Gschelts un diß Gelärms! ’S isch wohr …
"
comedy,Frau Dorothee (Dorthee),F,,,"Fr. Dorthee
Was geht ’s dich an,
ich bin syn Mueder, ich! I waiß was i vermaan.
Zeiht merr die Maidle nit, duet merr si nit kristiere,
Ze wisse si sich nie ier Lewesdaa ze rüere,
Do were Schlabbe drus, Schlofkabbe, fuli Bamble.
Zue myner Mueder Zyt henn mier müen anderst stramble!
Poz dausig un ken End …
"
comedy,Lieschen (Lissel),F,,,"Lissel
I bin schunn lang gerüst
Myn liewi Mamme! ’S isch halt nur, i saa ’s …
"
comedy,Hr. Starkhans,M,shipbuilder,upper_class,"Hr. Starkhans
Es wischt
Sich wayer d’Aue-n-aa. Was hesch de denn ze gryne
Myn liebs Kanästjele? Loß dyni Gukkle schyne
Recht hell un frisch wie d’ Sunn, wisch dyni Bäkkle-n-aa,
De waisch wohl, Hexebubb, daß i di liewer haa
Aß alles uf der Welt, bisch mer an ’s Herz gewachse
Wie Ebbheu an e Muur. I wett ’s gitt in ganz Sachse
Ken Maidel so wie du, so wyß, so nettlecht gschift.
Was pfubfst de denn? Was isch ’s wo di so stark angryfft?
"
comedy,Lieschen (Lissel),F,,,"Lissel
I kan ’s jez nigglich, myn liewer Babbe, saaue,
Verdrießli bin i halt, von aaße niddergschlaaue.
Drum blybt’ i liewer dhaim, wenn ’s imm isch ainerlay.
Un Sie, wurr Si nit bees, myn Mamme; n-ali zway
Do newes gehn jo mit, ’s Suffeyel un syn Mueder,
Un wenn Si will, ze bhalt I myne klaine Brueder,
un gib recht uf ne-n-acht.
"
comedy,Frau Dorothee (Dorthee),F,,,"Fr. Dorthee
Was diß for Ynfäll sinn!
Kuum het sich ’s recht druf gfrait, het ’s schunn e-n-andre Sinn.
Ze mach denn wie de witt … Kumm Babbe!
"
comedy,Hr. Starkhans,M,shipbuilder,upper_class,"Hr. Starkhans
Wart e bissel!
I will e Schmizzel z’erst von unserm Munggedrissel.
Kumm Lissel, gimmer ain’s. Hyt bin i gerasiert. 
Sie küßt ihn.
So … mach au daß es kracht ! Gelt! Hesch de Bart nit gspüert? 
Gehn ab.
"
comedy,Lieschen (Lissel),F,,,"Lissel
allein
Je zisch mer ’s widder lycht, es hät mer ’s Herz aagstose
Wenn i mit ’nus hät müen; er het sich druf verlose
Daß er glych nooch der Kirch recht mit mer babble kan.
Herr Jeh! Herr Jeh! Was isch diß for e scheener Mann!
Was isch er groß un stark, was het er rodi Bakke
Un e staatsmäßji Nas, merr meecht ne fast dran pakke.
Was diß for Aue sinn, un wie er stattli geht!
’S isch Schad, daß merr ne nit in alem recht versteht.
’S isch e narrechdi Sproch diß Hochdytsch; do haißt Steyer
E Stier, e Thar e Door, Babbier diß isch Papeyer,
E Schmuz haißt dert e Kuß, zuem Unroth saat mer Schmauz,
Hiz saat merr nit, nain, Heiz, der Staat zell isch der Pauz,
For Lieb saat merr Lyweh, e Schnuer isch e Bindfade,
Un d’ Sohnsfrau haißt e Schnurr, e Schoppe-n-isch e Lade,
Fürr Hosse saat merr Bux, e Bugett for e Struß,
E-n-Imm diß isch e Biehn, der Schinder kommt nit drus.
Jez wurrum henn si mi nit gschikt in ’s Ditschland niwwer,
Uf Mannem oder Spyr; dert wärd i gsin vil liewer
Aß in Sangdiedel do, dem klaine welsche Nest,
Wo merr Johr us, Johr yn sich mit Grumbeere mest,
Ze kinnt i doch jez au mit dytsche Herre redde.
I will mer awwer schunn recht Müej genn …
"
comedy,Christinchen (Christinel),F,,,"Christinel
eintretend
I will wedde
Daß er di angfüert het. I haa recht ufgebaßt
Un haa-ne-erst nit gsehn. Ze mach di halt druf gfaßt.
Die Mannslyt sinn eso, si redde nix als Laoue,
Der Best isch donnix nuz, der Deichert maan ne traoue.
Schwei still, was heer i drus!
"
comedy,Lieschen (Lissel),F,,,"Lissel
Herr Jeses wenn er ’s wär!
"
comedy,Christinchen (Christinel),F,,,"Christinel
Jo wayer ’s isch er selbst.
"
comedy,Lieschen (Lissel),F,,,"Lissel
Jez wurd mer ’s Herz schunn schwer
For ludder Angst un Freud.
"
comedy,Reinhold,M,medical_doctor,upper_class,"Reinhold
Ihr unterhän’ger Diener.
Sind die Jungfrau’n wohl auf? 
Man ist bei so viel Glück, sein selbst sich kaum bewußt,
der Liebe Seligkeit erfüllt mir ganz die Brust.
"
comedy,Lieschen (Lissel),F,,,"Lissel
O! gehn Si.
"
comedy,Christinchen (Christinel),F,,,"Christinel
Ach Herr Jeh!
"
comedy,Lieschen (Lissel),F,,,"Lissel
Ha na!
"
comedy,Christinchen (Christinel),F,,,"Christinel
Ha jo!
"
comedy,Reinhold,M,medical_doctor,upper_class,"Reinhold
Befehlen
Vielleicht die Jungfrau’n was? Ihr Diener wird nicht fehlen
Mit Windes Schnelligkeit zu folgen Ihrem Wort;
Nur schicken Sie mich nicht für allzulange fort.
"
comedy,Lieschen (Lissel),F,,,"Lissel
bei Seite zu Christinel
Red du …
"
comedy,Christinchen (Christinel),F,,,"Christine
Saa du em ebs.
"
comedy,Lieschen (Lissel),F,,,"Lissel
Es fallt mer jez nix yn.
"
comedy,Christinchen (Christinel),F,,,"Christinel
Was het er ewwe gsait ?
"
comedy,Lieschen (Lissel),F,,,"Lissel
Ich waiß jo nit.
"
comedy,Reinhold,M,medical_doctor,upper_class,"Reinhold
Verzieh’n
Sie nicht zu lang mein Glück. Zwar schien mir Ihr Geflüster
So ächt poetisch leis, wie wenn im Haine düster
Durch leichtbeweglich Schilf die Geister schweigend gehen,
Und mit erstorbnem Hauch des Abends Lüfte wehn.
"
comedy,Lieschen (Lissel),F,,,"Lissel
bei Seite
Verstehst ne?
"
comedy,Christinchen (Christinel),F,,,"Christinel
Ich? – Ken Wort …
"
comedy,Christinchen (Christinel),F,,,"Christinel
Was isch diß: Hahnedistel?
"
comedy,Christinchen (Christinel),F,,,"Christinel
Ich waiß nit.
"
comedy,Lieschen (Lissel),F,,,"Lissel
Was isch Schilf? Diß sottst de wisse, Christel.
Du waist so Dings … Er het au gsait verdorwner Lauch.
Henn ier im Garde?
"
comedy,Christinchen (Christinel),F,,,"Christinel
Nain.
"
comedy,Lieschen (Lissel),F,,,"Lissel
Diß Dings isch hell wie Rauch.
Doch halt. Jez merk i ne, er meecht mit ess spaziere;
Er saat ’s isch gueder Luft. Wo wurd er ess hienfüere?
"
comedy,Christinchen (Christinel),F,,,"Christinel
Der Schießrain, diß wärd scheen.
"
comedy,Lieschen (Lissel),F,,,"Lissel
Na jo! 
Hyt owes bly’t der Luft leb un doch küelelecht.
"
comedy,Reinhold,M,medical_doctor,upper_class,"Reinhold
Wie so Mamsell?
"
comedy,Lieschen (Lissel),F,,,"Lissel
Es isch gar lufti drus. Si danze
Hyt uf em Lindebaum. I main au frey si pflanze
N-e große Maye-n-uf, un gaise dran in d’ Heeh.
’S isch vor em Juddedoor.
"
comedy,Reinhold,M,medical_doctor,upper_class,"Reinhold
Vortrefflich, ich versteh’
Das ist nicht weit von hier. Ich eil’ mit schnellem Schritte
Und alsobald bin ich zurück in Ihrer Mitte.
"
comedy,Lieschen (Lissel),F,,,"Lissel
Was! Welle Si denn furt?
"
comedy,Reinhold,M,medical_doctor,upper_class,"Reinhold
Je nun, ich geh hinaus
Vor’s Judenthor, hol Thee in eines Gaswirths Haus,
Er nennt sich Lindenbaum. Dort pflanzt man heute Mayen
Und tanzt auf grünem Plan bei Flöten und Schallmayen,
Wir nehmen dann den Thee zusammen.
"
comedy,Lieschen (Lissel),F,,,"Lissel
Er vexiert,
Simmier denn krank? Was Thee! Mier henn hyt nix laxiert.
Merr trinkt jo numme Thee wemmerr will dichdi schwizze;
Wemmerr Brechbulver nimmt un wemmer Bluer duet spyzze.
"
comedy,Christinchen (Christinel),F,,,"Christinel
Jo, de hesch wayer recht. Merr trybt sich viele Wuest
Mit Schwizze-n-us em Lyb. Do nimmt merr Holderbluest
Un Klabberrose-n-au, Kamille, Himmelschlüßel,
Mit Daußigguldekrutt, e ganzi Kaffeeschüßel.
Der Schwyzzerthee der isch der best vun ale noch,
Un dene maint villycht der Herr.
"
comedy,Lieschen (Lissel),F,,,"Lissel
E schlechter Koch,
Wo ess am Sundaa wott laddynisch regaliere.
Mier hen ’s nit so gemaint. Si solle-n-ess nusfüere,
Nus uf de Schießrain hien.
"
comedy,Reinhold,M,medical_doctor,upper_class,"Reinhold
Ach Gott! Bin ich denn taub!
Ganz bin ich zu Gebot. Der Regen hat den Staub
Seit gestern Abend rasch von Weg und Flur vertrieben;
Es wäre wahrlich Schad’ wenn Sie zu Hause blieben.
"
