,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,comedy,Lissel,F,,,,"
            
Lissel:

            
voilà, loon 's Uch gschmecke, Andrees 
            
(nachprüfend).
 Haltela, 's Glaasel isch jo noch nit göönz voll — 
            
(will einschenken.)

          
",0,riff-sainte-barbe
1,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
(wehrt leicht ab)

            
— 's räicht, Lissel, 's räicht! — Wäisch, so genäuej nimmt's Uenseräiner doch juscht nit grood am
            e Feschtdäuej! — 
            
(steht auf und reckt sich rasch in eine strammeHaltung.)
 — Sainte-Barbe, Lissel,
            d'erscht Sainte-Barbe wied'r nooch lange, bange Zytte! — Daß ich dieß noch erlawe hab derfe in mine
            alte Daaj, daß mir ünseri Casque un Kepi wied'r hingeviri höön derfe hole

          
",0,riff-sainte-barbe
2,comedy,Lissel,F,,,,"
            
Lissel:

            
De Franzose höön m'r's ze v'rdanke.

          
",0,riff-sainte-barbe
3,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
Vive la France! — Lissel, ich könnt grood hyle vor lütter Fräid!

          
",0,riff-sainte-barbe
4,comedy,Lissel,F,,,,"
            
Lissel:

            
Ich kann's guet v'rstehn, Andrees.

          
",1,riff-sainte-barbe
5,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
Nee, Mäide, dies v'rstehsch Dü juschtemand lang nit so wie Uenseräiner. Do mueß m'r anno 71 d'rbie
            sin gewahn un mueß gsahne höön, wie d'Franzose ze Strooßburri nüsgezöije sin — — — 
            
(wischt sich die Augen)
 — — nom de pipe! — — wenn ich droon zeruck denk', wie
            d'Flintekolwe uffem Gelander vun d'r Wyßdurmbruck ze Krütt un Fatze gschläueje un d'Sticker 'noo ins
            Waaser ning gschmisse sin worre, wie m'r Alli. lüt uff ghylt höön vor Harzeläid, Jammer un Elang,
            ghylt wie d'kläine King, d'Burjerslytt un d'Saldote, un wie d'rnoo — — — o pauvre, pauvre Alsace!

          
",1,riff-sainte-barbe
6,comedy,Lissel,F,,,,"
            
Lissel:

            
Kalmiere-n-Uch, Andrees. D'Franzose sin jo jetz wied'r do.

          
",1,riff-sainte-barbe
7,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
Gott sej Dank, Lissel, Gott sej Dank! 
            
(setzt sich wieder).

          
",1,riff-sainte-barbe
8,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
(blitzt wieder rasch in die Höhe und salutiert stramm)

            
Guete-n-Owe Harr Brandmäischter!

          
",2,riff-sainte-barbe
9,comedy,Schorsch Peterhänsel,M,,,,"
            
Schorsch:

            
(jovial)

            
— Guete-n-Owe Andrees. — Au schun do?

          
",2,riff-sainte-barbe
10,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
(salutiert)

            
— Ja, Harr Brandmäischter.

          
",2,riff-sainte-barbe
