,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,drama,Marie Engel,F,,,,"
          
Mutter

          
(steht hinter Berthe und kämmt ihr das Haar):

          
Dis weiß d'r lieb Herrgott, was dü mit dine Hoor machsch. Als widder verstruwwelt und verzüst. For
          dich könnt m'r ellein e Coiffeur anstelle, daß de nit alle-gelde-n-erüslüejsch wie e
          Ziginnersmaidel.

        
",0,greber-lucie
1,drama,Berthe,F,,,,"
          
Berthe :

          
Auah! Auah! De machsch m'r weh, Mamme.

        
",0,greber-lucie
2,drama,Marie Engel,F,,,,"
          
Mutter :

          
Halt! e bissele still, daß ich dich strähle kann. Ropfe müeß ich dich halt schun, bisch ganz ellein
          schuld dran. Wo isch din Zopfbendel? Hesch ne 'mol widder verlore?

        
",0,greber-lucie
3,drama,Berthe,F,,,,"
          
Berthe :

          
Do isch 'r jo!

        
",0,greber-lucie
4,drama,Marie Engel,F,,,,"
          
Mutter :

          
Gib here! 
          
(Berthe reicht ihr das Band)
 Dü sottsch viel meh uff dich halte. E Maidel, wo in d'
          Doctrine geht, sott sich viel ze güet sin, for uff d'r Gaß erumzespringe, daß m'r nit weiß, in wem's
          g'hört. Es het nit e jeds die Lehr, wo dü hesch. — Wie stehts mit dine-n-Uffgawe, hesch sie schun
          gemacht?

        
",1,greber-lucie
5,drama,Berthe,F,,,,"
          
Berthe :

          
Ich hab sie gemacht, awer 's Lucie müeß mich emol de Katechisme üwwerhöre, ob ich ne au güet kann.
          Wurum kummt's denn so lang nit?

        
",1,greber-lucie
6,drama,Marie Engel,F,,,,"
          
Mutter :

          
Fröuj's doch selbscht; es saat m'r 's nit, was for Gschäfte 's het.

        
",1,greber-lucie
7,drama,Berthe,F,,,,"
          
Berthe :

          
Denk emol, grad ewwe-n-isch e Herr do gsin, un het noch em gfröujt.

        
",1,greber-lucie
8,drama,Marie Engel,F,,,,"
          
Mutter :

          
Wo?

        
",2,greber-lucie
9,drama,Berthe,F,,,,"
          
Berthe :

          
Uff d'r Gaß.

        
",2,greber-lucie
10,drama,Marie Engel,F,,,,"
          
Mutter :

          
E Herr?

        
",2,greber-lucie
11,drama,Berthe,F,,,,"
          
Berthe :

          
Ja, e schöner großer Herr isch kumme, mit eme schwarze Schnützer un eme goldene pince-nez. Der het
          noch'm Lucie gfröujt. No hawi g'saat: 's isch nit d'heim. No het er gsaat: gell, dü bisch sicherlich 's
          Schweschterle züem. No hawi g'saat: ja. No het er gsaat: dis isch awer schad, ich bin arig pressirt. —
          Un derno isch er widder furt gange.

        
",2,greber-lucie
12,drama,Marie Engel,F,,,,"
          
Mutter :

          
's isch güet. Ich saa's im, wenn's heime kummt.

        
",3,greber-lucie
13,drama,Berthe,F,,,,"
          
Berthe :

          
O jeh, d'r Babbe! Ich glaub, er het schun widder eini.

        
",3,greber-lucie
14,drama,Joseph Engel,M,,,,"
          
Vater

          
(Trinkergesicht; farbiges Hemd, verschlissene Sammthose, Gurt, abgetragener Rock und hohe Mütze;
          angetrunken, rennt an Berthe an) :

          
Mach, daß de m'r üs de Füeß gehsch, Krott, elendi! Sunsch gitts Schmier! Sacré matin noch emol!

        
",3,greber-lucie
15,drama,Marie Engel,F,,,,"
          
Mutter :

          
Seij mit dem Kind doch nit so grob. 's het d'r jo nix gemacht.
          
(Zu Berthe.)
 Geh e bissel uff
          
d'Gaß Kind. Din Babbe isch awer au gar ze wüscht mit d'r. 
          
(Berthe rechts ab.)

        
",3,greber-lucie
16,drama,Joseph Engel,M,,,,"
          
Vater

          
(ruft der Berthe nach):

          
Brüchsch nit vum m'r furtzelaufe, ich biß dich nit. — — 
          
(Zur Mutter)
 Isch's z'Nachtesse gerischt? — — Ich hab Hunger.

        
",4,greber-lucie
17,drama,Marie Engel,F,,,,"
          
Mutter :

          
's isch ererscht halwer sechs, m'r esse-n-am siewwene, wie sunscht. So lang kannsch warte, un wenn
          de nit warte witt, ze kannsch gehn, wo de here kumme bisch.

        
",4,greber-lucie
18,drama,Joseph Engel,M,,,,"
          
Vater :

          
Es müeß aim währli angscht und bang sin, wenn m'r heime kummt.

        
",4,greber-lucie
19,drama,Marie Engel,F,,,,"
          
Mutter :

          
Ja, ich meins au!

        
",4,greber-lucie
20,drama,Joseph Engel,M,,,,"
          
Vater :

          
Was gitt's ze-n-esse ?

        
",5,greber-lucie
21,drama,Marie Engel,F,,,,"
          
Mutter :

          
Grumbeere, Salad un Brod.

        
",5,greber-lucie
22,drama,Joseph Engel,M,,,,"
          
Vater :

          
Sunsch nix? Dis Fresse hawi satt!

        
",5,greber-lucie
23,drama,Marie Engel,F,,,,"
          
Mutter :

          
Eh ben, no geh lüeje, wo de-n-ebbs bessers bekummsch. Mir sin d'rmit zefridde.

        
",5,greber-lucie
24,drama,Joseph Engel,M,,,,"
          
Vater :

          
Elendi Mungedrysselswirtschaft! Do het m'r 's jo besser im Böuj.

        
",6,greber-lucie
25,drama,Marie Engel,F,,,,"
          
Mutter :

          
Weje dem kannsch mache, daß de widder anne kummsch, wenns d'r derte so güet gfalle het.

        
",6,greber-lucie
26,drama,Joseph Engel,M,,,,"
          
Vater :

          
Was saasch?

        
",6,greber-lucie
27,drama,Marie Engel,F,,,,"
          
Mutter :

          
Wenn dü ebbs schaffe dhäddsch , könnt m'r d'r au ebbs Ordentlichs rischte züem z'Nachtesse. Wenn m'r
          awer de ganze Daa in de Bierläde-n-erumkheijt....

        
",6,greber-lucie
28,drama,Joseph Engel,M,,,,"
          
Vater :

          
Ich schaffe! For denne Hungerslohn, wo m'r kreijt? — — Do kennsch dü mich awer schlecht, wenn de
          meinsch, daß ich dodrum au nurre de kleine Finger rüehr. — — Ja, ja, ich weiß, d'arme Litt sin nur
          Hund, nix andersch sin sie wie Hund — — schaffe solle sie Daa un Nacht, daß d'Riche könne-n-in d'r
          Citadin fahre un sich e dicker Büch pflanze. — Awer 's wurd schun noch andersch kumme, denk dran, m'r
          wäre schun mit denne große Herre dheile, un dis garandier ich dir, daß ich nit d'r letscht bin, wo ebbs
          kreijt.

        
",7,greber-lucie
29,drama,Marie Engel,F,,,,"
          
Mutter :

          
Dü hesch's jo güet vor.

        
",7,greber-lucie
30,drama,Joseph Engel,M,,,,"
          
Vater :

          
Es kummt noch eso, es kummt noch eso, dis kann nit so bliewe. Sie solle schun lüeje, die Herre vun
          Owwe. Die Hungerswirtschaft het e-n-End, un bis dert anne isch's nimmi lang. Ich saa d'r's, un gsaat
          isch gsaat, sie düürt nimmi lang. Verstehsch mi?

        
",7,greber-lucie
31,drama,Marie Engel,F,,,,"
          
Mutter :

          
Jo — dü hesch erecht.

        
",7,greber-lucie
32,drama,Joseph Engel,M,,,,"
          
Vater :

          
Ja, ich hab erecht. Un dü wursch sehn, ich bhalt erecht. Dis wär noch schöner, wenn ich nit erecht
          hätt.
          
(Er fuchtelt mit der Hand in der Luft herum)
 So kann dis Ding nit furtgehn, die Hack müeß
          emol e Stil han. Die Blütsüger sitze-n-im Uewerfluß . . . . un bi uns isch Armüet Trumpf — — nix hinte,
          nix vorne — — nix isch nix und bliet nix. E Kritze-Batteriedeckel soll drin fahre, wenn dis nit e-n-End
          het!

        
",8,greber-lucie
33,drama,Marie Engel,F,,,,"
          
Mutter :

          
Ums Gottswille, brüel nit eso, denk doch e bissel an denne sterweskranke Mann, wo do howe
          leijt....

        
",8,greber-lucie
34,drama,Joseph Engel,M,,,,"
          
Vater :

          
Sterweskrank ? M'r müen alli emol sterwe. In minere Wohnung derf ich mache was i will. Weje dem hawi
          miner Hüszins bezahlt.

        
",8,greber-lucie
35,drama,Marie Engel,F,,,,"
          
Mutter :

          
's Lucie, witt saaue. — — Dü hesch üwerhaupt ken Herz! Wer nur e bissel Mitleid mit sim Newesmensch
          het, der bringt dis nit ferti, was dü gescht ferti gebroocht hesch. D'ganz Noochberschaft het sich
          drüwer uffghalte.

        
",8,greber-lucie
36,drama,Joseph Engel,M,,,,"
          
Vater :

          
Ich wur doch min anniversaire fiere derfe. Wer will mich dran empeschiere? Fremdi Litt gehn mich nix
          an.

        
",9,greber-lucie
37,drama,Marie Engel,F,,,,"
          
Mutter :

          
M'r het's gescht gemerikt, daß de 'mol widder Geld in d'Finger kreijt hesch. 's Lucie isch viel ze
          güet mit d'r. Jede Daa zeh Sü wärd grad genüe. Vun denne zwanzig Mark, wo's d'r gescht het genn, wurd
          noch viel üwrig sin! Zaij emol, was de noch drvun hesch!

        
",9,greber-lucie
38,drama,Joseph Engel,M,,,,"
          
Vater :

          
Dem hesch du nix nochzefröuje. Dis sin mini Sache.

        
",9,greber-lucie
39,drama,Marie Engel,F,,,,"
          
Mutter :

          
Isch's möjli! Zwanzig Mark verbutzt an eim Owe! Un for nix un widder nix! Do könnsch Millionär sin,
          's dhädd d'r nit lange. Wenn de nur soviel verdiene dhäddsch, daß m'r dich nit üszehalte briechd, so e
          großer, starker Mann. So triebsch dich Daa un Nacht in de Bierhieser un sunsch erum — Gott weiß wo — —
          d'aye Doochter müeß dich vun ihrem Verdienscht entreteniere — — un dü schämsch dich nit, sin Geld
          anzenemme.

        
",9,greber-lucie
40,drama,Joseph Engel,M,,,,"
          
Vater :

          
Redd' m'r doch ken so Gstuß doher. Wenn's Lucie nur e bissel meh üs sich mache dhädd, es könnt grad
          so viel verdiene, wie es wott.

        
",10,greber-lucie
41,drama,Marie Engel,F,,,,"
          
Mutter :

          
's isch ganz einerlei, 's isch sin Geld, un 's wär uff jede Fall besser, es dhädds uff d'Sparkass'
          traaue, daß es emol ebbs het, wenn's je hirothe wott. Ich freili bin e-n-alti kranki Frau 
          
(sie hustet),
 wo ihri Glidder nimmi recht gebrüche kann . . . Wenns mir ebbs züekumme
          loßt, wurd's em unser Herrgott danke ..... ich kann jo nimmi schaffe, ich bin elend und schwach, un wur
          im nimmi lang züer Lascht sin. Awer weisch, was dü bisch?
          
(Sie reißt ihre ganze Kraft zusammen.)
 Dü bisch e Verdhüener . . . e drüriger Dropf . . .
          e Schlabbes bisch . . . du dhäddsch mich noch heiße uff d'Britsch gehn wäsche, daß de Geld bekummsch,
          for's mit dine Kamerade ze verklebbere. Ja drüsse bisch schenerös un großarti, do machsch, wie wenn
          di's d'heime hüffeswis leije hättsch . . . wenn sie's nur wüßte . . . wenn sie's nur sehne dhädde . . .
          was dü . . .
          
(sie kann vor Husten nicht weiter reden).

        
",10,greber-lucie
42,drama,Joseph Engel,M,,,,"
          
Vater :

          
Verstick nur an dim böse Mül, alts Ise, das de bisch.

        
",10,greber-lucie
43,drama,Marie Engel,F,,,,"
          
Mutter :

          
Wie schön könnte m'r's han, wenn dü nit wärsch! Dini Liederlichkeit het uns um Hab un Güet gebroocht
          un bringt uns noch uff de Gottsacker! Dü ghörtsch noch e paar Johr drucket gsetzt, do hätt m'r doch
          Rüehj vor d'r.

        
",10,greber-lucie
44,drama,Joseph Engel,M,,,,"
          
Vater :

          
Noch e Wort, un i schmiß d'r ebbs an de Kopf, grad was i find!

        
",11,greber-lucie
45,drama,Marie Engel,F,,,,"
          
Mutter :

          
Prowiers nurre! ich wur mich vor dir scheniere, dü Schandfleck dü!

        
",11,greber-lucie
46,drama,Joseph Engel,M,,,,"
          
Vater :

          
Frau, ich saa d'r, ich hau dich noch stiff un lahm, wenn de nit stille bisch.

        
",11,greber-lucie
47,drama,Marie Engel,F,,,,"
          
Mutter :

          
Erbärmlicher Tropf, dü!

        
",11,greber-lucie
48,drama,Joseph Engel,M,,,,"
          
Vater :

          
Bly stille, oder 's gitt e-n-Unglück!

        
",12,greber-lucie
49,drama,Marie Engel,F,,,,"
          
Mutter :

          
Wenn au, was leijt mir dran!

        
",12,greber-lucie
50,drama,Joseph Engel,M,,,,"
          
Vater :

          
Dummheit! düürsch mich, arms Wibsbild. — — — Bringsch m'r nix ze-n-esse?

        
",12,greber-lucie
51,drama,Marie Engel,F,,,,"
          
Mutter :

          
Nein!

        
",12,greber-lucie
52,drama,Joseph Engel,M,,,,"
          
Vater :

          
No gehwi ins Wirtshüs.

        
",13,greber-lucie
53,drama,Marie Engel,F,,,,"
          
Mutter :

          
Geh nurre, m'r halte dich nit.

        
",13,greber-lucie
54,drama,Joseph Engel,M,,,,"
          
Vater :

          
Ze gib m'r Geld, wenn ich gehn soll.

        
",13,greber-lucie
55,drama,Marie Engel,F,,,,"
          
Mutter :

          
Ich hab keins.
          
(Zieht das Portemonnaie heraus, das sie krampfhaft festhält.)

        
",13,greber-lucie
56,drama,Joseph Engel,M,,,,"
          
Vater :

          
Geld erüsgewichst, Alti!

        
",14,greber-lucie
57,drama,Marie Engel,F,,,,"
          
Mutter :

          
Ich hab keins.
          
(Engel geht auf die Mittelthüre zu.)
 Ja kannsch lang lüeje, 's isch nit dheim.

        
",14,greber-lucie
58,drama,Joseph Engel,M,,,,"
          
Vater :

          
(nachdem er sich überzeugt, daß Lucie nicht zu Hause ist)

          
Here mit dem Geld!

        
",14,greber-lucie
59,drama,Marie Engel,F,,,,"
          
Mutter :

          
Nein, saa ich.

        
",14,greber-lucie
60,drama,Joseph Engel,M,,,,"
          
Vater :

          
Jetz will ich doch emol sehn, ob ich ken Geld bekumm! Gisch's here oder nit?
          
(Er geht auf Marie los, ringt mit ihr; während des Ringens):
 Ich bekumms schun! ich
          bekumms schun!
          

        
",15,greber-lucie
61,drama,Marie Engel,F,,,,"
          
Mutter

          
(während des Ringens):

          
Nein, ich gibbs nit! Nein, ich gibbs nit!
          
(Engel entreißt ihr schließlich das Portemonnaie, Marie bekommt einen starken Hustenanfall. Er
          nimmt alles heraus und wirft das leere Portemonnaie auf den Tisch, dann schnell nach rechts
          ab.)

        
",15,greber-lucie
62,drama,Marie Engel,F,,,,"
          
Mutter

          
(nachdem der Hustenanfall vorüber ist, nimmt das Porte-monnaie, sieht hinein und fängt an zu
          weinen).

        
",15,greber-lucie
