,drama_type,speaker,sex,job,job_category,social_class,text,short_name
0,comedy,Jacques,M,,,,"
          
Jacques:

          
Jaja, Madam. — 's isch guet, Madam! — 's wurd bsorjt, Madam!

          
(zum Publikum):

          
Wenn unseri Madam bekumme däet was ich ere wünsch, no müeßt se emol vor alle Dinge jede Daa e Kilo
          zünämme, bis se am e schöene Daa v'rknelle däet wie e gebrooteni Bluetwurscht. Die Hawwergais, die
          Häriseel, die Linsespaltere und Pfennifuchsere, die — — die gifti Krott, die miserawel! — Pardon! —
          Wenn ich mich v'rzürne wott, ze däet ich ere noch ebs ganz anderschs v'rzähle! Aw'r naan, ich will mir
          mini Ruehj reserviere. Nit daß ich mir wäeje Dere 's Läwe süür mach! — 's falt m'r in! — So ebs daet
          ere jo basse! — Denn uff dies geht se üs, Daa fer Daa. kann ich ebs d'rfür, daß ich numme valet de
          chambre bin?! - kann sie ebs d'rfür, daß sie Madam isch worre?! — Worum isch's nit umgekehrt?! — Worum
          ich sie nit valet de chambre und ich d'Madam?!-

          
(Es klingelt.)

          
Aha! — Sie schellt wid'r emol e Düür, unseri Madam ! — Die lebt jo nit ruehji, wenn se merkt, daß
          Unseraans emol e bissel schnüüfe köent.

          
(Es klingelt.)(wü-

        
",riff-s-paradies
1,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(bedauernd):

          
Oh, dies schöene Rösele. Gescht noch so nätt geblüejt, und hyt schun welk! — 
          
(seufzt tief auf.)
 — O ja, so isch's halt emol uff d'r Welt! — So geht's mit de Rose — so
          geht's mit de Maidle. M'r blüehjt — m'r wurd umschwärmt — m'r v'rwelkt — un wurd gemiede! 
          
(Starkes Geklirr hinter der Bühne.)

        
",riff-s-paradies
2,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(erschrickt):

          
Uh! Do gitt's Schärwe?!

        
",riff-s-paradies
3,comedy,Jacques,M,,,,"
          
Jacques

          

          
(hinter der Scene):
 E Millonezunderschtzewwerst soll d'rzwische nin bängle, aans vun unte
          un aans vun owwe — wenn's will!!!

        
",riff-s-paradies
4,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Aha, 'skracht in d'r Kiche, no wurd's au bal rauche! 
          
(Es klingelt.)

        
",riff-s-paradies
5,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Hoppla! — Was hawich nit gsaat? — 's raucht schun! 
          
(Es klingelt.)

        
",riff-s-paradies
6,comedy,Jacques,M,,,,"
          
Jacques

          
(hinter der Scene.:

          
Jo riß d'Schell vun d'r Wand erab, alter Nißkraawe! 
          
(Kommt hastig von rechts.)

        
",riff-s-paradies
7,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Oho, Jacques, so böes gelüünt?

        
",riff-s-paradies
8,comedy,Jacques,M,,,,"
          
Jacques

          
(wütend):

          
Wenn ich nin kumm, ze riß ich ere diesmol d'Barriek vum Schäddel, daß se au emol weiß, was schelle
          heißt! 
          
(eilt erregt nach links ab.)

        
",riff-s-paradies
9,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
's isch nit halwer eso schlimm. Wenn'r nin kummt, no isch wied'r d'Madam hinte un d'Madam vorne. —
          Ja, d'r Jacques! — Hahaha! Er isch e Dschori! — E guetmuethiger Dschorit -E aanfältiger Dschori! — Er
          het's grad wie die Hund, wie erscht's Herz han ze belle, wenn sie innewendi hinterem guet v'rrejelte
          Hofdärel stehn! — Haha! — Mit so eme Mann wär guet läewe. — So aaner dhät sich zehje loon, so wie m'r
          'ne gern hätt. — Alt genuej zum hyroothe wär 'r juschtemend, un ich glaab küm, daß ich's 'm abschlaawe
          dhäet! — Er het e paar Fränkle uff d'r SparkaB, ich hab min Gedüech un e Bettlad — brücht m'r sunscht
          noch vielerlei mehr fer de Anfang? — Was noch fehlt, schafft m'r sich so v'rplämpelterwies an. — E
          Hauptbedingung isch numme: m'r mueß z'halb Zweit sin zem hyroothe, un — — — ım'r mueß enander welle. — 
          
(setzt sich auf die Bank.)
 — M'r mueß enander welle?! — 
          
(seufzt tief auf.)
 — Wie wenn ich de Jacques nit wott?! — O Gott, o Gott, o Gott! 
          
(Jacques tritt unbemerkt von links ein.)

        
",riff-s-paradies
10,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(seufzt):

          
Ich gieb's 'm jo jede Daa dytli genüej ze v'rstehn, aw'r er merkt nix! — Er merkt nix!

        
",riff-s-paradies
11,comedy,Jacques,M,,,,"
          
Jacques:

          
Wer merkt nix?

        
",riff-s-paradies
12,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(springt mit einem erschreckten Aufschrei in die Hôhe.)

          
Aw'r Jacques, wie kann m'r numme eso schliche?!

        
",riff-s-paradies
13,comedy,Jacques,M,,,,"
          
Jacques

          
(erstaunt):

          
Schliehe? — Un d'rbie saat d'Madam alle gelte zue m'r: ich däet dappe wie e Elephant?!

        
",riff-s-paradies
14,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Die het jo ihrer Läwe noch gar kaan Elephant gsehne! — Sie renomiert halt gern mit ihre
          astronomische Kenntnisse.

        
",riff-s-paradies
15,comedy,Jacques,M,,,,"
          
Jacques:

          
Aw'r numme fer mir 's Läwe süür ze mache. — Sie kann mich halt nit schmecke. — Ich sie aw'r au
          nit!

        
",riff-s-paradies
16,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Rej Dich doch nit uff, Jacques. — Het se 's mit mir nit 's nämli? Dhuet se mich nit au d'halb Zyt
          ärjere un küjoniere, daß ich grüen un gääl könnt wäre vor Pläsier? — M'r mueß aw'r allewiel bedenke:
          wenn d'r Mensch ins Alter kummt, no wurd'r wunderli. — Unseri Madam — — —

        
",riff-s-paradies
17,comedy,Jacques,M,,,,"
          
Jacques:

          
isch ewwe e-n-alts Mensch!

        
",riff-s-paradies
18,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Aw'r Jacques!

        
",riff-s-paradies
19,comedy,Jacques,M,,,,"
          
Jacques:

          
Ei na, sie isch doch kaan Stück Vieh?

        
",riff-s-paradies
20,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Geh, schäm Dich doch e bissel, Jacqes! Ich hab ewwe numme welle saawe: unseri Madam het ihri Lüüne
          zyttwies un randswies, wie dies ewwe 's Alter eso mit sich bringt. — Wenn se aw'r d'rnoo ihri
          ""Rootschläej"" uff uns los renne loßt, no loon mir se ewwe ze aam Ohreläppel nin un zem andere wied'r
          nüs schnärre. — Schmerzlos!

        
",riff-s-paradies
21,comedy,Jacques,M,,,,"
          
Jacques

          
(kraut sich hinter den Ohren):

          
Jaja, 's isch alles räecht, un ich will unserer Madam au nix schläechts wünsche — - behüet selle m'r
          sin — aw'r Pläsier dhäet's m'r halt mache, wenn ere emol e Elephant mit glichlinge Füeß uff de Mauue
          hüpse däet! — — —

        
",riff-s-paradies
22,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachned):

          
Aw'r Jacques!

        
",riff-s-paradies
23,comedy,Jacques,M,,,,"
          
Jacques:

          
Numme daß se 's inne dhäet wäre, was unter eme Elephant v'rsteht, der alt Pomad- hafe!

        
",riff-s-paradies
24,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(sich räuspernd):

          
Höer Jacques — jetz — jetz will ich — jetz will ich Dich ebs fröije.

        
",riff-s-paradies
25,comedy,Jacques,M,,,,"
          
Jacques:

          
Ja? — Was denn?

        
",riff-s-paradies
26,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Jacques, Dü wit doch ganz sicher nit diner Läwelang d'Füeß unter fremdi Lyt ihrer Disch strecke?

        
",riff-s-paradies
27,comedy,Jacques,M,,,,"
          
Jacques:

          
Naan, ganz sicher nit.

        
",riff-s-paradies
28,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Un speziell do in dem Hüs gfallt's D'r nimmi erächt?

        
",riff-s-paradies
29,comedy,Jacques,M,,,,"
          
Jacques

          
(setzt sich mißmutig auf die Bank):

          
Naan, ganz und gar nimmi.

        
",riff-s-paradies
30,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lauernd):

          
Un schun lang nimmi? Gell nit?

        
",riff-s-paradies
31,comedy,Jacques,M,,,,"
          
Jacques:

          
Schun arig lang nimmi.

        
",riff-s-paradies
32,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Maansch, — mir au nimmi.

        
",riff-s-paradies
33,comedy,Jacques,M,,,,"
          
Jacques

          
(überrascht):

          
Dir g'fallt's au nimmi? -Oho?-

        
",riff-s-paradies
34,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Aw'r Jacques, hesch denn noch nix gemerkt?!

        
",riff-s-paradies
35,comedy,Jacques,M,,,,"
          
Jacques:

          
Abah.

        
",riff-s-paradies
36,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(erstaunt):

          
Hesch denn iewerhaupt noch gar nie ebs gemerkt?

        
",riff-s-paradies
37,comedy,Jacques,M,,,,"
          
Jacques:

          
Kaan Krimmele.

        
",riff-s-paradies
38,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(schmollend):

          
Aw'r Jacques!

        
",riff-s-paradies
39,comedy,Jacques,M,,,,"
          
Jacques:

          
Ja dü liewi Zytt, was hawich denn merke selle? — M'r macht sini Arweit de Daa iewer, loßt sich alle
          finf Minüte vun d'r Madam anhüche und abkanzle, daß m'r üs d'r Hüt erüsfahre un sich trüri d'rnäwe
          setze möecht; m'r plänkelt uff de Fyrowe — — un so gehn aam no die Dääj erum-

        
",riff-s-paradies
40,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(seufzt):

          
Ja, so gehn aam d'rnoo die Dääej erum, un d'rbie wurd m'r no als älter un älter — jaja - — —

        
",riff-s-paradies
41,comedy,Jacques,M,,,,"
          
Jacques:

          
's isch au schun e schöeni Zyt here, zyter aß Dini Konfermation gemacht hesch, gell Marie?

        
",riff-s-paradies
42,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(seufzend):

          
Dies isch's jo grad.

        
",riff-s-paradies
43,comedy,Jacques,M,,,,"
          
Jacques:

          
Was denn?

        
",riff-s-paradies
44,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Aw'r Jacques, merk'sch denn als noch nix?

        
",riff-s-paradies
45,comedy,Jacques,M,,,,"
          
Jacques

          
(springt auf):

          
Zem Gücksel noch emol, was soll ich denn allewiel merke?!

        
",riff-s-paradies
46,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Jacques, Dü bisch e bissel viel aanfälti.

        
",riff-s-paradies
47,comedy,Jacques,M,,,,"
          
Jacques:

          
Aanfälti?

        
",riff-s-paradies
48,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Eijetli — nit aanfälti — — —

        
",riff-s-paradies
49,comedy,Jacques,M,,,,"
          
Jacques:

          
Aw'r e bissel viel dumm, hein?

        
",riff-s-paradies
50,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lächelnd):

          
Zell will ich jetz nit grad saawe, aw'r-

        
",riff-s-paradies
51,comedy,Jacques,M,,,,"
          
Jacques:

          
Höer, Marie, jetz glaawi iewer halwer daß ich ebs merk.

        
",riff-s-paradies
52,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(freudig):

          
Ja?! — Was denn?!

        
",riff-s-paradies
53,comedy,Jacques,M,,,,"
          
Jacques:

          
Bscht! — Numme langsam! — Dü hesch doch noch meh uffem Herze?

        
",riff-s-paradies
54,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(freudig):

          
O ja, noch arig viel!

        
",riff-s-paradies
55,comedy,Jacques,M,,,,"
          
Jacques:

          
Ei na, ze babbel numme. 
          
(lachend)
 Ich merk ebs! — O je, ich merk ebs! - Hahahahaha!

        
",riff-s-paradies
56,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Jacques -kurz un guet — gieb m'r Antwort uff mini Fröije — — —

        
",riff-s-paradies
57,comedy,Jacques,M,,,,"
          
Jacques:

          
Uff was fer Fröije?

        
",riff-s-paradies
58,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Jacques, löij, mir sin jetz schun e paar Jährle do bienand in dem Platz. Mir han's — ei- jetli ich
          hab's so noochetnooch d'rzü gebroocht, daß mir per ""Dü"" mitnander stehn, aw'r sunscht isch's im
          Allgemeine grad noch's nämli wie am erschte Daa, wie m'r uns kenne han lehre. — 's kummt m'r grad vor,
          wie wenn m'r vor ere himmelhoche Müür stehn däete. — Do steht d'M üür — do stehn mir — un kaan Macht
          stellt sich in wie die Müür umrennt — un do stehn mir Zwei ewwe no, hilflos wie zwei klaani Kinder, un
          kumme nit wyttersch, — un kumme nit wyttersch — — —

        
",riff-s-paradies
59,comedy,Jacques,M,,,,"
          
Jacques

          
(gähnend):

          
Ei no bliewe m'r halt e Gottsname vor dere Müür stehn. — Weisch, ich-bin kaan Friend vum klettere,
          bsunders wenn's hoch owenüs soll gehn. — Oho!

        
",riff-s-paradies
60,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Aw'r Jacques, ich hab jo numme e V'rglich gstellt.

        
",riff-s-paradies
61,comedy,Jacques,M,,,,"
          
Jacques:

          
Gott sej Dank! — Ich schwitz nämli dene Wäj schun! — Aw'r höer, ich hab doch gemaant, Dü wottsch
          mich ebs fröije?

        
",riff-s-paradies
62,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Ja, — ei nadierli hawich Dich ebs fröije welle.

        
",riff-s-paradies
63,comedy,Jacques,M,,,,"
          
Jacques:

          
Na, ze fröij doch emol, ich bin gspannt wie e Bareplee biem Räejewetter.

        
",riff-s-paradies
64,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(momentan etwas verwirrt):

          
Jacques — Dü — Dü gehsch od'r Dü wottsch iew'r kurz od'r lang üssem Dienscht?

        
",riff-s-paradies
65,comedy,Jacques,M,,,,"
          
Jacques:

          
Isch dies au wied'r e V'rglich?

        
",riff-s-paradies
66,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Ich bin am fröije.

        
",riff-s-paradies
67,comedy,Jacques,M,,,,"
          
Jacques:

          
Ah jaso. — Na, ze fröij wyttersch.

        
",riff-s-paradies
68,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Dü machsch dies Johr nimmi ganz üß in dem Platz do?

        
",riff-s-paradies
69,comedy,Jacques,M,,,,"
          
Jacques:

          
Wer saat zell?

        
",riff-s-paradies
70,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(bestimmt):

          
Ich!

        
",riff-s-paradies
71,comedy,Jacques,M,,,,"
          
Jacques:

          
Hesch D'r d'Kart schlaawe loon?

        
",riff-s-paradies
72,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Jacques, ich bin am fröije.

        
",riff-s-paradies
73,comedy,Jacques,M,,,,"
          
Jacques:

          
Ah ja, zem Dunterlättel — — —

        
",riff-s-paradies
74,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Un wenn Dü no do furt gehsch —

        
",riff-s-paradies
75,comedy,Jacques,M,,,,"
          
Jacques:

          
Wart e Moment, ich will mich zerscht setze — 
          
(setzt sich auf die Bank)
 So, jetz wytterscht

        
",riff-s-paradies
76,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Ja, un wenn Dü no do üB dem Platz gehsch, no bisch-zem letschtemol in Dim Läwe Do- mestique gsin
          ?

        
",riff-s-paradies
77,comedy,Jacques,M,,,,"
          
Jacques:

          
Wenn ich vun do furt geh — jaja, zem. letschtemol no! — No isch üsgedomestiquelt.

        
",riff-s-paradies
78,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(freudig):

          
Un mit Dim zammegsparte V'rmüije fangsch d'rnoo e Krämel an — — —

        
",riff-s-paradies
79,comedy,Jacques,M,,,,"
          
Jacques:

          
In d'r Krämergass?

        
",riff-s-paradies
80,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Un d'rnoo gründsch D'r e eijener Hüsstand?!

        
",riff-s-paradies
81,comedy,Jacques,M,,,,"
          
Jacques

          
(aufhorchend):

          
Hein?! — Was fer e Stand?!

        
",riff-s-paradies
82,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(unbeirrt):

          
Löijsch Dich no nooch eme schöene, brave, rechtschaffene Maidel um — —

        
",riff-s-paradies
83,comedy,Jacques,M,,,,"
          
Jacques:

          
Hein?! — Worum jetz grad nooch eme Maidl?

        
",riff-s-paradies
84,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Dü nimmsch e Maidel wie koche, nähje, strieke, wäsche, Strümpf stopfe un sunscht alles mache kaan —
          — —

        
",riff-s-paradies
85,comedy,Jacques,M,,,,"
          
Jacques:

          
Marickel — hahahaha — ich merk schun wied'r ebs!

        
",riff-s-paradies
86,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Un dies Maidel hyrootsch no — — —

        
",riff-s-paradies
87,comedy,Jacques,M,,,,"
          
Jacques:

          
Oeh la, Schimmel! — Ja Hepplamepperle! — Ich merk's, wo's nüs will! — Ah, un Dü hesch anoch gemaant
          ich merk nix! — 
          
(sing)
""Dü hesch jo gar kaan Ahnung, wie hell d'r Schääkele isch"".

        
",riff-s-paradies
88,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(eifrig):

          
Ei na, wenn Dü no hell genuej bisch, no wäre-m-'r au enandernooch Maan un Frau un krieje enander vun
          Daa ze Daa liewer — un d'r- 
          
noo läwe-m-'r glichli mitnand -un d'rnoo — un d'rnoo kumme die herzige klaane,
          wuschberliche, süeße Bébé — — —

        
",riff-s-paradies
89,comedy,Jacques,M,,,,"
          
Jacques

          
(ist langsam aufgestanden):

          
Sunscht nix wie Knepfle! Naan, Mamsel Marie, sie kumme noch nit! — Aeh-äh — sie kumme noch nit! —
          Iewerhaupt — nooch mienere Maanung, laaft schun wied'r viel zeviel vun dem Gerührs do erum. Jetz sogar
          noch Negerle un Anamitle!

        
",riff-s-paradies
90,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Aw'r Jacques!

        
",riff-s-paradies
91,comedy,Jacques,M,,,,"
          
Jacques:

          
Na, ich hab jo nix do d'rgeje. — E jeds Dhierel het sin Pläsierel, un jedem Narr gfallt sini
          Kapp!-

        
",riff-s-paradies
92,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Jacques!

        
",riff-s-paradies
93,comedy,Jacques,M,,,,"
          
Jacques:

          
Was beliebt?

        
",riff-s-paradies
94,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Gell Dü hesch die klaane, herzige Kinderle gern?

        
",riff-s-paradies
95,comedy,Jacques,M,,,,"
          
Jacques:

          
O ja. Arig gern, aw'r numme in andere Lyt ihri! 
          
(Es klingelt.)

        
",riff-s-paradies
96,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(ärgerlich):

          
D'Madam schellt! — Isch's jetz fer mich od'r fer Dich? 
          
(eilt gegen rechts.)

        
",riff-s-paradies
97,comedy,Jacques,M,,,,"
          
Jacques:

          
Sie sell warte, die alt Schatüll — 
          
(eilt Marie nach und zieht sie an der Hand wieder zurück.)
 Numme nit glich geloffe! Mir
          han se dennewäej schun viel ze viel v'rwöehnt. 
          
(Es klingelt.)

        
",riff-s-paradies
98,comedy,group,sex_unknown,job_unknown,job_category_unknown,social_class_unknown,"
          
Beide:

          
(eilen gegen dem Ausgang rechts, fahren mit dem rechten Zeigefinger ruckartig unter der Nase
          durch, schlagen hierauf mit der rechten Hand auf das erhobene Knie, klatschen dann einen kräftigen
          Schlag in die Hände und führen den Finger nochmals unter der Nase durch.)

          
ffffft! — Hutzti! — Hepplamepperle! — fffft!

        
",riff-s-paradies
99,comedy,Jacques,M,,,,"
          
Jacques:

          
Wenn Die maant, daß dies eso wyttersch geht mit dere Stäeje-n-uff un abrennerej, no isch se aw'r
          diesmol schläecht orientiert. — Vor alle Dinge wurd jetz emol e Düür anne gsesse. 
          
(setzt sich auf die Bank.)
 Marie, Dü bisch doch au müed wie e — — - wie e
          Dienschtmaidel?

        
",riff-s-paradies
100,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(lachend):

          
Aw'r sicher! — Derf ich näwe Dich sitze?

        
",riff-s-paradies
101,comedy,Jacques,M,,,,"
          
Jacques:

          
Mientwäeje au uff de Geere.

        
",riff-s-paradies
102,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(verschämt):

          
Jo allewäej!

        
",riff-s-paradies
103,comedy,Jacques,M,,,,"
          
Jacques:

          
Ei na — d'r Madam ze Leid — kumm! — —

        
",riff-s-paradies
104,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(wie oben):

          
Naan, Jacques, es isch nit anständi.

        
",riff-s-paradies
105,comedy,Jacques,M,,,,"
          
Jacques

          
(gekränkt):

          
Ze wär ich demnooch unanständig.

        
",riff-s-paradies
106,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Naan, Jacques, ums Himmelswille, dies hawich nit saawe welle 
          
(setzt sich ihm rasch auf den Schoß.)
 Wenn aw'r d'Madam kummt?

        
",riff-s-paradies
107,comedy,Jacques,M,,,,"
          
Jacques:

          
Sie kummt aw'r nit.

        
",riff-s-paradies
108,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie:

          
Od'r wenn se uns eso sieht?

        
",riff-s-paradies
109,comedy,Jacques,M,,,,"
          
Jacques:

          
Sie sell sich um ihri Angeläjeheite interessiere.

        
",riff-s-paradies
110,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(schmeichlerisch):

          
Bisch doch e seelegueter Burscht, Jacques.

        
",riff-s-paradies
111,comedy,Jacques,M,,,,"
          
Jacques

          
(schmunzelnd):

          
Ja?

        
",riff-s-paradies
112,comedy,Marie,F,lady’s_maid,elementary_professions,lower_class,"
          
Marie

          
(streicht ihm die Wangen):

          
Bisch e liewer gueter Kerl.

        
",riff-s-paradies
113,comedy,Jacques,M,,,,"
          
Jacques

          
(wie oben):

          
Allewäej?

        
",riff-s-paradies
