,drama_type,speaker,sex,job,job_category,social_class,text,short_name
0,comedy,Hortense,F,,,,"
            
HORTENSE:

            
Mon Dieu wie bin ich unglüecklich. 
            
(Geht evor.)
 Ken Mensch wo aane tröscht. Gott wie min Hochzittsnastüechel tropft. 
            
(Grient lütt. Ringt 's Nastüechel üss).
 Träne, nix wie Träne.

          
",bastian-e-sportschochzitt
1,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
Bonjour Hortense, glüecklichi Hochzittere! Loss dich umarme. Ja, was muess ich sehne? Dü
            griensch?

          
",bastian-e-sportschochzitt
2,comedy,Hortense,F,,,,"
            
HORTENSE:

            
Bonjour Tante Octavie. 
            
(Fallt e're um de Hals.)

          
",bastian-e-sportschochzitt
3,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
Was isch denn basiert?

          
",bastian-e-sportschochzitt
4,comedy,Hortense,F,,,,"
            
HORTENSE:

            
D'r Camille isch noch nit do.

          
",bastian-e-sportschochzitt
5,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
Diner Hochzitter? Ah, nit möjlich! Kumm setz dich. 
            
(Holt zwai Stüehl, sitze näwenand.)

          
",bastian-e-sportschochzitt
6,comedy,Hortense,F,,,,"
            
HORTENSE:

            
In e're Halbstund solle mer uff d' Mairie, derno in d'Kirich. Ich verzwiefel noch.

          
",bastian-e-sportschochzitt
7,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
Na, ja, er wurd schun kumme. Tröscht dich. Viellicht isch-em e Hosseknopf abgschprunge, odder er
            het d'Krawatt verlajt, odder....

          
",bastian-e-sportschochzitt
8,comedy,Hortense,F,,,,"
            
HORTENSE:

            
So ebbs soll am eso e Daa nit vorkumme.

          
",bastian-e-sportschochzitt
9,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
Biem e Junggsell isch alles möjlich.

          
",bastian-e-sportschochzitt
10,comedy,Hortense,F,,,,"
            
HORTENSE:

            
O, ich sitz wie uff-em e Kohlefyr. 
            
(Rutscht hin un her.)
 Bedenk, tante, wenn'r nit käm. Die Blamasch. Ich gäng
            direkt...

          
",bastian-e-sportschochzitt
11,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
In's Wasser?

          
",bastian-e-sportschochzitt
12,comedy,Hortense,F,,,,"
            
HORTENSE:

            
Naan, in's Kloschter. Tante Octavie, hirot nit, hirot nit. Betracht mich in mim grenzelose
            Ku-kummer. Näm dir e lawendigs Exempel an mir.

          
",bastian-e-sportschochzitt
13,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
(sifzt)

            
In die Verläjeheit wurr ich nie kumme.

          
",bastian-e-sportschochzitt
14,comedy,Hortense,F,,,,"
            
HORTENSE:

            
Jo mach Sache. Dü bisch jo erscht in de vierzig, odder?

          
",bastian-e-sportschochzitt
15,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
Was waisch denn dü vom Läwe. Ach Gott. 
            
(Sifzt schwer.)

          
",bastian-e-sportschochzitt
16,comedy,Hortense,F,,,,"
            
HORTENSE:

            
Werum sifzsch denn eso?

          
",bastian-e-sportschochzitt
17,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
Hab ich gsifzt? Hortensele, ich hab mir gschwore nie ze hirote. E Mann bringt aam nix wie Sorje un
            Unglüeck. 
            
(Holt üss-em Köfferle e Stricket, setzt sich, geht d'rno hin un her, strickt
            nervös.)

          
",bastian-e-sportschochzitt
18,comedy,Hortense,F,,,,"
            
HORTENSE:

            
Awer Tante, wie reddsch denn dü?

          
",bastian-e-sportschochzitt
19,comedy,Octavie,M,,,,"
            
OCTAVIE:

            
Bsunders e Mann wo Sport triebt. 
            
(Bliebt vor Hortense stehn)
 Ich warn dich vor so 'me Mann. 
            
(Hin un her.)

          
",bastian-e-sportschochzitt
