,drama_type,speaker,sex,job,job_category,social_class,text,short_name
0,comedy,Antoine Ropfer,MALE,,,,"
          
Ropfer:

          
In ere halwe Stund könne-n-’r Ejeri Arzneje hole, Vater
        Chrischtel.

        
",stoskopf-ins-ropfers-apothek
1,comedy,D’r Chrischtenatz,MALE,farmer,agriculture,lower_class,"
          
Chrischtenatz:

          
Jo, Herr Ropfer, „merci“ Herr Ropfer. 
(ab)

        
",stoskopf-ins-ropfers-apothek
2,comedy,Antoine Ropfer,MALE,,,,"
          
Ropfer

           
(zu Jules):
 
          
Monsieur Jules, mache Sie die zwei Rezepter glich. 
(Schaut auf die Rezepte)
 Es isch e Pulver un e g’kochti.

        
",stoskopf-ins-ropfers-apothek
3,comedy,Jules Salber,MALE,,,,"
          
Jules:

          
„Oui, patron“. 
(Nimmt die beiden Rezepte und geht ab nach
        rechts in das Laboratorium.)

        
",stoskopf-ins-ropfers-apothek
4,comedy,Jeanne,FEMALE,,,,"
          
Jeanne

           
(hübsches, junges Mädchen):
 
          
Papa, d’Mamme losst fröuje, worum d’r
        Schampetiss denn nit nuffkummt, um d’Köffer erunterzehole ?

        
",stoskopf-ins-ropfers-apothek
5,comedy,Ammej,FEMALE,,,,"
          
Ammej

           
(Typus einer Waschfrau: stark komisches Aussehen):
 
          
Herr, d’ Madam
        losst fröuje, wo d’r Schampetiss blieht?

        
",stoskopf-ins-ropfers-apothek
6,comedy,Antoine Ropfer,MALE,,,,"
          
Ropfer:

          
Ei, ich hab ...

        
",stoskopf-ins-ropfers-apothek
7,comedy,Emilie,FEMALE,,,,"
          
Madame Ropfer

           
(hastig von links; sie trägt eine Brille und macht einen
        scharfen Eindruck):
 
          
Wo isch denn d’r Schampetiss? Hawich d’r nit schun vor ere Stund g’saat,
        dü sollsch m’r de Schampetiss nuffschicke, wenn die Köffer gepackt sin?!

        
",stoskopf-ins-ropfers-apothek
8,comedy,Antoine Ropfer,MALE,,,,"
          
Ropfer:

          
Numme nit so gejäscht! Do hätte-n-’r jetzt nit ze dritt d’rwäje
        kumme brüche, ’s isch noch alli Zytt, ich hab de Schampetiss numme furtg’schickt, e
        Arznej, wie arig pressiert het, zuem Ochsewirth traue.

        
",stoskopf-ins-ropfers-apothek
9,comedy,Emilie,FEMALE,,,,"
          
Madame Ropfer:

          
Ob m’r schun emol so ebbs erlebt hett?! — In ere Stund
        welle m’r uff Bade-Bade verreise, ’s Jeanne un ich, d’Köffer solle-n-an de Isebahn, un m’r
        schickt de „domestique“ furt, Kummissione mache!

        
",stoskopf-ins-ropfers-apothek
