drama_type,speaker,sex,job,social_class,text
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:

          
"
weihnachtsmärchen,Schorschel,MALE,,,"Schorschel:
Grossbabbe, ich bin glich erin wie’s finschter isch worre. Ich hab Angscht dr Hanstrapp kummt.
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:

          
"
weihnachtsmärchen,Schorschel,MALE,,,"Schorschel:
Marikel gib mr d’Hütt vun dr Millich.
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:
Dü wäisch ass d’Hütt füer de Grossbabbe isch.
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
Gib’s em numme wann-r se garn hett — Awer der Bohnekaffe schmeckt so guet, diss esch doch kenn
          Ersatz meh, diss schmeckt ganz andersch ass wie der Wiedegrund.
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:

          
"
weihnachtsmärchen,Schorschel,MALE,,,"Schorschel:
Uuh — Kueche! Marikel gäb mr e Stückel Kueche !
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:
Näin, näin Buwele — der isch fuer morje. Wäisch morje-n-isch Wihnachte un do hett uns d’Mamme als äu
          Kueche gebache.
"
weihnachtsmärchen,Schorschel,MALE,,,"Schorschel:
Mäinsch kummt hitt Owe äu s’Chrischtkindel zue uns ? Ich hab alle Nacht gebatt ass-es mir ebs
          Schöens bringe soll.
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
Na, wenn dü brav gebatt hesch no bringt’s dir äu ebs Natt’s — Was wottsch am Liebschte vum
          Chrischtkindel ?
"
weihnachtsmärchen,Schorschel,MALE,,,"Schorschel:
Am liebschte wott ich, ass d’Mamme widder kumme dätt — un no e Farwelad — un no sott dr Babbe kumme.
          Wann’s numme boll kumme duet — ich hab kenn Angscht vor-em Hanstrapp. 
          
"
weihnachtsmärchen,Xaverel,MALE,,,"Xaverel:

          
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
Was isch dann widder — was isch dann widder ?
"
weihnachtsmärchen,Xaverel,MALE,,,"Xaverel:
Äi sie ruefe mr alli e Üwername. Dr Schuelmäischter hett mi gfröjt wie „der Ofen“ häisst — no hawi
          gsäit „Furneau“ 
          
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:
Un dü bisch dracket ! 
          
"
weihnachtsmärchen,Xaverel,MALE,,,"Xaverel:
Uu-atsch — ich kann jo nix derfüer, sie sinn vun aase verisse.
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
Awer Xaverel kannsch denn dü nitt folje un brav sinn. Jetz machsch dim Schweschterle widder Arwäit
          un ass muess schun alles alläin mache, zitter ass d’Mamme dot isch — dü sottsch dich schäme e so böeser
          Bue ze sinn. Duesch a so dinn Verspracha halte, wie de dr Mamme uf-em Dotsbett gann hesch ? Hesch ere
          nitt versproche allewill brav ze sinn un im Marikel an d’Hand ze gehn. Un wann de an de Babbe dänke
          dätsch, wie mr schun vier Johr nix meh vum wisse, ze sottsch di schäme — wär wäis ob-r noch am
          Läwe-n-isch.
"
weihnachtsmärchen,Xaverel,MALE,,,"Xaverel:

          
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:
Do sitz an dine Platz, dir fählt dr Babbe, dass de gezöje dätsch wäre. 
          
"
weihnachtsmärchen,Schorschel,MALE,,,"Schorschel:
Dät mich dr Babbe äu zeje — Ja mäinsch kummt-er jetz boll?
"
weihnachtsmärchen,Xaverel,MALE,,,"Xaverel:
Dr Kaffe isch jo gar nitt süess — denne will ich nitt — 
          
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:
Dü hesch Zucker genuej, ich mues spare dran. Dü verdiensch üewerhäubt kenn Zucker, dü Räiwer.
"
weihnachtsmärchen,Xaverel,MALE,,,"Xaverel:
No drink ich äu kenn Kaffi. Ich will noch Zucker — Ich will noch Zucker.
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
Mildebibb noch emol! Witt jetz stille sinn un de Kaffe drinke, dü ungarschticher Bue, dü! Grad
          säisch dü witt brav sinn un jetz fangsch schun widder an —
"
weihnachtsmärchen,Schorschel,MALE,,,"Schorschel:
Wenn de Hanstrapp kummt, der wurd di fitze mi dere lange Ruet. Ich bin brav ich hab kenn Angscht
          vor-em 
          
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
Entrez !
"
weihnachtsmärchen,Spähnelänz,MALE,,,"Spähnelänz:
Guete-n-Owe biesamme’! 
          
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:
Merci äu Spähnelänz, ihr danke doch als äu noch an uns, ich bin froh no brüch ich nitt in de Wald
          üewer d’Fierdäy.
"
weihnachtsmärchen,Spähnelänz,MALE,,,"Spähnelänz:
Joo, ich due allewäj im Voltz-Märtel sini Familie vergasse, ar isch äu e gueter Kärl un hett mir
          viel Gfalle gedoon.
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:
Ich sää ejch äu vielmols merci! Welle-n-er äu e bissel Kaffi drinke ? Ass isch Bohnekaffi !
"
weihnachtsmärchen,Spähnelänz,MALE,,,"Spähnelänz:
Näin, näin, Mäidel, ich hab schun e Schnäpsel gepackt. Awer ich will mich e bissel wärme un e bissel
          babble mit-em Grossvater.
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
Dü besch doch e gueter Kärl, dü luejsch als doch noch uns do hüsse, in unserem Misere.
"
weihnachtsmärchen,Spähnelänz,MALE,,,"Spähnelänz:
As wurd jetz besser kumme, die Zitte sinn erum. Mer hann doch widder satt ze asse un Wissbrot hann
          mr äu. Morje bring i e Budäll Roter, wäisch, bim e guete Gläsel Win vergisst mr alles Misère. Jetz sott
          noch dr Voltz kumme no war Massel. Ich kanns nitt gläuwe, ass-r nimi läwe sell, ihr wäre sähn, ar steht
          am e schöene Döj do in dr Stubb. Dr Stäinpeterseppel isch gescht äu üss Rüssland kumme, ganz
          unverhofft.
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
E Glüeck war’s jo, wann’s eso kam — awer war wäiss, wär wäiss. Zitter vier Johr hann mr kenn
          Stärweswöertele meh vum g’höert. Alli Brief wie mr gschriewe hann, sinn zeruck kumme, mr hann-em nitt
          kenne schriewe, ass ’s Marie, sini Fräu, krank esch, un wie’s gstorwe isch, hann mr-em kenn Nochricht
          kenne gann. Wie m’r uns anegewend’t hann, isch Bschäid zeruckkumme : Seit dem 24. August 1914 vermisst
          — — ja — ja! 
          
"
weihnachtsmärchen,Spähnelänz,MALE,,,"Spähnelänz:
Na, wann’s awer häisst „vermisst — isch’s als noch kenn Bewies, ass-r nimi läbt, un ihr derfe d’
          Hoffnung nitt uffgänn. Am End bringt ne gar ’s Chrischtkindel mit, ejere Babbe, diss war awer e
          Chrischtowe. — Mäinsch Schorschel, wann dr Babbe hinnicht käm, do datsch lache, hä ?
"
weihnachtsmärchen,Schorschel,MALE,,,"Schorschel:
Awer sicher, awer wie sieht dann e Babbe üss ?
"
weihnachtsmärchen,Spähnelänz,MALE,,,"Spähnelänz:
Ah, jasoo — dü kennsch jo dine Babbe gar nitt, dü bisch noch kenn zwäj Johr alt gewann, wie se ne
          g’holt hann d’ Prejse — un ar isch so ungarn furt von Fräu un Kind.
"
weihnachtsmärchen,Xaverel,MALE,,,"Xaverel:
Ich wäiss-es noch, wie er furt isch, ar hett uns alli gschmutzt un hett gsäit zue dr Mamme : Marie,
          hiel nitt, ich kumm ball widder. Ar isch awer noch nitt kumme.
"
weihnachtsmärchen,Marikel,FEMALE,,,"Marikel:
Un ’s wär nöeti, ass-r ball kam, schun waje dir, ass de widder emol ghöerich abgschmiert dätsch
          wäre.
"
weihnachtsmärchen,Xaverel,MALE,,,"Xaverel:
Waje mir, ich hab ganz Häimweh denoch, im Babbe sini Schmier gspiert mr doch äu. 
          
"
weihnachtsmärchen,Dr Grossbabbe,MALE,,,"Grossbabbe:
Do müess mr noch lache zue allem Misère — un wie wurd’s uns noch gehn ? 
          
"
