drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,avgLexVal,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
 
(sitzt beim Ofen und strickt)
 

        
",0,weber-am-wihnachtsowe-bym-e-kriejsblinde,8,1,0.258,0.125,,,,,,,,,,,
tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
Ja min Liewer. Awer der Hanstrapp kummt awer au mit.

        
",2,weber-am-wihnachtsowe-bym-e-kriejsblinde,11,2,0.0,0.1818181818181818,,,,,,,,,,,
tale,Charele ,M,,,,"
          
Charele:

          
(spielt weiter — — nach einer Weile)

          
Grand’- meman zue uns brüecht jo de Hanstrapp nit zu kumme, ich bin jo immer brav! ! Grand’mère: Ich weiss nit, ich weiss nit? Am End kummt de Hanstrapp doch zue uns! Zeij lüej mich emol aan, Charele. Bisch düe immer brav g'sinn? ?

        
",2,weber-am-wihnachtsowe-bym-e-kriejsblinde,53,3,0.0,0.0566037735849056,,,,,,,,,,,
tale,Charele ,M,,,,"
          
Charele:

          
Ja, ja Grand'meman ich immer, awer s’Jeanne als nit.

        
",3,weber-am-wihnachtsowe-bym-e-kriejsblinde,11,2,0.0,0.1818181818181818,,,,,,,,,,,
tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
(lacht)
 Ah düe immer, awer s’Jeanne als nit?

        
",3,weber-am-wihnachtsowe-bym-e-kriejsblinde,12,1,0.0,0.0833333333333333,0.0516,0.1012171679501338,0.5842453801502789,0.0,0.4880553592138188,0.0,0.5347510109365378,0.0,0.0,0.1487333934618357,0.7135056446528742
tale,Charele ,M,,,,"
          
Charele:

          
Ja, ja Grand’meman. 
(spielt weiter)

        
",4,weber-am-wihnachtsowe-bym-e-kriejsblinde,8,2,0.0,0.25,0.0,0.1012171679501338,0.6209267387488806,0.0,0.4758467564861141,0.0,0.6803510109365377,0.0,0.0,0.1487333934618357,0.7631218713773309
tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
Ich glaub, düe bisch als au bœss g’sin.

        
",4,weber-am-wihnachtsowe-bym-e-kriejsblinde,9,1,0.0,0.1111111111111111,0.0,0.12794682031877042,0.5716802984573952,0.0,0.5148161431952537,0.0218,0.6187734252447584,0.0,0.0,0.22872645185811144,0.763550395058415
tale,Charele ,M,,,,"
          
Charele:

          
Ein Mol, e kleins bissele. Awer düe müesch dess nit im Hanstrapp saawe. Grand’mère: Ja der weiss alles, dem brüecht m'r nix ze saawe.

        
",5,weber-am-wihnachtsowe-bym-e-kriejsblinde,25,1,0.0,0.04,0.0,0.08574682031877043,0.6245496199242822,0.0,0.4964201197061945,0.0218,0.6815734252447584,0.0,0.0,0.1432597851914448,0.7674696628635205
tale,Charele ,M,,,,"
          
Charele:

          
Ich schliess einfach Tüer zu, wenns Chrischtkindel hinne isch, no kummt er nit erin. Grand’mère : Ja no kummt er züem Fenschter erin.

        
",5,weber-am-wihnachtsowe-bym-e-kriejsblinde,23,2,0.0,0.0869565217391304,0.0,0.08574682031877041,0.5827095158232665,0.0,0.49905518886509814,0.0218,0.6087734252447584,0.0,0.0,0.2143597851914448,0.7579090986066221
tale,Charele ,M,,,,"
          
Charele:

          
No versteckel ich mich; un ich kann jo bete, un de Babe hilft mir, un ich will jo nix vum Hanstrapp! ! !

        
",6,weber-am-wihnachtsowe-bym-e-kriejsblinde,22,2,0.133,0.0909090909090909,0.026600000000000002,0.13729359181576156,0.47762627918864986,0.0,0.5409879494678556,0.0327,0.5056734252447583,0.0,0.018,0.31158303712136987,0.7345341043331847
