drama_type,speaker,sex,job,social_class,text,numTokens,numLexTokens,avgLexVal,lexRatio
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(vun rächts):
Wenn ich mich nitt drumbier, ze muess’s Narrehüss do in d’r Gejed sinn !
",19,1,0.4324460306161918,0.05263157894736842
comedy (farce),E Passant,M,,,"PASSANT:
Nein, leider nitt ! 
",4,1,0.2382237394800051,0.25
comedy (farce),E Passant,M,,,"PASSANT
(kummt wichtig zeruck):
Monsieur, meine Sie am End ’s Narrehüss ?
",13,3,0.6136400484031278,0.23076923076923078
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Gewiss, diss suech ich jo!
",6,1,0.4892079306353163,0.16666666666666666
comedy (farce),E Passant,M,,,"PASSANT:
Ja, wo diss isch, weiss ich nämlich au nitt! 
",10,1,0.4381250409322417,0.1
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(wietig):
Awer zyttig sinn Sie, fur’s ball ze wisse ! Na, ich wurr’s schun finde ! No will ich awer im Monsieur Nervich, wo Dokter drinne-n-isch, schun de Marsch bloose ! 
",35,5,0.5917398863987068,0.14285714285714285
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER
(luejt am Hüss nuff):
Ah, do owe huckt jo e Papegei, wo schynnt’s in ebber furtg’flöje-n-ich ! E zü scheens Dierele ! 
",26,1,0.5537241657527012,0.038461538461538464
comedy (farce),D’Stimm vum e Papegei,U,,,"PAPEGEI
(lacht):
Lorele will Kueche !
",7,1,0.425,0.14285714285714285
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
E gelehrig’s Dierele ! Ich muess’s unbedingt fange, denn diss arm Vieh kummt jo in d’r Frejheit um! 
",20,3,0.5143792446139148,0.15
comedy (farce),D’Stimm vum e Papegei,U,,,"PAPEGEI:
Lorele, kumm ! 
",3,1,0.4697888562405837,0.3333333333333333
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
’s wär direkt e Verbreche, so e schlöj’s Dierele umkumme ze lonn ! 
",14,3,0.44789438430026296,0.21428571428571427
comedy (farce),E’n Arweiter,M,labourer,lower_class,"ARWEITER:
Heiliché, haw ich e Durscht! 
",6,1,0.307,0.16666666666666666
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Dem Vöjel kann ich lang ebbs vormache ! Ah, do lejt jo e Leiter ! Jetzt bekumm ich denne Babbelfritz doch. 
",20,3,0.6395894870419433,0.15
comedy (farce),E Gauner,M,conman,lower_class,"GAUNER
(kummt vorsichtig g’schliche unn nemmt de Huet unn de Stock vum Brummer):
M’r saat jo, ’s Geld lejt uff d’r Strooss ! Zwanzig Fränkle bekumm ich allewyll noch fur die paar Brocke ! 
",34,6,0.5898962321469621,0.17647058823529413
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Lorele, ze kumm doch — baddabing ! d’Leiter isch ze kurz ! 
",12,2,0.6037639712181905,0.16666666666666666
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER
(sieht d’Leiter):
Was Dejfels, ich glabb gar, do rysst einer vun unsere Verruckte üss ! 
",19,2,0.6147584834199115,0.10526315789473684
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Pscht ! Stille! Ich habb e Vöjel !
",7,1,0.3722729864020823,0.14285714285714285
comedy (farce),1. Wärter,M,custodian_(asylum),lower_class,"1. WÄRTER:
(meh fur sich unn lacht)
Denne hann d’anderen-au ! 
",13,1,0.425,0.07692307692307693
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
’s isch sicher einer üss Indie ! Awer ze briehle Sie doch nitt so! Sie verscheiche mir’ne jo schunscht !
",19,3,0.6003258449899744,0.15789473684210525
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Pscht! Wenn’r furtfliejt, ze-n-isch’s Ihri Schuld!
",10,1,0.4698644817411215,0.1
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Kenne Sie guet klettere ?
",5,1,0.6809413474879623,0.2
comedy (farce),Brummer,M,rentier,upper_class,"BRUMMER:
Diss isch nitt neetig! Awer e längeri Leiter miehn mir hann ! Wenn ’r in dere Zytt numme nitt furtfliejt !
",20,1,0.7377390861957973,0.05
