Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,short_name,numTokens,numLexTokens,avgLexVal,lexRatio
0,comedy,Tante DOMINO,F,,,,"
          
Tante.

          
G'wiss, Rosele... g'wiss, mi lieb Kind, schaü, glaüb
                        mir... schla Dir das Ding üs em Kopf mit Dim Herr
                        Alfred... De wirsch sàh, 's isch besser fir Dich... ich
                        ka jo üs Erfahrung rede!... lüeg, vo dàne junge alle
                        z'àmme isch nie Keiner kei Duwle werth gsi..
(fir sich)

                        ich wird's ebbe wisse!
                    

        
",lustig-dr-chineserfranz,58,9,0.020888888888888887,0.15517241379310345
1,comedy,ROSELE,F,,,,"
          
Rosele.

          
Awer dr Herr Alfred, Tante...

        
",lustig-dr-chineserfranz,6,1,0.188,0.16666666666666666
2,comedy,Tante DOMINO,F,,,,"
          
Tante.

          
Dr Herr Alfred, lieb Kind, wird grad si as wie
                        alle-n-andere... gang mr eweg mit de Mànner.. wenn Dü
                        wisse thàtsch, was me sich ufladet mit em hirothe!
                    

        
",lustig-dr-chineserfranz,31,4,0.047,0.12903225806451613
3,comedy,ROSELE,F,,,,"
          
Rosele.

          
Awer e Zuckerbäck, Tante, ne Zuckerback wie dr Herr
                        Alfred einer isch!...
(fir sich)
 Das müess doch güet
                        si, ne Zuckerback!...
(lüt)
 un 's isch e güet Handwerk:
                        we me-n-als ebbes verfuchst, so ka me's jo selwer esse,
                        's geht nitt verlore!
                    

          

        
",lustig-dr-chineserfranz,50,6,0.1055,0.12
4,comedy,Tante DOMINO,F,,,,"
          
Tante.

          
Ne Zuckerbäck, Rosele, isch vom ganz gliche Teig
                        g'macht, wie alle-n-andere!... Meinsch Dü, wil er Dich
                        als eso siess alüegt?... So sin alle Zuckerbäck, bis
                        ass se-n-eim als hàn am Bàndel!... doch nochher, Rosele
                        sin's nit meh as Salzfàsser!... Schaü um Dich umme...
                        isch unsere Nochbere dert àne glicklig mit ihrem Mann?
                        Sie hat o-n-eso ne Schnüfer gnu... jetz zieht er
                        d'halwe Zit mit Andre-n-umme un losst si Fraü d'heim
                        sitze. Wie màngmol isch se mir ku klage, die güete
                        Person!... Un die andere dert, die hat o so jung
                        g'hirothe... gang lüeg emol, was das fir e Hüshaltung
                        isch!... er thüet sich voll trinke-n-un macht alles
                        dure, diemol hat er sogar Prison biku vo wege Handel,
                        wo-n-er g'ha hat!... un weisch, was er g'sàit hat züe
                        sim Kamerad, wo-n-er isch geh si Zit mache... « Ich
                        hinterloss Dir mi Fraü un mi Pfiffe, Hans... gib mr nur
                        recht Achtung züe dr Pfiffe »... Un derno, wie isch's
                        mir selbst nitt gange, Rosele...
                    

        
",lustig-dr-chineserfranz,182,22,0.025790342696292677,0.12087912087912088
5,comedy,ROSELE,F,,,,"
          
Rosele

          
(wunderfitzig)

          
Wie isch's Dir gange, Tante, verzähl mr's emol?...

        
",lustig-dr-chineserfranz,14,1,0.0,0.07142857142857142
6,comedy,Tante DOMINO,F,,,,"
          
Tante

          
(verlege)

          
Nit, nit!... glaüb mir, Rosele, hiroth Dü dr Herr
                        Gàlfink, unser Nochber... das isch e Mann vo me
                        g'wisse-n-Alter un wo ne bitzi ebbes hat...
                    

        
",lustig-dr-chineserfranz,31,6,0.03133333333333333,0.1935483870967742
7,comedy,ROSELE,F,,,,"
          
Rosele.

          
Jo, eso ne-n-Alter, Tante... dr Herr Alfred isch o kei
                        schlechte Parthie, un hat erst noch e richer Oncle,
                        wo-n-er emol erbt!
                    

        
",lustig-dr-chineserfranz,27,3,0.06266666666666666,0.1111111111111111
8,comedy,Tante DOMINO,F,,,,"
          
Tante.

          
Jo, so ne-n-alter Seeràiwer, wo schint's si Vermöge-n-in
                        Amerika g'macht hat!... grad wege dem will er nitt, ass
                        si Neuveu Dich hirothet... mir sin em z' g'mein, wil
                        mir in dr Cité wohne...
(se zeigt uf 
Rosele)
 d'beste
                        Glättere wit un breit, wo bis am e Sunntig z'Mittag
                        z'schaffe hat, fir ihre Pratike-n-alle z'friede
                        z'stelle!...
                    

        
",lustig-dr-chineserfranz,70,8,0.0,0.11428571428571428
9,comedy,ROSELE,F,,,,"
          
Rosele.

          
Jo, 's isch wohr, ich wird wieder g'ar nitt fertig
                        hit!... 's isch jetz bol Eins... ich müess jetz doch
                        mache, ass ich e Sach furttrage ka.
                    

        
",lustig-dr-chineserfranz,28,1,0.0,0.03571428571428571
