drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,avgLexVal,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,Hans,M,,,,"
          
Hans :

          
Wenn ich numme ellaan uff d'r Welt wär. Ach, jetzt brüehlt d'Kueh aunoch !

        
",0,bastian-dr-hans-im-schnokeloch,15,1,0.0,0.0666666666666666,,,,,,,,,,,
comedy,Casper,M,,,,"
          
Casper :

          
Maischter ! 
          
(grüsst und bleibt an der Türe.)

        
",0,bastian-dr-hans-im-schnokeloch,10,1,0.0,0.1,,,,,,,,,,,
comedy,Hans,M,,,,"
          
Hans :

          
(kleine Pause)

          
Wass gitt's Casper ? 
          
(Die Kuh brüllt.)

        
",0,bastian-dr-hans-im-schnokeloch,14,2,0.0,0.1428571428571428,,,,,,,,,,,
comedy,Casper,M,,,,"
          
Casper:

          
(nach aussen mit dem Daumen über die Schulter deutend)

          
Sie blongt nooch-em Maischter.

        
",0,bastian-dr-hans-im-schnokeloch,16,1,0.0,0.0625,,,,,,,,,,,
comedy,Hans,M,,,,"
          
Hans :

          
Ich hab se schun vielmol brüehle höre müehn, un kann's-ere leider nit verbiete.

        
",0,bastian-dr-hans-im-schnokeloch,16,3,0.2990133474460131,0.1875,0.05980266948920262,0.2756,0.5599086715662046,0.03697397851371066,0.6427603625072525,0.0345108143635007,0.4128,0.04965212827609616,0.0,0.2996,0.5977253018377849
comedy,Casper,M,,,,"
          
Casper:

          
(grüsst und zieht die Schultern hoch)

          
Wind sin's

        
",0,bastian-dr-hans-im-schnokeloch,12,1,0.547,0.0833333333333333,0.16920266948920265,0.2756,0.5929179864380174,0.03697397851371066,0.6369652582199624,0.1251108143635007,0.3034,0.04965212827609616,0.11879999999999999,0.2996,0.5572729969149323
comedy,Hans,M,,,,"
          
Hans :

          
(wirft die Münzen in den Kasten)

          
Als nyn mit dem Dreck, de langsch nit fir diss, was ich dich will. Bisch biem Hisperle gsin ?

        
",0,bastian-dr-hans-im-schnokeloch,27,2,0.2805,0.074074074074074,0.22530266948920263,0.1632,0.5738419172661336,0.10586162550702558,0.5388254564499664,0.21881081436350067,0.1752,0.04965212827609616,0.11879999999999999,0.1714,0.4597221297139794
comedy,Hans,M,,,,"
          
Hans:

          
(ein Sonnenstrahl blendet durch das geöffnete Fenster rechts)

          
Ach, jetzt schient d'Sunn au noch 
          
(wirft den Geldbeutel in den Kasten und klappt diesen heftig zu, bemerkt Caspar)
 Bisch de
          als noch do ?

        
",0,bastian-dr-hans-im-schnokeloch,38,2,0.0,0.0526315789473684,0.22530266948920263,0.1569,0.6267841277937233,0.10586162550702558,0.6026799107028081,0.21881081436350067,0.1548,0.04965212827609616,0.20629999999999998,0.2152,0.5049865071243171
comedy,Angenes,F,,,,"
          
Angenes:

          
Bswbswbsw ! 
          
(die Katze lockend)
 Hansel, min süesser, was hesch de denn ? — Bswbswbsw 
          
(geht suchend zur Mitteltüre)
 Minettele ?

        
",1,bastian-dr-hans-im-schnokeloch,23,1,0.0,0.0434782608695652,0.22530266948920263,0.1851,0.6418684511250642,0.10586162550702558,0.5588519002019421,0.21881081436350067,0.141,0.04965212827609616,0.3157,0.087,0.46622544601957605
comedy,Angenes,F,,,,"
          
Angenes:

          
Awer Hans, hett mer dich denn nit serviert ? Ei, ei, so isch's mit d'r Dante Lehn, sie denkt au
          gar nit an dich, awer gar nit. Kumm min Hansel, ess, trink, verhungersch jo noch. Dü hesch anfanges e
          Uessehns, dass 
          
de ball nim drynsiehsch, so bleich bisch de 
          
(zieht eine Spitzenarbeit aus der Tasche und häckelt ; setzt sich neben ihn).

        
",1,bastian-dr-hans-im-schnokeloch,64,2,0.0,0.03125,0.16550000000000004,0.2484,0.6129168205466816,0.06888764699331493,0.5441605649129297,0.1843,0.141,0.058699999999999995,0.3157,0.0438,0.4768961323188881
