"Unnamed..0","drama_type","speaker","sex","job","job_category","social_class","text","progress","short_name","numTokens","numLexTokens","lexRatio","anger","anticipation","arousal","disgust","dominance","fear","joy","sadness","surprise","trust","valence"
0,"comedy","Lucie","F","","","","
            
LUCIE :

            
(verstimmt)

            
Dü beeser Mann, ze witt de mich also denne Oowe schun widder ellein lonn ?

          
",0,"jost-dr-erscht-handel",18,4,0.222222222222222,-0.255996195493717,0.949971821799506,1,1,0.776647725262192,1,0.442375532721198,-0.0047252162061131,0.139734766392549,-0.24124673392629,0.844604728640672
1,"comedy","Pierre","M","","","","
            
PIERRE :

            
(wichtig)

            
Ich muess, lieb’s Lucie ! Mir hann in d'r Societät e pressanti Vorstandssitzung.

          
",0,"jost-dr-erscht-handel",17,2,0.117647058823529,-0.255996195493717,0.949971821799506,1,1,0.776647725262192,1,0.442375532721198,-0.0047252162061131,0.139734766392549,-0.24124673392629,0.844604728640672
2,"comedy","Lucie","F","","","","
            
LUCIE :

            
Pierre, wo mir awer noch fianciert sinn g’sinn, hesch de als g’saat: «Die in d'r
              Societät solle mir de Buckel nuffkrawle!» Jetzt awer, wo mir kümm acht Wuche g’hyroot
              sinn, bisch de schier keine Oowe meh heim : gescht Stammdisch-Daa, hytt
              Vorstandssitzung, morje Wahlversammlung, iwermorje weiss d'r Gücksel was! Ich glabb
              als, ass de mich nimmi lieb hesch unn dich drüsse amesiere dhuesch !
                
(Hyllt.)

          
",1,"jost-dr-erscht-handel",68,5,0.0735294117647059,-0.255996195493717,0.949971821799506,1,1,0.776647725262192,1,0.442375532721198,-0.0047252162061131,0.139734766392549,-0.24124673392629,0.844604728640672
3,"comedy","Pierre","M","","","","
            
PIERRE :

            
(umarmt s’e)

            
Wo denksch dü anne, dü Närrele ? Ich habb dich noch grad so lieb wie am erschte Daa.
              Awer dü muesch bedenke, ass’s dato uff d’Fescht- unn Wahlperiod losgeht unn ass ich
              die diverse Aemtle, wo ich akzeptiert habb, au gewissehaft üssiewe muess. Diss
              Friehjohr awer gibb ich iwerall myni Demission unn no kann ich alle Oowe widder by mym
              goldiche Wyewele sinn! Gell, myn Schatzele ?

          
",1,"jost-dr-erscht-handel",74,5,0.0675675675675676,-0.264793395015631,0.922413918517906,0.973381540630203,0.952938238662306,0.771102935474169,0.982121450761284,0.430090877090216,0.0197664271736691,0.158853121229476,-0.194557994387772,0.842621580951147
4,"comedy","Lucie","F","","","","
            
LUCIE :

            
Wie wär diss doch so scheen, myn lieb’s Männele, unn gar noch, wenn mir ’s gross Los
              im Crédit National gewinne d’häte !

          
",2,"jost-dr-erscht-handel",25,7,0.28,-0.264793395015631,0.922413918517906,0.973381540630203,0.952938238662306,0.771102935474169,0.982121450761284,0.430090877090216,0.0197664271736691,0.158853121229476,-0.194557994387772,0.842621580951147
5,"comedy","Pierre","M","","","","
            
PIERRE:

            
Ah, dü meinsch, wyll ich vor vierzeh Daa so e Babierele kauft habb !

          
",2,"jost-dr-erscht-handel",14,1,0.0714285714285714,-0.264793395015631,0.922413918517906,0.973381540630203,0.952938238662306,0.771102935474169,0.982121450761284,0.430090877090216,0.0197664271736691,0.158853121229476,-0.194557994387772,0.842621580951147
6,"comedy","Lucie","F","","","","
            
LUCIE :

            
Ja, unn morje isch d’Tirasch 
(trage - Ziehung)
! Was meinsch, Pierre,
              wenn unseri Nummer als erschti erüss käm ! E ganzi, bari Million dhäte mir üssbezahlt
              bekumme ! Wie kennte mir do glicklich läwe !

          
",3,"jost-dr-erscht-handel",36,6,0.166666666666667,-0.281001060465404,0.86857588175306,0.921440816546695,0.8618141127178,0.759615921615071,0.947631503888878,0.40583502734634,0.0676271618574855,0.196198039632582,-0.104844447350675,0.837528270041916
7,"comedy","Pierre","M","","","","
            
PIERRE:

            
Lieb’s Kind, mir hann au ohne e Million, was mir zuem Läwe brüche. Unn wenn dü mich
              dezue noch arich lieb hesch, ze pfyff ich uff alli Millione vun d'r Welt !

          
",3,"jost-dr-erscht-handel",33,5,0.151515151515152,-0.281001060465404,0.86857588175306,0.921440816546695,0.8618141127178,0.759615921615071,0.947631503888878,0.40583502734634,0.0676271618574855,0.196198039632582,-0.104844447350675,0.837528270041916
8,"comedy","Lucie","F","","","","
            
LUCIE :

            
O, dü Liewer ! 
(Gitt'm e Schmutz.)
 Awer nitt wohr, m'r därf doch devun
              redde, was m'r in so e’me Fall macht ? Ich habb mir schun üssgedenkt, was ich alles
              anfang, wenn mir ’s grosse Los gewinne.

          
",4,"jost-dr-erscht-handel",41,8,0.195121951219512,-0.281001060465404,0.86857588175306,0.921440816546695,0.8618141127178,0.759615921615071,0.947631503888878,0.40583502734634,0.0676271618574855,0.196198039632582,-0.104844447350675,0.837528270041916
9,"comedy","Pierre","M","","","","
            
PIERRE :

            
(lacht)

            
Jetzert isch die Frau wajer schun am Gewinne unn hett erscht noch vor zwei Minütte
              vum « Gewinne- dhäte» geredd! Unn unterm grosse Los macht s’e’s au noch hitt emool
              !

          
",4,"jost-dr-erscht-handel",38,5,0.131578947368421,-0.301968783501353,0.79094854590007,0.846698517739458,0.732409188324644,0.741445233373238,0.898961025268036,0.370238171995769,0.136652890254822,0.250033398151623,0.0208471966888257,0.827193347327496
