drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,JULIE,F,,,,"
          
Julie.

          
Ich bi noch ganz verwundert un iwerrascht!... grad kunnt
                        's Emma, mi güete Frindin, vo Strossburg do züe mr, als
                        Herr ag'Iegt, un sàit mr, ass es furtg'loffe seig vo
                        d'heim!... 's thüet sich jetz grad changiere dert
(se
                        zeigt ufs Zimmer links)
, die Mannerkleider hàn's e
                        wenig g' geniert... tiens, do isch's jo scho!...
                       
(d'Thüre links geht uf, 's Emma kunnt ine; 's Julie
                        geht em ergege)
 Kumm g'schwind un verzähl mr... ich bi
                        wunderfitzig, was das eigentlig fir e
                        G'schichte-n-isch!... vor allem sag mr... hat Di Nieme
                        g'sàh do ane ku!...

        
",0,lustig-im-julie-si-gheimniss,104,11,0.1057692307692307,,,,,,,,,,,
comedy,EMMA,F,,,,"
          
Emma.

          
Kei Mensch?... worum hasch Dü-n-eso Angst?

        
",0,lustig-im-julie-si-gheimniss,9,1,0.1111111111111111,,,,,,,,,,,
comedy,JULIE,F,,,,"
          
Julie.

          
D'Lit hàn gar böse Miler!... wenn ebber g'sàh hätt e
                        junger Mensch züe mir ku, so kännte se Sache denke...
                        De weisch, z'Milhüse thüet me-n-eim ewe nitt
                        verschone...

        
",0,lustig-im-julie-si-gheimniss,33,3,0.0909090909090909,,,,,,,,,,,
comedy,JULIE,F,,,,"
          
Julie.

          
Die Fraü dunte nimmt ne in Empfang, wenn er akunnt...
                        ich ha mit ere g'redt vorig... un züedem
 De brüchsch ne
                        jo nitt glich... mine Räck gehn Dr jo pràchtig, wie-n-i
                        sieh...

        
",0,lustig-im-julie-si-gheimniss,35,2,0.0571428571428571,,,,,,,,,,,
comedy,EMMA,F,,,,"
          
Emma.

          
Uf jedefall thüesch Dü mr è famoser Dienst leiste, ass
                        De mich züe Dir nimmsch, denn ich hätt sunscht sicher
                        nitt g'wisst wo ane!

        
",1,lustig-im-julie-si-gheimniss,25,2,0.08,0.06853715445594924,0.2775644104264523,0.5334227807913404,0.053069985355555224,0.5447387942741073,0.21424115661618875,0.18163121591363446,0.048271707996447824,0.051890223449074804,0.16815454545454547,0.5389522612428064
comedy,JULIE,F,,,,"
          
Julie.

          
Eh, das isch jo ganz natirlig!... mr sin jo allewil
                        güete Frindine gsi in Strossburg, wo-n-ich noch
                        Ladejumpfre gsi bi, grad newe-n-eürem Hüs... awer sag
                        mr, was kunnt Dir i, im eso ne G'wand furtz'laüfe vo
                        d'heim?

        
",1,lustig-im-julie-si-gheimniss,43,6,0.1395348837209302,0.04044447210257576,0.2669225005581647,0.5207144542889047,0.03964236669082166,0.5557669959900986,0.18726492106591416,0.2203465199666693,0.0355458087598769,0.03673333333333332,0.20212250055816475,0.5663204341479591
comedy,EMMA,F,,,,"
          
Emma.

          
Was witt halt... ich bi kei Fraü wie ne andere... 's
                        mànnlige G'schlecht wàr mir viel besser gange!

        
",1,lustig-im-julie-si-gheimniss,19,1,0.0526315789473684,0.13104447210257575,0.1607225005581647,0.4580214891272056,0.09584236669082166,0.5563198477714456,0.036005334310608976,0.2203465199666693,0.0355458087598769,0.03673333333333332,0.20212250055816475,0.5852074695954265
comedy,JULIE,F,,,,"
          
Julie.

          
Ich glaüb's erst noch... Die Mannerkleider sin Dr gar
                        nitt schlecht ag'stande.

        
",1,lustig-im-julie-si-gheimniss,14,2,0.1428571428571428,0.09059999999999999,0.12806257738421659,0.4448131624416365,0.05620000000000001,0.5624340310799087,0.0593,0.24553323258904855,0.0453,0.0258,0.2737523931538871,0.591225909492689
comedy,EMMA,F,,,,"
          
Emma.

          
Un was mir noch besser geht, das isch d'Freiheit, un in
                        Strossburg ha-n-ich se nitt g'ha... Mi Vater hat mich
                        welle verhirothe mit eme-n-Alte, wider mi Wille,un do
                        ha-n-i mi halt dervo g'macht in Mannerkleider, fir
                        sicherer z'reise un fir ass me mi Spür sott verliere...

        
",1,lustig-im-julie-si-gheimniss,56,10,0.1785714285714285,0.13091999999999998,0.07506257738421658,0.4483811932520091,0.07072,0.5490713378560705,0.08365999999999998,0.2356999455100941,0.0453,0.011859999999999999,0.2652498467486056,0.5743642908310879
comedy,JULIE,F,,,,"
          
Julie.

          
Das isch alles recht, awer was witt jetz mache?

        
",2,lustig-im-julie-si-gheimniss,10,1,0.1,0.13091999999999998,0.07506257738421658,0.44742129930408625,0.07072,0.5361039364565878,0.08365999999999998,0.13879994551009414,0.0453,0.011859999999999999,0.3136498467486056,0.5517525316840419
comedy,EMMA,F,,,,"
          
Emma.

          
Oh, ich ka schaffe!... ich ha lehre nàie un ka ins
                        beste-n-Atelier geh... ich will mich scho dureschla...

        
",2,lustig-im-julie-si-gheimniss,21,1,0.0476190476190476,0.13091999999999998,0.05397341015938519,0.44361105195702144,0.07072,0.555669329088129,0.08365999999999998,0.0662534255434248,0.0453,0.011859999999999999,0.36702734619044086,0.5420617662432071
