,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
0,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
 
(sitzt beim Ofen und strickt)
 

        
",0,weber-am-wihnachtsowe-bym-e-kriejsblinde
1,tale,Charele ,M,,,,"
          
Charele:

          
(sitzt mitten in der Stube und spielt mit einem  Rösslein)

          
Grand’meman, gäll hyt Owe kummt’s?

        
",0,weber-am-wihnachtsowe-bym-e-kriejsblinde
2,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
Wer denn Charele?

        
",1,weber-am-wihnachtsowe-bym-e-kriejsblinde
3,tale,Charele ,M,,,,"
          
Charele:

          
Ei s’Chrischtkindel, Grand’meman! !

        
",1,weber-am-wihnachtsowe-bym-e-kriejsblinde
4,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
Ja min Liewer. Awer der Hanstrapp kummt awer au mit.

        
",2,weber-am-wihnachtsowe-bym-e-kriejsblinde
5,tale,Charele ,M,,,,"
          
Charele:

          
(spielt weiter — — nach einer Weile)

          
Grand’- meman zue uns brüecht jo de Hanstrapp nit zu kumme, ich bin jo immer brav! ! Grand’mère: Ich weiss nit, ich weiss nit? Am End kummt de Hanstrapp doch zue uns! Zeij lüej mich emol aan, Charele. Bisch düe immer brav g'sinn? ?

        
",2,weber-am-wihnachtsowe-bym-e-kriejsblinde
6,tale,Charele ,M,,,,"
          
Charele:

          
Ja, ja Grand'meman ich immer, awer s’Jeanne als nit.

        
",3,weber-am-wihnachtsowe-bym-e-kriejsblinde
7,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
(lacht)
 Ah düe immer, awer s’Jeanne als nit?

        
",3,weber-am-wihnachtsowe-bym-e-kriejsblinde
8,tale,Charele ,M,,,,"
          
Charele:

          
Ja, ja Grand’meman. 
(spielt weiter)

        
",4,weber-am-wihnachtsowe-bym-e-kriejsblinde
9,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
Ich glaub, düe bisch als au bœss g’sin.

        
",4,weber-am-wihnachtsowe-bym-e-kriejsblinde
10,tale,Charele ,M,,,,"
          
Charele:

          
Ein Mol, e kleins bissele. Awer düe müesch dess nit im Hanstrapp saawe. Grand’mère: Ja der weiss alles, dem brüecht m'r nix ze saawe.

        
",5,weber-am-wihnachtsowe-bym-e-kriejsblinde
11,tale,Charele ,M,,,,"
          
Charele:

          
Ich schliess einfach Tüer zu, wenns Chrischtkindel hinne isch, no kummt er nit erin. Grand’mère : Ja no kummt er züem Fenschter erin.

        
",5,weber-am-wihnachtsowe-bym-e-kriejsblinde
12,tale,Charele ,M,,,,"
          
Charele:

          
No versteckel ich mich; un ich kann jo bete, un de Babe hilft mir, un ich will jo nix vum Hanstrapp! ! !

        
",6,weber-am-wihnachtsowe-bym-e-kriejsblinde
13,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
Wie düe jetzt awer uff einmol e grosses Mül hesch? Ich will numme sähn was düe machsch, wenn de Hanstrapp kummt? ? ? 6

        
",6,weber-am-wihnachtsowe-bym-e-kriejsblinde
14,tale,Charele ,M,,,,"
          
Charele:

          
(spielt weiter — — nach einer Weile)

          
Grand’- meman, kummt s’Chrischtkindel bal? Es isch jo schun ganz finschter drüsse.

        
",7,weber-am-wihnachtsowe-bym-e-kriejsblinde
15,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
Es kummt, wie de Babe un s’Jeanne d’heime sin.

        
",7,weber-am-wihnachtsowe-bym-e-kriejsblinde
16,tale,Charele ,M,,,,"
          
Charele:

          
(nach einer Weile)

          
Kummt de Babe uns Jeanne bal, Grand’meman? ?

        
",8,weber-am-wihnachtsowe-bym-e-kriejsblinde
17,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
Ich weiss nit, awer ich denk sie wäre bal kumme.

        
",8,weber-am-wihnachtsowe-bym-e-kriejsblinde
18,tale,Charele ,M,,,,"
          
Charele:

          
(steht auf und geht zu Grand'mère)

          
Weisch was Grand’meman, wenn de Hanstrapp do erin-kumme will, no saasch düe züem, es sin kein Kinder do.

        
",9,weber-am-wihnachtsowe-bym-e-kriejsblinde
19,tale,d'Grand-mère oder Grand-père,B,,,,"
          
Grand'mère:

          
(lacht)

          
Werum nit gar! M’r derf doch nit lüeje! Un de Hanstrapp weiss doch wo alli Kinder wohne.

        
",9,weber-am-wihnachtsowe-bym-e-kriejsblinde
