Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,short_name,numTokens,numLexTokens,avgLexVal,lexRatio
0,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer

          
(nachdem der Gesang vorüber ist, klappt er sein Buch zu und setzt die Brille ab; die Glocke der
          Kirche schlägt dreimal mit je drei Schlägen an; er wischt sich die Augen):

          
Jetz litte sie de Säje.

        
",greber-d-jumpfer-prinzesse,39,1,0.0,0.02564102564102564
1,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Wirkli schlaat d'Bettglock dreijmol an.

        
",greber-d-jumpfer-prinzesse,8,1,0.0,0.125
2,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer :

          
Un schön gsunge han sie widder — schön gsunge. Ja ja — — schön gsunge.

        
",greber-d-jumpfer-prinzesse,16,5,0.0053999999999999404,0.3125
4,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
E großer Fierdaa. — Weisch: ""aufgefahren gen Himmel, sitzet zur rechten Hand Gottes des allmächtigen
          Vaters, von dannen er kommen wird zu richten — — zu richten die Lawendigen und die Toten"".

        
",greber-d-jumpfer-prinzesse,33,6,0.0,0.18181818181818182
5,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer :

          
Un d'r hochwürdig Herr Bischof isch drüwwe un dhuet in de-n-Erschkommnikante d' Firmung genn.

        
",greber-d-jumpfer-prinzesse,18,2,0.0,0.1111111111111111
6,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Daß ich so ebbs verfehle mueß. Dis ich m'r zue arrig . . . zue arrig isch m'r dis.

        
",greber-d-jumpfer-prinzesse,17,1,0.379,0.058823529411764705
7,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Jetz schelt doch nit. Dank dim Herrgott, daß de's üwerstande hesch, dini Krankheit. In e paar Daa
          kannsch au widder in d'Kirich gehn.

        
",greber-d-jumpfer-prinzesse,27,3,0.2426229108961001,0.1111111111111111
8,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Wölle's hoffe, wölle's hoffe — — 
          
(herausplatzend)
 hoffe wölle m'r's. — — Ja, so e Verkältung, dismol het's mich nit üwel
          gepackt, — Halwer im Grab bin ich gstande, mit eim Fueß.

        
",greber-d-jumpfer-prinzesse,39,5,0.12817259236583473,0.1282051282051282
9,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Jetz bisch awer widder gsund . . . un hesch nit emol in de Spital gebrücht.

        
",greber-d-jumpfer-prinzesse,15,2,0.24199999999999994,0.13333333333333333
12,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Un daß ich mine Salon hab verkaufe müen! — — Schad drum! schad drum! D'r Lade het sine Mann
          versorjt.

        
",greber-d-jumpfer-prinzesse,21,5,0.2304,0.23809523809523808
