,Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
0,0,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Das isch nit schlacht, sing ich do s’schenschta Maialied un mr han doch hit erscht dr 1. Awril. S’isch awer o so a prachtvoll Watterla, do müeß mr jüchzge un singe, eb mr will oder nit; derbi han i alli Ursach luschtig z’si, denn i erwart mini fenf amies zum a Teekranzla. Das git a fideler Mittag. Wu si awer o nur alli stacka 
(sieht auf ihre Uhr)
, es isch jo glich drei un se han mr versproche fir racht friahi z’ku. Wenn nur d’Tante Florentine nit so schlacht glünt war. Das wird noch ebbs absetze. Ja, wenn i mini Frindinna nit schu alli iglada hat vor acht Tag, so war üs dam Teekranzla nit wora. Rißt is net vorgescht Knall un Fall unseri Kecha üs. Das isch d’zweite g’si sitter Neijohr. Hoffentlig git’s bol Ersatz, denn die menus, wu mini chère tante* sitter combiniert het, brrr.

          
",0,weigel-in-dr-awril-gschickt,158,17,0.1075949367088607,,,,,,,,,,,
1,1,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Aha, do kumme se alla mitnander.

          
",1,weigel-in-dr-awril-gschickt,7,2,0.2857142857142857,,,,,,,,,,,
2,2,comedy,Mlle Florentine Blind,F,,,,"
            
Freundinnen:

            
(treten ein)

            
Bonjour Suzanne, salut Suzi, bonjour ma chère etc.

          
",2,weigel-in-dr-awril-gschickt,13,1,0.0769230769230769,,,,,,,,,,,
3,3,comedy,Suzanne,F,,,,"
            
Suzanne:

            
Bonjour Kinder 
(gibt allen die Hand)
, andlig isch nit ewig. Ihr lehn lang uf i warta. 
(Alle setzen sich.)

          
",3,weigel-in-dr-awril-gschickt,24,6,0.25,,,,,,,,,,,
4,4,comedy,Jeanne,F,,,,"
            
Jeanne:

            
Mr han anander rendez-vous gah, fir unser Izug mitnander z’fiera und do hatt’s halt a Will ge- dürt, bis alli présentes g’si sin. S’Juliette isch natier- lig weder s’letschta gsi, wie immer.

          
",4,weigel-in-dr-awril-gschickt,39,4,0.1025641025641025,0.21131757650910163,0.1953098578669434,0.5556617216774873,0.0218049019607843,0.5485100801267624,0.07141847611464454,0.16920088907820838,0.027354019059904623,0.036493782088747685,0.11125030172064002,0.5489922282291835
5,5,comedy,Irène,F,,,,"
            
Irène:

            
As meint, es isch a Todsind, wenn as uf uns warte müeß, ich bin ganz sicher, as kunt o a mol z’spot fir in dr Himmel.

          
",5,weigel-in-dr-awril-gschickt,28,7,0.25,0.20195714285714286,0.18734103636254046,0.5250567844936348,0.024902380952380943,0.5490168076401577,0.07221190476190473,0.17493191162377422,0.032349307812828895,0.0235190476190476,0.12151366773862804,0.5488911207349627
6,6,comedy,Juliette,F,,,,"
            
Juliette:

            
Han nur ke so groß Mül, so g’fahrlig isch’s nit; un iwerhäupt in dr Bibel steht’s jo: die letzten werden die ersten sein. Das isch m i Troscht, hoffentlig geht's mir o so.

          
",6,weigel-in-dr-awril-gschickt,37,3,0.081081081081081,0.24035714285714285,0.12404103636254046,0.5150458922395655,0.024902380952380943,0.5131204260364295,0.10661190476190474,0.13553191162377423,0.06361597447949556,0.03498571428571426,0.17044700107196137,0.52693626205509
7,8,comedy,Lucie,F,,,,"
            
Luzie:

            
Ja, ja, ich han’s o gedankt.

          
",8,weigel-in-dr-awril-gschickt,8,2,0.25,0.11315714285714285,0.12404103636254046,0.4826879423519134,0.024902380952380943,0.49874543422287776,0.10661190476190474,0.2811319116237742,0.06361597447949556,0.03498571428571426,0.17044700107196137,0.6079327578790611
8,9,comedy,Suzanne,F,,,,"
            
Suzanne:

            
O jeh, sinn mr nur still, ich han schu ebbes mitg’macht, mr han schu zwe Tag ke Kecha me.

          
",9,weigel-in-dr-awril-gschickt,20,1,0.05,0.11315714285714285,0.0519934215803588,0.4366579313293597,0.02073571428571428,0.4617222674626869,0.08627857142857141,0.31458454882761366,0.04018264114616224,0.02015238095238094,0.12143143280942184,0.5957813279960761
9,10,comedy,Jeanne,F,,,,"
            
Jeanne:

            
Ja, kat denn eira femme de chambre nit üshalfa?

          
",10,weigel-in-dr-awril-gschickt,10,1,0.1,0.062457142857142836,0.031293421580358805,0.46747183073763593,0.006685714285714279,0.43922929835793934,0.055828571428571415,0.4404845488276137,0.04018264114616223,0.02015238095238094,0.09693333333333332,0.6389501970825671
