"Unnamed..0","drama_type","speaker","sex","job","job_category","social_class","text","progress","short_name","numTokens","numLexTokens","lexRatio","anger","anticipation","arousal","disgust","dominance","fear","joy","sadness","surprise","trust","valence"
0,"comedy","Hans","M",NA,NA,NA,"
          
Hans :

          
Wenn ich numme ellaan uff d'r Welt wär. Ach, jetzt brüehlt d'Kueh aunoch !

        
",0,"bastian-dr-hans-im-schnokeloch",15,1,0.0666666666666667,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
1,"comedy","Casper","M",NA,NA,NA,"
          
Casper :

          
Maischter ! 
          
(grüsst und bleibt an der Türe.)

        
",0,"bastian-dr-hans-im-schnokeloch",10,1,0.1,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
2,"comedy","Hans","M",NA,NA,NA,"
          
Hans :

          
(kleine Pause)

          
Wass gitt's Casper ? 
          
(Die Kuh brüllt.)

        
",0,"bastian-dr-hans-im-schnokeloch",14,2,0.142857142857143,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
3,"comedy","Casper","M",NA,NA,NA,"
          
Casper:

          
(nach aussen mit dem Daumen über die Schulter deutend)

          
Sie blongt nooch-em Maischter.

        
",0,"bastian-dr-hans-im-schnokeloch",16,1,0.0625,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
4,"comedy","Hans","M",NA,NA,NA,"
          
Hans :

          
Ich hab se schun vielmol brüehle höre müehn, un kann's-ere leider nit verbiete.

        
",0,"bastian-dr-hans-im-schnokeloch",16,3,0.1875,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
5,"comedy","Casper","M",NA,NA,NA,"
          
Casper:

          
(grüsst und zieht die Schultern hoch)

          
Wind sin's

        
",0,"bastian-dr-hans-im-schnokeloch",12,1,0.0833333333333333,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
6,"comedy","Hans","M",NA,NA,NA,"
          
Hans :

          
(wirft die Münzen in den Kasten)

          
Als nyn mit dem Dreck, de langsch nit fir diss, was ich dich will. Bisch biem Hisperle gsin ?

        
",0,"bastian-dr-hans-im-schnokeloch",27,2,0.0740740740740741,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
10,"comedy","Hans","M",NA,NA,NA,"
          
Hans:

          
(ein Sonnenstrahl blendet durch das geöffnete Fenster rechts)

          
Ach, jetzt schient d'Sunn au noch 
          
(wirft den Geldbeutel in den Kasten und klappt diesen heftig zu, bemerkt Caspar)
 Bisch de
          als noch do ?

        
",0,"bastian-dr-hans-im-schnokeloch",38,2,0.0526315789473684,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
12,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes:

          
Bswbswbsw ! 
          
(die Katze lockend)
 Hansel, min süesser, was hesch de denn ? — Bswbswbsw 
          
(geht suchend zur Mitteltüre)
 Minettele ?

        
",1,"bastian-dr-hans-im-schnokeloch",23,1,0.0434782608695652,1,0.403457886079203,0.150756031025889,0.513253531440376,-0.408815800981032,1,-1,0.859019623271161,0.798919302922657,-1,-1
14,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes:

          
Awer Hans, hett mer dich denn nit serviert ? Ei, ei, so isch's mit d'r Dante Lehn, sie denkt au
          gar nit an dich, awer gar nit. Kumm min Hansel, ess, trink, verhungersch jo noch. Dü hesch anfanges e
          Uessehns, dass 
          
de ball nim drynsiehsch, so bleich bisch de 
          
(zieht eine Spitzenarbeit aus der Tasche und häckelt ; setzt sich neben ihn).

        
",1,"bastian-dr-hans-im-schnokeloch",64,2,0.03125,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
15,"comedy","Hans","M",NA,NA,NA,"
          
Hans:

          
In dem Rattenest kreijt mer noch d'Gälsucht. E nejer Hoft muess mer her — awer d'Füchs, d'Füchs
          wölle nit lange.

        
",1,"bastian-dr-hans-im-schnokeloch",24,2,0.0833333333333333,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
16,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes:

          
Jo, jo, ess, ich hab nix d'rgeje min Hansel. D'r Babbe Gerôme hawi breweniert, jo.

        
",1,"bastian-dr-hans-im-schnokeloch",17,1,0.0588235294117647,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
17,"comedy","Hans","M",NA,NA,NA,"
          
Hans :

          
Wass, bin ich denn krank ?

        
",1,"bastian-dr-hans-im-schnokeloch",6,1,0.166666666666667,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
18,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes:

          
Er kummt doch zue d'r kranke Kueh, no geht's im aim Gschirr. Bswbswbsw !

        
",1,"bastian-dr-hans-im-schnokeloch",15,1,0.0666666666666667,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
19,"comedy","Hans","M",NA,NA,NA,"
          
Hans :

          
(gegen das Fenster gehend)

          
Könnt jetzt nit d'r Mond schiene, amplatz d'Sunn, die heiss. 
          
(Man hört die Kuh draussen brüllen.)

        
",1,"bastian-dr-hans-im-schnokeloch",26,6,0.230769230769231,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
22,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes :

          
Ze kumm doch, sej lieb.

        
",1,"bastian-dr-hans-im-schnokeloch",6,2,0.333333333333333,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
24,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes :

          
Horch Hansel, werum bisch de denn eso müderie ? Gell es fehlt d'r ebbs ?

        
",2,"bastian-dr-hans-im-schnokeloch",14,2,0.142857142857143,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
25,"comedy","Hans","M",NA,NA,NA,"
          
Hans:

          
Mini Ruehj will ich hann 
          
(geht vom Fenster zurück).

        
",2,"bastian-dr-hans-im-schnokeloch",12,1,0.0833333333333333,0.950091719937619,0.392778458514485,0.151878579293776,0.463834027511969,-0.361832049365121,0.943132079021857,-0.94317311552208,0.812623826968133,0.760225445079679,-0.976128256936164,-0.943010714078427
26,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes :

          
Saa mir's, saa's in dim Dantel — dü waisch ich helf d'r. — Ich — ich maan, waisch was ich maan ? Zaj
          sej emol offeherzi. Gell dü hesch Jemes im Sinn ?

        
",2,"bastian-dr-hans-im-schnokeloch",35,2,0.0571428571428571,0.85301378773705,0.371333227754227,0.153823508811076,0.368266650145794,-0.27106497090425,0.832926682529591,-0.832989415719953,0.722583784730114,0.6850103054705,-0.929911905763656,-0.832488802727244
27,"comedy","Hans","M",NA,NA,NA,"
          
Hans:

          
Dante Angenes, Si waiss, dass mer d'wunderfitzige Wiebslitt Gift und Gall sin.

        
",2,"bastian-dr-hans-im-schnokeloch",14,2,0.142857142857143,0.85301378773705,0.371333227754227,0.153823508811076,0.368266650145794,-0.27106497090425,0.832926682529591,-0.832989415719953,0.722583784730114,0.6850103054705,-0.929911905763656,-0.832488802727244
28,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes :

          
Jo denn ! Awer Hansel, ich maan d'Sybille — könnt d'r gfalle.

        
",2,"bastian-dr-hans-im-schnokeloch",13,1,0.0769230769230769,0.85301378773705,0.371333227754227,0.153823508811076,0.368266650145794,-0.27106497090425,0.832926682529591,-0.832989415719953,0.722583784730114,0.6850103054705,-0.929911905763656,-0.832488802727244
29,"comedy","Hans","M",NA,NA,NA,"
          
Hans :

          
Dante ! — Noch eso Wort und ich bin im Stand un nemm mer —

        
",2,"bastian-dr-hans-im-schnokeloch",15,1,0.0666666666666667,0.85301378773705,0.371333227754227,0.153823508811076,0.368266650145794,-0.27106497090425,0.832926682529591,-0.832989415719953,0.722583784730114,0.6850103054705,-0.929911905763656,-0.832488802727244
30,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes:

          
's Lewe ?

        
",2,"bastian-dr-hans-im-schnokeloch",3,1,0.333333333333333,0.85301378773705,0.371333227754227,0.153823508811076,0.368266650145794,-0.27106497090425,0.832926682529591,-0.832989415719953,0.722583784730114,0.6850103054705,-0.929911905763656,-0.832488802727244
32,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes :

          
Gott sej Dank. Awer Goldhansel, sej doch nit so obsenat, emol — emol muess-es jo doch sin.

        
",2,"bastian-dr-hans-im-schnokeloch",18,2,0.111111111111111,0.85301378773705,0.371333227754227,0.153823508811076,0.368266650145794,-0.27106497090425,0.832926682529591,-0.832989415719953,0.722583784730114,0.6850103054705,-0.929911905763656,-0.832488802727244
33,"comedy","Hans","M",NA,NA,NA,"
          
Hans :

          
Herrgott im Himmel, wenn's numme ken Wiebslitt gäbt un alti Dante.

        
",2,"bastian-dr-hans-im-schnokeloch",13,1,0.0769230769230769,0.85301378773705,0.371333227754227,0.153823508811076,0.368266650145794,-0.27106497090425,0.832926682529591,-0.832989415719953,0.722583784730114,0.6850103054705,-0.929911905763656,-0.832488802727244
34,"comedy","Angenes","F",NA,NA,NA,"
          
Angenes :

          
Jo denn ! Awer ich maan s'wär besser avec une petite femme, dü wärsch e Mann — e Mann !

        
",2,"bastian-dr-hans-im-schnokeloch",20,2,0.1,0.85301378773705,0.371333227754227,0.153823508811076,0.368266650145794,-0.27106497090425,0.832926682529591,-0.832989415719953,0.722583784730114,0.6850103054705,-0.929911905763656,-0.832488802727244
