,Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
0,0,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Aha, d’r Tisch isch gedeckt, d’r Kinj wurd ball kumme. Jaja, d’r Kinj het nur Fraid am Esse. O
            Misär. 
            
(Geht bis zue de Staffle, kehrt um.)
 Hab ’s ganz Land durchgereist, un viel erlebt.
            Prinze solle hitt kumme, wo — ah, do isch jo schun aaner 
            
(betracht ’ne)
. Dich sott ich kenne. Dü bisch schun emol im Schloss gsin, un hesch um
            d’Hand vun d’r Prinzess Yoyote ang’halte.

          
",0,bastian-hofnarr-heidideldum,75,6,0.08,,,,,,,,,,,
1,2,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Dü schiensch vergesse ze han, dass d’Prinzess nix vum Hirote wisse will, am wenigschte vun dir, ja
            vun dir.

          
",0,bastian-hofnarr-heidideldum,21,3,0.1428571428571428,,,,,,,,,,,
2,4,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Haha, dummer Prinz, die füehrt alli an d’r Nas erum. 
            
(Drähjt sich erum):
 Düürsch mich. Awer Geduld hesch, meh wie zeh Essel.

          
",0,bastian-hofnarr-heidideldum,25,1,0.04,,,,,,,,,,,
3,5,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Mini Lieb zue d’r Prinzess isch stäriker als Himmel un Erd draaue könne.

          
",0,bastian-hofnarr-heidideldum,14,3,0.2142857142857142,,,,,,,,,,,
4,6,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Ich will dir verrote, dass aaner vun de richschte Maharadscha üss Indie sich präsentiere wurd, ja
            sogar e Kinj.

          
",0,bastian-hofnarr-heidideldum,20,2,0.1,0.07038768664007122,0.15081132283433166,0.5133121575751739,0.05,0.4725263885722636,0.06152413896784006,0.42323536873165574,0.03533333333333332,0.02136666666666666,0.1406113228343317,0.5572282684590606
5,8,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Ja, d’r Kinj Niesatt üss-em Schlaraffeland. 
            
(Drähjt sich erum.)

          
",1,bastian-hofnarr-heidideldum,12,1,0.0833333333333333,0.07038768664007122,0.08491132283433167,0.5480975172757646,0.05,0.44584126174779903,0.06152413896784006,0.5160206909909595,0.03533333333333332,0.0,0.11977798950099836,0.5753288901346124
6,9,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
(wurd hitzig)

            
Ich wurr sie alli üssteche, ich wurr sie mit mim Däje, ha! min Bluet kocht.

          
",1,bastian-hofnarr-heidideldum,20,2,0.1,0.1383624926037472,0.04273333333333332,0.5842684335396402,0.11858866546158957,0.4524994500935752,0.11729742492534512,0.48353061393109875,0.07398158048357356,0.0,0.075,0.5228931205187599
7,10,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Halt, Prinz, nit so wief. Loss dir saaue, dass d’Prinzess noch mit de Bubbe spielt, e üssgelosses
            Ding isch, kurzum e Spielkatz.

          
",1,bastian-hofnarr-heidideldum,24,2,0.0833333333333333,0.21807705378555786,0.11303333333333332,0.5938348459550152,0.17986955538126817,0.4791036678343731,0.17351811813092755,0.3803306139310987,0.13018772800022924,0.032816382286443416,0.09530000000000001,0.5316963855202103
8,11,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Minischter Güggumseck, dü reddsch nit schön. Awer ich will ihr Herz gewinne, un wenn’s min Läwe
            koschte dät.

          
",1,bastian-hofnarr-heidideldum,20,4,0.2,0.21807705378555786,0.15389999999999998,0.602441670690667,0.17986955538126817,0.48002803928132887,0.17351811813092755,0.3935126994507553,0.13063772800022921,0.041816382286443424,0.10389999999999999,0.5335982069975547
9,12,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Haha, dummer Prinz, geh in din Land zeruck, tröscht dich mit e’re andere Prinzess!

          
",1,bastian-hofnarr-heidideldum,15,3,0.2,0.14768936714548664,0.15389999999999998,0.5391050898783685,0.12986955538126815,0.4632535267463312,0.1297273124964208,0.37635820639719936,0.13063772800022921,0.041816382286443424,0.15283333333333332,0.5331515344741045
10,13,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Isch diss diner ganz Troscht?

          
",1,bastian-hofnarr-heidideldum,6,2,0.3333333333333333,0.14768936714548664,0.15389999999999998,0.4762064346800344,0.12986955538126815,0.4861748897574342,0.1297273124964208,0.27015820639719934,0.13063772800022921,0.041816382286443424,0.22623333333333334,0.5340274144067354
11,14,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Loss mich in Ruehj, dü bisch e Narr.

          
",1,bastian-hofnarr-heidideldum,9,3,0.3333333333333333,0.14875023594039535,0.20076666666666668,0.42464757095211014,0.12300148319946431,0.4562947186486566,0.13472285074934645,0.2465582063971994,0.11866024586109278,0.0636939704774057,0.23976666666666663,0.548026265017933
12,15,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Minischter Güggumseck, ich bitt dich, gib mir e Rot.

          
",1,bastian-hofnarr-heidideldum,10,2,0.2,0.0690356747585847,0.16326666666666664,0.4348547743590442,0.06172059327978572,0.49130240203065856,0.078502157543764,0.24655820639719933,0.11085409834443709,0.030877588190962278,0.2816369737934102,0.5909250413130804
13,16,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Wurr Hofnarr wäje mir, denn dir basst wahrhaftig e Narrekabb.

          
",2,bastian-hofnarr-heidideldum,11,2,0.1818181818181818,0.1251356747585847,0.07966666666666665,0.4001287657730351,0.06172059327978572,0.4850031648555346,0.078502157543764,0.15724550694644407,0.11040409834443712,0.02187758819096228,0.27693697379341015,0.570439732023907
14,17,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
Hofnarr! Hofnarr! Diss isch e Idee, no bin ich allewiel um min lieb Prinzessel erum. 
            
(Gibt im Güggumseck d’Hand.)
 Merci, vielmols merci! Awer dü verrotsch mich nit,
            gell?

          
",2,bastian-hofnarr-heidideldum,32,2,0.0625,0.1251356747585847,0.14376666666666665,0.4375191774442625,0.06172059327978572,0.5345534504043945,0.078502157543764,0.18749999999999994,0.11040409834443712,0.02187758819096228,0.2897036404600769,0.6215323316678465
15,18,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Prinz Aristide vun Sabatine, dü hesch min Wort.

          
",2,bastian-hofnarr-heidideldum,9,1,0.1111111111111111,0.1251356747585847,0.24216666666666664,0.4963757825302487,0.06172059327978572,0.5292070792068431,0.078502157543764,0.14809999999999995,0.11040409834443712,0.02187758819096228,0.21630364046007688,0.5518599559112445
16,19,tale,Prinz Aristide vun Sabatine (Hofnarr Heidideldum),MALE,,,,"
            
Aristide:

            
(umarmt ’ne, Luftsprung, schnell d’Staffle nab)

            
Heidideldum, summ-summ!

          
",2,bastian-hofnarr-heidideldum,12,1,0.0833333333333333,0.056100000000000004,0.19529999999999997,0.5507583423787643,0.0,0.5991767013887838,1.1102230246251566e-17,0.11869999999999996,0.0484,0.0938,0.20277030712674354,0.6102690652279728
17,20,tale,Minischter Güggumseck,MALE,,,,"
            
Güggumseck:

            
Armer Narr, armer Prinze-Narr, Narre-Prinz!

          
",2,bastian-hofnarr-heidideldum,6,3,0.5,0.10219263397071092,0.16249999999999995,0.5464726010241463,0.03959999999999998,0.5431546400412997,0.04102169540670903,0.11869999999999996,0.09946666666666666,0.0938,0.1406,0.5609734511561311
