drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,Colette,F,lady’s_maid,elementary_professions,lower_class,"
            
Colette:

            
Was beliebt, — ah Sapristi, d'r Alphonsel isch's ! Wart Knedes, ich will dr d'Lytt so verschrecke
            !

          
",1,horsch-d-madam-fahrt-velo,25,3,0.12,,,,,,,,,,,
comedy,Colette,F,lady’s_maid,elementary_professions,lower_class,"
            
Colette :

            
Dü kleiner Saperlot ! — Hesch de schun widder eins?

          
",1,horsch-d-madam-fahrt-velo,13,1,0.0769230769230769,,,,,,,,,,,
comedy,Alphonsel,M,,,,"
            
Alphonsel:

            
Ja, do isch's.

          
",1,horsch-d-madam-fahrt-velo,8,1,0.125,,,,,,,,,,,
comedy,Alphonsel,M,,,,"
            
Alphonsel:

            
Ich, ich kenn' ne guet.

          
",1,horsch-d-madam-fahrt-velo,9,1,0.1111111111111111,,,,,,,,,,,
comedy,Colette,F,lady’s_maid,elementary_professions,lower_class,"
            
Colette:

            
So — dü kennsch ne guet?

          
",1,horsch-d-madam-fahrt-velo,9,1,0.1111111111111111,0.0,2.649398965917867,1.7232954493042076,0.0,1.8744741207302893,0.5265721407639222,0.0283655694222253,0.0,0.5527140200926276,1.7813823485417792,1.9099824696293797
comedy,Alphonsel,M,,,,"
            
Alphonsel:

            
Heijo, bring ich nit allewyl sinni Briefle do here? — un d'rno hawi ne schun oft uff d'r Rennbahn
            fahre sehn.

          
",1,horsch-d-madam-fahrt-velo,27,3,0.1111111111111111,0.0,0.009686138367263,1.7975244617157482,0.0,2.658377351506823,0.0,2.2190263206745025,0.0,0.0,0.0,2.9007100043889067
comedy,Colette,F,lady’s_maid,elementary_professions,lower_class,"
            
Colette:

            
Jo, dü hesch erecht, hein, der kann's ? E épatanter Typ. De Kilometer macht 'r in ere Minüt un 53
            3/4 Sekunde, départ lancé.

          
",2,horsch-d-madam-fahrt-velo,33,1,0.0303030303030303,0.0,0.009686138367263,1.8209652252112352,0.0,2.693571934122079,0.0,2.2190263206745025,0.0,0.0,0.0251054488569278,2.926564013775519
comedy,Alphonsel,M,,,,"
            
Alphonsel:

            
Ja, ich weiß, diß letscht hett 'r sogar emol e Weltrecord um e Viertelsekund verbessert. Isch's
            nit so, Mamsell Colette ?

          
",2,horsch-d-madam-fahrt-velo,28,1,0.0357142857142857,0.0,0.009686138367263,1.8209652252112352,0.0,2.693571934122079,0.0,2.2190263206745025,0.0,0.0,0.0251054488569278,2.926564013775519
comedy,Colette,F,lady’s_maid,elementary_professions,lower_class,"
            
Colette:

            
Doch, dü kleiner Hosselottl. Fahrsch dü au schun Velo, daß de dich so interessirsch?

          
",2,horsch-d-madam-fahrt-velo,20,1,0.05,0.0,0.009686138367263,1.8209652252112352,0.0,2.693571934122079,0.0,2.2190263206745025,0.0,0.0,0.0251054488569278,2.926564013775519
comedy,Alphonsel,M,,,,"
            
Alphonsel:

            
A noch, wisse Sie, ich helf als im Herr Blotzmeier driwwe d'Velo uffbumbe un schmiere, un do lehnt
            'r m'r als eine vun sinne alte Kärich. Sie sotte emol sehn, wie ich schun loszeij.

          
",3,horsch-d-madam-fahrt-velo,43,5,0.1162790697674418,0.1083744604668307,0.0154978213876208,2.4072465865790686,0.2680841916811075,3.5943892195033804,0.2010631437608306,2.2190263206745025,0.0,0.0,0.0251054488569278,3.759420964119415
