drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,EMIL,M,,,,"
          
Emil

          
(kunnt hinte-n-ine mit Mannerkleider uf em Arm,
                        wo-n-er uf e Stüehl legt)
                    

          
's schlofe noch alle z'sàmme-n-im Hüs... 's hat mi nieme
                        g'sàh do ane ku... 
(er klopft an d'Thüre rechts)

                        Oscar!... he, Oscar!... schlofsch noch?... ich bi's...
                        mach uf... ich bi allei!...
                    

        
",0,lustig-d-gsellschaftere,71,7,0.0985915492957746,,,,,,,,,,,
comedy,OSCAR,M,,,,"
          
Oscar

          
(kunnt ine als Jumpfre-n-aglegt)

          
Do bin i... 's isch güet, ass es emol Tag isch!... ich
                        ha nitt känne schlofe ich bi nur im Fauteuil dert
                        e wenig idirmelt gsi...
                    

        
",0,lustig-d-gsellschaftere,39,1,0.0256410256410256,,,,,,,,,,,
comedy,EMIL,M,,,,"
          
Emil.

          
Dü machsch mr jetz emol schöne Sache... wie ka me nur
                        wege me-n-eifàltige Ball sich eso üssetze!
                    

        
",0,lustig-d-gsellschaftere,23,1,0.0434782608695652,,,,,,,,,,,
comedy,OSCAR,M,,,,"
          
Oscar.

          
Dü bisch halt noch allewil dr gliche wie frieiher als im
                        Lycée z'Befert... Dü traüsch Dich nitt z'mücke
                        hasch allewil Angst, bisch schich un ärger as e
                        Jumpfre, un sogar e wenig frumm... isch's nitt eso?...
                    

        
",1,lustig-d-gsellschaftere,47,6,0.1276595744680851,,,,,,,,,,,
comedy,EMIL,M,,,,"
          
Emil.

          
Un Dü bisch allewil...

          

        
",1,lustig-d-gsellschaftere,7,1,0.1428571428571428,0.01366302897788366,0.08088072872772026,1.0546262410466123,0.09036776747916339,1.002292793318044,0.13813645137185113,0.0,0.28570933973097107,0.0,0.8858409741841878,1.0237539311484674
comedy,OSCAR,M,,,,"
          
Oscar.

          
Ich bi halt allewil o noch dr gliche und wird o nie
                        changiere.
                    

          

            
G'sang

            
(Follichon)

            
Fir was denn uf dr Erde do

            
Ne trürig Lewe fiehre;

            
So lang as 's End nitt kunnt dervo,

            
So will ich profetiere ...

          

        
",1,lustig-d-gsellschaftere,46,10,0.217391304347826,0.027258614500092822,0.1314600207371582,1.2237520436764322,0.05313914723667305,1.2154279668667016,0.20274725123915688,0.04527953257102276,0.16864470448599958,0.0,1.0538442175170655,1.231635978447801
comedy,EMIL,M,,,,"
          
Emil.

          

            
Un doch isch eitel nur

            
's Vergniege-n-uf dr Welt!

          

        
",2,lustig-d-gsellschaftere,14,1,0.0714285714285714,0.027258614500092822,0.1314600207371582,1.2237520436764322,0.05313914723667305,1.2154279668667016,0.20274725123915688,0.04527953257102276,0.16864470448599958,0.0,1.0538442175170655,1.231635978447801
comedy,OSCAR,M,,,,"
          
Oscar.

          

            
Ich ha mi Freid derdur

            
Wil's 's Lewe mir erhellt!

          

        
",2,lustig-d-gsellschaftere,14,3,0.2142857142857142,0.027258614500092822,0.464925723692786,1.5566493735133804,0.05313914723667305,1.667806451429367,0.20274725123915688,0.19621130780776533,0.16864470448599958,0.0,1.2367049984622498,1.7339772898846018
comedy,OSCAR,M,,,,"
          
(Mitnander)

          

            
Nur emol isch d'Jugend z' g'niesse,

            
Wer se losst veriwer geh,

            
Thüet's als bol nochher verdriesse,

            
Wenn vom Alter kämme d'Weh!

          

        
",2,lustig-d-gsellschaftere,31,4,0.1290322580645161,0.15617546506644764,0.3840449949650657,1.2712495634895613,0.10916788622427495,1.4052727364206743,0.22385806382011522,0.2005999665504498,0.23734937013980123,0.0,1.036565129185885,1.5243799298150253
comedy,EMIL,M,,,,"
          
(Mitnander)

          

            
Nur emol isch d'Jugend z' g'niesse,

            
Wer se losst veriwer geh,

            
Thüet's als bol nochher verdriesse,

            
Wenn vom Alter kämme d'Weh!

          

        
",3,lustig-d-gsellschaftere,31,4,0.1290322580645161,0.28509231563280246,0.3840449949650657,1.1025616044010484,0.2183357724485499,1.1375046422399637,0.3601664809568449,0.2049886252931342,0.41871726656282837,0.0,0.6592570650726828,1.1915816170893199
