drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,WALTHER,M,,,,"Enfin, decidier Di... entweder hasch ne gern oder hasch ne nitt gern... wenn De ne gern hasch, so hiroth ne; mir wàr's recht... hasch ne-n-awer nitt gern, so will ich Di wege dem doch nitt zwinge derzüe!",0,lustig-dr-fechtmeister
comedy,KÀTELE,F,,,,"Ich ha-n-en glaüb nitt ungern... awer eso ne Chineser hirothe, Vater...",1,lustig-dr-fechtmeister
comedy,WALTHER,M,,,,'s isch jo kei Chineser... Dü weisch's wohl!,2,lustig-dr-fechtmeister
comedy,KÀTELE,F,,,,"Sobol ass er eso ne Wàdele am Kopf hat hànke un eso Moustaches as wie schwarze Schnier un wie ne Chineser ag'legt isch, so isch's fir mich e Chineser!|||Das Ding kàm mir chinesisch vor,|||Wenn ich ne thàt hirothe,|||Ich kännt ne doch, isch's jetz nitt wohr?|||Nie packe-n-an de Hoor.|||Was wott ich ihm üsrupfe,|||Wenn's Strit gàb hi uns zwei,|||Ich wàr üsg'setzt allei|||Un er thàt dure schlupfe.|||Fir ass d'Hiroth thüet g'linge,|||Müess z'allererst druf hi|||D' Paricke Fest als si,|||Fir ass me güet ka ringe.",3,lustig-dr-fechtmeister
comedy,KÀTELE,F,,,,Das Ding kàm etc.,4,lustig-dr-fechtmeister
comedy,WALTHER,M,,,,"Das Ding kunnt Dir chinesisch vor|||Un doch sollsch ihn hirothe,|||Er ka nochher, isch's jetz nitt wohr?|||Lo wachse sine Hoor.",5,lustig-dr-fechtmeister
comedy,WALTHER,M,,,,"Wenn ihr hirothe mitnander, so wird er wohrschinlig abfahre mit sim Wàdele un sich wieder kleide wie d'andere Lit!",6,lustig-dr-fechtmeister
comedy,KÀTELE,F,,,,Meinsch?... er isch awer jetz scho vierzeh Tàg do un laüft noch immer als Chineser umme.,7,lustig-dr-fechtmeister
comedy,WALTHER,M,,,,Was witt halt... er isch's g'wöhnt... siter im zehnte Johr isch er jetz in China gsi.,8,lustig-dr-fechtmeister
comedy,KÀTELE,F,,,,"Warum haltsch Dü awer jetz eso an dere Hochzit... zeig, Pape?",9,lustig-dr-fechtmeister
comedy,WALTHER,M,,,,"Los, Kàtele... ich sott Dir's eigentlig nitt sage... awer ich will Dir's jetz avertraüe, fir ass De siehsch, ass es Di Intresse-n-isch, Di Cüsin z'hirothe... awer versprich mir, ass De nieme nit sage witt!",10,lustig-dr-fechtmeister
comedy,KÀTELE,F,,,,"Güet, ich versprich's... was isch denn das fir e G'heimniss?",11,lustig-dr-fechtmeister
comedy,WALTHER,M,,,,"De weisch, ass ich noch e Schwester g'ha ha, wo g'storwe-n-isch grad 's Johr vor ebb mi Brüeder nach China üsg'wandert isch... Di Cüsin, wo Dich jetz hirothe will, isch sàllemol zeh Johr alt gsie und Dü o... jetz sin ihr beide finfezwanzig.",12,lustig-dr-fechtmeister
comedy,KÀTELE,F,,,,Bis dohi sieh-n-i nit b'sunders...,13,lustig-dr-fechtmeister
comedy,WALTHER,M,,,,"Wart nur... 's kunnt!... wo mi Schwester g'storwe-n-isch, so isch se Wittfraü gsi un hat zwanzigtaüsend Franke hinterlo un keine Kinder... un wil se vo jeher e-n-Original gsi isch, so hat se ne Testament g'macht, wo sàit, ass das Geld eüch zwei g'hört, wenn ihr hirothe mitnander...",14,lustig-dr-fechtmeister
comedy,KÀTELE,F,,,,"Jetz wird's scho interessanter, obscho...",15,lustig-dr-fechtmeister
