drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Jean,M,valet,elementary_professions,lower_class,"Do Patron sinn d' Schueh!|||Jetz isch schun nien Ühre un Der steht endli uf — wenn dis dr Diener tät mach no wär's e füler Kaib, awer dr Herr — hahaha. Der soll nächt kenni heime g'schleift hann. D' Stäj isch-r uf Händ un Fües eruf gegrobelt. Er wurd e schöner Katzejammer hann. Jetzt isch-r widder verschläckt un weiss nit wass-r esse un drinke will. Na, do hett-r jo d'Üswahl: Rollmops, Sardinle, Häri, Servilasalädel, Schwitzerkäs — Härz was begährsch, Stäcke wo bisch !",0,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,"Uutsch — ah min-r Kopf, min-r Kopf! Do hinne brummt's grad as wenn lütter Maikafer drinne rum däte surre.",0,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,"Hattsch weniger gedrunke|||Guete Morje, Herr Meyer ! — Do sitze se anne un esse se emol e Mumpfel, no wurd's ne schun besser wäre.",1,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,"Was hesch dänn Guet's?|||Häri — brr — nein — ich kann nix esse.|||Schänk mr emol e Glas Soda in, ich hab e Brand. — E Stüeckel Schwitzerkäs kennt i glauwi esse ohne Brot.|||Ah, diss küehlt ! Win kann i kenner schmecke hitt morje.",1,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,"Jo, sie wäre genuej gebüerscht hann gescht Nacht. Sie sinn gemutzt gsinn — hahaha, e Nuntebuckel !",2,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,Was haw-i denn alles angschtellt in minere Kischt — hä?,2,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,"Ich muess jetz noch lache, wenn i dran dänk, wie se uf Händ un Fües d'Stäj eruf gegrobelt sinn — un e Arweit haw-i ghett mit-ne bis Sie im Bett sinn gläje. Sie hann als mit-mr welle danze un no hann se im Anglais un de Cilinder uf-em Kopf in's Bett welle leje — Sie hann als gsaat: ""Ich hab kalti Fües"" !",3,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,"Ei, ei — uuh min-r Kopf — was der kaiwe Risling nitt alles anstellt — — puh ich schwitz ganz — schenk mr e Soda in! Wenn numme dr Deifel alli Süffereje hole dät...",3,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,Wo Sie nitt d'rbi sinn — gelle Patron !,4,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,"Verschon mich um's Himmelswille mit dine füle Witz hit.|||Ah, wie guet — oh, min-r Kopf ! — Brrr ! Ich muess mich vun jetzt ab meh zeruckhalte im drinke, ich verdraa's nimi... awer was will i als mache wenn i Gschäfte will mache füer d'Assurance. Wenn i emol die Generalagentür in Strossburri hab, un ich hab Üssicht ass-es ball isch, no kann ich meh uf-em Büro bliewe.",4,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,"Derf ich no au mit, Patron, wenn se emol uf Strosburri kumme ?",5,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,Ich well noch sähne. Dü besch e bissel lichtsinni un hesch mr schun e manicher dummer Streich angstellt.,5,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,"E ""bissel"" lichtsinni isch jo nitt viel un ich versprech ne, nie meh e Dummheit ze mache.",6,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,"Na — will de mir diss verspreche duesch, will i dich mitnämme. — Was isch im Briefkäschtel gsinn?",6,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,"D'Zittunge — ah, un e Brief. Der isch schun gescht Owe kumme.",7,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,"Vun Nanci, vun dr General-Direction.|||Mir wurd's schwach ! Ich sell sofort uf General-Direction kumme, wäje persönliche Besprechunge — wohrschin's isch's wäje dere Stell als Generalagent in Strosburri. Ei, ei un noch emol e Ei — mit dem Kopf soll ich uf Nanci — mit dem Katzejammer Isebahn fahre?! Lang mer emol schnell dr Fahrplan|||in minere Mapp. Wenn mejli grej ich dene Schnellzug, wo geje de zehne abfahrt, no wär ich geje de zweje in Nanci.",7,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,"Voila, Patron, dr Fahrplan.",8,clemens-a-latzi-visit
comedy,J. Meyer,M,insurance_inspector,intermediate_professionals,upper_middle_class,"Es danzt mer alles vor de Aue — 9,40 fahrt dr Schnellzugg, do kennt's noch lange, dene kennt i nämme. Wieviel Ühr isch denn?|||Ja do — die steht — do isch halwer drej — die haw ich vergässe ufzezeje.",8,clemens-a-latzi-visit
comedy,Jean,M,valet,elementary_professions,lower_class,Es isch jetzt genau noch e Viertel üewer Nien.,9,clemens-a-latzi-visit
