drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Schakob Schlicher,M,city_councillor,government_executive_officials,lower_middle_class,— — — Mey-Katt — — — heersch dü ebs?,0,riff-dr-hasestrickler
comedy,Mey-Katt,F,,,,Nee — — bis dato noch nit.,0,riff-dr-hasestrickler
comedy,Schakob Schlicher,M,city_councillor,government_executive_officials,lower_middle_class,Kansch de Paragraph Elf?,0,riff-dr-hasestrickler
comedy,Mey-Katt,F,,,,Ja; loß dich nit v'rwitsche. — Ha- hahahahaha!,1,riff-dr-hasestrickler
comedy,Schakob Schlicher,M,city_councillor,government_executive_officials,lower_middle_class,"Zem Dejhanker noch emol ning, laach doch nit eso stiermaaßi",1,riff-dr-hasestrickler
comedy,Mey-Katt,F,,,,Dü hesch e-n Angscht!,1,riff-dr-hasestrickler
comedy,Schakob Schlicher,M,city_councillor,government_executive_officials,lower_middle_class,War het e-n Angscht?!,2,riff-dr-hasestrickler
comedy,Mey-Katt,F,,,,Hahaha!,2,riff-dr-hasestrickler
comedy,Schakob Schlicher,M,city_councillor,government_executive_officials,lower_middle_class,Wenn Alles erüskaamt — — — dies gabt m‘r e scheeni Gschieht — — — e häilichee — m‘r kamte uf Anze! —|||Alli mitnöönd kamte m‘r uf Anze!,2,riff-dr-hasestrickler
comedy,Mey-Katt,F,,,,"Zem Dejhanker noch emol, briell doch nit eso stiermaaßi.",3,riff-dr-hasestrickler
comedy,Schakob Schlicher,M,city_councillor,government_executive_officials,lower_middle_class,"Aha, war het jetzt Angscht?",3,riff-dr-hasestrickler
comedy,Mey-Katt,F,,,,Ich uf kene Fall!,3,riff-dr-hasestrickler
comedy,Schakob Schlicher,M,city_councillor,government_executive_officials,lower_middle_class,"Nee, dü nit, aw‘r din schlaacht Gewisse!",4,riff-dr-hasestrickler
comedy,Mey-Katt,F,,,,"„Gewisse“! — Pah, ‘s „selaacht Gewisse!“ — Min Gewisse wurd eso pro- per sin wie Dins! V'rstange, däuwi Gäusch?!",4,riff-dr-hasestrickler
