drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,"Isch das e trürige-n-Existenz, wenn eim d'Liewe-n-eso unglicklig üsfalle thüet!...|||vor acht Tàg noch bin i g'licklig gsi... 's Finele-n-un ich hàn enander gern g'ha un hàn ghofft, bol mitnander z'hirothe... un mit Freid ha-n-ich süeche mine Seifestange an Mann z'bringe, fir Geld z'verdiene... denn ich bi in dr Seife... un im letschte Moment derno, wo-n-ich um ihre Hand g'frogt ha, so hàn ihre-n-Eltere refüsiert!... un worum?... wil se ne wenig ebbes hàn un hoffe ne bessere Parthie z'finde fir ihre Tochter!...ne bessere Parthie as dr Alexander Kückück, Seifefawrikant?... niemols!... viellicht finde se mehr Geld, 's isch möglig, awer nie mehr Liewe... mr sin schier narràchtig worde, 's Finele-n-un ich, vor Kummer... ich ha mich vergewes g'süecht z'vergesse mit reise.... ich bi uf Paris gange, wo-n-i grad G'schàfte g'ha ha un jetz bin i wieder uf em Heimweg, doch allewil denk i nur an sie... 's isch mr verleide, ich möcht glaüb grad grine...|||Wie isch mi Herz so schwer!|||Wenn ich nur bi ihr' wàr,|||Denn ich denk hait an Sie,|||Wo-n-ich nur bi;|||Kännt ich se b'schaüe noch,|||Wie wàr ich glicklig doch!|||s' g'fallt mir nit anders meh,|||Mächt züe-n-ihr' geh!|||Ich mächt geh grine fast!|||D'Seife-n-isch mir züer Last,|||Grad as wie ihre Schüm|||Dürt 's Glick nur küm;|||Mit alle Farwe drin,|||So schwebt's eim vor em Sinn,|||Doch, will me's hewe g'schwind,|||So nimmt's dr Wind!|||Ich ha mich jetz nur noch ufz'halte do in Zillese, zwe oder drei Tàg, derno gang i halt wieder uf Milhüse z'ruck... denn 's zieht mi wider mi Wille wie ne Magnet dert ane... awer was nutzt's mi, wenn i doch nimmig derf züe-n-ere geh...",0,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Ich müess ku lüege, eb dr Herr z'friede-n-isch mit sim Zimmer un eb er ebbes brücht viellicht?...",0,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,"Ganz z'friede bin i, Madame Suppedunke... ganz z'friede... wo-n-i dà morge vom Isebahn ku bi un g'sàh ha, ass in dem Hüs Chambres garnies z'verlehne|||sin, so ha-n-ich mich nitt lang b'sunne... ich ha glich züe mir selbst g'sàit: Alexander, do kasch dü schön logiere fir e paar Tàg... 's isch rüehig un still... Sie hat do ne schöne Proprietät, Madame Suppedunke...",1,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"He, he... jo, jo... 's isch eso ziemlig ag'nehm do...",1,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,"Das ich ebbes werth, eso ne Hüs mit eme so ne schöne Garte drum... à propos, ich will Se doch glich zahle fir die drei Tàg, wo-n-i do blib... denn ich will décidément nitt länger bliwe-n-as drei Tàg...|||'s isch dr Magnet, wo zieht...|||do isch dr Pris, wo mir üsg'macht hàn mitnander",2,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Eh, pressiert's denn eso mit dem zahle, Herr Kückück... Sie hätte jo noch känne warte... also sin Se z'friede un 's fehlt Ene nit?...",2,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,"Eb mr nit fehlt, meint Se noch!...|||doch, Madame Suppedunke... doch... 's fehlt mr viel, gar viel... awer was ich gern hätt, das ka Sie mir doch nitt verschaffe...",3,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Was miesst denn das si, we me froge derf?",3,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,"Ne Fraü, Madame Suppedunke!... das heisst, die Fraü, wo-n-ich gern hätt.",4,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Ich ha Wunder g'meint was!... lose Se, junger Mensch, wenn Sie noch ledig sin, so bliwe Sie ledig... glaüwe Sie mir, thien Sie sich kei Fraü uf dr Hals lade...",4,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,"Ich thàt mr se nitt uf dr Hals lade, Madame Suppedunke... ich thàt se-n-uf de Hànd trage...",5,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Sie wàre glich mied, Herr Kückück... glaüwe Se mir, 's git nit dümmer's as d'Hiroth!...",5,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,"Meine Se, Madame Suppedunke?|||Fir güete Seife z'siede,|||Sott mir e Fraü scho lang|||D'heim mi Fawrike hiete,|||Wenn ich uf d'Reis als gang,|||Un sott mich als güet empfange,|||Wenn ich vo dr Reis, der lange,|||Freidig wieder z'ruck als kumm;|||Das isch doch glaüb scho nitt dumm.",6,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Er soll nur Seife siede,|||Das bringt em Geid in's Hüs,|||Kei Mensch wird's em verbiete,|||D'Fraü git's scho wieder üs|||Fir Toilette-n-un so Sache,|||Wenn sie nur viel G'staat ka mache,|||Das isch jetz ihr höchste Güet,|||Wenn sie ne Mann hirothe thüet.",6,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,"Awer die, wo-n-ich gern hätt, Madame Suppedunke, die isch nitt eso...",7,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Sa thien Sie halt hirothe, ass d'arme Seel Rüeh hat!...",7,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,Ich watt scho... awer ihre-n-Eltere wànn's nitt ha...,8,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Eh, wenn's nur d'Jumpfere will ha!...",8,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,Das geht nitt...,9,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Worum geht's nitt!... sàhn Se, dr Suppedunke, mi Mann selig, wo g'storwe-n-isch, dà hat mit mir d'gliche G'schichte g'ha... eh bien, er hat mich g'hirothe, züedem ass alle derwider gsi sin... wisse Se... ich bi-n-als ewe gar e schöne Jumpfere gsi...",9,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Herr KÜCKÜCK,M,soapmaker,crafts,,Me wott's nitt meine... 's isch ere wiescht vergange...,10,lustig-d-huslit-vo-dr-frau-suppedunke
comedy,Fraü SUPPEDUNKE,F,,,,"Awer wie g'sàit, ich thàt Ene nitt rothe züem Eh'stand... 's isch selte, wenn Zwei güet mitnander furtkämme... oh! wenn ich dra denk, was mir als g'ha hàn!... wenn ich « hischt » ha welle geh, so isch er « hott » gange... ha-n-ich grine, so hat er g'sunge... nei, nei... nur nitt hirothe... so lang as me Hochziter isch, so sieht me dr Himmel voll Bassgige hànke, später kämme se-n-owe-n-awe... alle Tag fallt eim e-n-Andere-n-uf dr Kopf un 's git als màngmol famose Bile, Herr Kückück... ich garantier Ene derfir!",10,lustig-d-huslit-vo-dr-frau-suppedunke
