,Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
0,0,comedy,Lissel,F,,,,"
            
Lissel:

            
voilà, loon 's Uch gschmecke, Andrees 
            
(nachprüfend).
 Haltela, 's Glaasel isch jo noch nit göönz voll — 
            
(will einschenken.)

          
",0,riff-sainte-barbe,24,3,0.125,,,,,,,,,,,
1,1,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
(wehrt leicht ab)

            
— 's räicht, Lissel, 's räicht! — Wäisch, so genäuej nimmt's Uenseräiner doch juscht nit grood am
            e Feschtdäuej! — 
            
(steht auf und reckt sich rasch in eine strammeHaltung.)
 — Sainte-Barbe, Lissel,
            d'erscht Sainte-Barbe wied'r nooch lange, bange Zytte! — Daß ich dieß noch erlawe hab derfe in mine
            alte Daaj, daß mir ünseri Casque un Kepi wied'r hingeviri höön derfe hole

          
",0,riff-sainte-barbe,72,6,0.0833333333333333,,,,,,,,,,,
2,3,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
Vive la France! — Lissel, ich könnt grood hyle vor lütter Fräid!

          
",0,riff-sainte-barbe,13,3,0.2307692307692307,,,,,,,,,,,
3,4,comedy,Lissel,F,,,,"
            
Lissel:

            
Ich kann's guet v'rstehn, Andrees.

          
",1,riff-sainte-barbe,7,2,0.2857142857142857,,,,,,,,,,,
4,5,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
Nee, Mäide, dies v'rstehsch Dü juschtemand lang nit so wie Uenseräiner. Do mueß m'r anno 71 d'rbie
            sin gewahn un mueß gsahne höön, wie d'Franzose ze Strooßburri nüsgezöije sin — — — 
            
(wischt sich die Augen)
 — — nom de pipe! — — wenn ich droon zeruck denk', wie
            d'Flintekolwe uffem Gelander vun d'r Wyßdurmbruck ze Krütt un Fatze gschläueje un d'Sticker 'noo ins
            Waaser ning gschmisse sin worre, wie m'r Alli. lüt uff ghylt höön vor Harzeläid, Jammer un Elang,
            ghylt wie d'kläine King, d'Burjerslytt un d'Saldote, un wie d'rnoo — — — o pauvre, pauvre Alsace!

          
",1,riff-sainte-barbe,109,8,0.073394495412844,0.00645,0.06016666666666666,0.4952026766885386,0.07482583595456258,0.5099095192947753,0.027358333333333318,0.21755553605993802,0.052000000000000005,0.1366583333333333,0.10875209964347447,0.5548362684605846
5,6,comedy,Lissel,F,,,,"
            
Lissel:

            
Kalmiere-n-Uch, Andrees. D'Franzose sin jo jetz wied'r do.

          
",1,riff-sainte-barbe,12,1,0.0833333333333333,0.00645,0.06016666666666666,0.45784253437391803,0.037,0.5206530597888303,0.027358333333333318,0.1832222027266047,0.052000000000000005,0.17625833333333332,0.10875209964347447,0.5684102126465097
6,7,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
Gott sej Dank, Lissel, Gott sej Dank! 
            
(setzt sich wieder).

          
",1,riff-sainte-barbe,13,5,0.3846153846153846,0.00645,0.08612,0.47523171855932,0.037,0.5446056881555339,0.019245,0.24311071730259587,0.0369,0.17093833333333328,0.06986,0.5960718980229363
7,8,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
(blitzt wieder rasch in die Höhe und salutiert stramm)

            
Guete-n-Owe Harr Brandmäischter!

          
",2,riff-sainte-barbe,17,2,0.1176470588235294,0.00645,0.03872,0.4613133375021114,0.0,0.567216128336413,0.019245,0.25276522295930365,0.0369,0.13810499999999998,0.06986,0.6269453861234284
8,9,comedy,Schorsch Peterhänsel,M,,,,"
            
Schorsch:

            
(jovial)

            
— Guete-n-Owe Andrees. — Au schun do?

          
",2,riff-sainte-barbe,13,3,0.2307692307692307,0.00645,0.03872,0.4613915979246438,0.0,0.5633183593223545,0.019245,0.2844413271176405,0.0369,0.12820499999999996,0.06986,0.6366553796936869
9,10,comedy,Andrees Bottjuckel,M,,,,"
            
Andrees:

            
(salutiert)

            
— Ja, Harr Brandmäischter.

          
",2,riff-sainte-barbe,8,2,0.25,0.0,0.03872,0.4677068394479651,0.0,0.5526622397641365,0.007520000000000001,0.3181413271176404,0.0,0.15047999999999995,0.04936,0.6536188672696094
