drama_type,speaker,sex,job,social_class,text
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph
(sitzt im Lehnstüehl mit eme Federwisch in de
                        Hànd)
                    
's hat's doch noch nie kei Bedienter besser g'ha as
                        ich!... niene thàt ich eso ne Platz finde!... mi Herr
                        isch Astronom, das heisst mit andere Worte, er isch
                        narràchtig... er isch awer güet z'ha... wenn ich ihm
                        nur allewil Recht gib un si Specktifig un si Weltkugle
                        dert abstàib, so geht alles güet
"
unknown,KÀTELE,F,,,"Kàtele
(streckt dr Kopf ine rechts)
Bisch allei, Joseph?
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Jà, liewe Fraü... kumm nur ine.
"
unknown,KÀTELE,F,,,"Kàtele
(kunnt ine)
Isch dr Alt furt?
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Los, Kàtele... sag em doch nitt allewil dr Alt, im Herr
                        Himmel, 's isch doch allewil unser Herr.
                    
"
unknown,KÀTELE,F,,,"Kàtele.
Oh! loss mi geh mit dim Herr... Dü machsch Dich jo als
                        z'erst lustig iwer ne, wenn er Dir vo sine Narrheite
                        verzählt.
                    
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Ich müess awer o ebbes höre allewil... erst gestert hat
                        er mir wieder dr Kopf versàgt... er hat mr verzählt,
                        wie wit as es isch vo do bis in dr Mond un bis in
                        d'Sunne.
                    
"
unknown,KÀTELE,F,,,"Kàtele.
Das glicht em wieder... me ka jo sage so wit as me
                        will... 's geht's Nieme geh messe!
                    
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Bis in dr Mond hat er g'sàit, isch's 95 Taüsend Stund',
                        un 37 Millione Stund' bis in d'Sunne!
                    
"
unknown,KÀTELE,F,,,"Kàtele.
Un e halwe!... un Dü kasch eso Dings b'halte?
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Er hat mr's scho so vielmol g'sàit.
"
unknown,KÀTELE,F,,,"Kàtele.
Er isch doch sunscht nitt eso g'spràchig, dr Herr.
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Jà, sunscht bringt me-n-em kei Wort züem Mül üse... awer
                        wenn er vo dr Astronomie red', so isch's ganz
                        anderscht... me müess em halt die unschuldige Freid
                        lo... hat er nitt sogar in siner Narrheit scho g'sàit,
                        er heb dr Mond un d'Sunne g'woge!
                    
"
unknown,KÀTELE,F,,,"Kàtele
(schlat d'Hànd z'amme)
Ich's möglig, ass dr Mensch eso wit awe ka ku!
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Un wie gross meinsch Dü, ass er isch, dr Mond?
"
unknown,KÀTELE,F,,,"Kàtele.
Dr Mond... wie mi kleine Pfanne ung'fàhr... do brücht me
                        kei Specktifig, fir das z'sàh!
                    
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Ich weiss nitt, wie gross as Di kleine Pfanne-n-isch,
                        awer wenn Dü-n-em eso ebbes thàtsch sage... doch los...
                        siter ebbes Zit hat er e wenig g'schangiert... er lüegt
                        weniger dur si Specktifig un isch iwerhaüpt unrüehig...
                        un red' als Sache... me wott schiergar meine, er seig
                        verliebt.
                    
"
unknown,KÀTELE,F,,,"Kàtele.
Ah!... hasch Dü das o bemerkt?... 's isch mr doch
                        gsi!... denn ich o ha ne scho hore rede fir sich
                        vo-n-ere Venüs, wo-n-eso schön soll si... was ka jetz
                        das fir e Jumpfer Venüs si... er isch als ganz
                        verklàrt!
                    
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Nitt wohr? Erst gestert ha-n-ich g'hört, ass er
                        deklamiert hat do, wo-n-er allei gsi isch... « Endlig,
                        endlig isch er jetz do, dà schöne Tag... Morn ka-n-ich
                        se jetz endlig sàh... Morn geht se dure... Die
                        G'legeheit will ich jetz awer o benutze, wenn nur schön
                        Wetter isch... »
                    
"
unknown,KÀTELE,F,,,"Kàtele.
Ah!... voilà... do hat er schint's e Brief biku vo-n-
                        ere, ass se kunnt, un jetz hat er Angst, as es kunnt ku
                        regne un ass se das viellicht kännt abhalte... Wer mag
                        jetz das si, die Jumpfer Venüs? kennsch Dü ebber eso do
                        ummenander?
                    
"
unknown,JOSEPH KÜTZ,M,astronomer_assistant,,"Joseph.
Nei, awer uf das kasch Dü nitt geh... Venüs isch
                        wohrschinlig ihre Vorname... ich ha-n-en scho g'sah im
                        Kalender.
                    
"
