drama_type,speaker,sex,job,social_class,text
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück
(sitzt am Tisch bim Fenster un stützt dr Kopf in
                        d'Hand)
                    
Isch das e trürige-n-Existenz, wenn eim d'Liewe-n-eso
                        unglicklig üsfalle thüet!...
(er steht uf)

          

            
G'sang
(Ach wie ist's möglich...)
Wie isch mi Herz so schwer!
Wenn ich nur bi ihr' wàr,
Denn ich denk hait an Sie,
Wo-n-ich nur bi;
Kännt ich se b'schaüe noch,
Wie wàr ich glicklig doch!
s' g'fallt mir nit anders meh,
Mächt züe-n-ihr' geh!
Ich mächt geh grine fast!
D'Seife-n-isch mir züer Last,
Grad as wie ihre Schüm
Dürt 's Glick nur küm;
Mit alle Farwe drin,
So schwebt's eim vor em Sinn,
Doch, will me's hewe g'schwind,
So nimmt's dr Wind!
Ich ha mich jetz nur noch ufz'halte do in Zillese,
                            zwe oder drei Tàg, derno gang i halt wieder uf
                            Milhüse z'ruck... denn 's zieht mi wider mi Wille
                            wie ne Magnet dert ane... awer was nutzt's mi, wenn
                            i doch nimmig derf züe-n-ere geh...
                        
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke
(macht Thüre-n-uf hinte)
Ich müess ku lüege, eb dr Herr z'friede-n-isch mit sim
                        Zimmer un eb er ebbes brücht viellicht?...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Ganz z'friede bin i, Madame Suppedunke... ganz
                        z'friede... wo-n-i dà morge vom Isebahn ku bi un g'sàh
                        ha, ass in dem Hüs Chambres garnies z'verlehne 

          
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
He, he... jo, jo... 's isch eso ziemlig ag'nehm do...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Das ich ebbes werth, eso ne Hüs mit eme so ne schöne
                        Garte drum... à propos, ich will Se doch glich zahle
                        fir die drei Tàg, wo-n-i do blib... denn ich will
                        décidément nitt länger bliwe-n-as drei Tàg...
(fir
                        sich)
(lüt)
(er git ere Geld).
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke
(steckt's i)
Eh, pressiert's denn eso mit dem zahle, Herr Kückück...
                        Sie hätte jo noch känne warte... also sin Se z'friede
                        un 's fehlt Ene nit?...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück
(fir sich)
Eb mr nit fehlt, meint Se noch!...
(lüt)
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke
(wunderfitzig)
Was miesst denn das si, we me froge derf?
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Ne Fraü, Madame Suppedunke!... das heisst, die Fraü,
                        wo-n-ich gern hätt.
                    
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Ich ha Wunder g'meint was!... lose Se, junger Mensch,
                        wenn Sie noch ledig sin, so bliwe Sie ledig... glaüwe
                        Sie mir, thien Sie sich kei Fraü uf dr Hals lade...
                    

          
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Ich thàt mr se nitt uf dr Hals lade, Madame
                        Suppedunke... ich thàt se-n-uf de Hànd trage...
                    
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Sie wàre glich mied, Herr Kückück... glaüwe Se mir, 's
                        git nit dümmer's as d'Hiroth!...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Meine Se, Madame Suppedunke?

            
G'sang
(gentille couturière)
Fir güete Seife z'siede,
Sott mir e Fraü scho lang
D'heim mi Fawrike hiete,
Wenn ich uf d'Reis als gang,
Un sott mich als güet empfange,
Wenn ich vo dr Reis, der lange,
Freidig wieder z'ruck als kumm;
Das isch doch glaüb scho nitt dumm.
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.

            
Er soll nur Seife siede,
Das bringt em Geid in's Hüs,
Kei Mensch wird's em verbiete,
D'Fraü git's scho wieder üs
Fir Toilette-n-un so Sache,
Wenn sie nur viel G'staat ka mache,
Das isch jetz ihr höchste Güet,
Wenn sie ne Mann hirothe thüet.
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Awer die, wo-n-ich gern hätt, Madame Suppedunke, die
                        isch nitt eso...
                    
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke
(lipft d'Achsle)
Sa thien Sie halt hirothe, ass d'arme Seel Rüeh
                        hat!...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Ich watt scho... awer ihre-n-Eltere wànn's nitt ha...
                    
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Eh, wenn's nur d'Jumpfere will ha!...
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Das geht nitt...
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Worum geht's nitt!... sàhn Se, dr Suppedunke, mi Mann
                        selig, wo g'storwe-n-isch, dà hat mit mir d'gliche
                        G'schichte g'ha... eh bien, er hat mich g'hirothe,
                        züedem ass alle derwider gsi sin... wisse Se... ich
                        bi-n-als ewe gar e schöne Jumpfere gsi...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück
(fir sich)
Me wott's nitt meine... 's isch ere wiescht
                        vergange...
                    
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Awer wie g'sàit, ich thàt Ene nitt rothe züem
                        Eh'stand... 's isch selte, wenn Zwei güet mitnander
                        furtkämme... oh! wenn ich dra denk, was mir als g'ha
                        hàn!... wenn ich « hischt » ha welle geh, so isch er «
                        hott » gange... ha-n-ich grine, so hat er g'sunge...
                        nei, nei... nur nitt hirothe... so lang as me Hochziter
                        isch, so sieht me dr Himmel voll Bassgige hànke, später
                        kämme se-n-owe-n-awe... alle Tag fallt eim
                        e-n-Andere-n-uf dr Kopf un 's git als màngmol famose
                        Bile, Herr Kückück... ich garantier Ene derfir!
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
We me-n-awer enander gern hat, Madame Suppedunke,
                        so...
                    

          
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke
(unterbricht ne)
Scho güet... oh! ich weiss wohl, ass es nit nutzt 's
                        Predige... d'junge Lit mahne mich an das Kind wo
                        allewil alles hat welle am Tisch, un wo derno, wo
                        me-n-emol Sànft brocht hat, natirlig o glich g'rüefe
                        hat: « Ich will o Sànft »... vergewes hat me-n-ihm
                        g'sàit, asses nitt güet isch... 's hat alles nit
                        g'nutzt... « ich will o Sànft » isch d'Antwort gsi...
                        un do hat me-n-ihm halt Sànft gà un do hat's ne
                        üseg'spaüe... voilà... dr Herr Kückück will o Sànft!
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Was will Se halt... d'Welt isch jetz emol eso g'macht...
                        awer einstwile müess ich jetz doch geh mine G'schàfte
                        b'sorge und lüege, ass ich e paar Kiste Seife losbring
                       
(er nimmt si Hüet)
(er
                        geht gege dr Thüre)
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Au revoir, Herr Kückück... ich wünsch Ene Glick
                        derzüe... wànn Se das Ding do nitt mitnàh
(se zeigt uf
                        d'Paresollade)
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Das?... nei, 's isch e Paresol fir e g'wisse Madame
                        Hecht vo Milhüse... mr hat mir die Cummission ag'hànkt
                        im letschte-n-Aügeblick, wo-n-i scho im Train g'sesse
                        bi z'Paris, fir do ane z'ku.... ich müess es ere geh
                        bringe, wenn ich uf Milhüse kumm.
                    
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Ah, 's isch e Sunne-Paresol?... ich ha g'meint, 's seig
                        ebbe Seife oder eso ebbes... kannt me's nitt e wenig
                        b'schaüe, Herr Kückück... wisse Se, ich bi ewe ne wenig
                        wunderfitzig...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück
(fir sich)
Se hat alle Qualitäte, die Fraü...
(lüt)
(er zeigt's ere)
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Do, hàn Se jetz wieder e-n-Exempel vom G'staat,
                        wo-n-Alle mache... sàhn Se, dr Suppedunke, mi Mann
                        selig...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück.
Wo g'storwe-n-isch...
"
unknown,Fraü SUPPEDUNKE,F,,,"
          
Fraü Suppedunke.
Sie hàn's errothe... dr Suppedunke, mi Mann selig, wo
                        g'storwe-n-isch, dà hat dr G'staat nie welle lide-n-an
                        mir... wenn ich denk, was mir als fir G'schichte g'ha
                        hàn...
                    
"
unknown,Herr KÜCKÜCK,M,soapmaker,,"
          
Herr Kückück
(legt 's Paresol wieder in d'Lade un legt 's Papier
                        driwer)
                    
Güet, güet... Madame Suppedunke... ich will jetz geh...
                        ich ka das Paresol jo do lige lo, nitt wohr... 's
                        geniert nitt... au revoir...
(er geht hinte-n-üse)
"
