drama_type,speaker,sex,job,social_class,text
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge.
Die Nacht ha-n-i jetz doch pràchtig g'schlofe!.. ich ha
                        g'meint, ich kännt nitt züem Bett üse, so güet hat's mi
                        dunkt... 's wird jetz ewe scho ne wenig frisch z'Nacht
                        un do git's herrlige Schlofnàchtle!... wenn ich alleweg
                        nitt miesst geh Lektione gà, so wàr i sicher no nitt
                        ufg'stande... Was isch denn eigentlig hit?... Mittwuche
                        glaüb?

            

            

            
Awer mit dem allem isch jetz mi Zimmer doch nitt
                            zahlt!... Mr wànn emol lüege, was d'Kasse sàit!...
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch.
's nimmt mich gar nitt Wunder, Herr Fisselboge, wenn Ihr' Kleid nimmig Mode-n-isch un wenn's nimmig anander hebt!... 's isch ebbe scho lang g'nüe, ass Sie's hàn, un desto schlechter isch's, ass Sie's no nitt zahlt hàn... ich bi jetz scho meh as zeh mol do gsi un allemol thien Sie mich üseschiewe...
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge.
Ich Sie üseschiewe, Herr Knopfloch?... niemols!
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch
(ungeduldig)
Ich brüch das nitt, Herr Fisselboge... Sie mache gern
                        Spass, ich sieh scho... doch wenn Sie mir jetz
                        wotte-n-emol in Ernst mi Note zahle...
                    

            
"
unknown,Herr KNOPFLOCH,M,taylor,,"
              
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge
(springt z'ruck)

              
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge
(zeigt uf dr Herr Knopfloch)
's fehlt ihm nit as noch d'Pistole
Un e Fedre uf em Hüet!
Doch bi mir isch hit nit z'hole,
Wenn er noch so schrecklig thüet.
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge.

              
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch.

              
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge.
Ihre Note, Herr Knopfloch, die ha-n-i hait nimmig...
                            ich ha se verlegt...
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch.
Ich ha mr's wohl ibildet.. . do isch e frische
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge
(b'schaüt se. Fir sich)
Ich begriff, ass er keine Stunde will nàh bi mr...
                            er ka eim ohne das scho nitt iwel ufgige!...
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch
(fir sich)
Un mine Interesse, meint er ich ka vergewes eso lang
                            warte
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge
(fir sich)
Vo dem, wo-n-er biku hat derfir, hat er alleweg noch
                            nit g'spart!...
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch.
Jo, nitt wohr, Se hàn denkt, Se zahle's doch nitt?
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge.
Oh!... Herr Knopfloch, fir wer nàmme Sie mich?...
                            Sie bekämme Ihr Geld, 's isch grad, wie wenn Sie's
                            scho hätte...
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch.
Zweihundert Franke, Herr Fisselboge, Sie hàn jo
                            d'Note dert.
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge.
Aha, jà, i b'sinn mi... eh bien, Herr Knopfloch...
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch
(g'spannt)
Eh bien?....
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge.
Eh bien, ich will nitt màrte...
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch
(fir sich)
Endlig...
"
unknown,Herr FISSELBOGE,M,violin_teacher,,"Herr Fisselboge.
Kämme Se hit z'Owe dure un do bekämme Se Ihr'
                            Geld...
"
unknown,Herr KNOPFLOCH,M,taylor,,"Herr Knopfloch
Das hàn Se mr scho gar vielmol g'sàit, Herr
                            Fisselboge, Se ha mi o hit heisse ku...
"
