drama_type,speaker,sex,job,social_class,text
unknown,Fraü DICKSACK,F,sweeper,,"
          
Fraü Dicksack.
Hat Se Ihre Schnàpsle scho gha, Fraü Rattegift?
"
unknown,Fraü RATTEGIFT,F,sweeper,,"
          
Fraü Rattegift.
Eh jo! grad ha-n-i's gnu, dert am Ecke.
"
unknown,Fraü ENTESCHNAWEL,F,sweeper,,"
          
Fraü Enteschnawel.
's isch doch sunderbar, ass me-n-ohne Schnaps nitt
                        wische ka! nitt wohr?
"
unknown,Fraü DICKSACK,F,sweeper,,"
          
Fraü Dicksack.
Jà, das sin halt veritawlige Magetropfe, ohne die ka
                        me's nitt mache, me hat ohne das scho genüe Mieih, fir
                        dr Bàse z'hewe.
"
unknown,Fraü RATTEGIFT,F,sweeper,,"
          
Fraü Rattegift.
Ich, wenn ich nitt glich dr Schnaps nimm am Morge
                        frieih, so ha-n-i 's Herzwasser, do ka-n-i sicher si!
"
unknown,Fraü ENTESCHNAWEL,F,sweeper,,"
          
Fraü Enteschnawel.
Un ich dr Schlotteri!... 's isch nur noch güet, ass me
                        das hat... denn vom Wi isch gar kei Red meh!

          
"
unknown,Fraü DICKSACK,F,sweeper,,"
          
Fraü Dicksack.
Jo, ich, wo g'wöhnt gsi bi, alle Tag mi Schäpple z'nàh,
                        ich müess es jetz o fahre lo, er isch efange züe arg
                        thir, ich ka's nimmig prestiere... grad jetz, wo-n-ich
                        alt wird un wo-n-i's am nothwendigste hätt!
"
unknown,Fraü RATTEGIFT,F,sweeper,,"
          
Fraü Rattegift.
Me müess sich halt jetz e wenig mehr uf 's Kaffee lege,
                        züem Glick isch jetz d'Milchhalle do, wo eim d'Milch
                        wohlfeiler git!...
"
unknown,Fraü ENTESCHNAWEL,F,sweeper,,"
          
Fraü Enteschnawel.
Meine-n-Ihr bringe se's züe ebbes... ich find nur, se
                        thien gar vielerlei Wàgele mache?...
"
unknown,PETER,M,sweeper,,"
          
Peter
(kunnt hinte-n-ine mit eme Bàse-n-uf dr Achsle un e
                        Spretzkanne dra hànke)
Zeige-n-ihr Wiwer! me sieht wieder nit as d'Miler geh,
                        awer kei einziger Bàse!
"
unknown,Fraü DICKSACK,F,sweeper,,"
          
Fraü Dicksack.
Fir was solle mir awer o wische, d'Eigethümer thien jo
                        doch allewil reklamiere, 's will kein dr Dreck vor si
                        Thüre g'wischt ha un do lehn mr ne ringer iwerall
                        liege? eso sin alle z'friede.
"
unknown,PETER,M,sweeper,,"
          
Peter.
So thien doch nur e wenig dr gliche, as wie-n-Ihr wische
                        wotte,
(fir sich)

            
G'sang
(Hinter em Münster)
Z'erst müess me spretze,
Vor ebb me wische thüet,
Wer nitt thüet netze,
Da wischt nitt güet.
"
unknown,group,sex_unknown,job_unknown,social_class_unknown,"
          
Mitnander.

            
's Spretze gieng nitt so schwer.
Wenn 's Wische nur nitt wàr;
Nei, sicher 's Spretze,
Das isch nitt schwer.
"
unknown,PETER,M,sweeper,,"
          
Peter.
Allons! ihr Wiwer... ufpackt, mr thien dr Place les
                        lapins noch geh z'àmme wische!.. Stehn in d'Range!
                        Portez armes! Armes sur l'épaule droite, en avant, pas
                        acceléré, marche!
(Se gehn eso üse. 's Klavier spielt
                        d'Retraite).
"
