drama_type,speaker,sex,job,social_class,text
unknown,Herr SOLO,M,composer,,"
          
Herr Solo
(steht vom Klavier uf; er hat Müsik in dr Hand)
                    
So... mi Romance avanciert... die Phrase do: « Ihr
                        G'sicht isch wiss wie Schnee », die isch ganz güet
                        erfunde... (er singt) mi sol do si la sol... was kunnt
                        jetz?... (er consultiert o Manüscript uf em Tisch
                        un liest:)
                    

            
Se stürzt vom hoche Fels
Sich in dr tiefe See!
Jetz heisst's e müsikalische Phrase g'funde, fir das
                        mache z'versteh (er singt e Phrase, wo hoch afangt
                        un nieder endet). Jà, halt, nei... fir dr « hoche Fels
                        » müess ich hoche Note nàh un derno müess es si,
                        wie wenn ebbes in dr Luft schwebt (er singt): « Se
                        stürzt vom hoche Fels »... Aha!... das isch jetz emol
                        g'lunge!... dà point d'orgue will ich gli notiere (er
                        prawiert uf em Klavier) do do do la la do. (er
                        sitzt an Tisch un schribt; uf eimol hört me dur 's
                        offene Fenster e Klavier Gamme spiele) Babette!...
                        Babette!... wo stecksch wieder?
                    

          
"
unknown,BABETTE,F,housekeeper,,"
          
Babette
(kunnt züer Thüre ine links)
Was isch... wo fehlt's wieder?...
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo
(im schriwe; zornig)
Babette... mach 's Fenster züe... 's isch nimmig züem
                        üshalte... me ka kei Minüte rüehig schaffe... das
                        isch jetz scho wieder 's zweite mol hit...
                    
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.
Awer Herr Solo... wie ka Sie ne eifàltig Klavier in eso
                        ne Hitz bringe...
                    
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo
(springt uf)
Was, e-n-eifàltig Klavier!... zwei sin's jetz oder gar
                        drei, wo mitnander spiele... eins do unter uns im
                        Erste un eins dert àne un 's andere was weiss ich wo...
                        und alle spiele falsch... un ich, wo express do
                        ane bi ku wohne, wil noch keins im Hüs un in dr
                        Nochberschaft gsi isch!... awer ich zieh wieder üs, bis
                        ass se mich emol nimmig verfolge thien!... ('s Klavier
                        hört uf).
                    
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.
Wieder üszieh!... merci! ich wàr jetz bol genüe
                        g'wandelt... denn ich ha d'ganze-n-Arwet als uf em
                        Hals... Sie bekümmere sich nitt drum... mr sin ganz
                        güet logiert do... me müess sich e wenig ebbes
                        g'falle lo... un züedem isch's jo nur ei Klavier, wo
                        spielt... Sie hàn wirklig e b'sundere Chance, Herr
                        Solo!
                    
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo.
Ah!... ich ha ne b'sundere Chance!... ass nitt zehne
                        mitnander spiele, nitt wohr?... wie will ich denn
                        composiere bi me so ne Làrme!
                    

            
G'sang
(Lieschen et Fritzchen)
Me thüet nit meh höre,
As immer Klavier,
Das Ding thüet mich störe,
Wenn ich composier;
Das ka nitt so düre,
Ich hass se, die Lit,
Se thien mir versüre
Mi Lewe, mi Zit.
Babette! mir ziege jetz wieder do üs!
Pack uf! kei Stund meh blib ich in dem Hüs.
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.

            
Pack uf! wo ane? das isch jetz gli g'sàit!
Ich dank! denn 's Wandle isch fir mich kei Freid!
"
unknown,Herr SOLO,M,composer,,"
            
Er.

              
Me thüet nit meh höre,
As immer Klavier,
Das Ding macht mich narràchtig schier!
"
unknown,BABETTE,F,housekeeper,,"
            
Sie.

              
Ich ka's ganz güet höre,
Wenn g'spielt wird Klavier,
Ich ha dra mi grösste Plaisier!
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.
Ne b'sundere Chance hàn Se... g'wiss... denn wie g'sàit
                        spielt nur ei Klavier, das en face, denn die Lit
                        unte an uns ziehn hit üs mit ihrem, un dur e b'sundere
                        Züefall sàlle dert àne dr andre Monet.
                    
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo.
Aha!... endlig, endlig wird i denn vo mine zwe Todtfind
                        befreit un ha wieder Rüeh, do im Hüs
                        wenigstens... ganz unte wohnt d'Hüsfraü, un die wird in
                        ihrem sechzigste Johr nitt afange Müsik
                        z'mache... obscho se nitt iwel dri vernarrt isch.
                    

          
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.
Se hat awer e Suhn, wo schint's uf B'süech kunnt fir e
                        Zit lang...
                    
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo.
Dà wird doch ebbe g'scheidt si un wird nitt ku müsiziere
                        do!... un 's hat noch nieme g'lehnt im Erste,
                        nitt wohr, Babette?
                    
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.
Bis dohi weiss i noch nit.
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo.
Güet!... un owe-n-an uns wohnt dr alte Hüewer... mit dem
                        ha-n-i nit z'riskiere!
                    
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.
Verlehn Sie sich nitt druf... er hat parfaitement ne
                        Klavier in sim Salon steh, un wie-n-i g'hört ha,
                        soll e Nièce vo Basel jetz züe-n-em ku wohne,
                        wo-n-ihre-n-Eltre verlore hat...
                    
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo.
Oh Babette!... wenn i vo Basel hör rede, so denk i
                        allewil an e junge Person, wo-n-i vor em Johr dert ha
                        lehre kenne... se hat Rösle g'heisse... ich bi ganz
                        verliebt gsi in se... un sie hat mich o gern
                        g'ha!... nur ha-n-i nie kenne wisse, eb's vo wege minre
                        Person gsi isch oder vo wege mim Talent...
                    
"
unknown,BABETTE,F,housekeeper,,"
          
Babette
(fir sich)
Dà wott schön ag'rennt si mit sine fufzig johr!
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo.
Hein... was sàisch, Babette?
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.
Ich sag, Sie hàn jo no nitt viel graüe Hoor.
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo.
Nitt wohr, Babette, ich bi noch güet conserviert?...
                        hätt ich se doch nur g'frogt... ich ha-n-ere Klavier
                        stunde gà un ha-n-ere ne Romance composiert, express
                        fir sie... awer bi dem ich's bliwe.
                    
"
unknown,BABETTE,F,housekeeper,,"
          
Babette.
Awer, Herr Solo, wenn Sie-n-eso gern thàte hirothe,
                        worum nàmme Sie nitt e Person ung'fàhr im
                        gliche-n-Alter as wie Sie... ne so ebber in mim Genre
                        viellicht?... (se stellt si).
                    
"
unknown,Herr SOLO,M,composer,,"
          
Herr Solo
(fir sich)
Oho!... ich glaüb gar, mi Hüshàltere will mr dr Hof
                        mache!
                    
"
