drama_type,speaker,sex,job,social_class,text
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz
(sitzt bi dr Lampe-n-un strickt)
Wie heimelig un güet isch's doch eso allei in sim Stiwle
                        z'Owe, we me si Herr un Meister isch... das heisst, we
                        me ledig isch... do hat me keine Kinder z'wàsche un
                        z'b'sorge un ins Bett z'lege, un brücht o uf kei Mann
                        z'warte un 's Nachtesse in dr Wärme-n-umme z'stelle,
                        bis ass es ihm g'fallt, heime z'ku, wenn er genüe in
                        alle Bierhiser umme g'rutscht isch... isch's ebbe nitt
                        eso?... un do heisst's als noch, ich seig e-n-Original,
                        wil ich nitt hirothe will!... nei, nei... nur das
                        nitt!... ne so isch me riehig un frei, un ka esse und
                        schlofe, we me will... tiens, me klopft a... wer mag
                        jetz das si... entrez!
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig
(kunnt hinte-n-ine un streckt in dr Jumpfer Herz
                        beide Hànd entgege)
                    
Jumpfer Herz!... Finele, lieb Finele!... endlig hat Sie
                        sich denn jetz doch entschlosse, mir Ihre Hàndle
                        z'gà... wenn Sie wisse thàt, wie glicklig ass ich bi,
                        siter ass ich weiss, ass Sie mi lieb Wiwele will gà!...

          
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Was isch jetz das?... was kämme Sie fir Dummheite ku
                        schwàtze... hàn Sie eigentlig dr Kopf verlore, Herr
                        Firig?...
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig.
Üs lüter Glick, jà, wil Sie mich jetz endlig will
                        hirothe!... Sie brücht sich jo jetz nimmig
                        z'verstelle... hat Sie denn nitt in Ihrem Oncle
                        g'antwortet uf ein vo sine Briefe, ass Sie mich gern
                        hat un ass Sie kei Andrer thàt choisiere?
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Was!... Sie hàn sich an mi Oncle adressiert? Wer hat
                        Ihne erlaübt...
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig.
O, zürnt Sie mir nitt, Jumpfer Herz... er isch e güeter
                        Frind vo mim Vater, un will er sich an mir interessiert
                        un Ihre-n-einziger Verwandter isch, so ha-n-ich ihn um
                        Roth g'frogt, un do hat er mir das g'schriwe...
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Mi Oncle weisst nitt, was er schribt!... er hat jetz
                        emol im Kopf, mich z'verhirothe, un das bringt em Nieme
                        meh drüs... awer ich will nitt!... 's isch wohr, ich
                        ha-n-ihm g'schriwe, ass ich Sie lide ka, un ass ich kei
                        Anderer thàt choisiere... wenn ich hirothe wott... awer
                        noch emol, ich hiroth nitt un dermit fertig!
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig.
Un worum denn nitt?... O Finele, lieb Finele! mir sin jo
                        mitnander ufg'wachse... Dü kennsch mich jo... ha-n-ich
                        Dich nitt als, wo mr noch in d'Schüel gange sin, iwer
                        's Wasser gràtzelt, ass De keine nasse Fiess g'macht
                        hasch un alle güete Sache mit Dir theilt?... g'wiss, i
                        mach Di glicklig... uf de Hànd 

          

            
G'sang
(il Baccio)
Längst ha-n-ich, lieb Schàtzle,
Scho Di Fràtzle
In mim Herz notràit,
Wie ne Schimmer;
Dü nur bisch mi Freid!
Wie wà mir froh
Mitnander lewe
Un immer do
Im Himmel schwewe!
Dich, mi lieb Herz,
Wil ich nur liewe
Un nie kei Schmerz
Soll ku 's Glick triewe.
Längst ha etc.
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Bàh, bàh, bàh!... ich will kei jalouser Mann um mich
                        umme ha, wo mir e jeder Schritt bewacht.
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig.
Ich jaloux!... g'wiss nitt, Jumpfer Herz, g'wiss nitt...
                        alle Freiheit soll Sie ha... un derno, Sie ka doch nitt
                        allewil allei do bliwe in dem abg'legene Hüs... wenn
                        jo-n-emol Schelme kàmte, so kännt Ere jo nitt emol
                        nieme z'Hilf ku.
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
's sin noch nie keinè ku... un ich ha kei Angst... un
                        derno, ich will mi Herr un Meister si, ass ich ka
                        mache, wie-n-ich will... ich ha ewe ne wenig e freier,
                        unabhàngiger Character... das ha-n-ich alles scho
                        hundertmol in mim Oncle g'schriwe, wenn er mich als
                        plogt hat, Sie z'hirothe... ich weiss sicher nitt, was
                        ihm jetz uf eimol iku isch, Ihne Hoffnung z'mache...

          
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig.
Als Vormund un einziger Frind, wo Ihne blibt vo dr
                        Familie, derft Se doch e wenig uf ihn lose... er hat jo
                        in Ihrer Müetter versproche uf em Todtbett, ass er Sie
                        b'schitze un uf Sie wache will... un erst letschthi hat
                        er noch in mim Vater g'schriwe, ass er e schwerer Stei
                        ab em Herz hätt, wenn er Sie-n-emol versorgt thàt
                        wisse!
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Ich brüch Nieme, fir uf mich z'wache... un züedem isch
                        er jo scho weiss kei Mensch wie lang furt uf Reise...
                        er hat sich nie gross um mich bekümmert... ich ha-n-'n
                        nitt emol nie recht kennt un ha-n-'n scho zeh Johr
                        nimmig g'sàh, ich bi elfe alt gsi, wo-n-er furt isch...
                        un wenn ich nitt mi Tante noch g'ha hätt e paar Johr,
                        wàr's mir possig gange...
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig.
Also isch das Ihre letscht Wort, Jumpfer Herz, Sie will
                        denn nit vo mr wisse?...
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Lose Se, Herr Firig... glaüwe Sie mir... mr wànn güete
                        Frind bliwe mitnander wie frieiher, awer bi dem soll's
                        bliwe...
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig
(decouragiert)
Eh bien... wenn's eso isch, so mach ich mir ebbes am
                        Lewe... denn eso ka's nimmig geh... ich spring ins
                        Wasser... in d'Dollre, oder in d'Ill, dert isch's
                        tiefer... oder nei, ins Stadtbàchle, 's isch nàcher!

          

            
G'sang
(Auf mei'm Grabstein)
Uf mim Grabstei wirsch Dü grine,
Ebb dr Vollmond kunnt ku schine,
Will Dü mich nitt gnu hasch hit;
Adie Schatz, vergiss mi nitt.
Uf mim Grabstei wirsch Dü kneie,
Vor ebb...
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz
(spöttisch)
Vor ebb's grien wird schneie.
"
unknown,Herr FIRIG,M,,,"
            
Herr Firig.

              
An mim Tod bisch Dü jetz Schuld,
Adie, ich stirb mit Geduld!
"
unknown,Jumpfer HERZ,F,,,"
            
Jumpfer Herz.

              
We mir üsgeht jetz d'Geduld,
So bisch sicher Dü dra d'Schuld!
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Mache Se keine Dummheite, Herr Firig, springe Se nur
                        iwer 's Wasser, 's geht o, 's hàn's scho Viel eso
                        g'macht...
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig.
Oder nei, ich gang mi geh engagiere... in dr Krieg gang
                        i... hört Se's, Jumpfer Herzlos, ich gang mi geh lo
                        umbringe... glich morn am Morge pack i uf!...
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Voyons, Herr Firig... gehn Se jetz riehig geh schlofe
                        driwer... bis morn hàn Se derno ganz andere Gedanke.
"
unknown,Herr FIRIG,M,,,"
          
Herr Firig.
Ich schlofe!... kei Schlof isch meh möglig fir mich!...
                        und mi einziger Trost wird si, Ihre Fenster die Nacht
                        dure noch z'b'schaüe vo witem, züem letschte mol...
                        wenn Sie also viellicht noch Idee changiert in 

          
(er
                        geht üse)
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz
(allei)
Er dürt mi, dr Herr Firig... awer i ha jetz emol
                        keine-n-Idee, fir Hose z'flicke un Zulli
                        z'fawriziere... awer doch hat er mir ebbes g'sàit,
                        wo-n-ich noch nie dra denkt ha... wenn emol Schelme
                        kàmte ku ibreche do... un ich, wo ganz allei bi!... ich
                        derf nitt dra denke, ich bekumm uf eimol Angst!...
                        brrr!... still, ich hör glaüb ebbes!... 's kunnt
                        ebber!...
"
unknown,Herr SCHLAÜ,M,,,"
          
Herr Schlaü
(kunnt hinte-n-ine. Fir sich)
Aha, do isch se jo...
(lüt)
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
Jo... awer was wàr Ihne lieb, noch so spot?
"
unknown,Herr SCHLAÜ,M,,,"
          
Herr Schlaü.
Ich hätt Ere ewe ebbes Wichtigs az'trage.
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz
(mit Verdacht)
Das isch awer jetz kei Zit, fir...
"
unknown,Herr SCHLAÜ,M,,,"
          
Herr Schlaü.
Fir um's Hirothe z'froge... 's isch möglig... awer das
                        isch mir eithüen, ich bi pressiert... ich ka nimmig
                        warte...
(er verneigt si)
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz
(fir sich)
Ah çà... scho wieder Einer... wànn denn alle hirothe
                        hit?... un noch eso ne-n-Alter...
(lüt)
"
unknown,Herr SCHLAÜ,M,,,"
          
Herr Schlaü
(fir sich)
Das ha-n-i wohl g'wisst, ass ich wird aku, wie
                        ne-n-Elephant, wo züem e Glaser kunnt ku tanze!
(lüt)
"
unknown,Jumpfer HERZ,F,,,"
          
Jumpfer Herz.
's isch unnöthig... ich brüch Ihre Name gar nitt
                        z'wisse...
"
unknown,Herr SCHLAÜ,M,,,"
          
Herr Schlaü
(fir sich)
Desto besser, ich brüch ere-n-ewe kei letzer agà.
"
