words,idf
10,0.002123232303494642
120,0.002123232303494642
14,0.0020023062348670947
150,0.002123232303494642
16,7.119197913617533
17,7.119197913617533
20,0.0020023062348670947
25,0.009249787029143123
25jährigen,0.002123232303494642
30,7.119197913617533
40,0.002123232303494642
66,0.002123232303494642
70,0.002123232303494642
ab,0.037352450949458035
aber,0.0159698679585808
abermalige,7.119197913617533
abermals,0.004004612469734189
abflatere,0.002123232303494642
abg,6.426050733057588
abgehen,7.119197913617533
abgehend,0.003699914811657249
abgehender,7.119197913617533
abgekarti,0.002123232303494642
abgeschüttelt,0.002123232303494642
abhandlung,7.119197913617533
abkocht,0.002123232303494642
ablaufe,0.002123232303494642
abord,0.002123232303494642
abseits,0.002123232303494642
abverlangt,0.002123232303494642
abwehrend,0.002123232303494642
abwischend,0.002123232303494642
abzeverlange,0.002123232303494642
abzählend,0.002123232303494642
accent,6.713732805509369
accepteer,0.002123232303494642
acceptiere,0.002123232303494642
ach,5.61512051684126
achsel,6.713732805509369
achseln,7.119197913617533
acht,0.004004612469734189
acker,6.426050733057588
adie,0.002123232303494642
adjes,6.713732805509369
adjund,5.104294893075269
adjunt,7.119197913617533
ae,7.119197913617533
aecker,7.119197913617533
aegyptern,7.119197913617533
aelterer,6.426050733057588
aen,7.119197913617533
aeni,7.119197913617533
aenschdäels,7.119197913617533
aeu,6.713732805509369
aeue,7.119197913617533
aeueblick,5.866434945122165
aeujeblick,7.119197913617533
aeüsübung,7.119197913617533
aff,7.119197913617533
affaire,0.002123232303494642
affektiert,0.002123232303494642
ag,7.119197913617533
ah,4.028155460259217
aha,7.119197913617533
ahnung,6.713732805509369
ai,7.119197913617533
aime,7.119197913617533
ait,0.002123232303494642
aktien,6.713732805509369
alle,0.015594186431197327
allei,0.004004612469734189
allem,0.008977908775647813
allemanischen,0.002123232303494642
allemol,0.002123232303494642
aller,0.002123232303494642
allerdings,7.119197913617533
alles,0.041350163134684585
allewaj,0.007399829623314498
alleway,0.004004612469734189
allewil,5.17328776456222
allewyl,7.119197913617533
allewäj,0.0069984311901248614
allewäy,0.002123232303494642
allez,0.0019165078237571094
allgemeinen,0.002123232303494642
alli,0.015888572753920308
allmächtiger,0.002123232303494642
als,0.05500888345848277
also,0.0017496077975312154
alt,0.005749523471271329
altbierel,6.713732805509369
alter,0.004004612469734189
alterle,7.119197913617533
altes,0.002123232303494642
alti,0.005549872217485874
am,0.032598259871083786
ambetant,0.002123232303494642
amen,7.119197913617533
amusant,0.002123232303494642
amüsiere,7.119197913617533
an,0.08063113295571658
and,7.119197913617533
ander,0.011099744434971748
andere,0.011722589805514112
anderen,0.003833015647514219
anderer,0.0017496077975312154
anderi,0.005749523471271329
andern,0.014533268235136287
andersch,0.018779823692392277
andlig,0.006006918704601284
andre,0.004004612469734189
andrer,7.119197913617533
andri,0.002123232303494642
andrs,0.004004612469734189
anerkennung,7.119197913617533
ang,6.202907181743378
angehen,0.002123232303494642
angele,6.426050733057588
angelegenheit,6.713732805509369
angelejeheit,6.713732805509369
angenehme,0.007399829623314498
angetroffe,0.005749523471271329
angetrunken,0.004004612469734189
angezeigt,0.002123232303494642
angezogen,0.004004612469734189
angst,6.426050733057588
angélique,6.713732805509369
anhalt,0.004004612469734189
anhenke,0.002123232303494642
anhett,0.002123232303494642
ankunft,7.119197913617533
anleijes,7.119197913617533
anlejes,7.119197913617533
anne,0.002123232303494642
annekumme,0.002123232303494642
annimmt,0.002123232303494642
anno,0.004004612469734189
anoffereere,0.002123232303494642
anschauend,0.005749523471271329
ansehn,0.002123232303494642
ansichtsposchtkart,7.119197913617533
ansichtspostkarte,6.713732805509369
anspanne,0.002123232303494642
anstand,7.119197913617533
anstatt,0.005749523471271329
anstossend,0.004004612469734189
anständi,0.005749523471271329
anständige,0.002123232303494642
antuen,0.002123232303494642
antwort,6.713732805509369
anvertraut,0.002123232303494642
anwesenden,0.0019165078237571094
anzefange,0.002123232303494642
anzehalte,0.007399829623314498
anzufassen,0.002123232303494642
anzündend,0.002123232303494642
apartich,0.002123232303494642
apisstier,7.119197913617533
apparat,7.119197913617533
appelleert,0.002123232303494642
apportez,7.119197913617533
arbeite,0.004004612469734189
arbeitet,0.002123232303494642
ari,0.004004612469734189
arm,0.0034195666880391545
arme,7.119197913617533
arnscht,7.119197913617533
arreteere,7.119197913617533
arrière,0.002123232303494642
arrièrecousin,7.119197913617533
art,6.020585624949423
arti,0.002123232303494642
artig,0.002123232303494642
artiger,0.002123232303494642
artikel,6.713732805509369
artli,0.002123232303494642
as,0.012247254582718508
asse,0.013145863408728739
assessor,5.866434945122165
asseszytt,6.713732805509369
asste,0.002123232303494642
attata,0.008748038987656076
attendant,0.002123232303494642
attenta,0.002123232303494642
au,0.014789096334819831
auch,0.007182327020518251
auf,0.05495419021852947
aufgewachsen,0.002123232303494642
aufklären,0.002123232303494642
aufschreiben,7.119197913617533
aufspringend,0.004004612469734189
auftreten,7.119197913617533
aufund,0.002123232303494642
aufzumachen,0.002123232303494642
auge,7.119197913617533
augenblick,6.020585624949423
aujeblick,7.119197913617533
aujourd,7.119197913617533
auriez,7.119197913617533
aus,0.02224400185548843
ausdruck,6.202907181743378
ausgegangen,0.002123232303494642
ausgelassen,0.002123232303494642
ausgezogen,0.002123232303494642
ausnahme,7.119197913617533
ausrede,7.119197913617533
aussi,7.119197913617533
aussprechend,0.002123232303494642
auszeichnung,7.119197913617533
autre,7.119197913617533
avancement,7.119197913617533
avant,7.119197913617533
avec,0.005749523471271329
avions,7.119197913617533
avons,0.002123232303494642
avoueras,0.002123232303494642
awer,0.05099433872390294
aü,0.002123232303494642
ba,0.002123232303494642
ball,0.01196848340813704
bals,0.002123232303494642
bande,7.119197913617533
baschta,0.005749523471271329
bauer,6.426050733057588
bauern,5.414449821379108
bauernbursche,6.713732805509369
bauernburschen,7.119197913617533
bauernfeste,7.119197913617533
bauersleute,7.119197913617533
baute,0.002123232303494642
be,0.002123232303494642
bedank,0.002123232303494642
bedanke,0.002123232303494642
bedenk,0.002123232303494642
bedenke,0.0020023062348670947
bedenkt,0.005749523471271329
bedeutende,0.002123232303494642
bedidde,0.002123232303494642
bedienung,7.119197913617533
bedytte,0.002123232303494642
beeilen,0.004004612469734189
beer,6.713732805509369
befasst,0.002123232303494642
befehl,7.119197913617533
befürchten,0.002123232303494642
begahra,7.119197913617533
begriffs,0.002123232303494642
begryffe,0.002123232303494642
behalten,0.002123232303494642
bei,0.008977908775647813
beide,0.005129350032058732
beiden,0.008977908775647813
bein,7.119197913617533
beinahe,0.005749523471271329
beiwohnen,0.002123232303494642
bekannte,0.005749523471271329
bekannten,6.713732805509369
bekannter,7.119197913617533
bekanntschaft,6.713732805509369
bekomm,0.021600366449111567
bekommt,7.119197913617533
bekummt,0.007399829623314498
bekumt,0.002123232303494642
bekämt,0.005749523471271329
beleebt,0.002123232303494642
belegen,0.002123232303494642
belohnen,0.004246464606989284
bemerken,0.002123232303494642
bemerkt,6.713732805509369
ben,0.005549872217485874
benützt,0.002123232303494642
bereiche,7.119197913617533
bereit,0.002123232303494642
bereuen,0.002123232303494642
bereujes,0.002123232303494642
berlin,6.713732805509369
berühiga,0.002123232303494642
berühmten,0.002123232303494642
berührt,0.002123232303494642
bes,0.002123232303494642
beschauen,7.119197913617533
beschaulichkeit,7.119197913617533
bescheidener,0.002123232303494642
beschlag,7.119197913617533
beschlagen,0.002123232303494642
bescht,0.005749523471271329
beschte,0.002123232303494642
beschäftigt,0.002123232303494642
besondern,0.004004612469734189
besorgt,0.002123232303494642
besser,0.017477430029312336
bessere,0.004004612469734189
besten,0.0020023062348670947
bestens,0.002123232303494642
bestimmt,0.002123232303494642
beständig,0.002123232303494642
betonend,0.002123232303494642
betonung,7.119197913617533
betrachtend,0.005749523471271329
betrachtet,0.0020023062348670947
betreffenden,0.004004612469734189
betroffen,0.002123232303494642
bewahre,0.002123232303494642
bewegung,6.713732805509369
bewältigen,0.002123232303494642
bezweifle,0.002123232303494642
bezytte,0.002123232303494642
bie,0.02224400185548843
bien,0.004004612469734189
bild,0.0020023062348670947
bilder,7.119197913617533
bildern,7.119197913617533
bildung,6.202907181743378
billet,6.713732805509369
billette,7.119197913617533
bim,0.0069984311901248614
bin,0.06712500112266116
bis,0.011722589805514112
bisch,0.010497646785187293
bisher,0.004004612469734189
biss,5.414449821379108
bisse,7.119197913617533
bissel,0.007182327020518251
bissele,0.002123232303494642
bissi,0.004004612469734189
bissl,0.002123232303494642
bitt,4.979131750121263
bittn,7.119197913617533
blanke,0.0020023062348670947
bleiben,0.002123232303494642
bleibt,0.002123232303494642
blick,0.002123232303494642
bliebt,0.005749523471271329
bliewe,0.008977908775647813
blind,0.002123232303494642
blond,7.119197913617533
blondi,0.002123232303494642
blättel,7.119197913617533
blöd,0.005749523471271329
blüeme,7.119197913617533
blüht,0.002123232303494642
bocs,0.004004612469734189
bohrt,0.0020023062348670947
bolizejgard,6.713732805509369
bon,6.713732805509369
bonheur,0.004004612469734189
bonne,0.004004612469734189
bourgeois,0.002123232303494642
bpsl,7.119197913617533
braconneert,0.002123232303494642
braconnier,7.119197913617533
braut,7.119197913617533
brauère,7.119197913617533
bravo,6.713732805509369
breef,5.866434945122165
breefbot,6.713732805509369
breit,0.002123232303494642
brett,7.119197913617533
brief,6.020585624949423
briefbote,5.509760001183433
brill,6.426050733057588
brille,7.119197913617533
bring,0.005749523471271329
bringe,0.005549872217485874
bringen,0.007399829623314498
bringsch,0.004004612469734189
bringt,0.007399829623314498
brotwuerscht,7.119197913617533
brotwurscht,6.713732805509369
brummt,7.119197913617533
bruscht,7.119197913617533
brust,7.119197913617533
bräutigam,7.119197913617533
bröesel,7.119197913617533
brüch,0.002123232303494642
brüche,0.007399829623314498
brücht,0.004004612469734189
brüeliger,0.002123232303494642
brüns,0.002123232303494642
bsüch,7.119197913617533
buchstabierend,0.002123232303494642
buckel,6.713732805509369
bucklich,0.002123232303494642
bue,7.119197913617533
buecher,6.713732805509369
bumm,7.119197913617533
burjer,6.713732805509369
burschen,7.119197913617533
burscht,6.713732805509369
buschur,0.011099744434971748
bynander,0.005749523471271329
bäbbe,6.426050733057588
bäh,0.002123232303494642
bête,0.007666031295028438
bêtes,0.007399829623314498
böes,0.007182327020518251
böses,7.119197913617533
büch,7.119197913617533
bühne,5.866434945122165
bürgermeischter,7.119197913617533
bürgermeister,5.509760001183433
bürjermeister,7.119197913617533
bürste,7.119197913617533
bürstet,0.002123232303494642
bütik,7.119197913617533
büür,6.020585624949423
büüre,6.426050733057588
büürehoft,7.119197913617533
café,7.119197913617533
calmiere,0.002123232303494642
campagne,6.713732805509369
canards,0.010773490530777375
candidat,6.713732805509369
cantonort,7.119197913617533
capable,0.002123232303494642
carline,6.426050733057588
carnet,6.426050733057588
casematte,7.119197913617533
cause,0.002123232303494642
cavalier,7.119197913617533
ce,0.0069984311901248614
cela,0.005549872217485874
ces,0.007399829623314498
cette,0.005749523471271329
chance,0.012247254582718508
changerait,0.002123232303494642
charakter,6.713732805509369
charmante,0.002123232303494642
chemin,0.002123232303494642
cherle,0.002123232303494642
cherübin,7.119197913617533
chevalier,0.004004612469734189
cigarre,7.119197913617533
class,7.119197913617533
client,7.119197913617533
clous,0.002123232303494642
cocasse,7.119197913617533
collège,7.119197913617533
colmer,7.119197913617533
comble,0.002123232303494642
comme,7.119197913617533
commerçant,0.002123232303494642
commission,7.119197913617533
commissär,7.119197913617533
commod,0.002123232303494642
compliment,7.119197913617533
complimente,7.119197913617533
comprends,0.002123232303494642
conduire,0.002123232303494642
conferenze,6.713732805509369
confüs,0.002123232303494642
congruirend,0.002123232303494642
connais,0.002123232303494642
connaît,0.002123232303494642
contente,0.002123232303494642
corpüs,6.713732805509369
corvée,7.119197913617533
corwée,6.713732805509369
coulissen,6.426050733057588
cousin,7.119197913617533
crevé,0.007666031295028438
croire,0.002123232303494642
curage,7.119197913617533
cürage,6.713732805509369
da,0.014084867769294207
daa,6.713732805509369
dabei,0.005749523471271329
dachträuf,7.119197913617533
daher,0.004004612469734189
daj,6.426050733057588
damen,6.713732805509369
danke,6.202907181743378
dann,0.008977908775647813
dans,0.005749523471271329
danse,0.002123232303494642
darf,0.002123232303494642
darüber,0.002123232303494642
das,0.03445493803547961
dass,0.1221507801545479
dasteht,0.002123232303494642
date,0.004004612469734189
davon,0.005749523471271329
dazu,0.002123232303494642
daö,5.732903552497643
de,0.12136230322604345
deichert,7.119197913617533
deifels,6.713732805509369
dejhanker,6.713732805509369
delinkunde,7.119197913617533
delinkunden,7.119197913617533
delixir,0.0020023062348670947
dem,0.07811898698129813
demande,0.002123232303494642
demission,6.713732805509369
den,0.10230594868784959
denen,0.002123232303494642
denk,0.010497646785187293
denke,0.004004612469734189
denkt,0.0020023062348670947
denn,0.038151888954054386
denne,0.04109648887262784
der,0.11721475000998004
deranscheere,0.002123232303494642
derb,0.002123232303494642
dere,0.01196848340813704
deren,0.006369696910483925
derf,0.007182327020518251
derfe,0.004004612469734189
derfor,0.002123232303494642
derft,0.002123232303494642
derranscheer,0.002123232303494642
derselbe,0.002123232303494642
derselben,0.002123232303494642
des,0.02559523048499046
desgleichen,0.0020023062348670947
deshalb,0.004004612469734189
dess,7.119197913617533
dessen,0.004004612469734189
desto,0.002123232303494642
deutend,0.004004612469734189
deutet,0.003699914811657249
deutsch,0.008748038987656076
deutschen,0.002123232303494642
deux,0.009249787029143123
devenir,0.002123232303494642
devot,0.007182327020518251
devrait,0.002123232303494642
dewoltebüür,7.119197913617533
di,0.01196848340813704
dialekt,5.866434945122165
dialektes,7.119197913617533
dialektlexikon,6.202907181743378
dich,0.016432329260910924
dichter,7.119197913617533
dicker,6.713732805509369
dictionaire,7.119197913617533
die,0.13638776916979337
dienste,6.713732805509369
dienstfertig,0.002123232303494642
dies,0.0035911635102591254
diese,0.007182327020518251
dieselbe,0.004004612469734189
dieselben,0.004004612469734189
diesen,0.005749523471271329
dieser,0.012247254582718508
dieses,0.002123232303494642
dieu,0.002123232303494642
difficil,0.004004612469734189
dije,7.119197913617533
dimanche,0.002123232303494642
din,0.004004612469734189
diner,0.004004612469734189
ding,7.119197913617533
dingelse,6.426050733057588
dingsstedter,7.119197913617533
dini,0.003833015647514219
diplom,6.020585624949423
dir,0.01196848340813704
direkt,0.002123232303494642
dirrebierel,6.426050733057588
dirrebierels,7.119197913617533
dirrebierelsdicker,7.119197913617533
dirrebireels,7.119197913617533
dis,0.003833015647514219
diss,0.08076525976905023
dissmol,0.002123232303494642
dites,0.002123232303494642
ditscher,7.119197913617533
ditschi,0.002123232303494642
do,0.06740596279817568
