forme,key1,key2
Mariurs,MRRS,
es,AS,
isch,AX,
wia,V,
i,A,
gsait,KST,
ha,H,
Dr,TR,
Jörg,YRK,
müass,MS,
hirote,HRT,
Viellicht,FLXT,VLXT
wird,VRT,
er,AR,A
derno,TRN,
gscheiter,KXTR,KXT
Sag,SK,S
wia,V,
alt,ALT,
bi,P,
eigetlig,AKTLK,AYTL
ich,A,AX
gsi,KS,
wu,V,
i,A,
ghirote,KRT,
ha,H,
Eh,A,
am,AM,
Schnitzzischtig,XNTSTSXTK,XNTSTSXT
wirds,VRTS,
wohl,VL,
so,S,
witt,VT,
si,S,
as,AS,
mer,MR,M
dr,TR,
drissigjahrig,TRSKYRK,TRSKYR
Kriag,KRK,KR
fire,FR,
kennte,KNT,
Dü,T,
wirsch,VRX,
jetz,YTS,
60,,
eh,A,
bien,PN,P
rachne,RRN,
üs,AS,
Das,TS,
ware,VR,
30,,
Nüdlewatter,NTLFTR,NTLVT
Geht,KT,
die,T,
Zitt,TST,
ume,AM,
Was,VS,
fir,FR,
e,A,
natt,NT,
Maidle,MTL,
bisch,PX,
dü,T,
sallmols,SLMLS,
gsi,KS,
Un,AN,
jetzt,YTST,
brr,PR,
me,M,
seht,ST,
dr,TR,
nimme,NM,
viel,FL,VL
drvo,TRF,TRV
a,A,
Heb,HP,
di,T,
an,AN,
diner,TNR,TN
Nase,NS,
Hanstiabelt,HNXTPLT,HNXTVLT
Meinsch,MNX,
ebbe,AP,
dü,T,
seisch,SX,
no,N,
so,S,
üstrait,AXTRT,
wia,V,
salmols,SLMLS,
Wenn,VN,
dü,T,
so,S,
Rumpfle,RMPFL,
gha,K,
hatsch,HTX,
wie,V,
hit,HT,
un,AN,
so,S,
e,A,
Laternenasle,LTRNNSL,
dü,T,
hatsch,HTX,
misex,MSKS,
vergabe,FRKP,VRKV
gschmüst,KXMXT,
Hoho,HH,
Alti,ALT,
wird,VRT,
mer,MR,M
numme,NM,
nit,NT,
bes,PS,
wage,VK,VY
dam,TM,
Gspass,KXPS,
Han,HN,
mer,MR,M
net,NT,
e,A,
schen,XN,X
Labe,LP,LV
gha,K,
die,T,
30,,
Johr,YR,
dure,TR,
Gang,KNK,
ewag,AFK,AV
alter,ALTR,ALT
Narr,NR,
Wage,VK,VY
mir,MR,
alter,ALTR,ALT
Narr,NR,
Äbä,AP,AV
so,S,
e,A,
glückliger,KLKLKR,KLKLY
alter,ALTR,ALT
Narr,NR,
wia,V,
ich,A,AX
ein,AN,
bi,P,
sell,SL,
unser,ANSR,ANS
Jörg,YRK,
o,A,
emol,AML,
