"Unnamed..0","drama_type","speaker","sex","job","job_category","social_class","text","progress","short_name","numTokens","numLexTokens","lexRatio","anger","anticipation","arousal","disgust","dominance","fear","joy","sadness","surprise","trust","valence"
0,"drama","Marie Engel","F","","","","
          
Mutter

          
(steht hinter Berthe und kämmt ihr das Haar):

          
Dis weiß d'r lieb Herrgott, was dü mit dine Hoor machsch. Als widder verstruwwelt und verzüst. For
          dich könnt m'r ellein e Coiffeur anstelle, daß de nit alle-gelde-n-erüslüejsch wie e
          Ziginnersmaidel.

        
",0,"greber-lucie",44,3,0.0681818181818182,0.347540394333622,-0.579790929108531,-0.997709629215026,-0.0101932759864553,0.181033261719042,0.0892242452932077,-0.079383202756423,-0.490475222667063,-1,0.00476416296528814,0.407266103201749
1,"drama","Berthe","F","","","","
          
Berthe :

          
Auah! Auah! De machsch m'r weh, Mamme.

        
",0,"greber-lucie",8,2,0.25,0.347540394333622,-0.579790929108531,-0.997709629215026,-0.0101932759864553,0.181033261719042,0.0892242452932077,-0.079383202756423,-0.490475222667063,-1,0.00476416296528814,0.407266103201749
2,"drama","Marie Engel","F","","","","
          
Mutter :

          
Halt! e bissele still, daß ich dich strähle kann. Ropfe müeß ich dich halt schun, bisch ganz ellein
          schuld dran. Wo isch din Zopfbendel? Hesch ne 'mol widder verlore?

        
",0,"greber-lucie",30,7,0.233333333333333,0.347540394333622,-0.579790929108531,-0.997709629215026,-0.0101932759864553,0.181033261719042,0.0892242452932077,-0.079383202756423,-0.490475222667063,-1,0.00476416296528814,0.407266103201749
4,"drama","Marie Engel","F","","","","
          
Mutter :

          
Gib here! 
          
(Berthe reicht ihr das Band)
 Dü sottsch viel meh uff dich halte. E Maidel, wo in d'
          Doctrine geht, sott sich viel ze güet sin, for uff d'r Gaß erumzespringe, daß m'r nit weiß, in wem's
          g'hört. Es het nit e jeds die Lehr, wo dü hesch. — Wie stehts mit dine-n-Uffgawe, hesch sie schun
          gemacht?

        
",1,"greber-lucie",64,8,0.125,0.347540394333622,-0.579790929108531,-0.997709629215026,-0.0101932759864553,0.181033261719042,0.0892242452932077,-0.079383202756423,-0.490475222667063,-1,0.00476416296528814,0.407266103201749
5,"drama","Berthe","F","","","","
          
Berthe :

          
Ich hab sie gemacht, awer 's Lucie müeß mich emol de Katechisme üwwerhöre, ob ich ne au güet kann.
          Wurum kummt's denn so lang nit?

        
",1,"greber-lucie",27,3,0.111111111111111,0.332005778516162,-0.574060322652111,-0.998597374915444,-0.0102824030890608,0.17279001984634,0.103155088478116,-0.105959979986649,-0.479654937158686,-0.957372078736083,0.0412345927471154,0.408926196055356
6,"drama","Marie Engel","F","","","","
          
Mutter :

          
Fröuj's doch selbscht; es saat m'r 's nit, was for Gschäfte 's het.

        
",1,"greber-lucie",15,3,0.2,0.332005778516162,-0.574060322652111,-0.998597374915444,-0.0102824030890608,0.17279001984634,0.103155088478116,-0.105959979986649,-0.479654937158686,-0.957372078736083,0.0412345927471154,0.408926196055356
7,"drama","Berthe","F","","","","
          
Berthe :

          
Denk emol, grad ewwe-n-isch e Herr do gsin, un het noch em gfröujt.

        
",1,"greber-lucie",16,2,0.125,0.332005778516162,-0.574060322652111,-0.998597374915444,-0.0102824030890608,0.17279001984634,0.103155088478116,-0.105959979986649,-0.479654937158686,-0.957372078736083,0.0412345927471154,0.408926196055356
9,"drama","Berthe","F","","","","
          
Berthe :

          
Uff d'r Gaß.

        
",2,"greber-lucie",4,1,0.25,0.332005778516162,-0.574060322652111,-0.998597374915444,-0.0102824030890608,0.17279001984634,0.103155088478116,-0.105959979986649,-0.479654937158686,-0.957372078736083,0.0412345927471154,0.408926196055356
10,"drama","Marie Engel","F","","","","
          
Mutter :

          
E Herr?

        
",2,"greber-lucie",3,1,0.333333333333333,0.302079643959249,-0.56359385621189,-0.999753363144741,-0.0104131142631912,0.156772772499169,0.129823844928839,-0.157666515513034,-0.458578354829193,-0.874852662606458,0.11145500237139,0.411602877141356
11,"drama","Berthe","F","","","","
          
Berthe :

          
Ja, e schöner großer Herr isch kumme, mit eme schwarze Schnützer un eme goldene pince-nez. Der het
          noch'm Lucie gfröujt. No hawi g'saat: 's isch nit d'heim. No het er gsaat: gell, dü bisch sicherlich 's
          Schweschterle züem. No hawi g'saat: ja. No het er gsaat: dis isch awer schad, ich bin arig pressirt. —
          Un derno isch er widder furt gange.

        
",2,"greber-lucie",65,7,0.107692307692308,0.302079643959249,-0.56359385621189,-0.999753363144741,-0.0104131142631912,0.156772772499169,0.129823844928839,-0.157666515513034,-0.458578354829193,-0.874852662606458,0.11145500237139,0.411602877141356
12,"drama","Marie Engel","F","","","","
          
Mutter :

          
's isch güet. Ich saa's im, wenn's heime kummt.

        
",3,"greber-lucie",12,1,0.0833333333333333,0.302079643959249,-0.56359385621189,-0.999753363144741,-0.0104131142631912,0.156772772499169,0.129823844928839,-0.157666515513034,-0.458578354829193,-0.874852662606458,0.11145500237139,0.411602877141356
13,"drama","Berthe","F","","","","
          
Berthe :

          
O jeh, d'r Babbe! Ich glaub, er het schun widder eini.

        
",3,"greber-lucie",12,2,0.166666666666667,0.302079643959249,-0.56359385621189,-0.999753363144741,-0.0104131142631912,0.156772772499169,0.129823844928839,-0.157666515513034,-0.458578354829193,-0.874852662606458,0.11145500237139,0.411602877141356
14,"drama","Joseph Engel","M","","","","
          
Vater

          
(Trinkergesicht; farbiges Hemd, verschlissene Sammthose, Gurt, abgetragener Rock und hohe Mütze;
          angetrunken, rennt an Berthe an) :

          
Mach, daß de m'r üs de Füeß gehsch, Krott, elendi! Sunsch gitts Schmier! Sacré matin noch emol!

        
",3,"greber-lucie",36,4,0.111111111111111,0.25994562341162,-0.550278463968521,-1,-0.0105129504472256,0.133895166315948,0.166928384756563,-0.23167396771557,-0.428342035270052,-0.757725327121622,0.210194239777535,0.414087114914728
15,"drama","Marie Engel","F","","","","
          
Mutter :

          
Seij mit dem Kind doch nit so grob. 's het d'r jo nix gemacht.
          
(Zu Berthe.)
 Geh e bissel uff
          
d'Gaß Kind. Din Babbe isch awer au gar ze wüscht mit d'r. 
          
(Berthe rechts ab.)

        
",3,"greber-lucie",42,7,0.166666666666667,0.25994562341162,-0.550278463968521,-1,-0.0105129504472256,0.133895166315948,0.166928384756563,-0.23167396771557,-0.428342035270052,-0.757725327121622,0.210194239777535,0.414087114914728
16,"drama","Joseph Engel","M","","","","
          
Vater

          
(ruft der Berthe nach):

          
Brüchsch nit vum m'r furtzelaufe, ich biß dich nit. — — 
          
(Zur Mutter)
 Isch's z'Nachtesse gerischt? — — Ich hab Hunger.

        
",4,"greber-lucie",32,3,0.09375,0.25994562341162,-0.550278463968521,-1,-0.0105129504472256,0.133895166315948,0.166928384756563,-0.23167396771557,-0.428342035270052,-0.757725327121622,0.210194239777535,0.414087114914728
